LinkID,HomeID,State,Visit,Type,Sample_Type_Code,SampleID,SampleID_Code,Start_Date,Temp,acFormaldehyde,acAcetaldehyde,acAcetone,acAcrolein,acPropionaldehyde,acCrotonaldehyde,acBenzaldehyde,acGlyoxal,acMethylglyoxal,acHexaldehyde,mdFormaldehyde,mdAcetaldehyde,mdAcetone,mdAcrolein,mdPropionaldehyde,mdCrotonaldehyde,mdBenzaldehyde,mdGlyoxal,mdMethylglyoxal,mdHexaldehyde,ccFormaldehyde,ccAcetaldehyde,ccAcetone,ccAcrolein,ccPropionaldehyde,ccCrotonaldehyde,ccBenzaldehyde,ccGlyoxal,ccMethylglyoxal,ccHexaldehyde,acButyraldehyde,acIsopentanal,acPentanal,aco_Toluladehyde,acm_p_Toluladehyde,acm_Toluladehyde,acp_Toluladehyde,acDimethylglyoxal,mdButyraldehyde,mdIsopentanal,mdPentanal,mdo_Toluladehyde,mdm_p_Toluladehyde,mdm_Toluladehyde,mdp_Toluladehyde,mdDimethylglyoxal,ccButyraldehyde,ccIsopentanal,ccPentanal,cco_Toluladehyde,ccm_p_Toluladehyde,ccm_Toluladehyde,ccp_Toluladehyde,ccDimethylglyoxal,acFormaldehyde_flag,acAcetaldehyde_flag,acAcetone_flag,acAcrolein_flag,acPropionaldehyde_flag,acCrotonaldehyde_flag,acBenzaldehyde_flag,acGlyoxal_flag,acMethylglyoxal_flag,acHexaldehyde_flag
TX055110,TX055,TX,1,INDOOR,1,65642,2,"2000-05-01 00:00:00",23.89,18.48,23.38,21.18,2.66,3.11,-0.01,2.8,2.68,2.95,7.91,0.197,0.564,0.306,0.138,0.174,0.132,0.29,0.123,0.216,0.228,18.48,23.38,21.18,2.66,3.11,0.066,2.8,2.68,2.95,7.91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,,,,ND,,,,
TX055120,TX055,TX,1,OUTDOOR,2,65640,2,"2000-05-01 00:00:00",21.22,9.74,3.34,16.85,2.92,1.96,2.08,1.43,2.16,1.7,2.8,0.194,0.632,0.3,0.135,0.171,0.13,0.285,0.121,0.212,0.224,9.74,3.34,16.85,2.92,1.96,2.08,1.43,2.16,1.7,2.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,,,,,,,,
TX055130,TX055,TX,1,"PERSONAL ADULT",3,65646,2,"2000-05-01 00:00:00",NULL,32.86,34.93,16.1,1.9,4.71,-0.01,7.22,2.84,3.02,17.93,0.193,0.631,0.3,0.135,0.171,0.129,0.284,0.121,0.211,0.224,32.86,34.93,16.1,1.9,4.71,0.0645,7.22,2.84,3.02,17.93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,,,,ND,,,,
TX055220,TX255,TX,2,OUTDOOR,2,66374,2,"2000-08-28 00:00:00",30.1,4.92,2.35,4.75,-0.01,0.47,-0.01,0.65,0.86,1.15,1.39,0.195,0.636,0.302,0.136,0.172,0.131,0.287,0.122,0.213,0.226,4.92,2.35,4.75,0.068,0.47,0.0655,0.65,0.86,1.15,1.39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,,ND,,ND,,,,
TX055230,TX255,TX,2,"PERSONAL ADULT",3,66370,2,"2000-08-28 00:00:00",NULL,12.66,13.14,9.74,-0.01,1.6,1.07,1.61,2.56,2.2,4.39,0.196,0.641,0.305,0.137,0.174,0.132,0.289,0.123,0.215,0.227,12.66,13.14,9.74,0.0685,1.6,1.07,1.61,2.56,2.2,4.39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,,ND,,,<DL,,,
TX056110,TX056,TX,1,INDOOR,1,51344,1,"2000-05-08 00:00:00",26.4,18.52,7.28,2.18,NULL,2.08,NULL,0.5,0.49,1.3,NULL,0.663,1.924,1.311,NULL,0.474,NULL,1.788,0.122,0.14,NULL,18.52,7.28,2.18,NULL,2.08,NULL,0.894,0.49,1.3,NULL,1.82,NULL,1.73,NULL,NULL,NULL,NULL,NULL,1.9241,0.448754,2.13556,0.214218,NULL,0.00209265,0.00826276,4.07236,0.96205,0.224377,1.06778,0.107109,NULL,0.00104632,0.00413138,2.03618,,,,NA,,NA,,,,NA
TX056140,TX056,TX,1,"PERSONAL CHILD 1",4,65647,2,"2000-05-08 00:00:00",NULL,23.51,28.9,10.18,1.41,3.05,0.96,3.72,3.47,3.23,11.8,0.045,0.619,0.294,0.132,0.168,0.127,0.279,0.119,0.208,0.22,23.51,28.9,10.18,1.41,3.05,0.96,3.72,3.47,3.23,11.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,,,,,,,,
TX056150,TX056,TX,1,"PERSONAL CHILD 2",4,65648,2,"2000-05-08 00:00:00",NULL,36.97,36.56,16.51,2.1,4.86,1.36,7.96,3.08,2.89,19.73,0.045,0.618,0.294,0.132,0.167,0.127,0.279,0.118,0.207,0.219,36.97,36.56,16.51,2.1,4.86,1.36,7.96,3.08,2.89,19.73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,,,,,,,,
TX056210,TX256,TX,2,INDOOR,1,66568,2,"2000-09-12 00:00:00",26.7,17.89,-0.06,6.34,0.12,0.33,0.28,1.86,2.09,3.49,3.39,0.195,0.557,0.302,0.136,0.172,0.13,0.286,0.122,0.213,0.225,17.89,0.2785,6.34,0.068,0.33,0.28,1.86,2.09,3.49,3.39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,ND,,<DL,,,,,,
TX056220,TX256,TX,2,OUTDOOR,2,66546,2,"2000-09-12 00:00:00",26.2,6.01,1.35,7.02,-0.01,0.03,-0.01,0.71,2.86,2.95,2.22,0.193,0.63,0.299,0.135,0.171,0.129,0.284,0.121,0.211,0.223,6.01,1.35,7.02,0.0675,0.0855,0.0645,0.71,2.86,2.95,2.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,,ND,<DL,ND,,,,
TX056230,TX256,TX,2,"PERSONAL ADULT",3,66562,2,"2000-09-12 00:00:00",NULL,20.44,1.68,7.07,0.71,0.44,-0.01,7.31,3.25,3.7,0.75,0.196,0.638,0.303,0.137,0.173,0.131,0.288,0.122,0.214,0.226,20.44,1.68,7.07,0.71,0.44,0.0655,7.31,3.25,3.7,0.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,,<DL,<DL,ND,,,,<DL
TX056240,TX256,TX,2,"PERSONAL CHILD 1",4,66563,2,"2000-09-12 00:00:00",NULL,14.28,6.72,4.96,0.29,1.93,-0.01,2.02,2.3,3.33,3.58,0.047,0.638,0.303,0.137,0.173,0.131,0.288,0.122,0.214,0.226,14.28,6.72,4.96,0.29,1.93,0.0655,2.02,2.3,3.33,3.58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,<DL,<DL,,ND,,,,
TX056250,TX256,TX,2,"PERSONAL CHILD 2",4,66564,2,"2000-09-12 00:00:00",NULL,16.84,7.64,8.02,-0.01,1.02,1.62,1.67,2.31,2.61,3.98,0.047,0.638,0.303,0.137,0.173,0.131,0.288,0.122,0.214,0.226,16.84,7.64,8.02,0.0685,1.02,1.62,1.67,2.31,2.61,3.98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,,ND,,,<DL,,,
TX057210,TX257,TX,2,INDOOR,1,66461,2,"2000-09-05 00:00:00",28.1,5.9,8.43,4.76,-0.01,1.03,0.95,3.14,2.37,2.76,2.45,0.197,0.564,0.305,0.137,0.174,0.132,0.29,0.123,0.215,0.228,5.9,8.43,4.76,0.0685,1.03,0.95,3.14,2.37,2.76,2.45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,,ND,,,,,,
TX057220,TX257,TX,2,OUTDOOR,2,66460,2,"2000-09-05 00:00:00",29.1,13.69,18.63,4,-0.01,2.32,-0.01,2.31,2.46,3.63,3.21,0.197,0.644,0.306,0.138,0.174,0.132,0.29,0.123,0.216,0.228,13.69,18.63,4,0.069,2.32,0.066,2.31,2.46,3.63,3.21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,,ND,,ND,,,,
TX058110,TX058,TX,1,INDOOR,1,51348,1,"2000-05-10 00:00:00",24.73,27.77,32.02,0,NULL,3.72,NULL,0,1.1,1.58,NULL,0.703,2.039,1.39,NULL,0.502,NULL,1.895,0.129,0.148,NULL,27.77,32.02,0.695,NULL,3.72,NULL,0.9475,1.1,1.58,NULL,3.58,1.08,NULL,NULL,NULL,NULL,NULL,NULL,2.03974,0.475724,2.2639,0.227093,NULL,0.00221841,0.00875935,4.3171,3.58,1.08,1.13195,0.113546,NULL,0.00110921,0.00437967,2.15855,,,ND,NA,,NA,ND,,,NA
TX058130,TX058,TX,1,"PERSONAL ADULT",3,51346,1,"2000-05-10 00:00:00",NULL,26.74,42.58,0,NULL,4.41,NULL,0,1.34,1.83,NULL,0.892,2.588,1.764,NULL,0.638,NULL,2.405,0.164,0.188,NULL,26.74,42.58,0.882,NULL,4.41,NULL,1.2025,1.34,1.83,NULL,4.01,1.32,NULL,NULL,NULL,NULL,NULL,NULL,2.58859,0.603732,2.87308,0.288199,NULL,0.00281535,0.0111163,5.47875,4.01,1.32,1.43654,0.144099,NULL,0.00140767,0.00555816,2.73938,,,ND,NA,,NA,ND,,,NA
TX058140,TX058,TX,1,"PERSONAL CHILD 1",4,65649,2,"2000-05-10 00:00:00",NULL,17.01,29.57,36.75,5.43,3.79,-0.01,2.9,3.86,2.88,5.11,0.049,0.66,0.314,0.141,0.179,0.136,0.298,0.126,0.221,0.234,17.01,29.57,36.75,5.43,3.79,0.068,2.9,3.86,2.88,5.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,,,,ND,,,,
TX058210,TX258,TX,2,INDOOR,1,66376,2,"2000-08-28 00:00:00",25.3,8.56,22.82,9.17,0.23,1.11,0.06,2.09,2.03,1.71,2.64,0.198,0.566,0.307,0.138,0.175,0.132,0.291,0.124,0.216,0.229,8.56,22.82,9.17,0.23,1.11,0.066,2.09,2.03,1.71,2.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,,,,<DL,,,,
TX058220,TX258,TX,2,OUTDOOR,2,66373,2,"2000-08-28 00:00:00",29.4,7.26,3.75,5.27,0.43,0.51,0.47,0.65,0.95,1.34,1.46,0.197,0.644,0.306,0.138,0.174,0.132,0.29,0.123,0.216,0.228,7.26,3.75,5.27,0.43,0.51,0.47,0.65,0.95,1.34,1.46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,,,,,,,,
TX058230,TX258,TX,2,"PERSONAL ADULT",3,66371,2,"2000-08-28 00:00:00",NULL,9.7,26.4,153.22,-0.01,2.4,0.62,1.86,2.43,2.43,5.9,0.197,0.643,0.306,0.138,0.174,0.132,0.29,0.123,0.216,0.228,9.7,26.4,153.22,0.069,2.4,0.62,1.86,2.43,2.43,5.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,,ND,,<DL,<DL,,,
TX058240,TX258,TX,2,"PERSONAL CHILD 1",4,66372,2,"2000-08-28 00:00:00",NULL,8.78,15.13,11.49,0.87,0.98,0.28,1.26,1.15,3.1,2.19,0.047,0.646,0.307,0.138,0.175,0.133,0.292,0.124,0.217,0.229,8.78,15.13,11.49,0.87,0.98,0.28,1.26,1.15,3.1,2.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,,<DL,,<DL,<DL,,,
TX059110,TX059,TX,1,INDOOR,1,51340,1,"2000-05-10 00:00:00",28.64,17.21,14.3,1.71,NULL,1.59,NULL,0.43,0.45,0.81,NULL,0.685,1.986,1.354,NULL,0.489,NULL,1.846,0.126,0.144,NULL,17.21,14.3,1.71,NULL,1.59,NULL,0.923,0.45,0.81,NULL,2.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.98698,0.463419,2.20534,0.221219,NULL,0.00216103,0.00853277,4.20543,2.19,0.231709,1.10267,0.110609,NULL,0.00108052,0.00426639,2.10272,,,,NA,,NA,,,,NA
TX059140,TX059,TX,1,"PERSONAL CHILD 1",4,65651,2,"2000-05-10 00:00:00",NULL,13.31,19.34,5.51,3.28,1.66,0.69,1.88,3.77,3.05,4.24,0.048,0.653,0.31,0.14,0.177,0.134,0.294,0.125,0.219,0.231,13.31,19.34,5.51,3.28,1.66,0.69,1.88,3.77,3.05,4.24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,,,,<DL,<DL,,,
TX059210,TX259,TX,2,INDOOR,1,66700,2,"2000-10-03 00:00:00",23.9,32.47,24.23,8.44,0.28,1.82,0.77,5.48,3.54,4.81,6.4,0.193,0.552,0.299,0.135,0.171,0.129,0.284,0.121,0.211,0.223,32.47,24.23,8.44,0.28,1.82,0.77,5.48,3.54,4.81,6.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,,,,,,,,
TX059220,TX259,TX,2,OUTDOOR,2,66702,2,"2000-10-03 00:00:00",26.6,7.58,12.37,6.34,1.04,1.43,2.47,4.04,1.56,1.52,2.11,0.192,0.626,0.298,0.134,0.17,0.129,0.282,0.12,0.21,0.222,7.58,12.37,6.34,1.04,1.43,2.47,4.04,1.56,1.52,2.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,,,,,,,,
TX059230,TX259,TX,2,"PERSONAL ADULT",3,66705,2,"2000-10-03 00:00:00",NULL,37.88,21.86,11.79,0.43,0.39,1.32,5.49,2.33,3.22,6.85,0.193,0.628,0.299,0.134,0.17,0.129,0.283,0.12,0.211,0.223,37.88,21.86,11.79,0.43,0.39,1.32,5.49,2.33,3.22,6.85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,,<DL,<DL,,,,,
TX059240,TX259,TX,2,"PERSONAL CHILD 1",4,66701,2,"2000-10-03 00:00:00",NULL,30.26,22.71,5.46,-0.01,0.93,0.21,4.88,3.94,3.58,6.84,0.046,0.63,0.299,0.135,0.171,0.129,0.284,0.121,0.211,0.223,30.26,22.71,5.46,0.0675,0.93,0.21,4.88,3.94,3.58,6.84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,,ND,<DL,<DL,,,,
TX060140,TX060,TX,1,"PERSONAL CHILD 1",4,65650,2,"2000-05-10 00:00:00",NULL,12.98,19.98,15.29,2.08,1.63,0.53,2.11,3.34,2.55,3.98,0.047,0.646,0.307,0.138,0.175,0.133,0.291,0.124,0.216,0.229,12.98,19.98,15.29,2.08,1.63,0.53,2.11,3.34,2.55,3.98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,,,,<DL,,,,
TX060210,TX260,TX,2,INDOOR,1,66565,2,"2000-09-12 00:00:00",30.8,21.45,1.19,9.36,-0.01,1.02,-0.01,1.84,2.09,3.22,3.05,0.195,0.558,0.302,0.136,0.172,0.131,0.287,0.122,0.213,0.226,21.45,1.19,9.36,0.068,1.02,0.0655,1.84,2.09,3.22,3.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,,ND,,ND,,,,
TX060220,TX260,TX,2,OUTDOOR,2,66547,2,"2000-09-12 00:00:00",32.5,2.96,2.38,2.21,-0.01,0.27,-0.01,3.1,1.34,2.25,1.84,0.193,0.63,0.299,0.135,0.171,0.129,0.284,0.121,0.211,0.223,2.96,2.38,2.21,0.0675,0.27,0.0645,3.1,1.34,2.25,1.84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,ND,,ND,,,,
TX060230,TX260,TX,2,"PERSONAL ADULT",3,66439,2,"2000-09-12 00:00:00",NULL,17.03,8.58,6.18,0.44,0.67,-0.01,2.07,1.84,3.3,3.44,0.195,0.637,0.303,0.136,0.173,0.131,0.287,0.122,0.214,0.226,17.03,8.58,6.18,0.44,0.67,0.0655,2.07,1.84,3.3,3.44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,<DL,<DL,ND,,,,
TX060240,TX260,TX,2,"PERSONAL CHILD 1",4,66560,2,"2000-09-12 00:00:00",NULL,16.41,3.39,4.95,0.27,0.93,-0.01,1.42,3.24,2.96,2.92,0.047,0.635,0.302,0.136,0.172,0.13,0.286,0.122,0.213,0.225,16.41,3.39,4.95,0.27,0.93,0.065,1.42,3.24,2.96,2.92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,<DL,<DL,<DL,ND,<DL,,,
TX060250,TX260,TX,2,"PERSONAL CHILD 2",4,66561,2,"2000-09-12 00:00:00",NULL,19.35,7.12,5.49,-0.01,1.76,0.88,2.13,3.09,3.59,3.77,0.046,0.632,0.3,0.135,0.171,0.13,0.285,0.121,0.212,0.224,19.35,7.12,5.49,0.0675,1.76,0.88,2.13,3.09,3.59,3.77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,ND,,<DL,,,,
TX061210,TX261,TX,2,INDOOR,1,66420,2,"2000-08-30 00:00:00",28.1,21.1,30.71,26.19,3.46,3.49,0.61,2.79,2.13,3.32,4.92,0.198,0.568,0.308,0.139,0.175,0.133,0.292,0.124,0.217,0.23,21.1,30.71,26.19,3.46,3.49,0.61,2.79,2.13,3.32,4.92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,
TX061220,TX261,TX,2,OUTDOOR,2,66413,2,"2000-08-30 00:00:00",32.5,8.66,5.99,26.2,0.44,1.45,0.36,2.49,2.05,3.15,3.2,0.199,0.65,0.309,0.139,0.176,0.134,0.293,0.125,0.218,0.231,8.66,5.99,26.2,0.44,1.45,0.36,2.49,2.05,3.15,3.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,
TX061225,TX261,TX,2,"COLLOCATED OUTDO",2,66407,2,"2000-08-30 00:00:00",32.5,5.99,5.46,18.41,0.33,1.43,0.42,2.71,1.47,3.43,2.92,0.2,0.651,0.309,0.139,0.176,0.134,0.294,0.125,0.218,0.231,5.99,5.46,18.41,0.33,1.43,0.42,2.71,1.47,3.43,2.92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,
TX061230,TX261,TX,2,"PERSONAL ADULT",3,66419,2,"2000-08-30 00:00:00",NULL,14.63,20.46,18.47,0.29,1.61,0.11,2.09,1.51,1.95,3.34,0.199,0.648,0.308,0.139,0.175,0.133,0.292,0.124,0.217,0.23,14.63,20.46,18.47,0.29,1.61,0.0665,2.09,1.51,1.95,3.34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,<DL,,<DL,,,,
TX062210,TX262,TX,2,INDOOR,1,66462,2,"2000-09-05 00:00:00",28.1,14.07,21.32,6.76,0.76,1.98,0.73,1.79,2.62,2.2,6.12,0.197,0.563,0.305,0.137,0.174,0.132,0.289,0.123,0.215,0.228,14.07,21.32,6.76,0.76,1.98,0.73,1.79,2.62,2.2,6.12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,
TX062220,TX262,TX,2,OUTDOOR,2,66448,2,"2000-09-05 00:00:00",29.1,8.73,9.05,3.84,-0.01,1.16,0.51,1.32,2.02,2.39,2.33,0.197,0.644,0.306,0.138,0.175,0.132,0.291,0.123,0.216,0.228,8.73,9.05,3.84,0.069,1.16,0.51,1.32,2.02,2.39,2.33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,ND,,,,,,
TX062230,TX262,TX,2,"PERSONAL ADULT",3,66465,2,"2000-09-05 00:00:00",NULL,15.64,16.76,10.23,1.31,2.35,0.52,5.7,2.5,1.88,8,0.198,0.644,0.306,0.138,0.175,0.132,0.291,0.123,0.216,0.229,15.64,16.76,10.23,1.31,2.35,0.52,5.7,2.5,1.88,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,<DL,,,,
TX062240,TX262,TX,2,"PERSONAL CHILD 1",4,66466,2,"2000-09-05 00:00:00",NULL,13.31,15.92,7.94,1.31,2.63,-0.01,1.55,3.48,2.8,3.98,0.047,0.642,0.305,0.137,0.174,0.132,0.289,0.123,0.215,0.228,13.31,15.92,7.94,1.31,2.63,0.066,1.55,3.48,2.8,3.98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,ND,<DL,,,
TX063210,TX263,TX,2,INDOOR,1,66369,2,"2000-08-23 00:00:00",26.9,15.57,37.53,10.26,1.85,1.19,-0.01,2.02,2.41,2.72,3.67,0.197,0.564,0.306,0.138,0.174,0.132,0.29,0.123,0.216,0.228,15.57,37.53,10.26,1.85,1.19,0.066,2.02,2.41,2.72,3.67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,ND,,,,
TX063230,TX263,TX,2,"PERSONAL ADULT",3,66367,2,"2000-08-23 00:00:00",NULL,12.87,30.17,7.12,1.4,0.98,-0.01,1.69,1.84,2.9,2.96,0.197,0.644,0.306,0.138,0.175,0.132,0.291,0.123,0.216,0.228,12.87,30.17,7.12,1.4,0.98,0.066,1.69,1.84,2.9,2.96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,ND,<DL,,,
TX063240,TX263,TX,2,"PERSONAL CHILD 1",4,66388,2,"2000-08-23 00:00:00",NULL,20.15,43.06,82.64,0.47,0.35,-0.01,4.95,1.97,4.12,7.38,0.048,0.647,0.307,0.138,0.175,0.133,0.292,0.124,0.217,0.229,20.15,43.06,82.64,0.47,0.35,0.0665,4.95,1.97,4.12,7.38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,<DL,<DL,ND,,,,
TX064110,TX064,TX,1,INDOOR,1,65740,2,"2000-05-17 00:00:00",26.12,21.6,38.44,12.8,1.89,2.31,0,3.02,2.6,3.45,6.33,0.184,0.527,0.285,0.128,0.163,0.123,0.271,0.115,0.201,0.213,21.6,38.44,12.8,1.89,2.31,0.0615,3.02,2.6,3.45,6.33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,ND,,,,
TX064120,TX064,TX,1,OUTDOOR,2,65747,2,"2000-05-17 00:00:00",27.76,12.63,2.56,3.04,5.29,1.55,1.19,1.88,1.83,2.61,2.58,0.183,0.596,0.283,0.127,0.161,0.122,0.269,0.114,0.2,0.211,12.63,2.56,3.04,5.29,1.55,1.19,1.88,1.83,2.61,2.58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,,,
