LinkID,HomeID,State,Visit,Type,Sample_Type_Code,SampleID,SampleID_Code,Start_Date,Temp,acFormaldehyde,acAcetaldehyde,acAcetone,acAcrolein,acPropionaldehyde,acCrotonaldehyde,acBenzaldehyde,acGlyoxal,acMethylglyoxal,acHexaldehyde,mdFormaldehyde,mdAcetaldehyde,mdAcetone,mdAcrolein,mdPropionaldehyde,mdCrotonaldehyde,mdBenzaldehyde,mdGlyoxal,mdMethylglyoxal,mdHexaldehyde,ccFormaldehyde,ccAcetaldehyde,ccAcetone,ccAcrolein,ccPropionaldehyde,ccCrotonaldehyde,ccBenzaldehyde,ccGlyoxal,ccMethylglyoxal,ccHexaldehyde,acButyraldehyde,acIsopentanal,acPentanal,aco_Toluladehyde,acm_p_Toluladehyde,acm_Toluladehyde,acp_Toluladehyde,acDimethylglyoxal,mdButyraldehyde,mdIsopentanal,mdPentanal,mdo_Toluladehyde,mdm_p_Toluladehyde,mdm_Toluladehyde,mdp_Toluladehyde,mdDimethylglyoxal,ccButyraldehyde,ccIsopentanal,ccPentanal,cco_Toluladehyde,ccm_p_Toluladehyde,ccm_Toluladehyde,ccp_Toluladehyde,ccDimethylglyoxal,acFormaldehyde_flag,acAcetaldehyde_flag,acAcetone_flag,acAcrolein_flag,acPropionaldehyde_flag,acCrotonaldehyde_flag,acBenzaldehyde_flag,acGlyoxal_flag,acMethylglyoxal_flag,acHexaldehyde_flag
CA035200,CA245,CA,2,VEHICLE,5,51475,1,"2000-09-19 00:00:00",NULL,147.143,6.3242,-1.4764,NULL,7.3465,NULL,1.9928,9.7687,11.6224,NULL,7.88819,6.59881,16.8383,NULL,5.61426,NULL,9.65892,4.63293,6.75369,NULL,147.143,3.2994,8.41917,NULL,7.3465,NULL,4.82946,9.7687,11.6224,NULL,3.54994,4.45262,3.28601,5.61258,10.2004,NULL,NULL,15.0333,0.6176,0.7395,0.7689,1.2563,0.6512,NULL,NULL,1.105,3.54994,4.45262,3.28601,5.61258,10.2004,NULL,NULL,15.0333,,,ND,NA,,NA,<DL,,,NA
CA035210,CA245,CA,2,INDOOR,1,66507,2,"2000-09-15 00:00:00",25.26,14.69,17.31,4.547,0.438,0.032,-0.08,4.825,3.496,2.99,2.289,0.189,0.737,0.398,0.139,0.05,0.129,0.239,0.09,0.199,0.06,14.69,17.31,4.547,0.438,0.025,0.0645,4.825,3.496,2.99,2.289,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,,,<DL,ND,,,,
CA035220,CA245,CA,2,OUTDOOR,2,66529,2,"2000-09-15 00:00:00",24.48,7.46,4.59,3.782,0.204,1.487,-0.08,4.273,2.017,2.22,1.847,0.189,0.737,0.398,0.139,0.05,0.129,0.239,0.09,0.199,0.06,7.46,4.59,3.782,0.204,1.487,0.0645,4.273,2.017,2.22,1.847,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,,,,ND,,,,
CA035230,CA245,CA,2,"PERSONAL ADULT",3,66537,2,"2000-09-15 00:00:00",NULL,18.59,15.97,5.092,1.13,2.259,-0.22,3.458,2.747,3.395,2.545,0.19,0.739,0.399,0.14,0.05,0.13,0.24,0.09,0.2,0.06,18.59,15.97,5.092,1.13,2.259,0.065,3.458,2.747,3.395,2.545,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,,,,ND,,,,
CA036100,CA046,CA,1,VEHICLE,5,51268,1,"2000-04-25 00:00:00",NULL,48.3264,3.423,3.0087,NULL,1.4663,NULL,2.4756,2.0792,1.2108,NULL,4.77455,3.99412,10.1919,NULL,3.3982,NULL,5.84634,2.80421,4.08786,NULL,48.3264,1.99706,5.09595,NULL,1.6991,NULL,2.92317,1.40211,2.04393,NULL,-0.261876,-1.47217,1.43219,-1.25049,-1.11439,NULL,NULL,-0.942127,2.10192,2.42582,1.91132,1.88671,1.8622,NULL,NULL,1.52747,1.05096,1.21291,0.95566,0.943353,0.931101,NULL,NULL,0.763735,,<DL,<DL,NA,<DL,NA,<DL,<DL,<DL,NA
CA036110,CA046,CA,1,INDOOR,1,51270,1,"2000-04-25 00:00:00",22.32,55.4095,12.7688,0.1389,NULL,5.2654,NULL,6.712,1.4804,1.7047,NULL,0.610946,0.511082,1.30414,NULL,0.434828,NULL,0.74809,0.358823,0.523078,NULL,55.4095,12.7688,0.652071,NULL,5.2654,NULL,6.712,1.4804,1.7047,NULL,2.13636,0.825444,4.71984,0.0794046,0.00928082,NULL,NULL,-0.120553,2.13173,2.46023,1.93843,1.91346,1.88861,NULL,NULL,1.54913,2.13636,1.23011,4.71984,0.956732,0.944306,NULL,NULL,0.774567,,,<DL,NA,,NA,,,,NA
CA036130,CA046,CA,1,"PERSONAL ADULT",3,65579,2,"2000-05-09 00:00:00",NULL,13.51,25.73,7.079,-0.11,3.06,1.802,3.278,3.198,2.091,4.909,0.193,0.753,0.407,0.142,0.051,0.132,0.244,0.092,0.203,0.061,13.51,25.73,7.079,0.071,3.06,1.802,3.278,3.198,2.091,4.909,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,,ND,,,,,,
CA036132,CA046,CA,1,"REPEAT PERSONAL ADULT",3,51276,1,"2000-04-25 00:00:00",NULL,42.1416,14.181,3.5937,NULL,4.2208,NULL,12.645,1.6942,2.0868,NULL,0.971902,0.813038,2.07465,NULL,0.691732,NULL,1.19007,0.570822,0.832121,NULL,42.1416,14.181,3.5937,NULL,4.2208,NULL,12.645,1.6942,2.0868,NULL,1.55459,0.282975,3.34157,0.352424,0.279126,NULL,NULL,-0.191778,2.24569,2.59175,2.04206,2.01576,1.98958,NULL,NULL,1.63195,1.12285,1.29588,3.34157,1.00788,0.994791,NULL,NULL,0.815977,,,<DL,NA,,NA,,,,NA
CA036210,CA246,CA,2,INDOOR,1,66122,2,"2000-08-10 00:00:00",28.43,19.04,22.74,3.391,0.234,1.326,0.556,1.74,1.52,1.459,3.411,0.188,0.731,0.395,0.138,0.049,0.128,0.237,0.089,0.198,0.059,19.04,22.74,3.391,0.234,1.326,0.556,1.74,1.52,1.459,3.411,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,,,,,,,,
CA036220,CA246,CA,2,OUTDOOR,2,66147,2,"2000-08-10 00:00:00",26.84,7.85,2.78,0.05,0.944,2.373,0.072,3.169,0.46,0.79,1.354,0.189,0.736,0.398,0.139,0.05,0.129,0.239,0.09,0.199,0.06,7.85,2.78,0.199,0.944,2.373,0.0645,3.169,0.46,0.79,1.354,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,<DL,,,<DL,,,,
CA036230,CA246,CA,2,"PERSONAL ADULT",3,66139,2,"2000-08-10 00:00:00",NULL,17.49,39.46,2.2,-0.18,1.326,0.583,1.389,1.415,1.161,2.582,0.189,0.735,0.398,0.139,0.05,0.129,0.239,0.089,0.199,0.06,17.49,39.46,2.2,0.0695,1.326,0.583,1.389,1.415,1.161,2.582,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,<DL,ND,,<DL,<DL,,,
CA037100,CA047,CA,1,VEHICLE,5,51283,1,"2000-05-03 00:00:00",NULL,16.795,6.1047,3.4693,NULL,2.237,NULL,0.3949,1.0293,1.4737,NULL,1.15606,0.967095,2.46776,NULL,0.822804,NULL,1.41557,0.678984,0.989794,NULL,16.795,6.1047,3.4693,NULL,2.237,NULL,0.707787,1.0293,1.4737,NULL,0.72627,0.238375,2.1115,0.0906317,-0.269827,NULL,NULL,-0.228117,0.2473,0.2961,0.3079,0.5031,0.2608,NULL,NULL,0.4425,0.72627,0.14805,2.1115,0.25155,0.1304,NULL,NULL,0.22125,,,<DL,NA,<DL,NA,<DL,<DL,<DL,NA
CA037110,CA047,CA,1,INDOOR,1,51281,1,"2000-04-28 00:00:00",23.44,10.3093,10.4783,4.818,NULL,1.378,NULL,0.5188,0.5768,0.6587,NULL,0.699484,0.585149,1.49314,NULL,0.497844,NULL,0.856504,0.410824,0.598883,NULL,10.3093,10.4783,4.818,NULL,1.378,NULL,0.428252,0.5768,0.6587,NULL,0.579968,0.79358,1.55612,-0.1832,-0.163261,NULL,NULL,-0.138024,2.25739,2.60525,2.05269,2.02626,1.99994,NULL,NULL,1.64045,1.12869,1.30262,1.02635,1.01313,0.99997,NULL,NULL,0.820225,,,,NA,,NA,,,,NA
CA037120,CA047,CA,1,OUTDOOR,2,51284,1,"2000-04-28 00:00:00",21.45,3.4445,1.3133,1.5879,NULL,0.2216,NULL,0.6592,0.3975,0.1313,NULL,0.61618,0.515461,1.31532,NULL,0.438554,NULL,0.754499,0.361898,0.52756,NULL,3.4445,1.3133,1.5879,NULL,0.219277,NULL,0.37725,0.3975,0.26378,NULL,0.160996,0.202061,0.420947,-0.0712898,-0.143817,NULL,NULL,0.0819184,2.29975,2.65415,2.09122,2.06429,2.03748,NULL,NULL,1.67124,1.14988,1.32707,1.04561,1.03214,1.01874,NULL,NULL,0.83562,,,,NA,,NA,,,<DL,NA
CA037130,CA047,CA,1,"PERSONAL ADULT",3,65578,2,"2000-05-09 00:00:00",NULL,16.22,34.03,8.241,-0.11,2.98,2.409,1.948,3.083,3.385,8.262,0.191,0.742,0.401,0.14,0.05,0.13,0.241,0.09,0.201,0.06,16.22,34.03,8.241,0.07,2.98,2.409,1.948,3.083,3.385,8.262,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,,ND,,,,,,
CA037132,CA047,CA,1,"REPEAT PERSONAL ADULT",3,51269,1,"2000-04-28 00:00:00",NULL,27.7115,24.0542,1.8846,NULL,4.9212,NULL,2.4704,1.541,3.0633,NULL,0.681484,0.570091,1.45472,NULL,0.485033,NULL,0.834463,0.400253,0.583471,NULL,27.7115,24.0542,1.8846,NULL,4.9212,NULL,2.4704,1.541,3.0633,NULL,2.90266,2.09871,5.65402,-0.00226501,-0.159059,NULL,NULL,-0.134472,2.13054,2.45885,1.93735,1.9124,1.88756,NULL,NULL,1.54827,2.90266,1.22943,5.65402,0.956198,0.943779,NULL,NULL,0.774135,,,<DL,NA,,NA,,,,NA
CA037200,CA247,CA,2,VEHICLE,5,51459,1,"2000-09-15 00:00:00",NULL,27.5137,7.1504,1.8049,NULL,4.2591,NULL,1.3353,2.5611,3.7871,NULL,1.50544,1.25937,3.21356,NULL,1.07147,NULL,1.84338,0.884183,1.28892,NULL,27.5137,7.1504,1.60678,NULL,4.2591,NULL,0.92169,2.5611,3.7871,NULL,2.21574,1.76005,3.56269,3.04027,1.75608,NULL,NULL,1.48679,5.35885,6.18465,4.87292,4.81017,4.74769,NULL,NULL,3.8943,2.67943,3.09232,2.43646,2.40508,2.37385,NULL,NULL,1.94715,,,<DL,NA,,NA,<DL,,,NA
CA037210,CA247,CA,2,INDOOR,1,66513,2,"2000-09-13 00:00:00",24.1,15.44,23.67,9.795,0.407,2.905,0.35,4.707,2.272,1.561,4.588,0.19,0.741,0.4,0.14,0.05,0.13,0.24,0.09,0.2,0.06,15.44,23.67,9.795,0.407,2.905,0.35,4.707,2.272,1.561,4.588,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,,,,,,,,
CA037220,CA247,CA,2,OUTDOOR,2,66510,2,"2000-09-13 00:00:00",25.73,5.42,4.88,6.39,0.344,2.233,0.404,5.628,2.042,0.381,1.769,0.191,0.742,0.401,0.14,0.05,0.13,0.241,0.09,0.201,0.06,5.42,4.88,6.39,0.344,2.233,0.404,5.628,2.042,0.381,1.769,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,,,,,,,,
CA037230,CA247,CA,2,"PERSONAL ADULT",3,66515,2,"2000-09-13 00:00:00",NULL,15.95,22.97,8.161,0.888,2.783,1.068,4.675,2.168,1.724,4.264,0.191,0.744,0.402,0.141,0.05,0.131,0.241,0.091,0.201,0.06,15.95,22.97,8.161,0.888,2.783,1.068,4.675,2.168,1.724,4.264,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,,<DL,,,,,,
CA038100,CA048,CA,1,VEHICLE,5,51315,1,"2000-05-09 00:00:00",NULL,37.1821,25.0574,8.4343,NULL,1.7088,NULL,0.1594,-0.5737,1.1635,NULL,2.46706,2.0638,5.26625,NULL,1.75588,NULL,3.02086,1.44896,2.11224,NULL,37.1821,25.0574,8.4343,NULL,0.87794,NULL,1.51043,0.724482,1.05612,NULL,0.926016,0.1914,1.14243,-0.324092,-0.694756,NULL,NULL,-0.245898,0.2834,0.3393,0.3528,0.5764,0.2988,NULL,NULL,0.507,0.926016,0.16965,1.14243,0.2882,0.1494,NULL,NULL,0.2535,,,<DL,NA,<DL,NA,<DL,ND,<DL,NA
CA038110,CA048,CA,1,INDOOR,1,51319,1,"2000-05-09 00:00:00",24.25,28.5106,27.3551,3.7702,NULL,3.907,NULL,2.004,1.1382,2.4945,NULL,0.637316,0.533142,1.36043,NULL,0.453597,NULL,0.78038,0.374312,0.545656,NULL,28.5106,27.3551,3.7702,NULL,3.907,NULL,2.004,1.1382,2.4945,NULL,1.93984,1.06036,2.94109,-0.152914,-0.179477,NULL,NULL,-0.0635228,2.7198,3.13892,2.47317,2.44132,2.40962,NULL,NULL,1.97649,1.3599,1.56946,2.94109,1.22066,1.20481,NULL,NULL,0.988243,,,,NA,,NA,,,,NA
CA038130,CA048,CA,1,"PERSONAL ADULT",3,51317,1,"2000-05-09 00:00:00",NULL,24.1537,10.5149,2.0895,NULL,3.4114,NULL,1.8569,1.2774,2.5886,NULL,0.558953,0.467588,1.19316,NULL,0.397823,NULL,0.684425,0.328287,0.478562,NULL,24.1537,10.5149,2.0895,NULL,3.4114,NULL,1.8569,1.2774,2.5886,NULL,2.06991,0.791537,2.39657,-0.134112,-0.157408,NULL,NULL,-0.0557121,0.2904,0.3476,0.3615,0.5906,0.3062,NULL,NULL,0.5195,2.06991,0.791537,2.39657,0.2953,0.1531,NULL,NULL,0.25975,,,<DL,NA,,NA,<DL,,,NA
CA039100,CA049,CA,1,VEHICLE,5,51287,1,"2000-05-03 00:00:00",NULL,24.5824,6.7904,6.515,NULL,4.1416,NULL,-3.078,-0.1822,2.3411,NULL,4.94188,4.13409,10.5491,NULL,3.51728,NULL,6.05122,2.90249,4.23112,NULL,24.5824,6.7904,5.27454,NULL,4.1416,NULL,3.02561,1.45124,2.11556,NULL,0.727047,0.169017,1.88305,-1.29431,3.81709,NULL,NULL,-0.217566,0.256,0.3065,0.3187,0.5206,0.2699,NULL,NULL,0.458,0.727047,0.15325,1.88305,0.2603,3.81709,NULL,NULL,0.229,,,<DL,NA,,NA,ND,ND,<DL,NA
CA039110,CA049,CA,1,INDOOR,1,65570,2,"2000-05-02 00:00:00",22.08,12.41,26.26,8.644,0.074,2.561,-0.11,1.619,1.499,2.365,4.287,0.191,0.744,0.402,0.141,0.05,0.131,0.241,0.091,0.201,0.06,12.41,26.26,8.644,0.0705,2.561,0.0655,1.619,1.499,2.365,4.287,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,,<DL,,ND,,,,
CA039120,CA049,CA,1,OUTDOOR,2,65562,2,"2000-05-02 00:00:00",19.17,9.84,5.27,6.799,-0.11,3.56,4.164,2.043,1.719,2.316,4.918,0.19,0.739,0.4,0.14,0.05,0.13,0.24,0.09,0.2,0.06,9.84,5.27,6.799,0.07,3.56,4.164,2.043,1.719,2.316,4.918,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,,ND,,,,,,
CA039130,CA049,CA,1,"PERSONAL ADULT",3,65568,2,"2000-05-02 00:00:00",NULL,13.96,27.16,6.46,3.567,4.079,-0.11,2.198,1.244,2.247,4.364,0.19,0.739,0.399,0.14,0.05,0.13,0.24,0.09,0.2,0.06,13.96,27.16,6.46,3.567,4.079,0.065,2.198,1.244,2.247,4.364,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,,,,ND,,,,
CA039132,CA049,CA,1,"REPEAT PERSONAL ADULT",3,51285,1,"2000-05-03 00:00:00",NULL,10.1818,6.5155,2.4627,NULL,2.1122,NULL,1.5566,1.2746,2.0624,NULL,0.907472,0.75914,1.93712,NULL,0.645876,NULL,1.11118,0.532981,0.776957,NULL,10.1818,6.5155,2.4627,NULL,2.1122,NULL,1.5566,1.2746,2.0624,NULL,1.22763,-0.0966141,1.37089,-0.237674,-0.211805,NULL,NULL,-0.179065,2.30245,2.65726,2.09367,2.06671,2.03986,NULL,NULL,1.6732,1.15122,1.32863,1.04683,1.03335,1.01993,NULL,NULL,0.836599,,,<DL,NA,,NA,<DL,,,NA
CA039200,CA249,CA,2,VEHICLE,5,51446,1,"2000-09-12 00:00:00",NULL,21.2295,5.6696,0.9986,NULL,3.2603,NULL,0.7041,2.4501,3.1209,NULL,2.69826,2.25721,5.75977,NULL,1.92043,NULL,3.30396,1.58475,2.31019,NULL,21.2295,5.6696,2.87989,NULL,3.2603,NULL,1.65198,2.4501,3.1209,NULL,1.51802,0.821791,1.445,1.45174,2.32095,NULL,NULL,1.0431,0.4939,0.5913,0.6149,1.0046,0.5208,NULL,NULL,0.8836,1.51802,0.821791,1.445,1.45174,2.32095,NULL,NULL,1.0431,,,<DL,NA,,NA,<DL,<DL,,NA
CA039210,CA249,CA,2,INDOOR,1,66288,2,"2000-08-25 00:00:00",24.28,23.96,61.66,6.638,1.19,0.605,0.558,3.038,3.252,2.938,2.773,0.204,0.795,0.43,0.15,0.054,0.14,0.258,0.097,0.215,0.064,23.96,61.66,6.638,1.19,0.605,0.558,3.038,3.252,2.938,2.773,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,,,,,,,,
CA039220,CA249,CA,2,OUTDOOR,2,66281,2,"2000-08-25 00:00:00",24.33,8.04,5.25,1.004,0.657,2.886,0.861,1.871,2.345,3.224,2.058,0.204,0.795,0.43,0.15,0.054,0.14,0.258,0.097,0.215,0.064,8.04,5.25,1.004,0.657,2.886,0.861,1.871,2.345,3.224,2.058,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,,,,,,,,
CA039230,CA249,CA,2,"PERSONAL ADULT",3,66289,2,"2000-08-25 00:00:00",NULL,15.77,21.48,11.978,6.356,2.191,0.494,2.272,2.822,2.589,3.176,0.203,0.793,0.428,0.15,0.054,0.139,0.257,0.096,0.214,0.064,15.77,21.48,11.978,6.356,2.191,0.494,2.272,2.822,2.589,3.176,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,,,,<DL,,,,
CA040100,CA050,CA,1,VEHICLE,5,51322,1,"2000-05-09 00:00:00",NULL,31.6574,6.1471,3.7923,NULL,0.8848,NULL,0.3144,1.1994,1.1446,NULL,1.15103,0.962885,2.45702,NULL,0.819222,NULL,1.40941,0.676028,0.985485,NULL,31.6574,6.1471,3.7923,NULL,0.8848,NULL,0.704705,1.1994,1.1446,NULL,0.403792,0.0951129,0.421312,-0.276171,-0.324145,NULL,NULL,-0.114726,0.2977,0.3565,0.3707,0.6056,0.3139,NULL,NULL,0.5327,0.403792,0.17825,0.421312,0.3028,0.15695,NULL,NULL,0.26635,,,<DL,NA,<DL,NA,<DL,<DL,<DL,NA
CA040110,CA050,CA,1,INDOOR,1,65620,2,"2000-05-09 00:00:00",23.45,23.83,28.83,7.833,1.428,2.356,-0.11,1.221,2.23,2.218,4.196,0.202,0.786,0.425,0.149,0.053,0.138,0.255,0.096,0.212,0.064,23.83,28.83,7.833,1.428,2.356,0.069,1.221,2.23,2.218,4.196,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,,,,ND,,,,
CA040112,CA050,CA,1,"REPEAT INDOOR",1,51323,1,"2000-05-09 00:00:00",23.45,25.9168,18.2253,2.5001,NULL,1.9663,NULL,1.5914,1.5562,1.7695,NULL,0.554318,0.46371,1.18326,NULL,0.394525,NULL,0.67875,0.325564,0.474594,NULL,25.9168,18.2253,2.5001,NULL,1.9663,NULL,1.5914,1.5562,1.7695,NULL,1.20071,0.52093,1.70804,0.00381689,-0.056717,NULL,NULL,-0.0552502,0.3013,0.3607,0.3751,0.6128,0.3177,NULL,NULL,0.539,1.20071,0.52093,1.70804,0.3064,0.15885,NULL,NULL,0.2695,,,,NA,,NA,,,,NA
CA040120,CA050,CA,1,OUTDOOR,2,65574,2,"2000-05-09 00:00:00",18.85,5.56,6.11,4.611,-0.11,3.714,-0.11,2.668,1.885,2.302,4.407,0.202,0.786,0.425,0.149,0.053,0.138,0.255,0.096,0.212,0.064,5.56,6.11,4.611,0.0745,3.714,0.069,2.668,1.885,2.302,4.407,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,,ND,,ND,,,,
CA040130,CA050,CA,1,"PERSONAL ADULT",3,51318,1,"2000-05-09 00:00:00",NULL,25.4518,9.1558,4.5625,NULL,1.4155,NULL,1.2656,0.6172,1.1651,NULL,0.926312,0.7749,1.97733,NULL,0.659284,NULL,1.13425,0.544046,0.793087,NULL,25.4518,9.1558,4.5625,NULL,1.4155,NULL,1.2656,0.6172,1.1651,NULL,0.762427,0.429728,1.26464,0.0690214,-0.260862,NULL,NULL,-0.0923278,2.70831,3.12566,2.46273,2.43101,2.39944,NULL,NULL,1.96814,1.35416,1.56283,1.23136,1.21551,1.19972,NULL,NULL,0.98407,,,<DL,NA,,NA,<DL,<DL,,NA
CA041100,CA051,CA,1,VEHICLE,5,51333,1,"2000-05-12 00:00:00",NULL,22.8058,4.1393,0.8076,NULL,0.2208,NULL,-0.0183,0.2785,1.0133,NULL,1.56048,1.30541,3.33105,NULL,1.11064,NULL,1.91078,0.91651,1.33605,NULL,22.8058,4.1393,1.66552,NULL,0.555321,NULL,0.955388,0.458255,0.668025,NULL,0.10079,-0.129392,0.438478,-0.374413,-0.439452,NULL,NULL,-0.155537,2.85353,3.29326,2.59478,2.56136,2.5281,NULL,NULL,2.07367,1.42677,1.64663,1.29739,1.28068,1.26405,NULL,NULL,1.03684,,,<DL,NA,<DL,NA,ND,<DL,<DL,NA
CA041110,CA051,CA,1,INDOOR,1,51336,1,"2000-05-12 00:00:00",22.46,26.2297,7.6641,2.4312,NULL,1.6379,NULL,0.6216,0.5302,1.1816,NULL,0.583533,0.488151,1.24563,NULL,0.415318,NULL,0.714524,0.342724,0.499608,NULL,26.2297,7.6641,2.4312,NULL,1.6379,NULL,0.357262,0.5302,1.1816,NULL,1.02263,0.192837,1.99767,-0.14001,-0.164331,NULL,NULL,-0.0581622,0.314,0.376,0.391,0.6388,0.3311,NULL,NULL,0.5619,1.02263,0.188,1.99767,0.3194,0.16555,NULL,NULL,0.28095,,,,NA,,NA,,,,NA
CA041130,CA051,CA,1,"PERSONAL ADULT",3,65632,2,"2000-05-11 00:00:00",NULL,26.33,29.18,6.461,2.883,3.892,-0.11,3.563,2.279,2.764,5.365,0.191,0.744,0.402,0.141,0.05,0.131,0.241,0.09,0.201,0.06,26.33,29.18,6.461,2.883,3.892,0.0655,3.563,2.279,2.764,5.365,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,,,,ND,,,,
CA041132,CA051,CA,1,"REPEAT PERSONAL ADULT",3,51330,1,"2000-05-12 00:00:00",NULL,31.3283,11.5612,6.4556,NULL,2.4361,NULL,1.0074,0.7896,1.8881,NULL,0.613019,0.512817,1.30857,NULL,0.436304,NULL,0.750629,0.360041,0.524853,NULL,31.3283,11.5612,6.4556,NULL,2.4361,NULL,1.0074,0.7896,1.8881,NULL,1.62477,0.41905,2.98337,-0.147084,0.103521,NULL,NULL,0.251967,2.84051,3.27823,2.58294,2.54967,2.51656,NULL,NULL,2.06421,1.42025,1.63911,2.98337,1.27484,1.25828,NULL,NULL,1.0321,,,,NA,,NA,<DL,<DL,,NA
CA041200,CA251,CA,2,VEHICLE,5,51471,1,"2000-10-20 00:00:00",NULL,13.8253,5.7109,-0.7611,NULL,1.2498,NULL,-0.7816,0.1503,NULL,NULL,2.82428,2.36263,6.02879,NULL,2.01013,NULL,3.45827,1.65877,2.41809,NULL,13.8253,5.7109,3.0144,NULL,1.00506,NULL,1.72914,0.829386,1.20904,NULL,-0.153571,-0.544018,-0.653827,0.0202609,0.367962,NULL,NULL,0.282245,5.57307,6.43188,5.06771,5.00245,4.93748,NULL,NULL,4.04997,2.78653,3.21594,2.53386,2.50123,2.46874,NULL,NULL,2.02498,,,ND,NA,<DL,NA,ND,<DL,NA,NA
CA041210,CA251,CA,2,INDOOR,1,66678,2,"2000-10-16 00:00:00",23.67,31.89,24.37,7.205,0.91,1.623,1.221,4.387,3.154,2.068,3.41,0.191,0.746,0.403,0.141,0.05,0.131,0.242,0.091,0.202,0.06,31.89,24.37,7.205,0.91,1.623,1.221,4.387,3.154,2.068,3.41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,,,,,,,,
CA041220,CA251,CA,2,OUTDOOR,2,66668,2,"2000-10-16 00:00:00",17.35,54.61,39.2,0.05,-0.15,4.308,0.005,1.596,2.87,1.994,2.204,0.192,0.746,0.404,0.141,0.05,0.131,0.242,0.091,0.202,0.061,54.61,39.2,0.202,0.0705,4.308,0.0655,1.596,2.87,1.994,2.204,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,,,<DL,ND,,<DL,,,,
