LinkID,SampleID,HomeID,Type,PM25mass,Validity,Mass_mg,Volume_m3,comments,datestarted,dateended,PM25mass_flag
TX007210,10345,TX207,INDOOR,NULL,0,0.269,NULL,"""Harvard indoor pump overheated and shut off, no final flow""","2000-01-11 00:00:00","2000-01-13 00:00:00",NA
TX007220,10248,TX207,OUTDOOR,9.5,NULL,0.2795,29.5375,"","2000-01-11 00:00:00","2000-01-13 00:00:00",
TX007230,20148,TX207,"PERSONAL ADULT",8.5,NULL,0.071,8.36304,"","2000-01-11 00:00:00","2000-01-13 00:00:00",
TX008210,10180,TX208,INDOOR,42.3,NULL,1.2,28.3499,"","1999-11-29 00:00:00","1999-12-01 00:00:00",
TX008220,10034,TX208,OUTDOOR,25.1,NULL,0.667,26.5779,"","1999-11-29 00:00:00","1999-12-01 00:00:00",
TX008230,20127,TX208,"PERSONAL ADULT",61,NULL,0.571,9.35685,"","1999-11-29 00:00:00","1999-12-01 00:00:00",
TX009210,10035,TX209,INDOOR,16.1,NULL,0.43,26.7927,"","1999-11-22 00:00:00","1999-11-24 00:00:00",
TX009220,10037,TX209,OUTDOOR,11.1,NULL,0.31,28.0073,"","1999-11-22 00:00:00","1999-11-24 00:00:00",
TX009230,20027,TX209,"PERSONAL ADULT",49.7,NULL,0.42,8.45068,"","1999-11-22 00:00:00","1999-11-24 00:00:00",
TX010210,10029,TX210,INDOOR,29,NULL,0.823,28.3383,"","1999-12-21 00:00:00","1999-12-23 00:00:00",
TX010220,10339,TX210,OUTDOOR,12.4,NULL,0.351,28.2695,"","1999-12-21 00:00:00","1999-12-23 00:00:00",
TX010230,20101,TX210,"PERSONAL ADULT",100.5,NULL,0.942,9.37199,"","1999-12-21 00:00:00","1999-12-23 00:00:00",
TX011210,10185,TX211,INDOOR,27,0,0.65,24.0799,"""Harvard indoor flow change 22%, pump was hot and shut down, probably 3 hr ago""","1999-11-29 00:00:00","1999-12-01 00:00:00",
TX011220,10186,TX211,OUTDOOR,22.9,NULL,0.6145,26.8915,"","1999-11-29 00:00:00","1999-12-01 00:00:00",
TX011230,20029,TX211,"PERSONAL ADULT",104.3,NULL,0.9255,8.87018,"","1999-11-29 00:00:00","1999-12-01 00:00:00",
TX012210,10281,TX212,INDOOR,10.7,NULL,0.3135,29.259,"","2000-01-13 00:00:00","2000-01-15 00:00:00",
TX012220,10280,TX212,OUTDOOR,14.3,NULL,0.451,31.4861,"","2000-01-13 00:00:00","2000-01-15 00:00:00",
TX012230,20166,TX212,"PERSONAL ADULT",57.2,NULL,0.521,9.11668,"","2000-01-13 00:00:00","2000-01-15 00:00:00",
TX013210,10346,TX213,INDOOR,34.5,NULL,1.026,29.7675,"","2000-01-11 00:00:00","2000-01-13 00:00:00",
TX013220,10247,TX213,OUTDOOR,10.1,NULL,0.3075,30.6064,"","2000-01-11 00:00:00","2000-01-13 00:00:00",
TX013230,20146,TX213,"PERSONAL ADULT",44,NULL,0.4165,9.46388,"","2000-01-11 00:00:00","2000-01-13 00:00:00",
TX014210,10254,TX214,INDOOR,32,NULL,0.944,29.4606,"","2000-01-31 00:00:00","2000-02-04 00:00:00",
TX014220,10256,TX214,OUTDOOR,19.2,NULL,0.541,28.1706,"","2000-01-31 00:00:00","2000-02-04 00:00:00",
TX014230,20168,TX214,"PERSONAL ADULT",47.3,NULL,0.4265,9.00839,"","2000-01-31 00:00:00","2000-02-04 00:00:00",
TX015210,10255,TX215,INDOOR,8.2,NULL,0.2395,29.0819,"","2000-01-31 00:00:00","2000-02-04 00:00:00",
TX015220,10257,TX215,OUTDOOR,19.2,NULL,0.578,30.1028,"","2000-01-31 00:00:00","2000-02-04 00:00:00",
TX015230,20169,TX215,"PERSONAL ADULT",15.2,NULL,0.141,9.30368,"","2000-01-31 00:00:00","2000-02-04 00:00:00",
TX018210,10385,TX218,INDOOR,29.7,NULL,0.9905,33.318,"","2000-03-10 00:00:00","2000-03-12 00:00:00",
TX018220,10384,TX218,OUTDOOR,11.4,NULL,0.3605,31.5806,"","2000-03-10 00:00:00","2000-03-12 00:00:00",
TX018230,20274,TX218,"PERSONAL ADULT",59.3,NULL,0.6,10.1149,"","2000-03-10 00:00:00","2000-03-12 00:00:00",
TX018240,20276,TX218,"PERSONAL CHILD 1",39.1,NULL,0.4185,10.7009,"","2000-03-10 00:00:00","2000-03-12 00:00:00",
TX019210,10676,TX219,INDOOR,NULL,0,0.0085,NULL,"Harvard indoor pump shut off when they got there","2000-06-28 00:00:00","2000-06-30 00:00:00",NA
TX019220,10677,TX219,OUTDOOR,17.6,NULL,0.5105,28.9825,"","2000-06-28 00:00:00","2000-06-30 00:00:00",
TX019230,20445,TX219,"PERSONAL ADULT",24.3,NULL,0.216,8.9057,"","2000-06-28 00:00:00","2000-06-30 00:00:00",
TX020210,10648,TX220,INDOOR,4.4,NULL,0.1275,28.697,"","2000-06-21 00:00:00","2000-06-23 00:00:00",
TX020220,10647,TX220,OUTDOOR,14.6,NULL,0.4255,29.0732,"","2000-06-21 00:00:00","2000-06-23 00:00:00",
TX020230,20425,TX220,"PERSONAL ADULT",7.8,NULL,0.072,9.28795,"","2000-06-21 00:00:00","2000-06-23 00:00:00",
TX021210,10670,TX221,INDOOR,5.5,0,0.1625,29.3376,"""Harvard indoor pump blinked on/off,""","2000-06-26 00:00:00","2000-06-28 00:00:00",
TX021220,10672,TX221,OUTDOOR,17.1,0,0.4915,28.7453,"Harvard outdoor pump shut off","2000-06-26 00:00:00","2000-06-28 00:00:00",
TX021230,20426,TX221,"PERSONAL ADULT",19.5,NULL,0.176,9.04624,"","2000-06-26 00:00:00","2000-06-28 00:00:00",
TX022210,10645,TX222,INDOOR,7.2,0,0.2255,31.3523,"Harvard flow change indoor 16%","2000-06-21 00:00:00","2000-06-23 00:00:00",
TX022220,10646,TX222,OUTDOOR,17.4,0,0.5535,31.7322,"Harvard flow change outdoor 18%","2000-06-21 00:00:00","2000-06-23 00:00:00",
TX022230,20424,TX222,"PERSONAL ADULT",19.8,NULL,0.1765,8.91394,"","2000-06-21 00:00:00","2000-06-23 00:00:00",
TX023210,10680,TX223,INDOOR,5.7,NULL,0.1645,28.9606,"","2000-07-12 00:00:00","2000-07-14 00:00:00",
TX023220,10681,TX223,OUTDOOR,16.4,NULL,0.4745,28.9765,"","2000-07-12 00:00:00","2000-07-14 00:00:00",
TX023230,20461,TX223,"PERSONAL ADULT",12.9,0,0.1405,10.9327,"","2000-07-12 00:00:00","2000-07-14 00:00:00",
TX025210,10683,TX225,INDOOR,4.8,NULL,0.1375,28.3976,"","2000-07-17 00:00:00","2000-07-19 00:00:00",
TX025220,10684,TX225,OUTDOOR,12.7,NULL,0.3755,29.5673,"","2000-07-17 00:00:00","2000-07-19 00:00:00",
TX025230,20467,TX225,"PERSONAL ADULT",19.2,NULL,0.1775,9.22561,"","2000-07-17 00:00:00","2000-07-19 00:00:00",
TX026210,10669,TX226,INDOOR,5.4,0,0.1565,29.0304,"Harvard indoor filter dropped on the floor at the 2nd weighing.","2000-07-05 00:00:00","2000-07-07 00:00:00",
TX026220,10674,TX226,OUTDOOR,12.8,NULL,0.3635,28.3321,"","2000-07-05 00:00:00","2000-07-07 00:00:00",
TX026230,20447,TX226,"PERSONAL ADULT",9.3,NULL,0.0885,9.54976,"","2000-07-05 00:00:00","2000-07-07 00:00:00",
TX027210,10679,TX227,INDOOR,4,NULL,0.1135,28.5271,"","2000-07-12 00:00:00","2000-07-14 00:00:00",
TX027220,10668,TX227,OUTDOOR,16,NULL,0.4685,29.2824,"","2000-07-12 00:00:00","2000-07-14 00:00:00",
TX027230,20462,TX227,"PERSONAL ADULT",25.9,NULL,0.2465,9.5323,"","2000-07-12 00:00:00","2000-07-14 00:00:00",
TX028220,10673,TX228,OUTDOOR,13.1,NULL,0.355,27.036,"","2000-07-05 00:00:00","2000-07-07 00:00:00",
TX028230,20468,TX228,"PERSONAL ADULT",62.2,NULL,0.56,9.00263,"","2000-07-05 00:00:00","2000-07-07 00:00:00",
TX028240,20469,TX228,"PERSONAL CHILD 1",42.9,NULL,0.397,9.2449,"","2000-07-05 00:00:00","2000-07-07 00:00:00",
TX029210,10771,TX229,INDOOR,9,NULL,0.254,28.3779,"","2000-07-26 00:00:00","2000-07-28 00:00:00",
TX029220,10769,TX229,OUTDOOR,16,NULL,0.4725,29.4516,"","2000-07-26 00:00:00","2000-07-28 00:00:00",
TX029230,20472,TX229,"PERSONAL ADULT",30.6,NULL,0.284,9.29318,"","2000-07-26 00:00:00","2000-07-28 00:00:00",
TX030210,10767,TX230,INDOOR,NULL,0,0.0255,NULL,"Harvard indoor pump never worked.","2000-07-24 00:00:00","2000-07-26 00:00:00",NA
TX030220,10765,TX230,OUTDOOR,22.9,NULL,0.6645,28.999,"","2000-07-24 00:00:00","2000-07-26 00:00:00",
TX030230,20464,TX230,"PERSONAL ADULT",22.1,NULL,0.2115,9.57117,"","2000-07-24 00:00:00","2000-07-26 00:00:00",
TX031210,10766,TX231,INDOOR,15.9,NULL,0.452,28.4089,"","2000-07-24 00:00:00","2000-07-26 00:00:00",
TX031220,10753,TX231,OUTDOOR,24.4,NULL,0.608,24.918,"","2000-07-24 00:00:00","2000-07-26 00:00:00",
TX031230,20446,TX231,"PERSONAL ADULT",0.7,0,0.0035,9.45963,"BGI pump duration 33.7 hrs","2000-07-24 00:00:00","2000-07-26 00:00:00",<DL
TX032210,10773,TX232,INDOOR,10.3,NULL,0.3015,29.1876,"","2000-07-31 00:00:00","2000-08-02 00:00:00",
TX032220,10774,TX232,OUTDOOR,16.3,NULL,0.4845,29.6601,"","2000-07-31 00:00:00","2000-08-02 00:00:00",
TX032230,20476,TX232,"PERSONAL ADULT",32.7,NULL,0.3135,9.59072,"","2000-07-31 00:00:00","2000-08-02 00:00:00",
TX033210,10955,TX233,INDOOR,3.6,NULL,0.0965,27.1549,"","2000-11-07 00:00:00","2000-11-09 00:00:00",
TX033220,10954,TX233,OUTDOOR,5.2,NULL,0.1405,27.1106,"","2000-11-07 00:00:00","2000-11-09 00:00:00",
TX033230,20653,TX233,"PERSONAL ADULT",29,NULL,0.26,8.95878,"","2000-11-07 00:00:00","2000-11-09 00:00:00",
TX035210,10749,TX235,INDOOR,10.3,NULL,0.2945,28.6031,"","2000-08-02 00:00:00","2000-08-04 00:00:00",
TX035220,10775,TX235,OUTDOOR,14.2,NULL,0.3995,28.1799,"","2000-08-02 00:00:00","2000-08-04 00:00:00",
TX035230,20474,TX235,"PERSONAL ADULT",27.7,NULL,0.2535,9.15074,"","2000-08-02 00:00:00","2000-08-04 00:00:00",
TX037210,10813,TX237,INDOOR,16.7,NULL,0.464,27.8711,"","2000-08-09 00:00:00","2000-08-11 00:00:00",
TX037220,10812,TX237,OUTDOOR,16.2,NULL,0.3645,22.5214,"","2000-08-09 00:00:00","2000-08-11 00:00:00",
TX037230,20525,TX237,"PERSONAL ADULT",33.1,0,0.29,8.77099,"BGI small hole near edge","2000-08-09 00:00:00","2000-08-11 00:00:00",
TX038210,10818,TX238,INDOOR,4.3,NULL,0.1185,27.896,"","2000-08-14 00:00:00","2000-08-16 00:00:00",
TX038220,10819,TX238,OUTDOOR,10.8,NULL,0.3115,28.8664,"","2000-08-14 00:00:00","2000-08-16 00:00:00",
TX038230,20529,TX238,"PERSONAL ADULT",28.8,NULL,0.2715,9.42068,"","2000-08-14 00:00:00","2000-08-16 00:00:00",
TX039210,10820,TX239,INDOOR,9.4,NULL,0.197,20.9506,"","2000-08-14 00:00:00","2000-08-16 00:00:00",
TX039220,10821,TX239,OUTDOOR,10.3,0,0.3245,31.5866,"Harvard outdoor flow change 19%","2000-08-14 00:00:00","2000-08-16 00:00:00",
TX039230,20532,TX239,"PERSONAL ADULT",NULL,0,0.1115,NULL,"""BGI final flow not taken, the sampler was disconnected from the pump.""","2000-08-14 00:00:00","2000-08-16 00:00:00",NA
TX040210,10814,TX240,INDOOR,25.3,NULL,0.7015,27.7814,"","2000-08-07 00:00:00","2000-08-09 00:00:00",
TX040220,10752,TX240,OUTDOOR,11.1,NULL,0.3185,28.5988,"","2000-08-07 00:00:00","2000-08-09 00:00:00",
TX040230,20526,TX240,"PERSONAL ADULT",30.8,NULL,0.291,9.43577,"","2000-08-07 00:00:00","2000-08-09 00:00:00",
TX041210,10816,TX241,INDOOR,4.3,NULL,0.118,27.2288,"","2000-08-09 00:00:00","2000-08-11 00:00:00",
TX041220,10815,TX241,OUTDOOR,15.6,NULL,0.4245,27.2679,"","2000-08-09 00:00:00","2000-08-11 00:00:00",
TX041230,20528,TX241,"PERSONAL ADULT",10.1,NULL,0.092,9.07148,"","2000-08-09 00:00:00","2000-08-11 00:00:00",
TX043210,10748,TX243,INDOOR,5.9,NULL,0.1355,22.9307,"","2000-08-02 00:00:00","2000-08-04 00:00:00",
TX043220,10750,TX243,OUTDOOR,11.1,NULL,0.2835,25.5659,"","2000-08-02 00:00:00","2000-08-04 00:00:00",
TX043230,20473,TX243,"PERSONAL ADULT",0.7,0,-0.0075,9.41706,"BGI negative net weight","2000-08-02 00:00:00","2000-08-04 00:00:00",ND
TX044210,10890,TX244,INDOOR,15.9,NULL,0.4465,28.114,"","2000-09-19 00:00:00","2000-09-21 00:00:00",
TX044220,10897,TX244,OUTDOOR,8.5,NULL,0.2425,28.7138,"","2000-09-19 00:00:00","2000-09-21 00:00:00",
TX044230,20568,TX244,"PERSONAL ADULT",26.5,NULL,0.243,9.15833,"","2000-09-19 00:00:00","2000-09-21 00:00:00",
TX045210,10891,TX245,INDOOR,7.5,NULL,0.207,27.6567,"","2000-09-19 00:00:00","2000-09-21 00:00:00",
TX045220,10892,TX245,OUTDOOR,8.1,NULL,0.2295,28.4324,"","2000-09-19 00:00:00","2000-09-21 00:00:00",
TX047210,10829,TX247,INDOOR,25.3,NULL,0.5455,21.5978,"","2000-08-16 00:00:00","2000-08-18 00:00:00",
TX047220,10822,TX247,OUTDOOR,20.3,NULL,0.5925,29.2608,"","2000-08-16 00:00:00","2000-08-18 00:00:00",
TX047230,20533,TX247,"PERSONAL ADULT",67,0,0.6085,9.07764,"BGI filter was loaded in backwards.","2000-08-16 00:00:00","2000-08-18 00:00:00",
TX048210,10871,TX248,INDOOR,31.9,NULL,0.911,28.56,"","2000-08-23 00:00:00","2000-08-25 00:00:00",
TX048220,10868,TX248,OUTDOOR,11.1,0,0.305,27.5097,"Harvard outdoor pump duration 36.8 hrs","2000-08-23 00:00:00","2000-08-25 00:00:00",
TX048230,20562,TX248,"PERSONAL ADULT",31.8,NULL,0.285,8.96317,"","2000-08-23 00:00:00","2000-08-25 00:00:00",
TX049210,10828,TX249,INDOOR,12.3,NULL,0.346,28.1396,"","2000-08-16 00:00:00","2000-08-18 00:00:00",
TX049220,10823,TX249,OUTDOOR,21.5,NULL,0.6425,29.9115,"","2000-08-16 00:00:00","2000-08-18 00:00:00",
TX049230,20534,TX249,"PERSONAL ADULT",34.9,NULL,0.321,9.19584,"","2000-08-16 00:00:00","2000-08-18 00:00:00",
TX050210,10826,TX250,INDOOR,5.3,NULL,0.1445,27.0406,"","2000-08-21 00:00:00","2000-08-23 00:00:00",
TX050220,10827,TX250,OUTDOOR,22.9,NULL,0.69,30.1077,"","2000-08-21 00:00:00","2000-08-23 00:00:00",
TX050230,20535,TX250,"PERSONAL ADULT",20.8,NULL,0.1875,9.03656,"","2000-08-21 00:00:00","2000-08-23 00:00:00",
TX051210,10824,TX251,INDOOR,9.9,NULL,0.28,28.367,"","2000-08-21 00:00:00","2000-08-23 00:00:00",
TX051220,10825,TX251,OUTDOOR,19.3,NULL,0.5565,28.9069,"","2000-08-21 00:00:00","2000-08-23 00:00:00",
TX051230,20536,TX251,"PERSONAL ADULT",18.9,NULL,0.1815,9.60674,"","2000-08-21 00:00:00","2000-08-23 00:00:00",
TX052210,10953,TX252,INDOOR,27,NULL,0.7655,28.3998,"","2000-10-17 00:00:00","2000-10-19 00:00:00",
TX052220,10952,TX252,OUTDOOR,17,NULL,0.4715,27.7778,"","2000-10-17 00:00:00","2000-10-19 00:00:00",
TX052230,20654,TX252,"PERSONAL ADULT",35.3,NULL,0.3375,9.5524,"","2000-10-17 00:00:00","2000-10-19 00:00:00",
TX053210,10885,TX253,INDOOR,46.1,NULL,1.3195,28.6232,"","2000-11-02 00:00:00","2000-11-04 00:00:00",
TX053220,10884,TX253,OUTDOOR,13,NULL,0.382,29.302,"","2000-11-02 00:00:00","2000-11-04 00:00:00",
TX053230,20599,TX253,"PERSONAL ADULT",0.7,0,-0.7275,9.46756,"BGI negative net weight","2000-11-02 00:00:00","2000-11-04 00:00:00",ND
TX054210,10962,TX254,INDOOR,31.4,NULL,0.8685,27.6413,"","2000-11-14 00:00:00","2000-11-16 00:00:00",
TX054220,10963,TX254,OUTDOOR,13.4,NULL,0.38,28.3269,"","2000-11-14 00:00:00","2000-11-16 00:00:00",
TX054230,20600,TX254,"PERSONAL ADULT",41.5,NULL,0.3805,9.16916,"","2000-11-14 00:00:00","2000-11-16 00:00:00",
TX055210,10874,TX255,INDOOR,NULL,0,0.148,NULL,"Harvard indoor final flow not taken.","2000-08-28 00:00:00","2000-08-30 00:00:00",NA
TX055220,10873,TX255,OUTDOOR,11.3,NULL,0.309,27.3688,"","2000-08-28 00:00:00","2000-08-30 00:00:00",
TX055230,20564,TX255,"PERSONAL ADULT",5.4,NULL,0.0455,8.50655,"","2000-08-28 00:00:00","2000-08-30 00:00:00",
TX056210,10899,TX256,INDOOR,78.9,NULL,2.2165,28.0995,"","2000-09-12 00:00:00","2000-09-14 00:00:00",
TX056220,10898,TX256,OUTDOOR,NULL,0,-1.687,NULL,"Harvard outdoor final flow not taken because electricity went off","2000-09-12 00:00:00","2000-09-14 00:00:00",NA
TX057210,10881,TX257,INDOOR,33.7,NULL,0.9465,28.109,"","2000-09-05 00:00:00","2000-09-07 00:00:00",
TX057220,10883,TX257,OUTDOOR,NULL,0,0.8725,NULL,"Harvard outdoor final flow not taken (light switch off)","2000-09-05 00:00:00","2000-09-07 00:00:00",NA
TX057230,20569,TX257,"PERSONAL ADULT",44.3,0,0.4055,9.16289," BGI pump duration 39 hrs","2000-09-05 00:00:00","2000-09-07 00:00:00",
TX058210,10875,TX258,INDOOR,10.8,NULL,0.3065,28.2641,"","2000-08-28 00:00:00","2000-08-30 00:00:00",
TX058220,10876,TX258,OUTDOOR,10.9,NULL,0.3005,27.4779,"","2000-08-28 00:00:00","2000-08-30 00:00:00",
TX058230,20565,TX258,"PERSONAL ADULT",22,NULL,0.2005,9.11847,"","2000-08-28 00:00:00","2000-08-30 00:00:00",
TX059210,10895,TX259,INDOOR,13.4,NULL,0.3705,27.7056,"","2000-10-03 00:00:00","2000-10-05 00:00:00",
TX059220,10894,TX259,OUTDOOR,8.8,0,0.23,26.2808,"Harvard outdoor flow change 20%","2000-10-03 00:00:00","2000-10-05 00:00:00",
TX059230,20608,TX259,"PERSONAL ADULT",16.7,NULL,0.1505,9.04015,"","2000-10-03 00:00:00","2000-10-05 00:00:00",
TX063210,10870,TX263,INDOOR,27,0,0.7645,28.304,"""Harvard indoor pump off for 30 min, ran 39 hrs""","2000-08-23 00:00:00","2000-08-25 00:00:00",
TX063220,10869,TX263,OUTDOOR,8.2,0,0.238,29.0083,"Harvard outdoor ran 38 hrs","2000-08-23 00:00:00","2000-08-25 00:00:00",
TX063230,20563,TX263,"PERSONAL ADULT",5.4,0,0.05,9.30271,"""BGI tubing was disconnected (although the pump was still running), no time esti","2000-08-23 00:00:00","2000-08-25 00:00:00",
TX064210,10983,TX264,INDOOR,NULL,0,0.607,NULL,"Harvard indoor final flow not taken (pump stopped)","2001-01-15 00:00:00","2001-01-17 00:00:00",NA
TX064220,10988,TX264,OUTDOOR,6.2,NULL,0.188,30.2354,"","2001-01-15 00:00:00","2001-01-17 00:00:00",
TX072210,10900,TX272,INDOOR,10.8,NULL,0.3165,29.2455,"","2000-09-12 00:00:00","2000-09-14 00:00:00",
TX072220,10901,TX272,OUTDOOR,6.3,NULL,0.185,29.2807,"","2000-09-12 00:00:00","2000-09-14 00:00:00",
TX073210,10879,TX273,INDOOR,9,NULL,0.247,27.3879,"","2000-08-30 00:00:00","2000-09-01 00:00:00",
TX073220,10878,TX273,OUTDOOR,NULL,0,NULL,27.5654,"""Harvard outdoor filter broken, no post-weight""","2000-08-30 00:00:00","2000-09-01 00:00:00",NA
TX073230,20571,TX273,"PERSONAL ADULT",32.1,NULL,0.2755,8.59181,"","2000-08-30 00:00:00","2000-09-01 00:00:00",
TX074210,10877,TX274,INDOOR,15.6,NULL,0.4445,28.4766,"","2000-08-30 00:00:00","2000-09-01 00:00:00",
TX074220,10880,TX274,OUTDOOR,15.7,NULL,0.433,27.5212,"","2000-08-30 00:00:00","2000-09-01 00:00:00",
TX074230,20567,TX274,"PERSONAL ADULT",NULL,0,NULL,8.86553,"""BGI filter broken, no post weight""","2000-08-30 00:00:00","2000-09-01 00:00:00",NA
