LinkID,HomeID,State,AC,qurt_hr
TX007230,TX207,TX,I1,89.77
TX008230,TX208,TX,I1,81.94
TX009230,TX209,TX,I1,89.89
TX010230,TX210,TX,I1,97.56
TX011230,TX211,TX,I1,75.52
TX012230,TX212,TX,I1,79.5
TX013230,TX213,TX,I1,91.5
TX014230,TX214,TX,I1,92.85
TX015230,TX215,TX,I1,91.13
TX016230,TX216,TX,I1,0
TX017230,TX217,TX,I1,0
TX018230,TX218,TX,I1,87.65
TX019230,TX219,TX,I1,76.56
TX020230,TX220,TX,I1,89.45
TX021230,TX221,TX,I1,72.27
TX022230,TX222,TX,I1,94.21
TX023230,TX223,TX,I1,93
TX024230,TX224,TX,I1,0
TX025230,TX225,TX,I1,95.13
TX026230,TX226,TX,I1,100
TX027230,TX227,TX,I1,78.16
TX028230,TX228,TX,I1,84.18
TX029230,TX229,TX,I1,74.13
TX030230,TX230,TX,I1,78.23
TX031230,TX231,TX,I1,87.58
TX032230,TX232,TX,I1,93.16
TX033230,TX233,TX,I1,72.22
TX034230,TX234,TX,I1,0
TX035230,TX235,TX,I1,95.48
TX036230,TX236,TX,I1,0
TX037230,TX237,TX,I1,0
TX038230,TX238,TX,I1,82.81
TX039230,TX239,TX,I1,77.38
TX040230,TX240,TX,I1,100
TX041230,TX241,TX,I1,93.97
TX042230,TX242,TX,I1,0
TX043230,TX243,TX,I1,99.47
TX044230,TX244,TX,I1,70.21
TX045230,TX245,TX,I1,90.42
TX046230,TX246,TX,I1,0
TX047230,TX247,TX,I1,84.69
TX048230,TX248,TX,I1,93.87
TX049230,TX249,TX,I1,91
TX050230,TX250,TX,I1,85.06
TX051230,TX251,TX,I1,91.83
TX053230,TX253,TX,I1,79.9
TX054230,TX254,TX,I1,99.64
TX055230,TX255,TX,I1,100
TX056230,TX256,TX,I1,88.77
TX083230,TX283,TX,I1,83.66
TX084230,TX284,TX,I1,100
TX085230,TX285,TX,I1,71.76
TX086230,TX286,TX,I1,68.5
TX087230,TX287,TX,I1,71.35
TX088230,TX288,TX,I1,76
TX089230,TX289,TX,I1,62.41
TX090230,TX290,TX,I1,68.4
TX091230,TX291,TX,I1,92.34
TX092230,TX292,TX,I1,0
TX093230,TX293,TX,I1,87.84
TX094230,TX294,TX,I1,73.26
TX095230,TX295,TX,I1,74.33
TX096230,TX296,TX,I1,76.47
TX098230,TX298,TX,I1,79.16
TX099230,TX299,TX,I1,76.23
TX001130,TX001,TX,I1,86.9
TX011130,TX011,TX,I1,62.58
TX012130,TX012,TX,I1,66.66
TX018130,TX018,TX,I1,80.72
TX047130,TX047,TX,I1,59.02
TX048130,TX048,TX,I1,85.66
TX049130,TX049,TX,I1,64.4
TX052130,TX052,TX,I1,100
TX056130,TX056,TX,I1,55.2
TX058130,TX058,TX,I1,61.95
TX059130,TX059,TX,I1,67.19
TX060130,TX060,TX,I1,54.83
TX062130,TX062,TX,I1,46.5
TX063130,TX063,TX,I1,65.62
TX070130,TX070,TX,I1,79.59
TX071130,TX071,TX,I1,80.9
TX073130,TX073,TX,I1,69.96
TX074130,TX074,TX,I1,67.01
TX077130,TX077,TX,I1,35.71
TX078130,TX078,TX,I1,75.51
TX079130,TX079,TX,I1,63.02
TX081130,TX081,TX,I1,69.79
TX082130,TX082,TX,I1,57.82
TX083130,TX083,TX,I1,59.01
TX084130,TX084,TX,I1,81.59
TX085130,TX085,TX,I1,43.5
TX086130,TX086,TX,I1,70.91
TX088130,TX088,TX,I1,59.01
TX089130,TX089,TX,I1,23.8
TX090130,TX090,TX,I1,46.93
TX091130,TX091,TX,I1,66.66
TX093130,TX093,TX,I1,59.33
TX094130,TX094,TX,I1,59.2
TX095130,TX095,TX,I1,64.28
TX098130,TX098,TX,I1,57
TX008230,TX208,TX,I1,60.37
TX011230,TX211,TX,I1,52
TX012230,TX212,TX,I1,66.33
TX018230,TX218,TX,I1,100
TX028230,TX228,TX,I1,89.45
TX047230,TX247,TX,I1,0
TX048230,TX248,TX,I1,61.16
TX049230,TX249,TX,I1,64.33
TX052230,TX252,TX,I1,58.33
TX056230,TX256,TX,I1,53.74
TX058230,TX258,TX,I1,62.5
TX059230,TX259,TX,I1,59.21
TX060230,TX260,TX,I1,58
TX062230,TX262,TX,I1,60.93
TX063230,TX263,TX,I1,63.26
TX071230,TX271,TX,I1,70.23
TX073230,TX273,TX,I1,56.38
TX074230,TX274,TX,I1,55.31
TX077230,TX277,TX,I1,57.14
TX078230,TX278,TX,I1,57.65
TX079230,TX279,TX,I1,53.92
TX081230,TX281,TX,I1,73.18
TX082230,TX282,TX,I1,59.62
TX083230,TX283,TX,I1,58.66
TX084230,TX284,TX,I1,100
TX085230,TX285,TX,I1,57.31
TX086230,TX286,TX,I1,74
TX088230,TX288,TX,I1,62
TX089230,TX289,TX,I1,76.59
TX090230,TX290,TX,I1,52.43
TX091230,TX291,TX,I1,67.85
TX093230,TX293,TX,I1,65.27
TX094230,TX294,TX,I1,71.87
TX095230,TX295,TX,I1,64
TX098230,TX298,TX,I1,68.75
TX018130,TX018,TX,I1,80.72
TX047130,TX047,TX,I1,60.24
TX052130,TX052,TX,I1,81.38
TX056130,TX056,TX,I1,55.2
TX070130,TX070,TX,I1,90.62
TX071130,TX071,TX,I1,83.68
TX073130,TX073,TX,I1,69.35
TX079130,TX079,TX,I1,57.81
TX083130,TX083,TX,I1,67.34
TX088130,TX088,TX,I1,59.18
TX089130,TX089,TX,I1,73.46
TX090130,TX090,TX,I1,62.41
TX091130,TX091,TX,I1,71.5
TX093130,TX093,TX,I1,59.33
TX098130,TX098,TX,I1,61.22
TX047230,TX247,TX,I1,0
TX048230,TX248,TX,I1,59.86
TX052230,TX252,TX,I1,27.04
TX056230,TX256,TX,I1,55.78
TX060230,TX260,TX,I1,58
TX071230,TX271,TX,I1,72.27
TX073230,TX273,TX,I1,54.96
TX079230,TX279,TX,I1,52.45
TX083230,TX283,TX,I1,65
TX087230,TX287,TX,I1,0
TX088230,TX288,TX,I1,62
TX089230,TX289,TX,I1,71.27
TX090230,TX290,TX,I1,59.37
TX091230,TX291,TX,I1,66.83
TX093230,TX293,TX,I1,61.8
TX094230,TX294,TX,I1,78.57
TX098230,TX298,TX,I1,79
TX047130,TX047,TX,I1,55.03
TX073130,TX073,TX,I1,68.57
TX091130,TX091,TX,I1,67.66
TX093130,TX093,TX,I1,43.36
TX098130,TX098,TX,I1,57.16
TX018230,TX218,TX,I1,84.87
TX047230,TX247,TX,I1,0
TX073230,TX273,TX,I1,52.77
TX087230,TX287,TX,I1,56.6
TX088230,TX288,TX,I1,61
TX091230,TX291,TX,I1,64.5
TX093230,TX293,TX,I1,63.54
TX098230,TX298,TX,I1,64.58
TX093130,TX093,TX,I1,61.22
TX098130,TX098,TX,I1,63.33
TX057230,TX257,TX,I2,0
TX058230,TX258,TX,I2,0
TX059230,TX259,TX,I2,0
TX060230,TX260,TX,I2,0
TX061230,TX261,TX,I2,0
TX062230,TX262,TX,I2,0
TX063230,TX263,TX,I2,16.66
TX064230,TX264,TX,I2,0
TX065230,TX265,TX,I2,18.79
TX066230,TX266,TX,I2,0
TX067230,TX267,TX,I2,0
TX068230,TX268,TX,I2,0
TX069230,TX269,TX,I2,0
TX070230,TX270,TX,I2,0
TX071230,TX271,TX,I2,1.36
TX072230,TX272,TX,I2,0
TX073230,TX273,TX,I2,0
TX074230,TX274,TX,I2,9.21
TX075230,TX275,TX,I2,0
TX076230,TX276,TX,I2,0
TX077230,TX277,TX,I2,0
TX078230,TX278,TX,I2,0
TX079230,TX279,TX,I2,14.7
TX080230,TX280,TX,I2,0
TX081230,TX281,TX,I2,0
TX082230,TX282,TX,I2,11.85
TX101130,EX101,TX,I2,0
TX102130,EX102,TX,I2,0
TX103130,EX103,TX,I2,0
TX104130,EX104,TX,I2,0
TX105130,EX105,TX,I2,0
TX106130,EX106,TX,I2,0
TX101230,EX201,TX,I2,0
TX102230,EX202,TX,I2,0
TX103230,EX203,TX,I2,0
TX104230,EX204,TX,I2,0
TX105230,EX205,TX,I2,0
TX106230,EX206,TX,I2,0
TX103130,EX103,TX,I2,31.33
TX104130,EX104,TX,I2,29.34
TX105130,EX105,TX,I2,31.77
TX103230,EX203,TX,I2,15.07
TX104230,EX204,TX,I2,0
TX105230,EX205,TX,I2,0
TX103130,EX103,TX,I2,31.97
TX104130,EX104,TX,I2,29.76
TX103230,EX203,TX,I2,14.89
TX104230,EX204,TX,I2,0
TX104130,EX104,TX,I2,24.3
TX104230,EX204,TX,I2,0
TX001130,TX001,TX,I2,21.59
TX002130,TX002,TX,I2,32.48
TX003130,TX003,TX,I2,0
TX004130,TX004,TX,I2,0
TX005130,TX005,TX,I2,0
TX006130,TX006,TX,I2,1.24
TX007130,TX007,TX,I2,0
TX008130,TX008,TX,I2,0
TX009130,TX009,TX,I2,0
TX010130,TX010,TX,I2,0
TX011130,TX011,TX,I2,0
TX012130,TX012,TX,I2,0
TX013130,TX013,TX,I2,0
TX014130,TX014,TX,I2,0
TX015130,TX015,TX,I2,0
TX016130,TX016,TX,I2,0
TX017130,TX017,TX,I2,0
TX018130,TX018,TX,I2,0
TX019130,TX019,TX,I2,17.93
TX020130,TX020,TX,I2,0
TX021130,TX021,TX,I2,0
TX022130,TX022,TX,I2,0
TX023130,TX023,TX,I2,0
TX024130,TX024,TX,I2,0
TX025130,TX025,TX,I2,0
TX026130,TX026,TX,I2,7.81
TX027130,TX027,TX,I2,0
TX028130,TX028,TX,I2,1.21
TX029130,TX029,TX,I2,0
TX030130,TX030,TX,I2,0
TX031130,TX031,TX,I2,0
TX032130,TX032,TX,I2,0
TX033130,TX033,TX,I2,0
TX034130,TX034,TX,I2,0
TX035130,TX035,TX,I2,0
TX036130,TX036,TX,I2,0
TX037130,TX037,TX,I2,0
TX038130,TX038,TX,I2,0
TX039130,TX039,TX,I2,0
TX040130,TX040,TX,I2,0
TX041130,TX041,TX,I2,0
TX042130,TX042,TX,I2,0
TX043130,TX043,TX,I2,0
TX044130,TX044,TX,I2,0
TX045130,TX045,TX,I2,0
TX046130,TX046,TX,I2,2.04
TX047130,TX047,TX,I2,0
TX048130,TX048,TX,I2,0
TX049130,TX049,TX,I2,0
TX050130,TX050,TX,I2,0
TX051130,TX051,TX,I2,0
TX052130,TX052,TX,I2,0
TX053130,TX053,TX,I2,0
TX054130,TX054,TX,I2,0
TX055130,TX055,TX,I2,0
TX056130,TX056,TX,I2,0
TX057130,TX057,TX,I2,0
TX058130,TX058,TX,I2,0
TX059130,TX059,TX,I2,0
TX060130,TX060,TX,I2,0
TX061130,TX061,TX,I2,0
TX062130,TX062,TX,I2,0
TX063130,TX063,TX,I2,0
TX064130,TX064,TX,I2,0
TX065130,TX065,TX,I2,3.92
TX066130,TX066,TX,I2,0
TX067130,TX067,TX,I2,0
TX068130,TX068,TX,I2,0
TX069130,TX069,TX,I2,0
TX070130,TX070,TX,I2,0
TX071130,TX071,TX,I2,0
TX072130,TX072,TX,I2,0
TX073130,TX073,TX,I2,0
TX074130,TX074,TX,I2,0
TX075130,TX075,TX,I2,0
TX076130,TX076,TX,I2,0
TX077130,TX077,TX,I2,0
TX078130,TX078,TX,I2,0
TX079130,TX079,TX,I2,18.22
TX080130,TX080,TX,I2,10.88
TX081130,TX081,TX,I2,0
TX082130,TX082,TX,I2,13.94
TX083130,TX083,TX,I2,0
TX084130,TX084,TX,I2,0
TX085130,TX085,TX,I2,1.96
TX086130,TX086,TX,I2,0
TX087130,TX087,TX,I2,0
TX088130,TX088,TX,I2,0
TX089130,TX089,TX,I2,1.36
TX090130,TX090,TX,I2,0.68
TX091130,TX091,TX,I2,0
TX092130,TX092,TX,I2,0
TX093130,TX093,TX,I2,0
TX094130,TX094,TX,I2,0.35
TX095130,TX095,TX,I2,0
TX096130,TX096,TX,I2,0
TX097130,TX097,TX,I2,0
TX098130,TX098,TX,I2,0
TX099130,TX099,TX,I2,0
TX100130,TX100,TX,I2,0
TX087230,TX287,TX,I2,20.98
TX093230,TX293,TX,I2,28.12
TX098230,TX298,TX,I2,18.58
TX001230,TX201,TX,I2,33.33
TX002230,TX202,TX,I2,22.04
TX003230,TX203,TX,I2,0
TX004230,TX204,TX,I2,0
TX005230,TX205,TX,I2,16.84
TX006230,TX206,TX,I2,3.5
TX007230,TX207,TX,I2,0
TX008230,TX208,TX,I2,0
TX009230,TX209,TX,I2,0
TX010230,TX210,TX,I2,0
TX011230,TX211,TX,I2,0
TX012230,TX212,TX,I2,0
TX013230,TX213,TX,I2,0
TX014230,TX214,TX,I2,0
TX015230,TX215,TX,I2,0
TX016230,TX216,TX,I2,0
TX017230,TX217,TX,I2,0
TX018230,TX218,TX,I2,0
TX019230,TX219,TX,I2,8.5
TX020230,TX220,TX,I2,0
TX021230,TX221,TX,I2,0
TX022230,TX222,TX,I2,0
TX023230,TX223,TX,I2,0
TX024230,TX224,TX,I2,0
TX025230,TX225,TX,I2,0
TX026230,TX226,TX,I2,0
TX027230,TX227,TX,I2,0
TX028230,TX228,TX,I2,0
TX029230,TX229,TX,I2,0
TX030230,TX230,TX,I2,0
TX031230,TX231,TX,I2,0
TX032230,TX232,TX,I2,0
TX033230,TX233,TX,I2,0
TX034230,TX234,TX,I2,0
TX035230,TX235,TX,I2,0
TX036230,TX236,TX,I2,0
TX037230,TX237,TX,I2,0
TX038230,TX238,TX,I2,0
TX039230,TX239,TX,I2,0
TX040230,TX240,TX,I2,0
TX041230,TX241,TX,I2,0
TX042230,TX242,TX,I2,0
TX043230,TX243,TX,I2,0
TX044230,TX244,TX,I2,0
TX045230,TX245,TX,I2,0
TX046230,TX246,TX,I2,0
TX047230,TX247,TX,I2,0
TX048230,TX248,TX,I2,0
TX049230,TX249,TX,I2,0
TX050230,TX250,TX,I2,0
TX051230,TX251,TX,I2,6.12
TX053230,TX253,TX,I2,0
TX054230,TX254,TX,I2,0
TX055230,TX255,TX,I2,0
TX056230,TX256,TX,I2,0
TX083230,TX283,TX,I2,0
TX084230,TX284,TX,I2,0
TX085230,TX285,TX,I2,0
TX086230,TX286,TX,I2,0
TX087230,TX287,TX,I2,0
TX088230,TX288,TX,I2,0
TX089230,TX289,TX,I2,0
TX090230,TX290,TX,I2,0
TX091230,TX291,TX,I2,0
TX092230,TX292,TX,I2,0
TX093230,TX293,TX,I2,0
TX094230,TX294,TX,I2,0
TX095230,TX295,TX,I2,0
TX096230,TX296,TX,I2,0
TX098230,TX298,TX,I2,0
TX099230,TX299,TX,I2,0
TX001130,TX001,TX,I2,0
TX011130,TX011,TX,I2,17.68
TX012130,TX012,TX,I2,31.94
TX018130,TX018,TX,I2,0
TX047130,TX047,TX,I2,28.12
TX048130,TX048,TX,I2,0
TX049130,TX049,TX,I2,29.68
TX052130,TX052,TX,I2,0
TX056130,TX056,TX,I2,28.81
TX058130,TX058,TX,I2,29.34
TX059130,TX059,TX,I2,6.91
TX060130,TX060,TX,I2,30.33
TX062130,TX062,TX,I2,27.5
TX063130,TX063,TX,I2,31.25
TX070130,TX070,TX,I2,0
TX071130,TX071,TX,I2,0
TX073130,TX073,TX,I2,0
TX074130,TX074,TX,I2,0
TX077130,TX077,TX,I2,0
TX078130,TX078,TX,I2,0
TX079130,TX079,TX,I2,0
TX081130,TX081,TX,I2,20.83
TX082130,TX082,TX,I2,18.02
TX083130,TX083,TX,I2,31.97
TX084130,TX084,TX,I2,0
TX085130,TX085,TX,I2,13
TX086130,TX086,TX,I2,0
TX088130,TX088,TX,I2,15.3
TX089130,TX089,TX,I2,48.97
TX090130,TX090,TX,I2,14.28
TX091130,TX091,TX,I2,27.66
TX093130,TX093,TX,I2,31.33
TX094130,TX094,TX,I2,23.95
TX095130,TX095,TX,I2,26.36
TX098130,TX098,TX,I2,32.33
TX008230,TX208,TX,I2,34.18
TX011230,TX211,TX,I2,35.33
TX012230,TX212,TX,I2,23.33
TX018230,TX218,TX,I2,0
TX028230,TX228,TX,I2,0
TX047230,TX247,TX,I2,0
TX048230,TX248,TX,I2,29.16
TX049230,TX249,TX,I2,29.33
TX052230,TX252,TX,I2,30.95
TX056230,TX256,TX,I2,30.27
TX058230,TX258,TX,I2,33.33
TX059230,TX259,TX,I2,27.65
TX060230,TX260,TX,I2,27.83
TX062230,TX262,TX,I2,32.29
TX063230,TX263,TX,I2,31.12
TX071230,TX271,TX,I2,15.98
TX073230,TX273,TX,I2,15.42
TX074230,TX274,TX,I2,15.07
TX077230,TX277,TX,I2,14.28
TX078230,TX278,TX,I2,14.28
TX079230,TX279,TX,I2,15.68
TX081230,TX281,TX,I2,14.54
TX082230,TX282,TX,I2,13.33
TX083230,TX283,TX,I2,30
TX084230,TX284,TX,I2,0
TX085230,TX285,TX,I2,15.47
TX086230,TX286,TX,I2,0
TX088230,TX288,TX,I2,14.5
TX089230,TX289,TX,I2,0
TX090230,TX290,TX,I2,14.58
TX091230,TX291,TX,I2,27.55
TX093230,TX293,TX,I2,31.94
TX094230,TX294,TX,I2,16.66
TX095230,TX295,TX,I2,14
TX098230,TX298,TX,I2,18.26
TX018130,TX018,TX,I2,0
TX047130,TX047,TX,I2,28.12
TX052130,TX052,TX,I2,14.89
TX056130,TX056,TX,I2,28.81
TX070130,TX070,TX,I2,0
TX071130,TX071,TX,I2,0
TX073130,TX073,TX,I2,0
TX079130,TX079,TX,I2,0
TX083130,TX083,TX,I2,30.61
TX088130,TX088,TX,I2,14.28
TX089130,TX089,TX,I2,0
TX090130,TX090,TX,I2,12.41
TX091130,TX091,TX,I2,24
TX093130,TX093,TX,I2,31.33
TX098130,TX098,TX,I2,33.67
TX047230,TX247,TX,I2,0
TX048230,TX248,TX,I2,30.61
TX052230,TX252,TX,I2,62.58
TX056230,TX256,TX,I2,30.27
TX060230,TX260,TX,I2,27.83
TX071230,TX271,TX,I2,12.92
TX073230,TX273,TX,I2,16.48
TX079230,TX279,TX,I2,13.72
TX083230,TX283,TX,I2,28
TX087230,TX287,TX,I2,0
TX088230,TX288,TX,I2,14
TX089230,TX289,TX,I2,0
TX090230,TX290,TX,I2,14.58
TX091230,TX291,TX,I2,29.08
TX093230,TX293,TX,I2,31.94
TX094230,TX294,TX,I2,11.56
TX098230,TX298,TX,I2,17.14
TX047130,TX047,TX,I2,33.68
TX073130,TX073,TX,I2,0
TX091130,TX091,TX,I2,30.66
TX093130,TX093,TX,I2,30.1
TX098130,TX098,TX,I2,27.66
TX018230,TX218,TX,I2,0
TX047230,TX247,TX,I2,0
TX073230,TX273,TX,I2,17.53
TX087230,TX287,TX,I2,15.25
TX088230,TX288,TX,I2,14.5
TX091230,TX291,TX,I2,31.5
TX093230,TX293,TX,I2,32.29
TX098230,TX298,TX,I2,16.98
TX093130,TX093,TX,I2,28.4
TX098130,TX098,TX,I2,29.66
TX057230,TX257,TX,I3,0
TX058230,TX258,TX,I3,4.16
TX059230,TX259,TX,I3,4.08
TX060230,TX260,TX,I3,4.08
TX061230,TX261,TX,I3,5.2
TX062230,TX262,TX,I3,15.45
TX063230,TX263,TX,I3,1.04
TX064230,TX264,TX,I3,2.89
TX065230,TX265,TX,I3,4.96
TX066230,TX266,TX,I3,0.66
TX067230,TX267,TX,I3,11.8
TX068230,TX268,TX,I3,2.66
TX069230,TX269,TX,I3,3.45
TX070230,TX270,TX,I3,0
TX071230,TX271,TX,I3,7.14
TX072230,TX272,TX,I3,10.03
TX073230,TX273,TX,I3,4.6
TX074230,TX274,TX,I3,11.34
TX075230,TX275,TX,I3,0.49
TX076230,TX276,TX,I3,0
TX077230,TX277,TX,I3,0.34
TX078230,TX278,TX,I3,2.38
TX079230,TX279,TX,I3,4.9
TX080230,TX280,TX,I3,8.84
TX081230,TX281,TX,I3,8.93
TX082230,TX282,TX,I3,0
TX101130,EX101,TX,I3,10.41
TX102130,EX102,TX,I3,2.95
TX103130,EX103,TX,I3,5.78
TX104130,EX104,TX,I3,0
TX105130,EX105,TX,I3,14.58
TX106130,EX106,TX,I3,14.23
TX101230,EX201,TX,I3,8.17
TX102230,EX202,TX,I3,0
TX103230,EX203,TX,I3,13.83
TX104230,EX204,TX,I3,0
TX105230,EX205,TX,I3,5.1
TX106230,EX206,TX,I3,12.23
TX103130,EX103,TX,I3,0
TX104130,EX104,TX,I3,0
TX105130,EX105,TX,I3,0
TX103230,EX203,TX,I3,11.7
TX104230,EX204,TX,I3,2.55
TX105230,EX205,TX,I3,2.04
TX103130,EX103,TX,I3,6.12
TX104130,EX104,TX,I3,0
TX103230,EX203,TX,I3,0
TX104230,EX204,TX,I3,4.08
TX104130,EX104,TX,I3,0
TX104230,EX204,TX,I3,0
TX001130,TX001,TX,I3,2.21
TX002130,TX002,TX,I3,0
TX003130,TX003,TX,I3,0
TX004130,TX004,TX,I3,0
TX005130,TX005,TX,I3,3.91
TX006130,TX006,TX,I3,5.31
TX007130,TX007,TX,I3,0
TX008130,TX008,TX,I3,0
TX009130,TX009,TX,I3,0
TX010130,TX010,TX,I3,0
TX011130,TX011,TX,I3,7.48
TX012130,TX012,TX,I3,0
TX013130,TX013,TX,I3,0
TX014130,TX014,TX,I3,1
TX015130,TX015,TX,I3,4.16
TX016130,TX016,TX,I3,0
TX017130,TX017,TX,I3,0
TX018130,TX018,TX,I3,21.87
TX019130,TX019,TX,I3,2.17
TX020130,TX020,TX,I3,0.69
TX021130,TX021,TX,I3,7.31
TX022130,TX022,TX,I3,4.51
TX023130,TX023,TX,I3,5.61
TX024130,TX024,TX,I3,18.61
TX025130,TX025,TX,I3,0
TX026130,TX026,TX,I3,0
TX027130,TX027,TX,I3,22.91
TX028130,TX028,TX,I3,10.24
TX029130,TX029,TX,I3,3.54
TX030130,TX030,TX,I3,15.76
TX031130,TX031,TX,I3,2.48
TX032130,TX032,TX,I3,0
TX033130,TX033,TX,I3,14.79
TX034130,TX034,TX,I3,5.1
TX035130,TX035,TX,I3,7.82
TX036130,TX036,TX,I3,5.1
TX037130,TX037,TX,I3,0
TX038130,TX038,TX,I3,4.16
TX039130,TX039,TX,I3,2.38
TX040130,TX040,TX,I3,0
TX041130,TX041,TX,I3,6.29
TX042130,TX042,TX,I3,9.78
TX043130,TX043,TX,I3,0
TX044130,TX044,TX,I3,3.19
TX045130,TX045,TX,I3,4.6
TX046130,TX046,TX,I3,1.53
TX047130,TX047,TX,I3,2.6
TX048130,TX048,TX,I3,6
TX049130,TX049,TX,I3,4.16
TX050130,TX050,TX,I3,5.76
TX051130,TX051,TX,I3,1.5
TX052130,TX052,TX,I3,5.43
TX053130,TX053,TX,I3,0.96
TX054130,TX054,TX,I3,0
TX055130,TX055,TX,I3,3.06
TX056130,TX056,TX,I3,5.03
TX057130,TX057,TX,I3,0
TX058130,TX058,TX,I3,3.06
TX059130,TX059,TX,I3,7.8
TX060130,TX060,TX,I3,2
TX061130,TX061,TX,I3,16.31
TX062130,TX062,TX,I3,18
TX063130,TX063,TX,I3,15.62
TX064130,TX064,TX,I3,5.88
TX065130,TX065,TX,I3,11.76
TX066130,TX066,TX,I3,0
TX067130,TX067,TX,I3,0
TX068130,TX068,TX,I3,14.58
TX069130,TX069,TX,I3,3.57
TX070130,TX070,TX,I3,0.34
TX071130,TX071,TX,I3,10.41
TX072130,TX072,TX,I3,1.53
TX073130,TX073,TX,I3,12.15
TX074130,TX074,TX,I3,9.02
TX075130,TX075,TX,I3,1.06
TX076130,TX076,TX,I3,4.16
TX077130,TX077,TX,I3,10.2
TX078130,TX078,TX,I3,1.36
TX079130,TX079,TX,I3,15.1
TX080130,TX080,TX,I3,7.99
TX081130,TX081,TX,I3,0
TX082130,TX082,TX,I3,2.72
TX083130,TX083,TX,I3,12.24
TX084130,TX084,TX,I3,15.27
TX085130,TX085,TX,I3,21.56
TX086130,TX086,TX,I3,10.03
TX087130,TX087,TX,I3,7.14
TX088130,TX088,TX,I3,0
TX089130,TX089,TX,I3,1.7
TX090130,TX090,TX,I3,5.44
TX091130,TX091,TX,I3,0
TX092130,TX092,TX,I3,5.44
TX093130,TX093,TX,I3,6.16
TX094130,TX094,TX,I3,5.14
TX095130,TX095,TX,I3,9.52
TX096130,TX096,TX,I3,0
TX097130,TX097,TX,I3,12.58
TX098130,TX098,TX,I3,2.88
TX099130,TX099,TX,I3,2.04
TX100130,TX100,TX,I3,0
TX087230,TX287,TX,I3,0
TX093230,TX293,TX,I3,3.47
TX098230,TX298,TX,I3,1.12
TX001230,TX201,TX,I3,2.08
TX002230,TX202,TX,I3,0
TX003230,TX203,TX,I3,2.12
TX004230,TX204,TX,I3,0.74
TX005230,TX205,TX,I3,3.62
TX006230,TX206,TX,I3,0
TX007230,TX207,TX,I3,0
TX008230,TX208,TX,I3,4.51
TX009230,TX209,TX,I3,3.54
TX010230,TX210,TX,I3,1.73
TX011230,TX211,TX,I3,1.73
TX012230,TX212,TX,I3,9.83
TX013230,TX213,TX,I3,0
TX014230,TX214,TX,I3,3.06
TX015230,TX215,TX,I3,5.31
TX016230,TX216,TX,I3,0
TX017230,TX217,TX,I3,0
TX018230,TX218,TX,I3,7.4
TX019230,TX219,TX,I3,9.89
TX020230,TX220,TX,I3,6.12
TX021230,TX221,TX,I3,22.27
TX022230,TX222,TX,I3,0.85
TX023230,TX223,TX,I3,0
TX024230,TX224,TX,I3,0
TX025230,TX225,TX,I3,0
TX026230,TX226,TX,I3,0
TX027230,TX227,TX,I3,4.33
TX028230,TX228,TX,I3,7.14
TX029230,TX229,TX,I3,9.37
TX030230,TX230,TX,I3,0
TX031230,TX231,TX,I3,0
TX032230,TX232,TX,I3,6
TX033230,TX233,TX,I3,23.09
TX034230,TX234,TX,I3,0
TX035230,TX235,TX,I3,3.12
TX036230,TX236,TX,I3,0
TX037230,TX237,TX,I3,0
TX038230,TX238,TX,I3,0
TX039230,TX239,TX,I3,9.86
TX040230,TX240,TX,I3,0
TX041230,TX241,TX,I3,3.54
TX042230,TX242,TX,I3,0
TX043230,TX243,TX,I3,0
TX044230,TX244,TX,I3,0
TX045230,TX245,TX,I3,6.38
TX046230,TX246,TX,I3,0
TX047230,TX247,TX,I3,6.12
TX048230,TX248,TX,I3,0
TX049230,TX249,TX,I3,4
TX050230,TX250,TX,I3,3.81
TX051230,TX251,TX,I3,0.51
TX053230,TX253,TX,I3,2.28
TX054230,TX254,TX,I3,0
TX055230,TX255,TX,I3,0
TX056230,TX256,TX,I3,6.12
TX083230,TX283,TX,I3,9.66
TX084230,TX284,TX,I3,0
TX085230,TX285,TX,I3,3.74
TX086230,TX286,TX,I3,10
TX087230,TX287,TX,I3,4.68
TX088230,TX288,TX,I3,0
TX089230,TX289,TX,I3,7.26
TX090230,TX290,TX,I3,4.16
TX091230,TX291,TX,I3,0
TX092230,TX292,TX,I3,0
TX093230,TX293,TX,I3,7.98
TX094230,TX294,TX,I3,9.02
TX095230,TX295,TX,I3,14.66
TX096230,TX296,TX,I3,3.59
TX098230,TX298,TX,I3,8.33
TX099230,TX299,TX,I3,2.46
TX001130,TX001,TX,I3,3.74
TX011130,TX011,TX,I3,8.67
TX012130,TX012,TX,I3,0
TX018130,TX018,TX,I3,14.93
TX047130,TX047,TX,I3,0
TX048130,TX048,TX,I3,4.33
TX049130,TX049,TX,I3,3.12
TX052130,TX052,TX,I3,0
TX056130,TX056,TX,I3,0
TX058130,TX058,TX,I3,3.26
TX059130,TX059,TX,I3,0
TX060130,TX060,TX,I3,0
TX062130,TX062,TX,I3,13.5
TX063130,TX063,TX,I3,0
TX070130,TX070,TX,I3,16.32
TX071130,TX071,TX,I3,7.11
TX073130,TX073,TX,I3,12.15
TX074130,TX074,TX,I3,9.72
TX077130,TX077,TX,I3,29.59
TX078130,TX078,TX,I3,1.36
TX079130,TX079,TX,I3,11.97
TX081130,TX081,TX,I3,0
TX082130,TX082,TX,I3,0
TX083130,TX083,TX,I3,5.27
