LinkID,HomeID,State,AC,qurt_hr
TX084130,TX084,TX,I3,15.27
TX085130,TX085,TX,I3,19.33
TX086130,TX086,TX,I3,10.03
TX088130,TX088,TX,I3,0
TX089130,TX089,TX,I3,0
TX090130,TX090,TX,I3,1.02
TX091130,TX091,TX,I3,0
TX093130,TX093,TX,I3,1.83
TX094130,TX094,TX,I3,5.38
TX095130,TX095,TX,I3,5.44
TX098130,TX098,TX,I3,0
TX008230,TX208,TX,I3,2.04
TX011230,TX211,TX,I3,0
TX012230,TX212,TX,I3,1.5
TX018230,TX218,TX,I3,0
TX028230,TX228,TX,I3,6.12
TX047230,TX247,TX,I3,0
TX048230,TX248,TX,I3,0
TX049230,TX249,TX,I3,4
TX052230,TX252,TX,I3,3.57
TX056230,TX256,TX,I3,0
TX058230,TX258,TX,I3,0
TX059230,TX259,TX,I3,0
TX060230,TX260,TX,I3,0
TX062230,TX262,TX,I3,0
TX063230,TX263,TX,I3,2.04
TX071230,TX271,TX,I3,10.2
TX073230,TX273,TX,I3,2.65
TX074230,TX274,TX,I3,4.07
TX077230,TX277,TX,I3,0.34
TX078230,TX278,TX,I3,2.38
TX079230,TX279,TX,I3,2.94
TX081230,TX281,TX,I3,0
TX082230,TX282,TX,I3,0
TX083230,TX283,TX,I3,9
TX084230,TX284,TX,I3,0
TX085230,TX285,TX,I3,3.74
TX086230,TX286,TX,I3,7
TX088230,TX288,TX,I3,0
TX089230,TX289,TX,I3,0
TX090230,TX290,TX,I3,7.63
TX091230,TX291,TX,I3,0
TX093230,TX293,TX,I3,0
TX094230,TX294,TX,I3,6.25
TX095230,TX295,TX,I3,13.33
TX098230,TX298,TX,I3,2.88
TX018130,TX018,TX,I3,14.93
TX047130,TX047,TX,I3,1.04
TX052130,TX052,TX,I3,0
TX056130,TX056,TX,I3,0
TX070130,TX070,TX,I3,0
TX071130,TX071,TX,I3,0
TX073130,TX073,TX,I3,13.97
TX079130,TX079,TX,I3,19.79
TX083130,TX083,TX,I3,0
TX088130,TX088,TX,I3,0
TX089130,TX089,TX,I3,0
TX090130,TX090,TX,I3,1.02
TX091130,TX091,TX,I3,0
TX093130,TX093,TX,I3,1.83
TX098130,TX098,TX,I3,0
TX047230,TX247,TX,I3,0
TX048230,TX248,TX,I3,1.53
TX052230,TX252,TX,I3,3.57
TX056230,TX256,TX,I3,0
TX060230,TX260,TX,I3,0
TX071230,TX271,TX,I3,2.72
TX073230,TX273,TX,I3,4.6
TX079230,TX279,TX,I3,5.88
TX083230,TX283,TX,I3,3.66
TX087230,TX287,TX,I3,0
TX088230,TX288,TX,I3,0
TX089230,TX289,TX,I3,0
TX090230,TX290,TX,I3,1.38
TX091230,TX291,TX,I3,0
TX093230,TX293,TX,I3,0
TX094230,TX294,TX,I3,5.1
TX098230,TX298,TX,I3,0
TX047130,TX047,TX,I3,0
TX073130,TX073,TX,I3,15.27
TX091130,TX091,TX,I3,0.33
TX093130,TX093,TX,I3,0
TX098130,TX098,TX,I3,0.66
TX018230,TX218,TX,I3,7.4
TX047230,TX247,TX,I3,0
TX073230,TX273,TX,I3,2.6
TX087230,TX287,TX,I3,0.31
TX088230,TX288,TX,I3,0
TX091230,TX291,TX,I3,0
TX093230,TX293,TX,I3,0
TX098230,TX298,TX,I3,0
TX093130,TX093,TX,I3,1.87
TX098130,TX098,TX,I3,5
TX057230,TX257,TX,O1,13.47
TX058230,TX258,TX,O1,2.25
TX059230,TX259,TX,O1,4.76
TX060230,TX260,TX,O1,1.02
TX061230,TX261,TX,O1,0
TX062230,TX262,TX,O1,2.08
TX063230,TX263,TX,O1,0
TX064230,TX264,TX,O1,0.36
TX065230,TX265,TX,O1,0.35
TX066230,TX266,TX,O1,0
TX067230,TX267,TX,O1,6.25
TX068230,TX268,TX,O1,7.5
TX069230,TX269,TX,O1,0.94
TX070230,TX270,TX,O1,0
TX071230,TX271,TX,O1,1.53
TX072230,TX272,TX,O1,5.1
TX073230,TX273,TX,O1,3.19
TX074230,TX274,TX,O1,0
TX075230,TX275,TX,O1,3.43
TX076230,TX276,TX,O1,0
TX077230,TX277,TX,O1,0.34
TX078230,TX278,TX,O1,0
TX079230,TX279,TX,O1,0
TX080230,TX280,TX,O1,1.87
TX081230,TX281,TX,O1,0
TX082230,TX282,TX,O1,3.33
TX101130,EX101,TX,O1,4.16
TX102130,EX102,TX,O1,0
TX103130,EX103,TX,O1,11.05
TX104130,EX104,TX,O1,5.2
TX105130,EX105,TX,O1,3.81
TX106130,EX106,TX,O1,0
TX101230,EX201,TX,O1,0
TX102230,EX202,TX,O1,0
TX103230,EX203,TX,O1,1.6
TX104230,EX204,TX,O1,0
TX105230,EX205,TX,O1,0
TX106230,EX206,TX,O1,0
TX103130,EX103,TX,O1,8.33
TX104130,EX104,TX,O1,11.11
TX105130,EX105,TX,O1,4.86
TX103230,EX203,TX,O1,6.91
TX104230,EX204,TX,O1,7.14
TX105230,EX205,TX,O1,0
TX103130,EX103,TX,O1,5.44
TX104130,EX104,TX,O1,6.8
TX103230,EX203,TX,O1,1.06
TX104230,EX204,TX,O1,3.06
TX104130,EX104,TX,O1,5.2
TX104230,EX204,TX,O1,0
TX001130,TX001,TX,O1,2.21
TX002130,TX002,TX,O1,0.74
TX003130,TX003,TX,O1,6.25
TX004130,TX004,TX,O1,4.25
TX005130,TX005,TX,O1,0
TX006130,TX006,TX,O1,2.3
TX007130,TX007,TX,O1,0
TX008130,TX008,TX,O1,5.44
TX009130,TX009,TX,O1,7.11
TX010130,TX010,TX,O1,0
TX011130,TX011,TX,O1,3.06
TX012130,TX012,TX,O1,1.73
TX013130,TX013,TX,O1,1.7
TX014130,TX014,TX,O1,5.33
TX015130,TX015,TX,O1,1.04
TX016130,TX016,TX,O1,1.9
TX017130,TX017,TX,O1,0
TX018130,TX018,TX,O1,0
TX019130,TX019,TX,O1,1.08
TX020130,TX020,TX,O1,3.47
TX021130,TX021,TX,O1,1.25
TX022130,TX022,TX,O1,0.41
TX023130,TX023,TX,O1,0.17
TX024130,TX024,TX,O1,1.59
TX025130,TX025,TX,O1,0.92
TX026130,TX026,TX,O1,11.45
TX027130,TX027,TX,O1,0
TX028130,TX028,TX,O1,0.34
TX029130,TX029,TX,O1,5.85
TX030130,TX030,TX,O1,4.52
TX031130,TX031,TX,O1,3.54
TX032130,TX032,TX,O1,3.4
TX033130,TX033,TX,O1,4.25
TX034130,TX034,TX,O1,13.6
TX035130,TX035,TX,O1,1.36
TX036130,TX036,TX,O1,0
TX037130,TX037,TX,O1,11.28
TX038130,TX038,TX,O1,9.89
TX039130,TX039,TX,O1,9.52
TX040130,TX040,TX,O1,1.7
TX041130,TX041,TX,O1,0.17
TX042130,TX042,TX,O1,8.15
TX043130,TX043,TX,O1,2.83
TX044130,TX044,TX,O1,4.78
TX045130,TX045,TX,O1,0
TX046130,TX046,TX,O1,5.95
TX047130,TX047,TX,O1,4.68
TX048130,TX048,TX,O1,10
TX049130,TX049,TX,O1,1.56
TX050130,TX050,TX,O1,11.37
TX051130,TX051,TX,O1,21.83
TX052130,TX052,TX,O1,2.71
TX053130,TX053,TX,O1,0
TX054130,TX054,TX,O1,16.14
TX055130,TX055,TX,O1,0
TX056130,TX056,TX,O1,9.02
TX057130,TX057,TX,O1,4.34
TX058130,TX058,TX,O1,4.08
TX059130,TX059,TX,O1,7.44
TX060130,TX060,TX,O1,4.33
TX061130,TX061,TX,O1,0
TX062130,TX062,TX,O1,2.83
TX063130,TX063,TX,O1,0
TX064130,TX064,TX,O1,3.92
TX065130,TX065,TX,O1,2.61
TX066130,TX066,TX,O1,7.82
TX067130,TX067,TX,O1,13.54
TX068130,TX068,TX,O1,0
TX069130,TX069,TX,O1,4.42
TX070130,TX070,TX,O1,0
TX071130,TX071,TX,O1,3.12
TX072130,TX072,TX,O1,4.25
TX073130,TX073,TX,O1,3.81
TX074130,TX074,TX,O1,0
TX075130,TX075,TX,O1,1.77
TX076130,TX076,TX,O1,2.6
TX077130,TX077,TX,O1,1.02
TX078130,TX078,TX,O1,4.08
TX079130,TX079,TX,O1,0
TX080130,TX080,TX,O1,0
TX081130,TX081,TX,O1,8.85
TX082130,TX082,TX,O1,0.85
TX083130,TX083,TX,O1,9.69
TX084130,TX084,TX,O1,0
TX085130,TX085,TX,O1,4.9
TX086130,TX086,TX,O1,2.04
TX087130,TX087,TX,O1,4.59
TX088130,TX088,TX,O1,2.04
TX089130,TX089,TX,O1,4.42
TX090130,TX090,TX,O1,0.68
TX091130,TX091,TX,O1,1.53
TX092130,TX092,TX,O1,0
TX093130,TX093,TX,O1,3.16
TX094130,TX094,TX,O1,2.19
TX095130,TX095,TX,O1,0
TX096130,TX096,TX,O1,8.16
TX097130,TX097,TX,O1,9.31
TX098130,TX098,TX,O1,2.56
TX099130,TX099,TX,O1,0
TX100130,TX100,TX,O1,3.77
TX087230,TX287,TX,O1,0
TX093230,TX293,TX,O1,0
TX098230,TX298,TX,O1,1.6
TX001230,TX201,TX,O1,1.04
TX002230,TX202,TX,O1,0.34
TX003230,TX203,TX,O1,6.91
TX004230,TX204,TX,O1,2.59
TX005230,TX205,TX,O1,0
TX006230,TX206,TX,O1,0
TX007230,TX207,TX,O1,0.56
TX008230,TX208,TX,O1,6.94
TX009230,TX209,TX,O1,3.72
TX010230,TX210,TX,O1,0
TX011230,TX211,TX,O1,13.71
TX012230,TX212,TX,O1,0
TX013230,TX213,TX,O1,6.57
TX014230,TX214,TX,O1,3.06
TX015230,TX215,TX,O1,0.17
TX016230,TX216,TX,O1,0
TX017230,TX217,TX,O1,0
TX018230,TX218,TX,O1,0
TX019230,TX219,TX,O1,0.52
TX020230,TX220,TX,O1,2.89
TX021230,TX221,TX,O1,3.57
TX022230,TX222,TX,O1,0.68
TX023230,TX223,TX,O1,7
TX024230,TX224,TX,O1,0
TX025230,TX225,TX,O1,4.86
TX026230,TX226,TX,O1,0
TX027230,TX227,TX,O1,0
TX028230,TX228,TX,O1,0
TX029230,TX229,TX,O1,1.21
TX030230,TX230,TX,O1,0.34
TX031230,TX231,TX,O1,10.28
TX032230,TX232,TX,O1,1.83
TX033230,TX233,TX,O1,1.38
TX034230,TX234,TX,O1,0
TX035230,TX235,TX,O1,1.38
TX036230,TX236,TX,O1,0
TX037230,TX237,TX,O1,0
TX038230,TX238,TX,O1,17.18
TX039230,TX239,TX,O1,1.87
TX040230,TX240,TX,O1,0
TX041230,TX241,TX,O1,0
TX042230,TX242,TX,O1,0
TX043230,TX243,TX,O1,0.52
TX044230,TX244,TX,O1,25.53
TX045230,TX245,TX,O1,0.53
TX046230,TX246,TX,O1,0
TX047230,TX247,TX,O1,7.82
TX048230,TX248,TX,O1,0
TX049230,TX249,TX,O1,3.66
TX050230,TX250,TX,O1,6.07
TX051230,TX251,TX,O1,0
TX053230,TX253,TX,O1,0.49
TX054230,TX254,TX,O1,0.35
TX055230,TX255,TX,O1,0
TX056230,TX256,TX,O1,5.1
TX083230,TX283,TX,O1,0
TX084230,TX284,TX,O1,0
TX085230,TX285,TX,O1,0
TX086230,TX286,TX,O1,0
TX087230,TX287,TX,O1,0
TX088230,TX288,TX,O1,2
TX089230,TX289,TX,O1,2.65
TX090230,TX290,TX,O1,0
TX091230,TX291,TX,O1,0
TX092230,TX292,TX,O1,0
TX093230,TX293,TX,O1,2.08
TX094230,TX294,TX,O1,0
TX095230,TX295,TX,O1,0
TX096230,TX296,TX,O1,0
TX098230,TX298,TX,O1,1.76
TX099230,TX299,TX,O1,1.23
TX001130,TX001,TX,O1,6.97
TX011130,TX011,TX,O1,8.16
TX012130,TX012,TX,O1,0
TX018130,TX018,TX,O1,0
TX047130,TX047,TX,O1,6.59
TX048130,TX048,TX,O1,10
TX049130,TX049,TX,O1,0.52
TX052130,TX052,TX,O1,0
TX056130,TX056,TX,O1,11.8
TX058130,TX058,TX,O1,0
TX059130,TX059,TX,O1,18.79
TX060130,TX060,TX,O1,12.16
TX062130,TX062,TX,O1,9.5
TX063130,TX063,TX,O1,0.34
TX070130,TX070,TX,O1,2.04
TX071130,TX071,TX,O1,8.68
TX073130,TX073,TX,O1,3.47
TX074130,TX074,TX,O1,0
TX077130,TX077,TX,O1,0
TX078130,TX078,TX,O1,3.91
TX079130,TX079,TX,O1,9.37
TX081130,TX081,TX,O1,5.2
TX082130,TX082,TX,O1,0
TX083130,TX083,TX,O1,0
TX084130,TX084,TX,O1,0
TX085130,TX085,TX,O1,1
TX086130,TX086,TX,O1,2.04
TX088130,TX088,TX,O1,1.53
TX089130,TX089,TX,O1,0
TX090130,TX090,TX,O1,12.24
TX091130,TX091,TX,O1,3.16
TX093130,TX093,TX,O1,1.5
TX094130,TX094,TX,O1,8.68
TX095130,TX095,TX,O1,1.19
TX098130,TX098,TX,O1,8.33
TX008230,TX208,TX,O1,0
TX011230,TX211,TX,O1,11.33
TX012230,TX212,TX,O1,4.83
TX018230,TX218,TX,O1,0
TX028230,TX228,TX,O1,0
TX047230,TX247,TX,O1,0
TX048230,TX248,TX,O1,2.16
TX049230,TX249,TX,O1,1.33
TX052230,TX252,TX,O1,2.21
TX056230,TX256,TX,O1,11.9
TX058230,TX258,TX,O1,2.08
TX059230,TX259,TX,O1,7.26
TX060230,TX260,TX,O1,11.33
TX062230,TX262,TX,O1,3.64
TX063230,TX263,TX,O1,0
TX071230,TX271,TX,O1,1.02
TX073230,TX273,TX,O1,2.12
TX074230,TX274,TX,O1,0
TX077230,TX277,TX,O1,1.36
TX078230,TX278,TX,O1,3.91
TX079230,TX279,TX,O1,0
TX081230,TX281,TX,O1,8.63
TX082230,TX282,TX,O1,4.07
TX083230,TX283,TX,O1,0
TX084230,TX284,TX,O1,0
TX085230,TX285,TX,O1,0
TX086230,TX286,TX,O1,0
TX088230,TX288,TX,O1,0.5
TX089230,TX289,TX,O1,0
TX090230,TX290,TX,O1,0.69
TX091230,TX291,TX,O1,2.55
TX093230,TX293,TX,O1,2.77
TX094230,TX294,TX,O1,0
TX095230,TX295,TX,O1,0
TX098230,TX298,TX,O1,6.73
TX018130,TX018,TX,O1,0
TX047130,TX047,TX,O1,9.2
TX052130,TX052,TX,O1,0
TX056130,TX056,TX,O1,11.8
TX070130,TX070,TX,O1,6.25
TX071130,TX071,TX,O1,14.93
TX073130,TX073,TX,O1,3.58
TX079130,TX079,TX,O1,8.33
TX083130,TX083,TX,O1,1.02
TX088130,TX088,TX,O1,0
TX089130,TX089,TX,O1,0
TX090130,TX090,TX,O1,1.02
TX091130,TX091,TX,O1,4
TX093130,TX093,TX,O1,1.5
TX098130,TX098,TX,O1,2.04
TX047230,TX247,TX,O1,0
TX048230,TX248,TX,O1,1.02
TX052230,TX252,TX,O1,2.04
TX056230,TX256,TX,O1,9.86
TX060230,TX260,TX,O1,11.33
TX071230,TX271,TX,O1,7.82
TX073230,TX273,TX,O1,1.77
TX079230,TX279,TX,O1,0
TX083230,TX283,TX,O1,0
TX087230,TX287,TX,O1,0
TX088230,TX288,TX,O1,0
TX089230,TX289,TX,O1,5.31
TX090230,TX290,TX,O1,0
TX091230,TX291,TX,O1,2.04
TX093230,TX293,TX,O1,6.25
TX094230,TX294,TX,O1,0
TX098230,TX298,TX,O1,0
TX047130,TX047,TX,O1,7.81
TX073130,TX073,TX,O1,1.04
TX091130,TX091,TX,O1,1.33
TX093130,TX093,TX,O1,18.36
TX098130,TX098,TX,O1,9.16
TX018230,TX218,TX,O1,6.48
TX047230,TX247,TX,O1,0
TX073230,TX273,TX,O1,2.08
TX087230,TX287,TX,O1,0.94
TX088230,TX288,TX,O1,2.33
TX091230,TX291,TX,O1,2.5
TX093230,TX293,TX,O1,2.08
TX098230,TX298,TX,O1,15.54
TX093130,TX093,TX,O1,0.68
TX098130,TX098,TX,O1,0
TX057230,TX257,TX,O2,0
TX058230,TX258,TX,O2,0
TX059230,TX259,TX,O2,2.72
TX060230,TX260,TX,O2,3.06
TX061230,TX261,TX,O2,0
TX062230,TX262,TX,O2,2.77
TX063230,TX263,TX,O2,3.12
TX064230,TX264,TX,O2,3.26
TX065230,TX265,TX,O2,0
TX066230,TX266,TX,O2,3.66
TX067230,TX267,TX,O2,0
TX068230,TX268,TX,O2,0
TX069230,TX269,TX,O2,0
TX070230,TX270,TX,O2,0
TX071230,TX271,TX,O2,0
TX072230,TX272,TX,O2,0
TX073230,TX273,TX,O2,4.6
TX074230,TX274,TX,O2,0
TX075230,TX275,TX,O2,0.49
TX076230,TX276,TX,O2,0
TX077230,TX277,TX,O2,0
TX078230,TX278,TX,O2,0
TX079230,TX279,TX,O2,0
TX080230,TX280,TX,O2,0
TX081230,TX281,TX,O2,0
TX082230,TX282,TX,O2,0.37
TX101130,EX101,TX,O2,0
TX102130,EX102,TX,O2,0
TX103130,EX103,TX,O2,3.23
TX104130,EX104,TX,O2,0
TX105130,EX105,TX,O2,0.34
TX106130,EX106,TX,O2,0
TX101230,EX201,TX,O2,0
TX102230,EX202,TX,O2,0
TX103230,EX203,TX,O2,3.55
TX104230,EX204,TX,O2,0
TX105230,EX205,TX,O2,0
TX106230,EX206,TX,O2,0
TX103130,EX103,TX,O2,0
TX104130,EX104,TX,O2,0
TX105130,EX105,TX,O2,0
TX103230,EX203,TX,O2,0
TX104230,EX204,TX,O2,0
TX105230,EX205,TX,O2,0
TX103130,EX103,TX,O2,0
TX104130,EX104,TX,O2,0
TX103230,EX203,TX,O2,6.03
TX104230,EX204,TX,O2,0
TX104130,EX104,TX,O2,0
TX104230,EX204,TX,O2,0
TX001130,TX001,TX,O2,0
TX002130,TX002,TX,O2,1.19
TX003130,TX003,TX,O2,0
TX004130,TX004,TX,O2,0
TX005130,TX005,TX,O2,0
TX006130,TX006,TX,O2,1.59
TX007130,TX007,TX,O2,1.48
TX008130,TX008,TX,O2,0.34
TX009130,TX009,TX,O2,0
TX010130,TX010,TX,O2,0
TX011130,TX011,TX,O2,0
TX012130,TX012,TX,O2,0
TX013130,TX013,TX,O2,0
TX014130,TX014,TX,O2,0
TX015130,TX015,TX,O2,1.04
TX016130,TX016,TX,O2,0
TX017130,TX017,TX,O2,0
TX018130,TX018,TX,O2,0
TX019130,TX019,TX,O2,0
TX020130,TX020,TX,O2,0
TX021130,TX021,TX,O2,0.51
TX022130,TX022,TX,O2,0
TX023130,TX023,TX,O2,1.7
TX024130,TX024,TX,O2,0
TX025130,TX025,TX,O2,0
TX026130,TX026,TX,O2,0
TX027130,TX027,TX,O2,0
TX028130,TX028,TX,O2,0
TX029130,TX029,TX,O2,5.67
TX030130,TX030,TX,O2,0
TX031130,TX031,TX,O2,0
TX032130,TX032,TX,O2,2.04
TX033130,TX033,TX,O2,0
TX034130,TX034,TX,O2,3.06
TX035130,TX035,TX,O2,0
TX036130,TX036,TX,O2,0
TX037130,TX037,TX,O2,0
TX038130,TX038,TX,O2,0.52
TX039130,TX039,TX,O2,0.68
TX040130,TX040,TX,O2,1.02
TX041130,TX041,TX,O2,0.34
TX042130,TX042,TX,O2,0
TX043130,TX043,TX,O2,0
TX044130,TX044,TX,O2,0
TX045130,TX045,TX,O2,1.41
TX046130,TX046,TX,O2,0
TX047130,TX047,TX,O2,0
TX048130,TX048,TX,O2,0
TX049130,TX049,TX,O2,0
TX050130,TX050,TX,O2,0
TX051130,TX051,TX,O2,0
TX052130,TX052,TX,O2,0
TX053130,TX053,TX,O2,0
TX054130,TX054,TX,O2,3.64
TX055130,TX055,TX,O2,0
TX056130,TX056,TX,O2,0
TX057130,TX057,TX,O2,4.34
TX058130,TX058,TX,O2,0
TX059130,TX059,TX,O2,2.12
TX060130,TX060,TX,O2,0
TX061130,TX061,TX,O2,0.17
TX062130,TX062,TX,O2,0
TX063130,TX063,TX,O2,0
TX064130,TX064,TX,O2,0
TX065130,TX065,TX,O2,1.96
TX066130,TX066,TX,O2,3.57
TX067130,TX067,TX,O2,0
TX068130,TX068,TX,O2,1.56
TX069130,TX069,TX,O2,2.04
TX070130,TX070,TX,O2,4.08
TX071130,TX071,TX,O2,0
TX072130,TX072,TX,O2,0
TX073130,TX073,TX,O2,0.52
TX074130,TX074,TX,O2,6.25
TX075130,TX075,TX,O2,0
TX076130,TX076,TX,O2,0.69
TX077130,TX077,TX,O2,0
TX078130,TX078,TX,O2,0
TX079130,TX079,TX,O2,0
TX080130,TX080,TX,O2,0
TX081130,TX081,TX,O2,0
TX082130,TX082,TX,O2,0
TX083130,TX083,TX,O2,0
TX084130,TX084,TX,O2,0
TX085130,TX085,TX,O2,0
TX086130,TX086,TX,O2,0
TX087130,TX087,TX,O2,1.53
TX088130,TX088,TX,O2,0
TX089130,TX089,TX,O2,5.44
TX090130,TX090,TX,O2,0
TX091130,TX091,TX,O2,0
TX092130,TX092,TX,O2,0
TX093130,TX093,TX,O2,0
TX094130,TX094,TX,O2,0.1
TX095130,TX095,TX,O2,0.34
TX096130,TX096,TX,O2,0
TX097130,TX097,TX,O2,0
TX098130,TX098,TX,O2,0
TX099130,TX099,TX,O2,0
TX100130,TX100,TX,O2,0
TX087230,TX287,TX,O2,0
TX093230,TX293,TX,O2,0
TX098230,TX298,TX,O2,0
TX001230,TX201,TX,O2,0.17
TX002230,TX202,TX,O2,1.21
TX003230,TX203,TX,O2,0
TX004230,TX204,TX,O2,0
TX005230,TX205,TX,O2,0
TX006230,TX206,TX,O2,1
TX007230,TX207,TX,O2,4.35
TX008230,TX208,TX,O2,0
TX009230,TX209,TX,O2,0
TX010230,TX210,TX,O2,0
TX011230,TX211,TX,O2,0
TX012230,TX212,TX,O2,3.16
TX013230,TX213,TX,O2,0
TX014230,TX214,TX,O2,0
TX015230,TX215,TX,O2,0
TX016230,TX216,TX,O2,0
TX017230,TX217,TX,O2,0
TX018230,TX218,TX,O2,0
TX019230,TX219,TX,O2,0
TX020230,TX220,TX,O2,0
TX021230,TX221,TX,O2,0.34
TX022230,TX222,TX,O2,1.87
TX023230,TX223,TX,O2,0
TX024230,TX224,TX,O2,0
TX025230,TX225,TX,O2,0
TX026230,TX226,TX,O2,0
TX027230,TX227,TX,O2,7.5
TX028230,TX228,TX,O2,0
TX029230,TX229,TX,O2,4.16
TX030230,TX230,TX,O2,21.42
TX031230,TX231,TX,O2,0
TX032230,TX232,TX,O2,0
TX033230,TX233,TX,O2,0
TX034230,TX234,TX,O2,0
TX035230,TX235,TX,O2,0
TX036230,TX236,TX,O2,0
TX037230,TX237,TX,O2,0
TX038230,TX238,TX,O2,0
TX039230,TX239,TX,O2,0
TX040230,TX240,TX,O2,0
TX041230,TX241,TX,O2,0
TX042230,TX242,TX,O2,0
TX043230,TX243,TX,O2,0
TX044230,TX244,TX,O2,0
TX045230,TX245,TX,O2,0
TX046230,TX246,TX,O2,0
TX047230,TX247,TX,O2,0
TX048230,TX248,TX,O2,4.08
TX049230,TX249,TX,O2,0
TX050230,TX250,TX,O2,0
TX051230,TX251,TX,O2,0
TX053230,TX253,TX,O2,1.47
TX054230,TX254,TX,O2,0
TX055230,TX255,TX,O2,0
TX056230,TX256,TX,O2,0
TX083230,TX283,TX,O2,0
TX084230,TX284,TX,O2,0
TX085230,TX285,TX,O2,0
TX086230,TX286,TX,O2,1
TX087230,TX287,TX,O2,0
TX088230,TX288,TX,O2,0
TX089230,TX289,TX,O2,0
TX090230,TX290,TX,O2,0
TX091230,TX291,TX,O2,0
TX092230,TX292,TX,O2,0
TX093230,TX293,TX,O2,0
TX094230,TX294,TX,O2,7.63
TX095230,TX295,TX,O2,0
TX096230,TX296,TX,O2,0
TX098230,TX298,TX,O2,1.92
TX099230,TX299,TX,O2,0
TX001130,TX001,TX,O2,0
TX011130,TX011,TX,O2,0
TX012130,TX012,TX,O2,0
TX018130,TX018,TX,O2,0
TX047130,TX047,TX,O2,2.08
TX048130,TX048,TX,O2,0
TX049130,TX049,TX,O2,0
TX052130,TX052,TX,O2,0
TX056130,TX056,TX,O2,0
TX058130,TX058,TX,O2,0
TX059130,TX059,TX,O2,1.06
TX060130,TX060,TX,O2,0
TX062130,TX062,TX,O2,0
TX063130,TX063,TX,O2,0
TX070130,TX070,TX,O2,0
TX071130,TX071,TX,O2,0
TX073130,TX073,TX,O2,0.52
TX074130,TX074,TX,O2,6.25
TX077130,TX077,TX,O2,7.14
TX078130,TX078,TX,O2,0
TX079130,TX079,TX,O2,0
TX081130,TX081,TX,O2,0
TX082130,TX082,TX,O2,0
TX083130,TX083,TX,O2,0.34
TX084130,TX084,TX,O2,0
TX085130,TX085,TX,O2,0
TX086130,TX086,TX,O2,0
TX088130,TX088,TX,O2,0
TX089130,TX089,TX,O2,0
TX090130,TX090,TX,O2,0
TX091130,TX091,TX,O2,0
TX093130,TX093,TX,O2,0
TX094130,TX094,TX,O2,0.69
TX095130,TX095,TX,O2,0
TX098130,TX098,TX,O2,0
TX008230,TX208,TX,O2,0
TX011230,TX211,TX,O2,0
TX012230,TX212,TX,O2,0
TX018230,TX218,TX,O2,0
TX028230,TX228,TX,O2,0
TX047230,TX247,TX,O2,0
TX048230,TX248,TX,O2,3
TX049230,TX249,TX,O2,0
TX052230,TX252,TX,O2,0
TX056230,TX256,TX,O2,0
TX058230,TX258,TX,O2,0
TX059230,TX259,TX,O2,2.12
TX060230,TX260,TX,O2,0
TX062230,TX262,TX,O2,0
TX063230,TX263,TX,O2,0
TX071230,TX271,TX,O2,0
TX073230,TX273,TX,O2,1.06
TX074230,TX274,TX,O2,0
TX077230,TX277,TX,O2,0
TX078230,TX278,TX,O2,0
TX079230,TX279,TX,O2,0
TX081230,TX281,TX,O2,0
TX082230,TX282,TX,O2,0
TX083230,TX283,TX,O2,0
TX084230,TX284,TX,O2,0
TX085230,TX285,TX,O2,0
TX086230,TX286,TX,O2,0
TX088230,TX288,TX,O2,0.5
TX089230,TX289,TX,O2,0
TX090230,TX290,TX,O2,0
TX091230,TX291,TX,O2,0
TX093230,TX293,TX,O2,0
TX094230,TX294,TX,O2,0
TX095230,TX295,TX,O2,0
TX098230,TX298,TX,O2,0
TX018130,TX018,TX,O2,0
TX047130,TX047,TX,O2,0
TX052130,TX052,TX,O2,1.59
TX056130,TX056,TX,O2,0
TX070130,TX070,TX,O2,0
TX071130,TX071,TX,O2,0
TX073130,TX073,TX,O2,0.53
TX079130,TX079,TX,O2,0
TX083130,TX083,TX,O2,0
TX088130,TX088,TX,O2,0
TX089130,TX089,TX,O2,0
TX090130,TX090,TX,O2,0
TX091130,TX091,TX,O2,0
TX093130,TX093,TX,O2,0
TX098130,TX098,TX,O2,0
TX047230,TX247,TX,O2,0
TX048230,TX248,TX,O2,3.74
TX052230,TX252,TX,O2,0
TX056230,TX256,TX,O2,0
TX060230,TX260,TX,O2,0
TX071230,TX271,TX,O2,0
TX073230,TX273,TX,O2,0
TX079230,TX279,TX,O2,0
TX083230,TX283,TX,O2,0
TX087230,TX287,TX,O2,0
TX088230,TX288,TX,O2,0
TX089230,TX289,TX,O2,0
TX090230,TX290,TX,O2,0
TX091230,TX291,TX,O2,0
TX093230,TX293,TX,O2,0
TX094230,TX294,TX,O2,0
TX098230,TX298,TX,O2,0
TX047130,TX047,TX,O2,0
TX073130,TX073,TX,O2,1.21
TX091130,TX091,TX,O2,0
TX093130,TX093,TX,O2,0
TX098130,TX098,TX,O2,0
TX018230,TX218,TX,O2,0
TX047230,TX247,TX,O2,0
TX073230,TX273,TX,O2,2.6
TX087230,TX287,TX,O2,0
TX088230,TX288,TX,O2,0
TX091230,TX291,TX,O2,0
TX093230,TX293,TX,O2,0
TX098230,TX298,TX,O2,0
TX093130,TX093,TX,O2,0
TX098130,TX098,TX,O2,0
TX057230,TX257,TX,V1,0
TX058230,TX258,TX,V1,0.69
TX059230,TX259,TX,V1,5.1
TX060230,TX260,TX,V1,0
TX061230,TX261,TX,V1,7.29
TX062230,TX262,TX,V1,1.04
