LinkID,Start_Date,Temp,acFormaldehyde,acAcetaldehyde,acAcetone,acAcrolein,acPropionaldehyde,acCrotonaldehyde,acBenzaldehyde,acGlyoxal,acMethylglyoxal,acHexaldehyde,acFormaldehyde_flag,acAcetaldehyde_flag,acAcetone_flag,acAcrolein_flag,acPropionaldehyde_flag,acCrotonaldehyde_flag,acBenzaldehyde_flag,acGlyoxal_flag,acMethylglyoxal_flag,acHexaldehyde_flag
CA093220,"2000-12-07 00:00:00",19.26,2.17,9.54,4.35,1.703,2.738,0.065,3.819,2.712,2.954,2.387,,,,,,ND,,,,
CA093230,"2000-12-05 00:00:00",NULL,16.34,21.62,6.607,0.52,1.653,1.126,3.733,3.209,2.879,4.534,,,,<DL,,,,,,
CA094110,"2000-08-09 00:00:00",24.44,18.05,57.06,6.313,0.927,1.462,0.211,3.114,0.905,2.124,6.584,,,,,,,,,,
CA094120,"2000-08-09 00:00:00",22.05,4.22,3.06,0.2,0.585,1.218,0.458,2.33,0.804,0.815,1.579,,,<DL,,,,,,,
CA094130,"2000-08-09 00:00:00",NULL,23.11,18.58,5.245,0.52,2.157,0.465,4.874,2.209,3.188,5.674,,,,<DL,,<DL,,,,
CA094210,"2000-11-02 00:00:00",22.04,16.71,48.25,9.376,4.061,1.2,0.693,3.16,1.426,1.592,4.994,,,,,,,,,,
CA094220,"2000-11-02 00:00:00",17.4,8.66,5.04,5.84,0.558,1.126,1.681,1.024,1.498,1.557,0.993,,,,,,,,,,
CA094230,"2000-11-02 00:00:00",NULL,11.78,17.78,6.746,0.52,0.475,0.465,2.176,2.179,0.545,2.685,,,,<DL,<DL,ND,,,<DL,
CA094290,"2000-11-02 00:00:00",17.4,13.24,4.54,11.396,0.392,0.452,-0.05,1.266,1.498,1.557,0.876,,,,,,ND,,,,
CA094291,"2000-11-02 00:00:00",17.4,8.81,4.52,7.687,0.501,0.269,0.779,2.521,1.476,1.048,0.988,,,,,,,,,,
CA095120,"2000-08-17 00:00:00",26.23,9.9,4.59,2.609,0.658,1.634,0.065,3.095,2.012,0.884,2.413,,,,,,<DL,,,,
CA095130,"2000-08-17 00:00:00",NULL,27.53,36.49,9.986,5.786,2.367,0.465,3.567,2.217,2.42,5.502,,,,,,<DL,,,,
CA095210,"2000-11-15 00:00:00",21.79,19.01,49.96,6.76,0.779,1.425,0.065,5.054,3.416,1.738,3.702,,,,,,<DL,,,,
CA095220,"2000-11-15 00:00:00",14.5,5.18,8.07,4.52,0.708,1.067,0.136,3.524,1.942,1.167,0.94,,,,,,,,,,
CA095230,"2000-11-15 00:00:00",NULL,25.31,34.31,7.356,0.52,2.663,0.465,6.623,3.062,2.212,3.574,,,,<DL,,<DL,,,,
CA096110,"2000-08-17 00:00:00",27.24,24.86,25.18,5.372,0.07,1.705,0.372,5.249,3.658,2.663,7.865,,,,ND,,,,,,
CA096120,"2000-08-17 00:00:00",24.31,5.64,4.48,2.733,1.581,1.53,0.182,3.653,2.972,1.858,2.7,,,,,,,,,,
CA096121,"2000-08-17 00:00:00",24.31,7.24,2.44,2.51,0.643,2.241,0.239,4.105,1.171,1.232,4.141,,,,,,,,,,
CA096130,"2000-08-17 00:00:00",NULL,29.82,54.42,2.52,0.52,0.475,0.465,6.086,1.543,1.918,7.333,,,<DL,ND,<DL,<DL,,,,
CA096210,"2000-11-30 00:00:00",21.38,14.97,39.82,5.125,0.272,0.229,0.065,3.177,1.44,1.993,1.889,,,,,,ND,,,,
CA096220,"2000-11-30 00:00:00",14.53,11.05,5.76,4.39,0.07,1.486,0.228,2.763,2.759,1.745,3.034,,,,ND,,,,,,
CA096230,"2000-11-30 00:00:00",NULL,22.27,14.38,8.021,0.52,2.183,0.465,4.379,4.346,2.134,3.738,,,,<DL,,<DL,,,,
CA097110,"2000-08-25 00:00:00",26.25,18.32,18.17,3.949,3.14,2.404,1.134,1.851,2.362,3.797,3.116,,,,,,,,,,
CA097120,"2000-08-25 00:00:00",24.49,7.34,5.76,0.429,1.15,0.219,1.223,1.344,1.917,4.182,2.494,,,,,,,,,,
CA097130,"2000-08-25 00:00:00",NULL,22.9,15.11,2.52,0.52,2.962,1.184,1.964,2.741,3.937,4.144,,,<DL,<DL,,,,,,
CA097140,"2000-08-25 00:00:00",NULL,21.83,14.79,2.52,0.52,1.911,0.465,2.215,2.38,4.116,3.806,,,<DL,<DL,,<DL,,,,
CA098110,"2000-08-17 00:00:00",25.54,36.14,30.36,8.501,0.273,1.787,0.264,4.74,2.056,3.128,7.71,,,,,,,,,,
CA098120,"2000-08-17 00:00:00",25.13,7.89,8.95,7.179,3.277,2.709,0.324,4.067,1.027,0.815,4.028,,,,,,,,,,
CA098130,"2000-08-17 00:00:00",NULL,38.62,40.02,11.168,1.06,1.696,0.465,5.014,3.613,4.827,8.34,,,,,,<DL,,,,
CA098210,"2000-12-07 00:00:00",23.54,19.55,21.73,8.814,1.448,2.45,0.432,4.348,2.718,2.84,3.411,,,,,,,,,,
CA098220,"2000-12-07 00:00:00",17.41,5.69,11.15,4.722,0.07,1.363,0.065,3.212,2.737,2.979,1.451,,,,ND,,ND,,,,
CA098230,"2000-12-07 00:00:00",NULL,18.08,19.81,7.383,0.52,2.064,0.465,3.923,2.981,3.29,3.262,,,,<DL,,<DL,,,,
CA099110,"2000-08-03 00:00:00",25.24,18.48,17.92,0.449,1.014,1.809,0.28,2.248,2.978,3.118,2.663,,,,,,,,,,
CA099120,"2000-08-03 00:00:00",23.35,9.06,4.62,0.2,0.381,1.38,0.454,3.118,2.074,1.203,1.846,,,<DL,,,,,,,
CA099130,"2000-08-03 00:00:00",NULL,15.24,12.94,2.52,0.52,1.281,0.465,2.047,1.096,2.802,3.241,,,<DL,ND,,<DL,,,,
CA099210,"2000-11-09 00:00:00",22.23,17.67,15.2,9.172,0.07,1.794,0.848,3.078,2.01,1.521,2.224,,,,ND,,,,,,
CA099220,"2000-11-09 00:00:00",19.71,2.16,7.03,7.214,0.536,1.921,0.562,3.967,1.829,1.448,2.491,,,,,,,,,,
CA099230,"2000-11-09 00:00:00",NULL,18.46,15.16,6.17,0.52,0.475,2.13,3.593,2.23,2.118,2.851,,,,<DL,<DL,,,,,
CA100110,"2000-08-17 00:00:00",29.2,28.43,17.9,9.027,9.207,1.571,0.065,3.289,2.441,1.757,5.296,,,,,,<DL,,,,
CA100120,"2000-08-17 00:00:00",26.43,7.2,4.78,2.562,0.299,1.63,0.625,3.89,1.432,1.572,2.232,,,,,,,,,,
CA100121,"2000-08-17 00:00:00",26.43,7.39,3.27,1.739,0.568,2.094,0.416,3.817,1.472,0.806,2.824,,,,,,,,,,
CA100130,"2000-08-17 00:00:00",NULL,18.68,15.97,2.52,0.52,0.475,0.465,2.087,1.396,3.818,3.552,,,<DL,<DL,<DL,<DL,,,,
CA101110,"2000-08-23 00:00:00",25.87,16.47,19.37,5.14,1.738,1.456,0.711,1.661,2.573,2.823,2.296,,,,,,,,,,
CA101210,"2000-12-20 00:00:00",22.91,23.2,24.57,40.337,5.746,1.458,0.488,2.641,4.604,4.475,5.014,,,,,,,,,,
CA101220,"2000-12-20 00:00:00",17.08,4.18,8.35,42.49,19.979,3.933,0.651,3.038,4.325,1.37,2.665,,,,,,,,,,
CA101230,"2000-12-20 00:00:00",NULL,22.22,18.27,44.404,0.52,6.587,0.465,2.404,2.094,2.316,3.013,,,,<DL,,ND,,,,
CA101240,"2000-12-20 00:00:00",NULL,30.02,25.96,25.526,4.675,2.349,0.465,3.097,3.167,2.879,5.041,,,,,,<DL,,,,
CA102120,"2000-08-24 00:00:00",20.93,8.57,5.44,0.567,1.679,1.136,1.015,0.958,1.603,3.986,1.085,,,,,,,,,,
CA102130,"2000-08-24 00:00:00",NULL,15.49,18.47,6.962,4.548,2.586,1.737,2.946,2.437,3.332,6.526,,,,,,,,,,
CA102210,"2000-12-15 00:00:00",22.38,31.02,22.3,22.881,5.244,1.831,0.234,2.93,1.776,2.558,5.01,,,,,,,,,,
CA102220,"2000-12-15 00:00:00",13.55,2.3,9.73,13.335,7.041,3.283,0.427,3.103,1.514,1.872,2.593,,,,,,,,,,
CA102230,"2000-12-15 00:00:00",NULL,35.3,22.65,29.409,4.579,6.269,1.024,3.332,2.717,3.308,6.662,,,,,,,,,,
CA103210,"2001-01-16 00:00:00",20.66,16.84,62.8,16.251,0.445,1.756,1.264,4.317,3.196,2.13,5.587,,,,,,,,,,
CA103220,"2001-01-16 00:00:00",NULL,4.55,9.89,3.015,0.189,2.819,0.247,4.526,2.677,1.368,4.388,,,,,,,,,,
CA104110,"2000-08-31 00:00:00",24.61,26.05,21.18,14.308,8.487,2.823,1.64,3.683,5.673,4.582,7.295,,,,,,,,,,
CA104120,"2000-08-31 00:00:00",25.01,4.87,5.58,6.277,1.149,2.873,2.933,3.298,2.167,3.534,4.408,,,,,,,,,,
CA104121,"2000-08-31 00:00:00",25.01,7.67,6.66,8.963,1.544,2.112,2.49,1.769,2.84,2.608,3.85,,,,,,,,,,
CA104130,"2000-08-31 00:00:00",NULL,22.64,22.62,12.872,6.552,2.55,0.465,3.024,4.141,3.677,5.836,,,,,,<DL,,,,
CA104210,"2000-12-14 00:00:00",21.92,23.62,23.56,7.429,0.945,2.167,0.194,5.058,3.354,3.393,3.871,,,,,,,,,,
CA104220,"2000-12-14 00:00:00",14.67,7.1,11.42,5.992,0.07,2.238,0.598,2.765,3.481,1.182,2.268,,,,<DL,,,,,,
CA104230,"2000-12-14 00:00:00",NULL,23.23,18.81,7.187,0.52,2.358,0.465,6.085,2.911,2.698,4.732,,,,ND,,ND,,,,
CA105110,"2000-09-07 00:00:00",26.09,21.29,24.71,6.62,0.892,2.788,0.319,3.498,3.57,4.567,6.802,,,,,,,,,,
CA105120,"2000-09-07 00:00:00",21.63,7.19,5.7,6.666,0.07,3.301,0.065,3.654,3.69,5.105,5.264,,,,ND,,<DL,,,,
CA105130,"2000-09-07 00:00:00",NULL,18.9,22.86,8.319,0.52,2.264,0.465,3.018,3.866,2.916,5.84,,,,<DL,,<DL,,,,
CA105210,"2001-01-17 00:00:00",20.63,16.78,30.19,8.967,0.322,0.57,0.065,2.158,1.983,3.064,3.122,,,,,,<DL,,,,
CA105220,"2001-01-17 00:00:00",10.62,1.16,7.74,4.193,0.947,0.579,0.335,3.261,1.188,2.626,0.824,,,,,,,,,,
CA105230,"2001-01-17 00:00:00",NULL,16.13,33.58,10.682,0.52,1,0.465,2.718,1.908,2.272,3.358,,,,<DL,,<DL,,,,
CA106110,"2000-09-08 00:00:00",24.94,21.09,30.15,6.495,0.07,3.29,0.947,3.129,4.393,4.99,6.936,,,,ND,,,,,,
CA106120,"2000-09-08 00:00:00",20.07,7.16,5.57,4.047,1.076,1.5,0.925,1.524,1.752,4.041,3.159,,,,,,,,,,
CA106121,"2000-09-08 00:00:00",20.07,5.65,5.64,5.268,1.114,1.79,2.135,2.915,3.486,4.546,3.956,,,,,,,,,,
CA106130,"2000-09-08 00:00:00",NULL,18.68,20.37,10.582,1.302,2.635,0.465,2.99,4.289,5.054,6.696,,,,,,<DL,,,,
CA106210,"2000-12-14 00:00:00",24.31,22.59,25.81,8.035,0.611,2.703,0.065,4.75,3.094,3.575,4.824,,,,,,ND,,,,
CA106220,"2000-12-14 00:00:00",12.78,5.15,8.64,3.773,0.07,2.288,0.52,3.558,2.961,1.099,1.901,,,,<DL,,,,,,
CA106230,"2000-12-14 00:00:00",NULL,28.64,27.13,11.325,1.16,2.998,0.465,6.875,2.238,2.914,5.193,,,,,,<DL,,,,
NJ001110,"1999-06-08 00:00:00",27.5,34.2008,1.26367,0.2,NULL,1.24933,NULL,4.53848,0.055,0.11,NULL,,,ND,NA,,NA,,<DL,ND,NA
NJ001130,"1999-06-08 00:00:00",NULL,69.6704,3.85027,2.52,NULL,0.475,NULL,4.40045,0.48,NULL,NULL,,,ND,NA,<DL,NA,,<DL,NA,NA
NJ001210,"2000-03-15 00:00:00",24,21.72,14.64,11.957,0.07,2.856,0.065,4.674,2.192,2.529,3.088,,,,ND,,ND,,,,
NJ001220,"2000-03-15 00:00:00",NULL,3.98,4.37,4.321,0.07,2.746,0.065,1.658,1.259,1.023,1.733,,,,<DL,,ND,,,,
NJ001222,"2000-03-13 00:00:00",NULL,2.12187,3.03379,0.558467,NULL,0.997755,NULL,1.80914,0.660461,0.597252,NULL,,,,NA,,NA,,,,NA
NJ002110,"1999-06-23 00:00:00",26.9,29.3199,2.99007,0.2,NULL,1.54804,NULL,1.50261,0.055,0.11,NULL,,,ND,NA,,NA,,ND,ND,NA
NJ002120,"1999-06-23 00:00:00",25.6,5.26815,0.37,0.2,NULL,0.155236,NULL,4.64407,0.055,0.11,NULL,,ND,ND,NA,,NA,,ND,ND,NA
NJ002210,"1999-12-13 00:00:00",NULL,10.9793,1.35841,0.2,NULL,0.550701,NULL,1.00551,0.792703,1.55856,NULL,,,ND,NA,,NA,,,,NA
NJ002220,"1999-12-13 00:00:00",NULL,3.28478,2.45277,3.21983,NULL,0.58367,NULL,0.795286,0.351338,0.522274,NULL,,,,NA,,NA,,,,NA
NJ002230,"1999-12-13 00:00:00",NULL,13.4155,4.48964,2.52,NULL,1.42551,NULL,0.94,1.19827,1.80033,NULL,,,<DL,NA,,NA,<DL,,,NA
NJ003110,"1999-07-13 00:00:00",26.8,24.3049,9.89952,0.841344,NULL,2.59573,NULL,2.86274,2.45665,0.11,NULL,,,,NA,,NA,,,ND,NA
NJ003120,"1999-07-13 00:00:00",21.3,4.26446,4.55498,0.709994,NULL,1.08402,NULL,0.12,1.08725,0.11,NULL,,,,NA,,NA,ND,,ND,NA
NJ003210,"1999-10-16 00:00:00",NULL,14.4735,12.6707,1.93943,NULL,1.98949,NULL,1.51144,1.13599,2.13304,NULL,,,,NA,,NA,,,,NA
NJ003220,"1999-10-16 00:00:00",16.8,3.0152,4.43844,3.6047,NULL,1.06709,NULL,2.69333,0.382158,0.473129,NULL,,,,NA,,NA,,,,NA
NJ004110,"1999-07-27 00:00:00",28.4,41.1691,12.6246,1.55647,NULL,3.43398,NULL,3.7332,3.28109,0.11,NULL,,,,NA,,NA,,,ND,NA
NJ004111,"1999-07-27 00:00:00",28.4,47.1635,16.7342,1.89647,NULL,4.71336,NULL,3.66139,1.47465,0.11,NULL,,,,NA,,NA,,,ND,NA
NJ004120,"1999-07-27 00:00:00",29.7,5.35831,2.23517,0.2,NULL,1.6681,NULL,4.2254,2.24149,0.11,NULL,,,<DL,NA,,NA,,,ND,NA
NJ004130,"1999-07-27 00:00:00",NULL,41.4463,44.4301,7.0892,NULL,5.35563,NULL,2.52887,1.08922,NULL,NULL,,,,NA,,NA,,,NA,NA
NJ004140,"1999-07-27 00:00:00",NULL,29.1533,32.3044,9.23116,NULL,3.53585,NULL,0.94,0.48,0.545,NULL,,,,NA,,NA,<DL,<DL,ND,NA
NJ004210,"1999-10-14 00:00:00",NULL,18.8176,19.6612,42.0954,NULL,3.02995,NULL,2.04273,0.898989,2.36891,NULL,,,,NA,,NA,,,,NA
NJ004220,"1999-10-14 00:00:00",NULL,3.87963,4.49645,4.42701,NULL,1.29553,NULL,2.47101,0.408224,0.593309,NULL,,,,NA,,NA,,,,NA
NJ004240,"1999-10-14 00:00:00",NULL,21.7073,21.1481,37.7216,NULL,3.55706,NULL,0.94,0.993756,0.545,NULL,,,,NA,,NA,<DL,,<DL,NA
NJ005110,"1999-08-10 00:00:00",27.6,27.6361,9.07483,0.652032,NULL,2.71076,NULL,2.38387,1.76196,0.11,NULL,,,,NA,,NA,,,ND,NA
NJ005120,"1999-08-10 00:00:00",25.7,5.40555,4.48758,1.19332,NULL,1.27424,NULL,0.12,1.00946,0.11,NULL,,,,NA,,NA,ND,,ND,NA
NJ005210,"2001-01-18 00:00:00",23.8,21.04,19.16,67.637,0.396,1.303,0.759,0.12,3.269,0.955,4.067,,,,,,,ND,,,
NJ005220,"2001-01-18 00:00:00",4,6.65,2.11,3.337,0.904,0.184,0.065,0.12,1.987,0.808,0.409,,,,,,ND,<DL,,,
NJ005230,"2001-01-18 00:00:00",NULL,19.98,16.95,79.061,0.52,0.475,0.465,6.664,2.907,2.008,0.825,,,,<DL,<DL,<DL,,,,<DL
NJ006120,"1999-08-23 00:00:00",26.6,6.16173,3.82908,0.2,NULL,1.38618,NULL,8.21814,0.055,0.11,NULL,,,ND,NA,,NA,,ND,ND,NA
NJ006130,"1999-08-23 00:00:00",NULL,31.0549,11.3892,2.52,NULL,2.4404,NULL,0.94,0.48,NULL,NULL,,,<DL,NA,,NA,<DL,ND,NA,NA
NJ006210,"2000-08-24 00:00:00",26.4,25.08,21.3,44.926,0.07,16.153,0.065,2.756,4.934,3.82,5.685,,,,ND,,<DL,,,,
NJ006220,"2000-08-24 00:00:00",22.9,4.27,18.24,6.406,2.682,1.078,0.242,1.915,2.295,0.407,1.364,,,,,,,,,,
NJ006230,"2000-08-24 00:00:00",NULL,26.56,18.52,14.74,0.52,2.541,0.465,3.587,5.245,4.043,5.688,,,,ND,,ND,,,,
NJ007100,"1999-09-07 00:00:00",NULL,16.2957,14.8622,6.69,NULL,3.70345,NULL,2.495,1.28,1.44,NULL,,,<DL,NA,,NA,<DL,<DL,ND,NA
NJ007110,"1999-09-07 00:00:00",28.2,41.9001,7.53578,0.2,NULL,4.66854,NULL,4.9492,1.27557,0.11,NULL,,,ND,NA,,NA,,,ND,NA
NJ007120,"1999-09-07 00:00:00",26.3,7.27412,6.51044,0.2,NULL,1.90596,NULL,4.22153,0.872041,0.11,NULL,,,<DL,NA,,NA,,,ND,NA
NJ007130,"1999-09-07 00:00:00",NULL,51.4996,29.0135,2.52,NULL,5.62537,NULL,3.92123,1.25043,NULL,NULL,,,<DL,NA,,NA,,,NA,NA
NJ007210,"2000-05-25 00:00:00",22.7,26.84,14.1,6.599,0.07,2.865,4.659,1.166,2.704,2.781,4.113,,,,<DL,,,,,,
NJ007220,"2000-05-25 00:00:00",18.5,8.35,10.13,0.2,0.07,1.457,0.065,1.482,2.509,3.094,2.653,,,<DL,<DL,,<DL,,,,
NJ008120,"1999-09-28 00:00:00",21.7,1.94583,2.09747,0.2,NULL,0.621265,NULL,7.8179,0.665671,0.690129,NULL,,,<DL,NA,,NA,,,,NA
NJ008121,"1999-09-28 00:00:00",21.7,1.94709,2.14581,0.417612,NULL,0.730761,NULL,7.65477,0.554145,0.60523,NULL,,,,NA,,NA,,,,NA
NJ008130,"1999-09-28 00:00:00",NULL,44.9187,23.4631,2.52,NULL,2.26371,NULL,2.68188,1.99846,2.92935,NULL,,,<DL,NA,,NA,,,,NA
NJ008210,"2000-02-10 00:00:00",24,18.53,15.04,13.944,2.378,1.508,1.212,3.05,2.334,2.715,4.43,,,,,,,,,,
NJ008211,"2000-02-08 00:00:00",24,29.1464,5.83321,0.725054,NULL,1.47067,NULL,1.86583,1.40952,3.11069,NULL,,,,NA,,NA,,,,NA
NJ008212,"2000-02-08 00:00:00",24,32.1807,9.46296,0.965469,NULL,2.40119,NULL,1.89332,1.67353,3.10376,NULL,,,,NA,,NA,,,,NA
NJ008220,"2000-02-10 00:00:00",1.3,5.43,7.94,0.992,2.053,1.553,0.834,2.755,3.122,2.787,1.354,,,,,,,,,,
NJ008222,"2000-02-08 00:00:00",1.3,4.61797,4.89476,4.05999,NULL,1.12894,NULL,1.13598,0.643016,0.440761,NULL,,,,NA,,NA,,,,NA
NJ008230,"2000-02-10 00:00:00",NULL,15.38,10.88,2.52,2.042,2.055,1.596,2.522,2.399,2.569,4.405,,,<DL,,,,,,,
NJ008232,"2000-02-08 00:00:00",NULL,18.661,15.0003,2.52,NULL,2.53646,NULL,0.94,1.47673,2.42204,NULL,,,<DL,NA,,NA,<DL,,,NA
NJ009110,"1999-09-30 00:00:00",16.8,1.24979,4.01765,1.22607,NULL,0.365817,NULL,0.50988,0.257617,0.340701,NULL,,,,NA,,NA,,,,NA
NJ009120,"1999-09-30 00:00:00",16.8,2.93338,3.38097,1.15872,NULL,0.716197,NULL,2.39421,0.536899,0.663186,NULL,,,,NA,,NA,,,,NA
NJ009140,"1999-09-30 00:00:00",NULL,12.7889,7.61907,51.4067,NULL,1.3585,NULL,0.94,0.48,1.52612,NULL,,,,NA,,NA,<DL,<DL,,NA
NJ009210,"2000-01-11 00:00:00",23.3,20.6726,2.83313,1.8927,NULL,1.59713,NULL,0.945623,1.58045,3.30878,NULL,,,,NA,,NA,,,,NA
NJ009220,"2000-01-11 00:00:00",5.1,1.76972,1.60122,2.48717,NULL,0.850778,NULL,2.06778,1.17622,0.11,NULL,,,,NA,,NA,,,<DL,NA
NJ009230,"2000-01-13 00:00:00",NULL,16.99,5.34,2.52,0.52,1.069,1.968,0.94,1.553,2.38,4.242,,,<DL,ND,,,<DL,,,
NJ009232,"2000-01-11 00:00:00",NULL,21.9393,3.45439,2.52,NULL,1.45376,NULL,0.94,1.15513,2.54333,NULL,,,<DL,NA,,NA,<DL,,,NA
NJ009240,"2000-01-13 00:00:00",NULL,21.71,17.52,2.52,0.52,2.143,1.753,0.94,1.68,3.976,2.196,,,<DL,<DL,,,<DL,,,
NJ009250,"2000-01-11 00:00:00",NULL,18.8016,4.33096,2.52,NULL,2.06169,NULL,0.94,1.62025,2.76896,NULL,,,<DL,NA,,NA,<DL,,,NA
NJ010120,"1999-10-06 00:00:00",9.5,2.91385,2.47222,3.12444,NULL,0.702324,NULL,1.60425,0.566904,0.62657,NULL,,,,NA,,NA,,,,NA
NJ010130,"1999-10-06 00:00:00",NULL,27.6065,18.0657,10.1686,NULL,3.4859,NULL,2.32387,1.2865,2.33973,NULL,,,,NA,,NA,,,,NA
NJ010210,"2000-03-09 00:00:00",24,13.89,13.91,35.176,0.07,3.052,0.481,1.719,2.272,2.034,2.991,,,,<DL,,,,,,
NJ010220,"2000-03-09 00:00:00",13.6,3.68,2.52,0.2,0.07,2.946,0.065,1.794,1.12,1.45,1.275,,,<DL,<DL,,ND,,,,
NJ010222,"2000-03-07 00:00:00",13.6,5.26114,5.08704,0.574854,NULL,1.33331,NULL,0.12,0.866177,0.742617,NULL,,,,NA,,NA,<DL,,,NA
NJ010240,"2000-03-09 00:00:00",NULL,15.55,14.14,33.341,4.266,3.251,3.178,2.465,1.776,1.797,4.347,,,,,,,,,,
NJ010250,"2000-03-09 00:00:00",NULL,13.73,10.93,34.193,6.793,1.588,2.005,1.964,2.013,1.654,3.524,,,,,,,,,,
NJ011110,"1999-10-19 00:00:00",21.3,14.5954,21.2232,1.55136,NULL,2.60749,NULL,1.60634,1.32353,3.00924,NULL,,,,NA,,NA,,,,NA
NJ011120,"1999-10-19 00:00:00",15.1,2.95507,2.52313,4.02519,NULL,0.51436,NULL,0.12,0.420393,0.412334,NULL,,,,NA,,NA,<DL,,,NA
NJ011130,"1999-10-21 00:00:00",NULL,22.87,15.69,2.52,0.52,3.721,8.971,8.368,2.419,2.324,7.015,,,<DL,ND,,,,,,
NJ011132,"1999-10-19 00:00:00",NULL,19.9758,27.3628,2.52,NULL,3.13286,NULL,0.94,1.99414,3.59876,NULL,,,<DL,NA,,NA,<DL,,,NA
NJ011210,"2000-01-18 00:00:00",NULL,8.52208,25.0979,12.1189,NULL,0.925328,NULL,0.44084,0.786595,1.99512,NULL,,,,NA,,NA,,,,NA
NJ011211,"2000-01-18 00:00:00",NULL,8.78185,5.3476,2.90243,NULL,0.717242,NULL,0.12,1.3359,1.32031,NULL,,,,NA,,NA,ND,,,NA
NJ011220,"2000-01-18 00:00:00",NULL,2.8668,2.85616,4.78989,NULL,0.934302,NULL,0.927092,0.526214,0.45063,NULL,,,,NA,,NA,,,,NA
NJ011230,"2000-01-20 00:00:00",NULL,29.65,28.37,10.628,2.827,3.063,0.465,2.235,3.936,1.954,5.877,,,,,,ND,,,,
NJ011232,"2000-01-18 00:00:00",NULL,6.51291,1.77766,2.52,NULL,0.475,NULL,0.94,0.48,1.91323,NULL,,,<DL,NA,<DL,NA,<DL,<DL,,NA
NJ012120,"1999-10-26 00:00:00",NULL,1.45852,2.31297,2.92726,NULL,0.497058,NULL,1.33488,0.410443,0.39185,NULL,,,,NA,,NA,,,,NA
NJ012130,"1999-10-26 00:00:00",NULL,22.2175,15.5155,7.57836,NULL,1.84145,NULL,4.12413,1.16996,1.7973,NULL,,,,NA,,NA,,,,NA
NJ012190,"1999-10-21 00:00:00",NULL,24.01,6.62,0.066,0.135,3.447,-0.11,0.14,3.799,3.099,2.301,,,,,,ND,,,,
NJ012210,"2001-01-25 00:00:00",20.6,20.32,32.29,128.068,1.233,30.943,2.619,3.031,3.29,3.228,5.414,,,,,,,,,,
NJ012220,"2001-01-25 00:00:00",2.1,9.92,5.92,6.145,0.758,0.538,0.523,1.144,0.875,3.168,0.642,,,,,,,,,,
NJ012221,"2001-01-25 00:00:00",2.1,9.19,8.32,4.257,0.671,0.475,0.421,0.863,0.501,3.745,0.67,,,,,,,,,,
NJ013120,"1999-10-27 00:00:00",NULL,2.33359,2.34263,2.98344,NULL,0.569413,NULL,1.16407,0.846194,0.444624,NULL,,,,NA,,NA,,,,NA
NJ013130,"1999-10-29 00:00:00",NULL,20.24,30.8,2.52,0.52,3.698,1.294,5.365,2.345,3.585,10.407,,,<DL,<DL,,,,,,
NJ013131,"1999-10-29 00:00:00",NULL,20.5,33.33,2.52,0.52,3.805,1.22,4.977,2.214,3.578,10.628,,,<DL,<DL,,,,,,
NJ013132,"1999-10-27 00:00:00",NULL,30.4669,35.8534,5.95656,NULL,4.36604,NULL,5.3248,1.12575,3.61247,NULL,,,,NA,,NA,,,,NA
NJ013140,"1999-10-29 00:00:00",NULL,22.23,32.14,2.52,1.875,3.744,0.465,3.785,1.756,4.171,4.194,,,<DL,,,<DL,,,,
NJ013150,"1999-10-27 00:00:00",NULL,30.5168,34.0976,2.52,NULL,3.95702,NULL,4.00327,1.11853,3.72862,NULL,,,<DL,NA,,NA,,,,NA
NJ014110,"1999-11-01 00:00:00",24,45.7885,45.1388,2.50629,NULL,4.4413,NULL,4.78309,1.31845,4.25184,NULL,,,,NA,,NA,,,,NA
NJ014111,"1999-11-01 00:00:00",24,45.1376,49.1303,3.09799,NULL,4.42905,NULL,5.21271,1.46664,4.21541,NULL,,,,NA,,NA,,,,NA
NJ014130,"1999-11-03 00:00:00",NULL,27.66,17.43,2.52,0.52,3.805,0.465,4.717,2.12,3.158,7.276,,,<DL,<DL,,ND,,,,
NJ014132,"1999-11-01 00:00:00",NULL,44.9659,49.8464,2.52,NULL,4.731,NULL,5.65498,1.09945,3.55712,NULL,,,<DL,NA,,NA,,,,NA
NJ014210,"2000-02-10 00:00:00",23.6,17.7,23.21,119.592,3.045,1.344,1.458,4.141,2.282,2.714,4.898,,,,,,,,,,
NJ014212,"2000-02-08 00:00:00",23.6,37.6494,11.6366,2.2251,NULL,2.05392,NULL,3.09835,1.85511,4.97936,NULL,,,,NA,,NA,,,,NA
NJ014220,"2000-02-10 00:00:00",1.7,9.64,8.59,14.463,3.265,0.999,2.435,1.982,0.984,2.006,1.125,,,,,,,,,,
NJ014230,"2000-02-10 00:00:00",NULL,14.17,9.78,2.52,0.52,2.816,1.818,0.94,1.646,3.353,5.331,,,<DL,<DL,,,<DL,,,
NJ014232,"2000-02-08 00:00:00",NULL,37.6661,51.5279,8.83881,NULL,6.42929,NULL,2.07438,1.72148,4.66505,NULL,,,,NA,,NA,,,,NA
NJ015110,"1999-11-03 00:00:00",26.3,17.6264,2.8848,18.3797,NULL,1.24431,NULL,0.926862,1.63413,1.83091,NULL,,,,NA,,NA,,,,NA
NJ015120,"1999-11-03 00:00:00",7.3,2.56086,2.35875,3.36195,NULL,0.571048,NULL,2.9358,0.470894,0.562265,NULL,,,,NA,,NA,,,,NA
