LinkID,HomeID,PufID,Sampling_Date,State,Type,Extraction_Date,GC_MS_Date,Volume_air,Lab_Blank,NAP,ACY,ACE,FLR,1MFL,DBT,PHE,ANT,2MA,1MA,1MP,9MA,4_5MP,3_6DMP,9_10DMA,FLT,PYR,BaFLR,RET,BbFLR,BNT,CPP,BaA,CHR_TRI,BFLTs,BeP,BaP,PER,IP,DBA,BghiP,COR,oxyCD,tCD,cCD,MC5,tNC,cNC,SurrRcv_ACEd10,SurrRcv_ANTd10,SurrRcv_FLTd10,SurrRcv_BePd12,comments,DBT_flag,PHE_flag,ANT_flag,2MA_flag,1MA_flag,1MP_flag,9MA_flag,4_5MP_flag,3_6DMP_flag,9_10DMA_flag,FLT_flag,PYR_flag,BaFLR_flag,RET_flag,BbFLR_flag,BNT_flag,CPP_flag,BaA_flag,CHR_TRI_flag,BFLTs_flag,BeP_flag,BaP_flag,PER_flag,IP_flag,DBA_flag,BghiP_flag,COR_flag,oxyCD_flag,tCD_flag,cCD_flag,MC5_flag,tNC_flag,cNC_flag,NAP_flag,ACY_flag,ACE_flag,FLR_flag,1MFL_flag
CA035210,CA245,41138,"2000-09-13 00:00:00",CA,INDOOR,"2001-06-01 00:00:00","2001-06-27 00:00:00",27.3577,LBP06011,NULL,NULL,NULL,NULL,NULL,1.80687,10.3498,0.313818,0.0508312,1.55983,0.926871,0.0171224,0.360602,0.507974,0.00644677,1.08144,1.51492,NULL,0.292089,NULL,0.000565749,0.000577425,0.000344379,0.0114585,0.0084435,0.00202334,0.00107995,5.65717e-06,5.85519e-05,1.72164e-05,1.21222e-05,2.96084e-05,0.000292167,0.278216,0.166435,0.0363154,0.106623,0.0151137,0.858676,0.938776,0.905903,0.992385,NULL,,,,,,,,,,<DL,,,NA,,NA,<DL,<DL,<DL,,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,
CA035220,CA245,41139,"2000-09-13 00:00:00",CA,OUTDOOR,"2001-06-01 00:00:00","2001-06-27 00:00:00",27.7,LBP06011,NULL,NULL,NULL,NULL,NULL,0.509328,7.5662,0.422223,0.0520701,0.905116,0.640761,0.00137642,0.350849,0.417172,9.76347e-06,1.2682,1.45258,0.0471358,0.120918,0.0226117,0.00111979,0.000498923,0.00019954,0.00924023,0.00487282,0.00113434,0.000634536,4.08719e-06,4.23025e-05,1.24385e-05,8.75803e-06,2.13915e-05,0.0131903,0.126259,0.111683,0.0335818,0.0837155,0.0126859,0.832745,0.903343,0.90311,0.994763,NULL,,,,,,,<DL,,,<DL,,,,,,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,,
CA037110,CA047,40573,"2000-04-24 00:00:00",CA,INDOOR,"2001-04-18 00:00:00","2001-06-27 00:00:00",23.99,LBP04181,NULL,NULL,NULL,NULL,NULL,1.31481,8.45269,0.369156,0.177428,1.37997,0.891353,0.0755879,0.317142,0.485521,3.48131e-05,0.764689,0.847653,0.0349807,0.143727,0.00464195,1.25084e-05,0.00298267,0.00137508,0.0741253,0.00387489,0.00137374,0.00180626,9.16202e-06,3.67137e-05,1.74595e-05,1.51726e-05,2.42926e-05,0.00062038,0.796371,0.389816,0.111196,0.214881,0.0412091,0.207102,0.256263,0.301513,0.530147,NULL,,,,,,,,,,<DL,,,,,,<DL,,,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,
CA037111,CA047,40570,"2000-04-24 00:00:00",CA,"DUPLICATE INDOOR","2001-04-18 00:00:00","2001-06-27 00:00:00",24.54,LBP04181,NULL,NULL,NULL,NULL,NULL,1.456,7.95332,0.44196,0.186798,1.53976,0.909677,0.0292878,0.418542,0.529425,6.71935e-06,0.690094,1.16466,0.0430412,0.196633,0.0203554,0.0110863,0.00171614,0.0122266,0.0950836,0.0251927,0.0027233,0.000710264,0.00064761,9.3685e-06,4.45527e-06,3.87169e-06,6.19893e-06,0.00886081,0.689187,0.437167,0.0748411,0.301518,0.0185689,0.832534,0.878758,0.843438,0.846558,NULL,,,,,,,,,,<DL,,,,,,,,,,,,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,,
CA037120,CA047,40571,"2000-04-24 00:00:00",CA,OUTDOOR,"2001-04-18 00:00:00","2001-06-27 00:00:00",26.01,LBP04181,NULL,NULL,NULL,NULL,NULL,0.637295,8.74247,0.23756,0.0548571,0.851841,0.636552,0.0122634,0.460666,0.388574,0.0235777,1.36782,1.74982,0.0696012,0.153104,0.0294425,0.0103274,0.00315565,0.00206733,0.16498,0.0287097,0.00156996,0.00158819,0.00116439,2.00253e-05,9.52319e-06,8.27579e-06,1.32503e-05,0.00510023,0.353252,0.196943,0.0766935,0.170597,0.0373598,0.67019,0.731194,0.702893,0.70383,NULL,,,,,,,,,,,,,,,,,,,,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,,
CA037210,CA247,40997,"2000-09-11 00:00:00",CA,INDOOR,"2001-07-20 00:00:00","2001-09-05 00:00:00",28.08,LBP07201,NULL,NULL,NULL,NULL,NULL,3.67028,12.7042,1.71904,0.840315,2.67511,1.83413,0.298331,0.957695,0.414522,0.027235,0.785113,1.46957,0.0326862,0.594654,0.000750199,0.0197755,0.00718265,0.00548011,0.0596969,0.0118084,0.000136787,0.000144196,0.000125208,2.17591e-05,1.01854e-05,7.1974e-06,1.36356e-05,0.00552047,2.04109,1.23057,0.199914,0.881018,0.113474,0.81593,0.875892,0.856209,0.860055,NULL,,,,,,,,,,,,,,,<DL,,,,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,,
CA038110,CA048,40576,"2000-05-01 00:00:00",CA,INDOOR,"2001-04-23 00:00:00","2001-06-27 00:00:00",27.52,LBP04231,NULL,NULL,NULL,NULL,NULL,0.9869,12.6705,0.280654,0.0349465,0.929507,0.680682,0.00633511,0.496148,0.299811,0.00323477,1.89643,1.3712,0.034752,0.117558,0.0154919,0.00616623,0.001152,0.00187171,0.0794003,0.00995309,0.00151714,0.000851853,3.48339e-06,1.39585e-05,6.63807e-06,5.76858e-06,9.23602e-06,0.00794559,0.122354,0.0900958,0.0271755,0.0700101,0.0103877,0.927442,1.00611,0.965889,1.00416,NULL,,,,,,,,,,<DL,,,,,,,,,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,,
CA038121,CA048,40577,"2000-05-01 00:00:00",CA,"DUPLICATE OUTDOOR","2001-04-23 00:00:00","2001-06-27 00:00:00",28.08,LBP04231,NULL,NULL,NULL,NULL,NULL,1.03441,14.0765,0.290371,0.0255654,1.02268,0.761919,0.00390824,0.570543,0.361371,0.00555082,2.01326,1.55476,0.0325625,0.114348,0.0169846,0.00843883,0.000544683,0.00139659,0.149725,0.0115736,0.00191872,0.00108302,3.37887e-06,1.2806e-05,6.24363e-06,5.48549e-06,8.6194e-06,0.00852427,0.172083,0.10635,0.0345038,0.0963175,0.0213071,0.842436,0.915123,0.903537,0.936356,NULL,,,,,,,,,,<DL,,,,,,,<DL,,,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,,
CA041110,CA051,40579,"2000-05-08 00:00:00",CA,INDOOR,"2000-08-02 00:00:00","2000-08-28 00:00:00",27.37,LBP08020,30.8926,1.863,97.4622,135.887,9.30534,15.9008,176.803,6.72298,0.364354,3.05294,2.29327,0.0828959,3.08258,0.609647,0.00762665,6.99175,2.55035,0.0941752,0.291396,0.0496511,0.0119793,0.00586334,0.00992936,0.0656716,0.00646362,0.000662965,0.000508862,0.000524818,0.000583825,0.000226195,0.000540603,0.000203336,0.0096506,0.706487,0.489576,0.082787,0.280231,0.0284045,0.981203,0.999918,0.909178,0.92199,NULL,,,,,,,,,,,,,,,,,,,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,,
CA041120,CA051,40581,"2000-05-08 00:00:00",CA,OUTDOOR,"2000-08-02 00:00:00","2000-08-28 00:00:00",28.12,LBP08020,4.40403,0.149109,0.636301,0.57924,0.19405,0.0598925,0.917909,0.0251006,0.0094542,0.0475478,0.0318321,0.00401355,0.0256599,0.0181301,0.00682935,0.0831322,0.109734,0.00176432,0.0106425,0.000588677,0.00163657,0.000807544,0.00049873,0.00188882,0.00410144,0.000593801,0.000946769,0.000744263,0.00073275,0.000266278,0.000189573,0.000237804,0.00139631,0.0150497,0.00864851,0.00258011,0.00489192,0.00140378,0.848468,0.905438,0.869425,0.937728,NULL,,,,,,,,,,,,,<DL,,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,
CA041121,CA051,40580,"2000-05-08 00:00:00",CA,"DUPLICATE OUTDOOR","2000-09-18 00:00:00","2001-03-01 00:00:00",27.79,LBP09180,23.2584,4.24229,12.5094,6.29946,2.08014,1.16813,14.4836,0.689998,0.188731,0.810465,0.726277,0.104242,0.575125,0.325964,0.0144204,1.60413,1.55852,0.0567315,0.176184,0.0265033,NULL,NULL,0.00601791,0.069594,0.00168257,0.00173712,0.00254412,0.00116106,NULL,NULL,NULL,NULL,NULL,0.29314,0.223612,0.049463,0.148517,0.0230567,0.0595907,0.271217,0.268844,0.282864,NULL,,,,,,,,,,,,,,,,NA,NA,,,<DL,<DL,<DL,<DL,NA,NA,NA,NA,NA,,,,,,,,,,
CA046110,CA056,40582,"2000-05-24 00:00:00",CA,INDOOR,"2001-07-20 00:00:00","2001-09-05 00:00:00",26.16,LBP07201,NULL,NULL,NULL,NULL,NULL,6.77638,13.8665,0.628964,4.79136,6.25951,4.33588,0.587568,2.17904,1.02061,0.0633653,0.833609,1.32559,0.0308818,0.0806496,0.011714,0.0117123,0.00675137,0.00552322,0.0579771,0.0222991,0.000117692,0.000123051,0.000110011,1.80595e-05,8.3781e-06,5.96829e-06,1.05673e-05,0.00491132,0.22152,0.168199,0.0414001,0.107645,0.0187676,0.81593,0.875892,0.856209,0.860055,NULL,,,,,,,,,,,,,,,,,,,,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,
CA046120,CA056,40583,"2000-05-24 00:00:00",CA,OUTDOOR,"2001-07-20 00:00:00","2001-09-05 00:00:00",28.47,LBP07201,NULL,NULL,NULL,NULL,NULL,0.530509,6.46947,0.332815,0.0542126,0.538038,0.464453,0.00635691,0.386014,0.149672,0.0216311,1.15979,1.17661,NULL,0.109972,0.0194788,0.00576114,0.00242316,0.00161262,0.0162396,0.0315016,5.60511e-05,5.87191e-05,5.12776e-05,9.16914e-06,4.18838e-06,2.944e-06,5.55825e-06,8.78852e-05,0.0942219,0.0673291,0.0159666,0.039498,0.00812928,0.81593,0.875892,0.856209,0.860055,NULL,,,,,,,,,,,,,NA,,,,,,,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,
CA047110,CA057,40758,"2000-05-30 00:00:00",CA,INDOOR,"2001-04-30 00:00:00","2001-06-27 00:00:00",27.28,LBP04301,NULL,NULL,NULL,NULL,NULL,1.87562,13.7552,0.392252,0.230073,2.30189,1.75406,0.0916266,0.71884,0.777982,9.11507e-06,2.08119,2.1093,0.0896218,0.430215,0.0249346,0.0169917,0.00106674,0.00374129,0.092081,0.014522,0.00174004,0.0012992,3.26457e-06,1.23728e-05,6.03242e-06,5.29993e-06,8.32782e-06,0.00650285,0.248981,0.182661,0.0468934,0.115476,0.0299487,0.840656,0.94034,0.914255,0.916097,NULL,,,,,,,,,,<DL,,,,,,,,,,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,,
CA047111,CA057,40761,"2000-05-30 00:00:00",CA,"DUPLICATE INDOOR","2001-04-30 00:00:00","2001-06-27 00:00:00",28.02,LBP04301,NULL,NULL,NULL,NULL,NULL,1.88915,13.9206,0.405489,0.133597,2.25751,1.67404,0.0346432,0.720868,0.752301,0.0132022,1.86429,2.01523,0.0591723,0.39228,0.0207616,0.0224007,0.00110148,0.00529071,0.0963701,0.0334034,0.00122655,0.00104029,3.52986e-06,1.33783e-05,6.52264e-06,5.73062e-06,9.00457e-06,0.0112778,0.229519,0.171363,0.0439902,0.103481,0.0157607,0.757086,0.827839,0.803015,0.827234,NULL,,,,,,,,,,,,,,,,,,,,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,,
CA047120,CA057,40760,"2000-05-30 00:00:00",CA,OUTDOOR,"2001-04-30 00:00:00","2001-06-27 00:00:00",29.2,LBP04301,NULL,NULL,NULL,NULL,NULL,1.22561,13.6665,0.437002,0.0517018,0.982071,0.862701,0.0140495,0.675817,0.461835,0.0420993,2.58108,1.90505,0.102626,0.0845508,0.0459847,0.0296335,0.000949785,0.00384196,0.125475,0.0161176,0.0146996,0.0010419,2.22684e-06,8.43977e-06,4.11486e-06,3.61521e-06,5.6806e-06,0.00676129,0.160544,0.122424,0.0372924,0.0955562,0.0195096,0.8597,0.931582,0.91451,0.917503,NULL,,,,,,,,,,,,,,,,,<DL,,,,,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,,
CA049110,CA059,40769,"2000-06-12 00:00:00",CA,INDOOR,"2001-04-30 00:00:00","2001-06-27 00:00:00",27.89,LBP04301,NULL,NULL,NULL,NULL,NULL,2.72834,23.9063,0.786767,0.152797,2.79924,1.89693,0.0992822,1.17511,1.02367,1.14348e-05,2.82655,2.27055,0.0891037,0.306711,0.0227728,0.0214979,0.0014712,0.00343803,0.133192,0.0173487,0.00158919,0.00122798,4.74883e-06,1.52412e-05,8.05454e-06,7.09856e-06,1.06682e-05,0.0141366,0.509105,0.33415,0.0884874,0.244887,0.0309056,0.6795,0.765659,0.739198,0.806769,NULL,,,,,,,,,,<DL,,,,,,,,,,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,,
CA049111,CA059,40770,"2000-06-12 00:00:00",CA,"DUPLICATE INDOOR","2001-04-30 00:00:00","2001-06-27 00:00:00",28.21,LBP04301,NULL,NULL,NULL,NULL,NULL,2.72549,22.7434,0.616181,0.141657,2.4559,1.46326,0.0156183,0.803339,0.914863,1.03673e-05,2.70057,2.12693,0.0673557,NULL,0.0196576,0.0196974,0.000783704,0.00288684,0.0921483,0.0110542,0.0013272,0.000857286,4.68042e-06,1.50217e-05,7.9385e-06,6.99629e-06,1.05145e-05,0.00921915,0.473036,0.281731,0.0551611,0.183336,0.0189412,0.701468,0.750243,0.757526,0.779762,NULL,,,,,,,,,,<DL,,,,NA,,,<DL,,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,,
CA049120,CA059,40771,"2000-06-12 00:00:00",CA,OUTDOOR,"2001-04-30 00:00:00","2001-06-27 00:00:00",28.95,LBP04301,NULL,NULL,NULL,NULL,NULL,1.64168,19.9262,0.78055,0.051507,1.32142,1.14042,0.0137195,0.929718,0.599005,0.00199696,3.23776,2.39354,0.0745353,NULL,0.0404418,0.0262771,0.000457015,0.00133209,0.165124,0.045872,0.0386542,0.00186652,0.00141347,2.76616e-05,1.46183e-05,1.28833e-05,1.93619e-05,0.0288748,0.253317,0.185642,0.0584615,0.145339,0.0246964,0.724702,0.767293,0.786117,0.802499,NULL,,,,,,,,,,<DL,,,,NA,,,<DL,,,,,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,,
CA051110,CA061,40779,"2000-06-26 00:00:00",CA,INDOOR,"2001-04-30 00:00:00","2001-06-27 00:00:00",27.13,LBP04301,NULL,NULL,NULL,NULL,NULL,4.50896,27.9658,0.544785,0.54562,3.51158,2.1735,0.108322,0.901739,2.09289,1.19635e-05,2.64114,2.79347,0.0985901,0.787748,0.0179062,0.0273297,0.00271309,0.00642551,0.159711,0.0316051,0.00146628,0.00079521,4.64186e-06,1.48979e-05,7.87311e-06,6.93866e-06,1.04279e-05,0.00570847,0.3557,0.250317,0.0541865,0.17199,0.0213154,0.841891,0.797742,0.948919,0.881911,NULL,,,,,,,,,,<DL,,,,,,,,,,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,,
CA051111,CA061,40781,"2000-06-26 00:00:00",CA,"DUPLICATE INDOOR","2001-04-30 00:00:00","2001-06-27 00:00:00",27.4,LBP04301,NULL,NULL,NULL,NULL,NULL,3.9971,24.8111,0.490681,0.478702,3.50056,2.01712,0.0620431,0.720028,1.74006,1.18683e-05,2.14413,2.28253,0.0893588,NULL,0.0127654,0.0220023,0.00226966,0.00488218,0.0978836,0.0607091,0.00406472,0.00125922,4.84944e-06,1.55641e-05,8.22518e-06,7.24894e-06,1.08942e-05,NULL,NULL,NULL,NULL,NULL,NULL,0.851373,0.810303,0.752548,0.873338,NULL,,,,,,,,,,<DL,,,,NA,,,,,,,,<DL,<DL,<DL,<DL,<DL,<DL,NA,NA,NA,NA,NA,NA,,,,,
CA051120,CA061,40780,"2000-06-26 00:00:00",CA,OUTDOOR,"2001-04-30 00:00:00","2001-06-27 00:00:00",29.42,LBP04301,NULL,NULL,NULL,NULL,NULL,2.48551,25.7844,0.643166,0.0575625,1.80877,1.47481,0.015773,1.15204,0.880077,9.7757e-06,4.24241,2.90541,0.100702,0.135891,0.0504019,0.0605957,4.89391e-06,0.00815627,0.211746,0.0113834,0.00160956,0.000771207,4.1615e-06,1.33562e-05,7.05837e-06,6.22062e-06,9.34878e-06,0.000212025,0.290273,0.227771,0.0586996,0.142486,0.0232725,0.815364,0.871252,0.870218,0.919478,NULL,,,,,,,,,,<DL,,,,,,,<DL,,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,
CA053110,CA063,41011,"2000-07-12 00:00:00",CA,INDOOR,"2001-04-30 00:00:00","2001-06-27 00:00:00",27.26,LBP04301,NULL,NULL,NULL,NULL,NULL,2.23884,16.9032,0.291116,0.187146,1.81562,1.12758,0.00515584,0.498619,0.779932,0.0797287,2.35241,2.30704,0.0367176,0.333026,0.0072004,0.00933477,0.000406242,0.00159368,0.0752485,0.00698527,0.00141647,0.00114662,0.000494397,2.39045e-05,8.00894e-06,6.31054e-06,1.25861e-05,0.0175778,3.71091,2.5868,0.338826,1.36605,0.0804374,0.781722,0.786572,0.770284,0.856192,NULL,,,,,,,,,,,,,,,,,<DL,,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,,
CA053111,CA063,41002,"2000-07-12 00:00:00",CA,"DUPLICATE INDOOR","2001-05-14 00:00:00","2001-06-27 00:00:00",27.86,LBP05141,NULL,NULL,NULL,NULL,NULL,2.16885,15.5315,0.270587,0.128251,1.82189,1.01134,0.0278061,0.661864,0.676114,0.0740533,2.18848,2.11467,0.0471155,NULL,0.0106016,0.011485,0.000569826,0.00157987,0.0649895,0.00688122,0.000862393,0.000436664,0.000351218,2.10747e-05,7.37208e-06,5.76334e-06,1.15579e-05,0.0199473,NULL,3.28209,0.537319,1.60202,0.0977614,0.901978,0.917139,0.852849,0.99271,NULL,,,,,,,,,,,,,,NA,,,<DL,,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,NA,,,,,,,,,
CA053120,CA063,41007,"2000-07-12 00:00:00",CA,OUTDOOR,"2001-05-14 00:00:00","2001-06-27 00:00:00",28.98,LBP05141,NULL,NULL,NULL,NULL,NULL,1.40975,16.9309,0.453094,0.040043,1.18496,0.858546,0.00223571,0.729712,0.497227,6.34876e-06,2.83349,2.05698,0.0659456,0.06354,0.0362622,0.0288731,0.000154247,0.00552811,0.0885808,NULL,0.00180147,0.000809718,2.53296e-06,1.78807e-05,5.99073e-06,4.72032e-06,9.4145e-06,0.000153827,0.30255,0.234196,0.0569838,0.142489,0.0166035,0.869289,0.949767,0.911506,0.950847,NULL,,,,,,,<DL,,,<DL,,,,,,,<DL,,,NA,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,
CA056110,CA066,41025,"2000-08-02 00:00:00",CA,INDOOR,"2001-07-20 00:00:00","2001-09-05 00:00:00",26.46,LBP07201,NULL,NULL,NULL,NULL,NULL,4.03736,29.629,0.605714,0.589,3.6967,2.80275,0.0734109,1.26301,0.792949,0.0766306,2.22285,3.91938,0.0836404,0.828582,0.0351726,0.0183222,0.00119404,0.01755,0.165121,0.00417642,0.000101909,0.000107429,8.95511e-05,0.0035502,0.000379416,0.00225212,1.01588e-05,0.0193062,0.369249,0.268794,0.0580363,0.148376,0.0245885,0.81593,0.875892,0.856209,0.860055,NULL,,,,,,,,,,,,,,,,,,,,<DL,<DL,<DL,<DL,,<DL,,<DL,,,,,,,,,,,
CA056111,CA066,41036,"2000-08-02 00:00:00",CA,"DUPLICATE INDOOR","2001-07-20 00:00:00","2001-09-05 00:00:00",26.42,LBP07201,NULL,NULL,NULL,NULL,NULL,3.00009,24.8551,0.494498,0.429793,2.86917,2.22209,0.129723,1.02195,0.846802,0.0687947,2.48116,4.39052,0.136383,0.971591,0.0452557,0.0173043,0.00721631,0.0214076,0.163474,0.0167208,8.55023e-05,9.01331e-05,7.82644e-05,0.00186335,0.000318332,0.000337419,8.52329e-06,0.0114748,0.381497,0.253545,0.0525278,0.144574,0.0250665,0.81593,0.875892,0.856209,0.860055,NULL,,,,,,,,,,,,,,,,,,,,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,,
CA061210,CA271,41162,"2000-11-15 00:00:00",CA,INDOOR,"2001-06-01 00:00:00","2001-06-27 00:00:00",31.283,LBP06011,NULL,NULL,NULL,NULL,NULL,0.81214,6.3706,0.484959,0.140603,0.953361,0.640806,0.0318707,0.448326,0.286294,0.164226,0.551446,0.675648,NULL,0.278644,NULL,0.000380548,5.76098e-06,3.8401e-06,0.0239055,0.00684282,0.00243219,0.000732304,3.83606e-06,3.97034e-05,1.16742e-05,8.21992e-06,2.00772e-05,0.0175014,10.1896,7.96347,1.69804,5.49286,0.304036,0.781699,0.729757,0.783222,0.889112,NULL,,,,,,,,,,,,,NA,,NA,<DL,<DL,<DL,,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,,
CA061220,CA271,41156,"2000-11-15 00:00:00",CA,OUTDOOR,"2001-06-01 00:00:00","2001-06-27 00:00:00",32.369,LBP06011,NULL,NULL,NULL,NULL,NULL,0.359849,6.9211,0.541298,0.0529944,0.438812,0.447389,0.00177085,0.486258,0.19812,1.04469e-05,1.10733,1.31767,0.0426134,0.302006,0.018826,0.00090163,6.67307e-06,4.44807e-06,0.068334,0.00801349,0.00135715,0.000845803,5.03754e-06,5.21387e-05,1.53307e-05,1.07944e-05,2.63654e-05,0.0102644,0.349127,0.266687,0.0624583,0.174766,0.0201612,0.879596,0.911304,0.898532,0.968639,NULL,,,,,,,<DL,,,<DL,,,,,,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,,
CA062110,CA072,40994,"2000-08-29 00:00:00",CA,INDOOR,"2001-04-23 00:00:00","2001-06-27 00:00:00",26.65,LBP04231,NULL,NULL,NULL,NULL,NULL,1.2745,11.4302,0.715137,0.0436898,1.37119,0.672826,0.00532866,0.830496,0.309825,0.0483605,1.82871,2.50452,0.0525749,NULL,0.0140191,0.00437585,0.000487685,0.000835951,0.0504265,0.0072375,0.00262983,0.00133513,0.000593602,2.53785e-05,8.87757e-06,6.9403e-06,1.39182e-05,0.0260198,3.41882,2.03325,0.454716,1.27753,0.128109,0.91655,0.963036,0.897866,0.948812,NULL,,,,,,,,,,,,,,NA,,,<DL,,,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,,
CA062120,CA072,40984,"2000-08-29 00:00:00",CA,OUTDOOR,"2001-04-23 00:00:00","2001-06-27 00:00:00",27.66,LBP04231,NULL,NULL,NULL,NULL,NULL,0.293958,3.46632,0.11206,0.0196179,0.327922,0.242661,4.83677e-06,0.210854,0.123322,0.00265624,0.54551,0.783755,0.0173886,0.0939167,0.00391176,0.00246736,0.000389675,0.000631197,0.0329012,0.00250674,0.00102503,0.00110419,0.000291953,2.59366e-05,9.07279e-06,7.09292e-06,1.42243e-05,0.0155999,0.344607,0.276118,0.0633566,0.172283,0.0215603,0.872045,0.944427,0.938652,1.00079,NULL,,,,,,,<DL,,,<DL,,,,,,,<DL,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,,
CA062210,CA272,41197,"2000-12-11 00:00:00",CA,INDOOR,"2001-07-20 00:00:00","2001-09-05 00:00:00",26.82,LBP07201,NULL,NULL,NULL,NULL,NULL,1.07395,17.1566,1.64472,0.237719,1.1521,0.82999,0.00376747,1.41974,0.208059,0.0143186,2.63506,4.46736,0.0765342,0.321924,0.0248853,0.00609625,0.0226739,0.0178351,0.0775339,0.0217682,7.2551e-05,7.64804e-05,6.64095e-05,1.15409e-05,5.40227e-06,3.81745e-06,7.23224e-06,0.0130586,2.67823,1.77906,0.404045,1.05847,0.289664,0.81593,0.875892,0.856209,0.860055,NULL,,,,,,,,,,,,,,,,,,,,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,,
CA062220,CA272,41198,"2000-12-11 00:00:00",CA,OUTDOOR,"2001-07-20 00:00:00","2001-09-05 00:00:00",27.72,LBP07201,NULL,NULL,NULL,NULL,NULL,0.367205,6.4314,0.506213,0.0986237,0.487128,0.497454,0.00655461,0.47976,0.156407,0.0129198,1.10685,1.28666,0.0441528,0.387042,0.0290698,0.00438526,0.00102913,0.0101393,0.0312103,0.0234177,0.000116318,0.000122617,0.000106471,1.8503e-05,8.6612e-06,6.12034e-06,1.15951e-05,0.0046282,0.203332,0.160712,0.0341447,0.0884265,0.00817189,0.81593,0.875892,0.856209,0.860055,NULL,,,,,,,,,,,,,,,,,,,,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,
CA065110,CA075,41009,"2000-07-19 00:00:00",CA,INDOOR,"2001-05-14 00:00:00","2001-06-27 00:00:00",27.2,LBP05141,NULL,NULL,NULL,NULL,NULL,2.50915,18.6804,0.564746,0.251354,2.63441,1.62691,0.024248,0.808211,1.05806,9.70404e-06,1.96232,2.23861,0.0665393,NULL,0.0335738,0.0143128,0.00606946,NULL,0.0989702,0.00815498,0.00257762,0.00108495,0.00100765,2.96384e-05,9.93e-06,7.82421e-06,1.56051e-05,0.0122264,1.17611,0.833812,0.155745,0.558291,0.048986,0.952711,0.97047,0.947862,1.05451,NULL,,,,,,,,,,<DL,,,,NA,,,,NA,,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,,
CA065120,CA075,41004,"2000-07-19 00:00:00",CA,OUTDOOR,"2001-05-14 00:00:00","2001-06-27 00:00:00",26.66,LBP05141,NULL,NULL,NULL,NULL,NULL,2.84459,32.7085,1.10512,0.0937678,2.6897,2.00459,0.00429891,1.39039,1.10439,0.0236595,5.07735,3.99152,0.168396,NULL,0.0787228,0.0525167,0.00045204,0.0160159,0.204678,0.013461,0.00158803,0.00119589,0.000701644,3.32421e-05,1.11374e-05,8.77555e-06,1.75025e-05,0.0123813,1.39427,1.14454,0.33815,0.731752,0.129237,0.823636,0.921058,0.892868,0.962343,NULL,,,,,,,,,,,,,,NA,,,<DL,,,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,,
