LinkID,HomeID,QFFID,Sampling_Date,State,Type,Extraction_Date,GC_MS_Date,Volume_air,Lab_Blank,NAP,ACY,ACE,FLR,1MFL,DBT,PHE,ANT,2MA,1MA,1MP,9MA,4_5MP,3_6DMP,9_10DMA,FLT,PYR,BaFLR,RET,BbFLR,BNT,CPP,BaA,CHR_TRI,BFLTs,BeP,BaP,PER,IP,DBA,BghiP,COR,oxyCD,tCD,cCD,MC5,tNC,cNC,SurrRcv_ACEd10,SurrRcv_ANTd10,SurrRcv_FLTd10,SurrRcv_BePd12,comments,DBT_flag,PHE_flag,ANT_flag,2MA_flag,1MA_flag,1MP_flag,9MA_flag,4_5MP_flag,3_6DMP_flag,9_10DMA_flag,FLT_flag,PYR_flag,BaFLR_flag,RET_flag,BbFLR_flag,BNT_flag,CPP_flag,BaA_flag,CHR_TRI_flag,BFLTs_flag,BeP_flag,BaP_flag,PER_flag,IP_flag,DBA_flag,BghiP_flag,COR_flag,oxyCD_flag,tCD_flag,cCD_flag,MC5_flag,tNC_flag,cNC_flag,NAP_flag,ACY_flag,ACE_flag,FLR_flag,1MFL_flag
CA001110,CA011,30021,"1999-07-13 00:00:00",CA,INDOOR,"1999-10-04 00:00:00","1999-10-14 00:00:00",28.25,LBF30092,0.0270845,0.00111202,0.0038112,0.0038023,0.0261452,0.0177154,0.0177154,0.0177154,0.017873,0.0178218,0.0178227,0.0166585,0.0177659,0.00317786,NULL,0.0177684,0.0178224,0.0176572,0.0175963,0.0171114,0.0155878,0.0113408,0.0149338,0.0168959,0.0198868,0.0187923,0.0102899,0.00184294,0.0163133,0.00084045,0.0727716,0.0138806,NULL,NULL,NULL,NULL,NULL,NULL,0.899639,0.822017,0.939561,1.05799,"",<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,NA,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,<DL,,,NA,NA,NA,NA,NA,NA,,,,,
CA001120,CA011,30038,"1999-07-13 00:00:00",CA,OUTDOOR,"1999-10-04 00:00:00","1999-10-14 00:00:00",25.22,LBF30092,0.0617015,0.00214112,0.00808359,0.00582192,0.0697634,0.0177154,0.0364549,0.0177154,0.017873,0.0178218,0.0178227,0.0166585,0.0177659,0.00533408,0.0138429,0.0177684,0.0178224,0.0176572,0.0175963,0.0171114,0.0155878,0.0113408,0.0149338,0.0444822,0.0545935,0.0316421,0.0175894,0.00288919,0.0340797,0.00084045,0.145391,0.0629215,NULL,NULL,NULL,NULL,NULL,NULL,0.829538,0.778334,0.87972,0.931744,"",<DL,,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,<DL,,,NA,NA,NA,NA,NA,NA,,,,,
CA001210,CA211,30559,"1999-12-01 00:00:00",CA,INDOOR,"2000-08-01 00:00:00","2000-08-28 00:00:00",27.66,LBF08010,0.0495291,0.00527159,0.00546625,0.00921049,0.0819934,0.0177154,0.0916415,0.0177154,0.017873,0.0178218,0.0178227,0.0166585,0.0177659,0.013552,0.0138429,0.0719039,0.0947427,0.0176572,0.0175963,0.0171114,0.0155878,0.0645298,0.032565,0.0777825,0.210186,0.109273,0.09393,0.0184096,0.278383,0.00924245,0.277269,0.251017,0.0139544,0.0177307,0.0177307,0.0176638,0.0177307,0.0167855,0.774603,0.824859,0.901269,1.05036,"",<DL,,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,,,<DL,<DL,<DL,<DL,,,,,,,,,,,,<DL,<DL,<DL,<DL,<DL,<DL,,,,,
CA001220,CA211,30561,"1999-12-01 00:00:00",CA,OUTDOOR,"2000-08-01 00:00:00","2000-08-28 00:00:00",26.86,LBF08010,0.0617378,0.00879262,0.00885564,0.0125819,0.017534,0.0177154,0.10364,0.0177154,0.017873,0.0178218,0.0178227,0.0166585,0.0177659,0.0119283,0.0138429,0.12655,0.174744,0.0176572,0.0674226,0.0171114,0.0155878,0.127938,0.0878463,0.236947,0.445699,0.217507,0.128795,0.0249812,0.513245,0.0204466,0.452841,0.463085,0.0139544,0.0177307,0.0177307,0.0176638,0.0177307,0.0167855,0.679376,0.706275,0.786304,0.965011,"",<DL,,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,,,<DL,,<DL,<DL,,,,,,,,,,,,<DL,<DL,<DL,<DL,<DL,<DL,,,,,
CA002110,CA012,30117,"1999-07-26 00:00:00",CA,INDOOR,"2000-03-01 00:00:00","2000-03-14 00:00:00",28.11,LBF03010,0.0294006,0.00182488,0.00133569,0.00320973,0.0193741,0.0177154,0.0177154,0.0177154,0.017873,0.0178218,0.0178227,0.0166585,0.0177659,0.00653713,0.0138429,0.0177684,0.0178224,0.0176572,0.0175963,0.0171114,0.0155878,0.0113408,0.0149338,0.0370635,0.0599158,0.0372856,0.0204327,0.00623773,0.0728754,0.00905889,0.090951,0.0965863,NULL,NULL,NULL,NULL,NULL,NULL,0.754476,0.861753,0.880165,0.916309,"",<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,
CA003110,CA013,30113,"1999-08-15 00:00:00",CA,INDOOR,"2000-02-09 00:00:00","2000-03-03 00:00:00",26.74,LBF02090,0.0631093,0.00373414,0.00181576,0.0050446,0.0370786,0.0177154,0.0386341,0.0177154,0.017873,0.0178218,0.0178227,0.0579081,0.0177659,0.00712261,0.0138429,0.0400131,0.0657608,0.0176572,0.0175963,0.0171114,0.0155878,0.0113408,0.0149338,0.0594792,0.147161,0.0834748,0.039502,0.00975857,0.133034,0.00936714,0.228891,0.19189,NULL,NULL,NULL,NULL,NULL,NULL,0.557671,0.663486,0.830658,0.900997,"",<DL,,<DL,<DL,<DL,<DL,,<DL,,<DL,,,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,
CA003120,CA013,30112,"1999-08-15 00:00:00",CA,OUTDOOR,"2000-02-09 00:00:00","2000-03-03 00:00:00",27.1,LBF02090,0.0454922,0.00341586,0.00166348,0.00476669,0.0192394,0.0177154,0.0415767,0.0177154,0.017873,0.0178218,0.0178227,0.0166585,0.0177659,0.00508626,0.0138429,0.0540702,0.0595618,0.0176572,0.0175963,0.0171114,0.0155878,0.0261172,0.0149338,0.107245,0.184225,0.116343,0.0483664,0.0100157,0.0563721,0.0108332,0.258778,0.224879,NULL,NULL,NULL,NULL,NULL,NULL,0.635769,0.631524,0.823246,0.969726,"",<DL,,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,,,<DL,<DL,<DL,<DL,,<DL,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,
CA003210,CA213,30355,"1999-11-29 00:00:00",CA,INDOOR,"2000-03-01 00:00:00","2000-03-14 00:00:00",27.18,LBF03010,0.0526042,0.00733281,0.00190009,0.00481561,0.0389111,0.0177154,0.0484853,0.0177154,0.017873,0.0178218,0.0178227,0.0166585,0.0177659,0.008588,0.0138429,0.0529889,0.0725019,0.0176572,0.0175963,0.0171114,0.0155878,0.144249,0.0616662,0.0879687,0.423048,0.231334,0.292276,0.0605814,0.596405,0.031286,0.760457,0.795986,NULL,NULL,NULL,NULL,NULL,NULL,0.646601,0.763013,0.884065,0.877635,"",<DL,,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,,,<DL,<DL,<DL,<DL,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,
CA003220,CA213,30352,"1999-11-29 00:00:00",CA,OUTDOOR,"2000-03-01 00:00:00","2000-03-14 00:00:00",28.64,LBF03010,0.0622647,0.0110727,0.00296107,0.00793521,0.0123729,0.0177154,0.0963776,0.0177154,0.017873,0.0178218,0.0178227,0.0166585,0.0177659,0.0137346,0.0138429,0.154208,0.199696,0.0370386,0.0612864,0.0171114,0.0155878,0.360142,0.232769,0.343061,0.924497,0.482181,0.515984,0.100909,1.00231,0.0536097,1.22947,1.12659,NULL,NULL,NULL,NULL,NULL,NULL,0.573239,0.637336,0.737487,0.753551,"",<DL,,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,,,,,<DL,<DL,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,
CA004110,CA014,30101,"1999-08-23 00:00:00",CA,INDOOR,"2001-05-09 00:00:00","2001-07-23 00:00:00",29.24,LBF05091,NULL,NULL,NULL,NULL,NULL,0.0177154,0.0177154,0.0177154,0.017873,0.0178218,0.0178227,0.0166585,0.0177659,0.00542831,0.0138429,0.0177684,0.0528391,0.0176572,0.0175963,0.0171114,0.0155878,0.0113408,0.0149338,0.038787,0.080158,0.0460554,0.0267109,0.00624396,0.0879964,0.00252728,0.13424,0.110804,0.0139544,0.0177307,0.0177307,0.0176638,0.0177307,0.0167855,0.672804,0.696524,0.781225,1.00955,"",<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,<DL,<DL,<DL,<DL,<DL,<DL,,,,,
CA004120,CA014,30102,"1999-08-23 00:00:00",CA,OUTDOOR,"2001-05-09 00:00:00","2001-07-18 00:00:00",27.42,LBF05091,NULL,NULL,NULL,NULL,NULL,0.0177154,0.0177154,0.0177154,0.017873,0.0178218,0.0178227,0.0166585,0.0177659,0.00551271,0.0138429,0.0177684,0.0495312,0.0176572,0.0175963,0.0171114,0.0155878,0.0113408,0.0149338,0.0978539,0.116179,0.0640494,0.031002,0.00333494,0.301452,0.00656132,0.31849,0.2102,0.0139544,0.0177307,0.0177307,0.0176638,0.0177307,0.0167855,0.597865,0.585294,0.771047,1.16831,"",<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,<DL,<DL,<DL,<DL,<DL,<DL,,,,,
CA004210,CA214,30370,"2000-01-10 00:00:00",CA,INDOOR,"2000-12-21 00:00:00","2001-03-01 00:00:00",28.47,LBF12210,NULL,NULL,NULL,NULL,NULL,0.0177154,0.0533693,0.0177154,0.017873,0.0178218,0.0178227,0.0166585,0.0177659,0.00807463,0.0138429,0.0470429,0.0753413,0.0176572,0.0175963,0.0171114,0.0155878,0.10045,0.0432347,0.0816803,0.463158,0.239346,0.291411,0.0275455,0.582214,0.0271343,1.01934,0.885623,0.0139544,0.0177307,0.0177307,0.0176638,0.0177307,0.0167855,0.685053,0.728426,0.858823,0.800314,"",<DL,,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,,,<DL,<DL,<DL,<DL,,,,,,,,,,,,<DL,<DL,<DL,<DL,<DL,<DL,,,,,
CA004220,CA214,30371,"2000-01-10 00:00:00",CA,OUTDOOR,"2000-12-21 00:00:00","2001-03-01 00:00:00",28.79,LBF12210,0.0787718,0.0113755,0.00396594,0.00935403,0.0209286,0.0177154,0.0875796,0.0177154,0.017873,0.0178218,0.0178227,0.0166585,0.0177659,0.0142141,0.0138429,0.0897549,0.137634,0.0176572,0.0432273,0.0171114,0.0155878,0.249656,0.138195,0.257949,0.706264,0.349717,0.331169,0.0725193,0.978306,0.0275695,1.57423,1.11378,0.0139544,0.0177307,0.0177307,0.0176638,0.0177307,0.0167855,0.486308,0.598486,0.669965,0.688777,"",<DL,,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,,,<DL,,<DL,<DL,,,,,,,,,,,,<DL,<DL,<DL,<DL,<DL,<DL,,,,,
CA005110,CA015,30106,"1999-08-31 00:00:00",CA,INDOOR,"2000-02-09 00:00:00","2000-03-03 00:00:00",27.75,LBF02090,0.0413775,0.00248509,0.00189804,0.0045809,0.0214837,0.0177154,0.0177154,0.0177154,0.017873,0.0178218,0.0178227,0.0166585,0.0177659,0.00861699,0.0138429,0.0177684,0.0631738,0.0176572,0.0175963,0.0171114,0.0155878,0.0113408,0.0149338,0.0168959,0.0636507,0.0393138,0.0294695,0.00942289,0.0828331,0.00642468,0.149322,0.157886,NULL,NULL,NULL,NULL,NULL,NULL,0.713982,0.714233,0.890619,0.924948,"",<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,
CA005120,CA015,30108,"1999-08-31 00:00:00",CA,OUTDOOR,"2000-02-09 00:00:00","2000-03-03 00:00:00",27.34,LBF02090,0.0454893,0.00217533,0.00136827,0.00314182,0.0175385,0.0177154,0.0177154,0.0177154,0.017873,0.0178218,0.0178227,0.0166585,0.0177659,0.00409982,0.0138429,0.0177684,0.0178224,0.0176572,0.0175963,0.0171114,0.0155878,0.0113408,0.0149338,0.0695989,0.0824222,0.0437044,0.0210875,0.00615493,0.0772253,0.0054815,0.136527,0.129903,NULL,NULL,NULL,NULL,NULL,NULL,0.497076,0.61523,0.895497,1.00094,"",<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,
CA005210,CA215,30363,"1999-12-26 00:00:00",CA,INDOOR,"2000-03-01 00:00:00","2000-03-14 00:00:00",27.65,LBF03010,0.0754445,0.010795,0.00322788,0.00853538,0.145532,0.0177154,0.086555,0.0177154,0.017873,0.0178218,0.0178227,0.0166585,0.0177659,0.0139009,0.0138429,0.0683884,0.099586,0.0176572,0.0175963,0.0171114,0.0155878,0.166453,0.0889703,0.124149,0.736107,0.450772,0.561119,0.118529,1.20848,0.0592405,1.75525,1.91634,NULL,NULL,NULL,NULL,NULL,NULL,0.57939,0.75333,0.881069,0.858911,NULL,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,,,<DL,<DL,<DL,<DL,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,
CA005220,CA215,30364,"1999-12-26 00:00:00",CA,OUTDOOR,"2000-03-01 00:00:00","2000-03-14 00:00:00",28.93,LBF03010,0.120367,0.019898,0.00384423,0.0114416,0.0332842,0.0177154,0.171622,0.0177154,0.017873,0.03844,0.0178227,0.0166585,0.0177659,0.0242534,0.0138429,0.219411,0.314028,0.053945,0.0481931,0.0171114,0.0155878,0.447419,0.312528,0.442842,1.73797,1.00984,1.0455,0.211976,1.88073,0.0887081,2.69377,2.36103,NULL,NULL,NULL,NULL,NULL,NULL,0.517823,0.729299,0.882536,0.888463,NULL,<DL,,<DL,<DL,,<DL,<DL,<DL,,<DL,,,,,<DL,<DL,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,
CA007110,CA017,30229,"1999-09-16 00:00:00",CA,INDOOR,"2000-02-09 00:00:00","2000-03-03 00:00:00",30.8,LBF02090,0.0397113,0.00202299,0.00153912,0.00409978,0.0365861,0.0177154,0.0177154,0.0177154,0.017873,0.0178218,0.0178227,0.0166585,0.0177659,0.00622818,0.0138429,0.0177684,0.0555079,0.0176572,0.0175963,0.0171114,0.0155878,0.0113408,0.0149338,0.0168959,0.0497967,0.0260422,0.0101406,0.00356008,0.0461624,0.00475634,0.0660512,0.0676532,NULL,NULL,NULL,NULL,NULL,NULL,0.573068,0.628796,0.879618,1.01061,NULL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,
CA007120,CA017,30230,"1999-09-16 00:00:00",CA,OUTDOOR,"2000-02-09 00:00:00","2000-03-03 00:00:00",28.6,LBF02090,0.0359301,0.00132819,0.00159627,0.00261246,0.0091361,0.0177154,0.0177154,0.0177154,0.017873,0.0178218,0.0178227,0.0166585,0.0177659,0.00208721,0.0138429,0.0177684,0.0178224,0.0176572,0.0175963,0.0171114,0.0155878,0.0113408,0.0149338,0.0168959,0.027021,0.0121691,0.0102693,0.00222822,0.0260583,0.00279952,0.0354247,0.0386518,NULL,NULL,NULL,NULL,NULL,NULL,0.53963,0.590906,0.805265,0.921357,NULL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,
CA007210,CA217,30555,"2000-02-29 00:00:00",CA,INDOOR,"2000-09-19 00:00:00","2001-03-01 00:00:00",28.27,LBF09190,NULL,NULL,NULL,NULL,NULL,0.0177154,0.0488679,0.0177154,0.017873,0.0178218,0.0178227,0.0166585,0.0177659,0.0145919,0.0138429,0.037872,0.0671735,0.0176572,0.0175963,0.0171114,0.0155878,0.0336464,0.0149338,0.117882,0.150775,0.0740226,0.0795232,0.0162735,0.243918,0.0136677,0.370238,0.331272,0.0139544,0.0177307,0.0177307,0.0176638,0.0177307,0.0167855,0.516891,0.654709,0.836982,1.08589,NULL,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,,,<DL,<DL,<DL,<DL,,<DL,,,,,,,,,,<DL,<DL,<DL,<DL,<DL,<DL,,,,,
CA008110,CA018,30236,"1999-09-20 00:00:00",CA,INDOOR,"2000-02-09 00:00:00","2000-03-03 00:00:00",28.27,LBF02090,0.0570872,0.00601063,0.00374638,0.00872877,0.0446565,0.0177154,0.0758459,0.0177154,0.017873,0.0178218,0.0178227,0.0166585,0.0177659,0.0133339,0.0138429,0.0603765,0.0875698,0.0176572,0.0175963,0.0171114,0.0155878,0.0518474,0.0438446,0.0907126,0.248186,0.145801,0.137884,0.0316024,0.300715,0.0190103,0.480975,0.498876,NULL,NULL,NULL,NULL,NULL,NULL,0.672477,0.767658,0.899149,0.855924,NULL,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,,,<DL,<DL,<DL,<DL,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,
CA008120,CA018,30237,"1999-09-20 00:00:00",CA,OUTDOOR,"2000-02-09 00:00:00","2000-03-03 00:00:00",26.25,LBF02090,0.0388725,0.0017483,0.00138178,0.00332909,0.0239456,0.0177154,0.0177154,0.0177154,0.017873,0.0178218,0.0178227,0.0166585,0.0177659,0.00492065,0.0138429,0.0177684,0.0178224,0.0176572,0.0175963,0.0171114,0.0155878,0.0113408,0.0149338,0.0356862,0.0376798,0.0175903,0.0114092,0.00279188,0.0374966,0.00212858,0.0588763,0.0510748,NULL,NULL,NULL,NULL,NULL,NULL,0.67306,0.661516,0.873042,0.934864,NULL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,
CA009110,CA019,30242,"1999-09-27 00:00:00",CA,INDOOR,"2000-02-09 00:00:00","2000-03-03 00:00:00",27.3,LBF02090,0.0284436,0.00272927,0.00171991,0.0034153,0.0221088,0.0177154,0.0177154,0.0177154,0.017873,0.0178218,0.0178227,0.0166585,0.0177659,0.00996097,0.0138429,0.0177684,0.0178224,0.0176572,0.0175963,0.0171114,0.0155878,0.0113408,0.0149338,0.0440341,0.0734265,0.0395753,0.0224014,0.00582288,0.0961927,0.00533418,0.135783,0.16339,NULL,NULL,NULL,NULL,NULL,NULL,0.715529,0.741963,0.880688,0.924916,NULL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,
CA009120,CA019,30243,"1999-09-27 00:00:00",CA,OUTDOOR,"2000-02-15 00:00:00","2000-03-03 00:00:00",28.45,LBF02150,0.037094,0.00335784,0.00128757,0.00401298,0.00818952,0.0177154,0.036191,0.0177154,0.017873,0.0178218,0.0178227,0.0166585,0.0177659,0.00662819,0.0138429,0.0485784,0.0687233,0.0176572,0.0175963,0.0171114,0.0155878,0.0551079,0.0363511,0.0854457,0.109152,0.045141,0.0417815,0.00933501,0.121434,0.00749671,0.157615,0.180796,NULL,NULL,NULL,NULL,NULL,NULL,0.662697,0.629543,0.801694,0.773726,NULL,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,,,<DL,<DL,<DL,<DL,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,
CA010110,CA020,30245,"1999-10-04 00:00:00",CA,INDOOR,"2000-02-15 00:00:00","2000-03-03 00:00:00",27.42,LBF02150,0.0450938,0.00331998,0.00217699,0.00468603,0.0423367,0.0177154,0.0479046,0.0177154,0.017873,0.0178218,0.0178227,0.0166585,0.0177659,0.00860792,0.0138429,0.0391052,0.0553899,0.0176572,0.0175963,0.0171114,0.0155878,0.0315902,0.0149338,0.050429,0.140544,0.0817584,0.0697387,0.0158044,0.20656,0.0109073,0.297403,0.336398,NULL,NULL,NULL,NULL,NULL,NULL,0.636929,0.687789,0.867457,0.919406,NULL,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,,,<DL,<DL,<DL,<DL,,<DL,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,
CA010120,CA020,30246,"1999-10-04 00:00:00",CA,OUTDOOR,"2000-02-15 00:00:00","2000-03-03 00:00:00",28.69,LBF02150,0.0425163,0.004557,0.0034082,0.00802524,0.0508196,0.0177154,0.0429664,0.0177154,0.017873,0.0178218,0.0178227,0.0166585,0.0177659,0.00512554,0.0138429,0.0458902,0.060572,0.0176572,0.0175963,0.0171114,0.0155878,0.0562781,0.0347992,0.0773108,0.171539,0.129954,0.0515533,0.014331,0.201493,0.0113924,0.267284,0.303791,NULL,NULL,NULL,NULL,NULL,NULL,0.696153,0.779883,0.928414,0.952219,NULL,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,,,<DL,<DL,<DL,<DL,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,
CA010121,CA020,30247,"1999-10-04 00:00:00",CA,"DUPLICATE OUTDOOR","2000-02-15 00:00:00","2000-03-03 00:00:00",28.06,LBF02150,0.0394963,0.00344543,0.00123075,0.00396287,0.0121863,0.0177154,0.0177154,0.0177154,0.017873,0.0178218,0.0178227,0.0166585,0.0177659,0.00533278,0.0138429,0.0408381,0.061936,0.0176572,0.0175963,0.0171114,0.0155878,0.0528281,0.0335407,0.09452,0.170536,0.129588,0.05469,0.0127009,0.208071,0.0111145,0.274594,0.299175,NULL,NULL,NULL,NULL,NULL,NULL,0.618086,0.656479,0.857735,0.906793,NULL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,,,<DL,<DL,<DL,<DL,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,
CA010210,CA220,30461,"2000-03-29 00:00:00",CA,INDOOR,"2000-09-19 00:00:00","2001-03-01 00:00:00",30.52,LBF09190,NULL,NULL,NULL,NULL,NULL,0.0177154,0.0177154,0.0177154,0.017873,0.0178218,0.0178227,0.0166585,0.0177659,0.00730065,0.0138429,0.0177684,0.0361981,0.0176572,0.0175963,0.0171114,0.0155878,0.0113408,0.0149338,0.0434582,0.0898058,0.0452537,0.0362722,0.0005281,0.077113,0.00433798,0.147908,0.097007,0.0139544,0.0900708,0.0681982,0.0176638,0.0177307,0.0167855,1.08993,0.709848,0.785061,1.07323,NULL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,,,,,<DL,,,,,<DL,,,<DL,<DL,<DL,,,,,
CA010220,CA220,30613,"2000-03-29 00:00:00",CA,OUTDOOR,"2000-09-19 00:00:00","2001-03-01 00:00:00",29.92,LBF09190,NULL,NULL,NULL,NULL,NULL,0.0177154,0.0418235,0.0177154,0.017873,0.0178218,0.0178227,0.0166585,0.0177659,0.00459563,0.0138429,0.0418088,0.048172,0.0176572,0.0175963,0.0171114,0.0155878,0.0113408,0.0149338,0.0804831,0.201657,0.0991381,0.055395,0.00605497,0.171981,0.0115599,0.323222,0.245883,NULL,0.0177307,0.0177307,0.0176638,0.0177307,0.0167855,0.567716,0.512509,0.705236,1.03427,NULL,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,,,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,NA,<DL,<DL,<DL,<DL,<DL,,,,,
CA010221,CA220,30459,"2000-03-29 00:00:00",CA,"DUPLICATE OUTDOOR","2000-09-19 00:00:00","2001-03-01 00:00:00",27.59,LBF09190,NULL,NULL,NULL,NULL,NULL,0.0177154,0.0447881,0.0177154,0.017873,0.0178218,0.0178227,0.0166585,0.0177659,0.0086421,0.0138429,0.0463142,0.0613005,0.0176572,0.0175963,0.0171114,0.0155878,0.0113408,0.0149338,0.0984525,0.227241,0.114338,0.0677027,0.0124008,0.153824,0.00999662,0.276872,0.130126,0.0139544,0.0177307,0.0177307,0.0176638,0.0177307,0.0167855,0.543926,0.488084,0.713029,1.00707,NULL,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,,,<DL,<DL,<DL,<DL,<DL,<DL,,,,,,,,,,<DL,<DL,<DL,<DL,<DL,<DL,,,,,
CA011110,CA021,30200,"1999-10-06 00:00:00",CA,INDOOR,"2000-02-15 00:00:00","2000-03-03 00:00:00",27.28,LBF02150,0.0727551,0.00763063,0.00302526,0.00818538,0.0625728,0.0177154,0.0835493,0.0177154,0.017873,0.0178218,0.0178227,0.0166585,0.0177659,0.0175722,0.0138429,0.0678547,0.106786,0.0176572,0.0175963,0.0171114,0.0155878,0.0660986,0.0416345,0.082276,0.291175,0.213882,0.175139,0.0350546,0.348442,0.0209796,0.664895,0.643431,NULL,NULL,NULL,NULL,NULL,NULL,0.543291,0.622277,0.804797,0.868088,NULL,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,,,<DL,<DL,<DL,<DL,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,
CA011111,CA021,30202,"1999-10-06 00:00:00",CA,"DUPLICATE INDOOR","2000-02-15 00:00:00","2000-03-03 00:00:00",27.47,LBF02150,0.0672113,0.00790149,0.00356817,0.00995077,0.0270374,0.0177154,0.0883819,0.0177154,0.017873,0.0178218,0.0178227,0.0166585,0.0177659,0.0152844,0.0138429,0.0686662,0.107915,0.0176572,0.0175963,0.0171114,0.0155878,0.0769697,0.0497479,0.112279,0.307181,0.200794,0.18224,0.0412247,0.361727,0.0228834,0.683157,0.704272,NULL,NULL,NULL,NULL,NULL,NULL,0.627423,0.714372,0.921672,0.913587,NULL,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,,,<DL,<DL,<DL,<DL,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,
CA011120,CA021,30201,"1999-10-06 00:00:00",CA,OUTDOOR,"2000-02-15 00:00:00","2000-03-03 00:00:00",29.17,LBF02150,0.0704535,0.0105206,0.00324953,0.01212,0.0517807,0.0177154,0.121776,0.0177154,0.017873,0.0178218,0.0178227,0.0166585,0.0177659,0.0146703,0.0138429,0.11768,0.168281,0.0176572,0.0175963,0.0171114,0.0155878,0.136776,0.1165,0.225181,0.503389,0.355645,0.233055,0.0485732,0.503717,0.0304318,0.926963,0.829142,NULL,NULL,NULL,NULL,NULL,NULL,0.681895,0.651,0.859852,0.901658,NULL,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,,,<DL,<DL,<DL,<DL,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,,,
