LinkID,XRF_ID,Number_of_experiment,Sample_ID,Li,Be,Mg,Al,Ti,V,Cr,Mn,Co,Ni,Cu,Zn,Ga,Arsenic,Se,Rb,Sr,Ag,Cd,Cs,Ba,Tl,Pb,Bi,U,datestarted,dateended,Be_flag,Ti_flag,V_flag,Cr_flag,Mn_flag,Co_flag,Ni_flag,Cu_flag,Zn_flag,Ga_flag,Arsenic_flag,Se_flag,Rb_flag,Sr_flag,Ag_flag,Cd_flag,Cs_flag,Ba_flag,Tl_flag,Pb_flag,Bi_flag,U_flag,Li_flag,Mg_flag,Al_flag
TX050120,T12124,2,10551,0.0597268,-0.0245651,986.456,138.624,3.0374,18.3853,7.86034,2.68578,0.120899,7.84733,3.50654,12.1621,0.167139,0.855924,-1.40503,0.227829,0.65266,0.0977786,0.226866,0.0370884,3.61299,0.0351618,8.14019,0.110302,0.0221567,"2000-04-17 00:00:00","2000-04-19 00:00:00",ND,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,ND,,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,,,
TX051110,T12125,1,10552,0.0448525,-0.0434056,156.26,200.438,2.42541,1.74057,10.9093,1.36053,0.0139863,3.14546,6.40523,24.9582,0.0636616,1.26455,0.498683,0.201595,0.521832,0.2913,0.815544,0.00916341,1.16616,-0.00819884,4.54988,0.0665553,-0.0313485,"2000-04-19 00:00:00","2000-04-21 00:00:00",ND,<DL,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,,<DL,,<DL,<DL,,ND,<DL,<DL,ND,,,
TX051120,T12126,1,10553,0.158111,-0.044401,897.767,604.287,9.87976,3.64576,7.02781,3.01656,0.0622697,4.2051,4.46609,32.0662,0.210634,0.789471,1.41379,0.311348,1.73164,0.152155,0.286441,0.0135369,3.5667,0.00649771,8.64087,0.0411521,-0.03303,"2000-04-19 00:00:00","2000-04-21 00:00:00",ND,<DL,<DL,,,<DL,<DL,<DL,<DL,,,,,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,ND,,,
TX058110,T12127,1,10602,0.0751566,-0.0471673,173.068,499.196,2.18265,4.70325,5.76011,1.43575,0.0673818,3.52044,5.21898,40.8023,0.0777482,2.21583,0.202664,0.150832,1.28958,1.79287,-0.00829315,-0.000518322,1.07966,-0.00777482,2.96273,-0.0191779,-0.0362825,"2000-05-10 00:00:00","2000-05-12 00:00:00",ND,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,,<DL,,ND,ND,,ND,<DL,ND,ND,,,
TX058120,T12128,1,10611,0.0688677,-0.0483539,1961.51,293.884,3.31102,11.8198,6.9781,2.30292,0.123083,15.0141,3.83266,13.3975,0.0991499,0.247142,1.10188,0.293054,1.0462,0.163622,0.122594,0.00537266,1.46087,0.0063495,4.18628,-0.0156295,-0.0361433,"2000-05-10 00:00:00","2000-05-12 00:00:00",ND,<DL,,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,ND,,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,,,
TX058120,T12128,2,10611,0.0888931,-0.0273517,1032.53,172.072,3.06535,13.5782,8.16986,2.70684,0.186089,12.5134,4.32499,9.20092,0.101104,0.379017,-2.59744,0.366318,1.18003,0.0586108,0.313079,0.0371202,1.80179,0.0410276,4.71817,0.0361433,0.0210022,"2000-05-10 00:00:00","2000-05-12 00:00:00",ND,<DL,,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,ND,,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,,,
TX073120,T12129,1,10632,0.0160686,-0.0482057,42.3743,40.2543,2.15889,0.325518,2.73062,1.33939,0.205781,1.30622,2.01168,14.9697,0.0741227,0.950637,1.73385,0.287161,0.421929,0.107815,0.201116,0.00103668,1.40263,-0.00777511,7.05669,0.0129585,-0.0373205,"2000-06-05 00:00:00","2000-06-07 00:00:00",ND,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,,<DL,<DL,<DL,<DL,,ND,<DL,<DL,ND,,,
TX076110,T12130,1,10636,-0.000558402,-0.0547234,44.527,232.965,1.9572,0.866081,3.59834,0.609216,0.465149,3.75078,4.61854,8.45197,0.0664498,0.147976,0.115031,0.0307121,0.31103,0.103304,-0.0563986,-0.0016752,1.23128,-0.0128432,2.80094,-0.00949283,-0.0424385,"2000-06-12 00:00:00","2000-06-14 00:00:00",ND,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,ND,ND,,ND,<DL,ND,ND,ND,,
TX064120,T12131,1,10638,0.0469,-0.0446667,1950.15,232.401,4.81552,11.0818,3.27183,3.76853,0.116133,21.3551,3.40673,14.6909,0.1273,2.01491,1.63837,0.196087,1.00053,0.126407,0.15812,0.00446667,1.78399,0.00223333,11.365,0.0192067,-0.0317133,"2000-05-17 00:00:00","2000-05-19 00:00:00",ND,<DL,,<DL,,<DL,<DL,<DL,<DL,<DL,,,,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,ND,,,
TX064110,T12132,1,10639,0.031869,-0.0517218,1122.73,309.809,2.52967,3.33057,3.48469,1.47956,0.137402,6.02533,13.0663,14.3724,0.11128,0.386608,0.568418,0.103444,0.533414,0.121729,-0.0444076,-0.000522443,1.23349,0.00208977,13.49,-0.0161957,-0.0417954,"2000-05-17 00:00:00","2000-05-19 00:00:00",ND,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,,<DL,<DL,ND,ND,,<DL,,ND,ND,,,
TX073110,T12133,1,10642,-0.00277827,-0.0561211,82.5146,27.8049,1.73809,0.138914,4.24909,0.663451,0.796252,3.67954,10.9658,13.5024,0.0916829,0.612886,0.488976,0.116132,0.246155,0.550653,0.432299,-0.00500089,1.58639,-0.0150027,3.96237,-0.0166696,-0.0466749,"2000-06-05 00:00:00","2000-06-07 00:00:00",ND,<DL,<DL,<DL,<DL,,<DL,,<DL,<DL,,<DL,,<DL,,<DL,ND,,ND,<DL,ND,ND,ND,,
TX076120,T12135,1,10644,0.101561,-0.0475731,285.385,700.768,8.25528,3.73155,3.77966,3.41671,0.0924736,3.83953,6.54852,11.4176,0.220761,1.17971,0.872352,0.192965,1.08777,0.0860593,-0.0251229,0.00694889,3.31515,0.00267265,5.18494,-0.0197776,-0.009087,"2000-06-12 00:00:00","2000-06-14 00:00:00",ND,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,,,,,<DL,<DL,ND,<DL,,<DL,<DL,ND,ND,,,
TX020220,T12136,1,10647,0.166132,-0.0221854,353.779,121.039,20.2816,3.59197,2.92228,6.97034,0.225981,3.72714,1.77328,6.70824,0.270868,0.413267,0.703225,0.39005,1.9941,0.0742952,-0.0278607,0.0216694,5.07426,0.0180579,3.237,0.0165101,0.0381795,"2000-06-21 00:00:00","2000-06-23 00:00:00",ND,,<DL,<DL,,<DL,<DL,<DL,<DL,,<DL,<DL,,<DL,<DL,ND,<DL,,<DL,<DL,<DL,<DL,,,
TX020210,T12137,1,10648,0.00993137,-0.0355438,60.6859,19.9568,4.19313,1.01718,2.53354,1.43796,0.0412936,0.986864,4.26421,3.83769,0.0350211,0.0444298,0.255079,0.0815417,0.267624,0.075792,-0.0585428,0.00261352,0.869779,-0.000522703,1.32558,0.0130676,0.0318849,"2000-06-21 00:00:00","2000-06-23 00:00:00",ND,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,ND,<DL,,ND,<DL,<DL,<DL,,,
TX027220,T12138,1,10668,0.248955,-0.0163921,179.801,146.658,22.4264,4.66202,4.0217,8.33948,0.221293,4.08471,4.32342,28.6298,0.358065,0.402631,0.811409,0.463077,2.30719,0.171093,0.0758135,0.0281739,6.61319,0.0163921,6.11938,0.0532743,0.044566,"2000-07-12 00:00:00","2000-07-14 00:00:00",ND,,,<DL,,<DL,<DL,<DL,<DL,,<DL,,,,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,,,
TX027210,T12139,1,10679,0.0115679,-0.0383846,32.3377,17.8672,4.07349,1.09527,2.14375,1.26301,0.0467976,1.65106,1.95709,8.14384,0.0578397,0.0236617,-0.0483751,0.0620463,0.232411,0.104112,-0.0352297,0.00420653,1.47176,-0.00105163,1.77621,0.0189294,0.0362813,"2000-07-12 00:00:00","2000-07-14 00:00:00",ND,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,ND,<DL,<DL,<DL,ND,<DL,,ND,<DL,<DL,<DL,,,
TX025210,T12140,1,10683,0.0105643,-0.039616,40.7305,16.6757,4.50988,1.77744,2.89197,1.04164,0.255655,28.5922,2.46887,6.82768,0.0533495,0.51131,0.0633856,0.0602163,0.145787,0.106699,0.0623291,0.0765909,1.16207,-0.000528213,2.32361,0.116735,0.0390878,"2000-07-17 00:00:00","2000-07-19 00:00:00",ND,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,ND,<DL,,<DL,,,
TX025220,T12141,1,10684,0.0948682,-0.0314536,106.79,68.6907,10.9986,4.21124,3.20726,3.70747,0.260761,253.202,4.74544,18.3699,0.166907,0.548917,0.782282,0.187707,0.917736,0.108566,0.21358,0.165893,3.63442,0.00963902,6.34247,0.23641,0.0431219,"2000-07-17 00:00:00","2000-07-19 00:00:00",ND,<DL,,<DL,,<DL,,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,,,<DL,<DL,,<DL,,,
TX035210,T12142,1,10749,0.0188791,-0.0534907,44.2557,206.935,1.52186,1.4411,5.70462,1.55438,0.0634546,5.2274,5.05015,18.0138,0.213963,0.29315,0.173058,0.0492953,0.2706,0.198755,-0.116945,-0.00996395,3.91478,-0.0120616,7.41632,0.0896755,-0.0487709,"2000-08-02 00:00:00","2000-08-04 00:00:00",ND,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,<DL,ND,ND,,ND,<DL,<DL,ND,,,
TX029220,T12143,1,10769,0.0814895,-0.0514403,103.39,891.801,6.52222,6.17793,6.22733,3.74292,0.127327,4.98156,9.67587,22.1142,0.273499,0.653954,2.82616,0.188445,0.931018,0.0728313,-0.057552,-0.00101862,3.96039,-0.00152793,5.36354,-0.0127327,-0.0417634,"2000-07-26 00:00:00","2000-07-28 00:00:00",ND,<DL,,<DL,,<DL,<DL,,<DL,,,,,<DL,<DL,ND,ND,,ND,<DL,ND,ND,,,
TX029210,T12144,1,10771,0.0105716,-0.056558,45.59,346.642,2.34319,1.93354,8.21043,0.875856,0.010043,2.71214,23.5852,21.7669,0.0655439,0.148531,0.969415,0.0449293,0.47625,0.242089,-0.0708297,-0.0121573,1.11795,-0.0158574,1.9309,-0.0169145,-0.0502151,"2000-07-26 00:00:00","2000-07-28 00:00:00",ND,<DL,<DL,,<DL,<DL,<DL,,<DL,<DL,<DL,,<DL,<DL,,ND,ND,,ND,<DL,ND,ND,,,
TX032210,T12146,1,10773,0.0488222,-0.0549892,69.2761,322.072,4.12521,2.8543,6.75904,3.47717,0.109464,6.71639,10.0281,221.961,0.165995,0.929677,0.755459,0.0724624,0.503639,0.245653,0.172676,-0.00770876,2.16256,0,6.06885,0.102783,-0.04985,"2000-07-31 00:00:00","2000-08-02 00:00:00",ND,<DL,<DL,<DL,,<DL,<DL,,,<DL,,<DL,<DL,<DL,,<DL,ND,,ND,<DL,,ND,,,
TX032220,T12147,1,10774,0.145144,-0.0455157,107.872,548.211,7.20563,7.23193,8.98884,8.09673,0.244267,15.622,9.23766,106.441,0.431387,1.56877,1.412,0.14919,1.05445,0.336816,0.69639,-0.00556302,6.30139,0.0085974,12.2371,0.0177005,-0.0450099,"2000-07-31 00:00:00","2000-08-02 00:00:00",ND,<DL,,,,<DL,<DL,,<DL,,,,,<DL,,<DL,ND,,<DL,<DL,<DL,ND,,,
TX035220,T12148,1,10775,0.0835702,-0.11125,156.122,1087.48,6.49665,3.9278,7.82526,5.83395,0.192691,4.4042,7.3957,33.492,1.40579,0.779279,0.950145,0.180448,1.32967,0.347056,-0.29223,-0.0170334,24.6878,0.009049,17.7733,0.1879,-0.110717,"2000-08-02 00:00:00","2000-08-04 00:00:00",ND,<DL,<DL,,,<DL,<DL,,<DL,,,,,<DL,,ND,ND,,<DL,,,ND,,,
TX041220,T12149,1,10815,0.233242,-0.104519,349.312,1969.9,11.0553,5.70452,9.60856,10.7489,0.258546,7.10067,6.50656,34.3536,0.832848,0.84055,1.27458,0.343261,2.13658,0.220039,-0.151277,-0.0165029,13.0648,-0.0159528,7.89006,-0.0159528,-0.11002,"2000-08-09 00:00:00","2000-08-11 00:00:00",ND,<DL,,,,<DL,<DL,<DL,<DL,,,,,<DL,,ND,ND,,ND,<DL,ND,ND,,,
TX041210,T12150,1,10816,0.00165266,-0.118441,77.3997,352.348,2.8255,1.22077,6.70816,1.88514,0.0319515,4.88197,3.04696,13.1662,0.239085,0.104118,0.504062,0.0247899,0.406555,0.186751,-0.462746,-0.0275444,3.13675,-0.0286462,2.25864,-0.0512326,-0.116788,"2000-08-09 00:00:00","2000-08-11 00:00:00",ND,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,<DL,ND,ND,,ND,<DL,ND,ND,,,
TX049220,T12151,1,10823,0.383632,-0.08475,973.371,3446.67,19.7733,7.09593,9.79088,12.4868,0.378617,9.53613,8.99955,39.8626,0.740685,0.607292,1.35801,0.599769,3.26112,0.209117,-0.0646908,0.00902663,11.4989,0.00551627,10.1414,-0.0255754,-0.096284,"2000-08-16 00:00:00","2000-08-18 00:00:00",ND,,,,,<DL,<DL,,<DL,,,ND,,,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,,,
TX049220,T12151,2,10823,0.519533,-0.0025074,1501.43,1306.35,22.4512,8.67559,12.3113,15.25,0.500978,8.48403,10.2151,28.2885,0.688531,0.915701,-3.10265,0.836969,4.05195,0.139411,0.43729,0.0707086,13.886,0.0626849,12.1724,0.0571686,0.0381124,"2000-08-16 00:00:00","2000-08-18 00:00:00",ND,,,,,<DL,<DL,,<DL,,,ND,,,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,,,
TX051210,T12152,1,10824,0.0301407,-0.115275,102.425,78.0484,1.82219,3.33715,7.17348,1.54511,0.00211513,3.31389,6.43371,31.4256,0.063454,0.283957,0.780484,0.03913,0.176085,0.315684,-0.353756,-0.0338421,1.00522,-0.0259104,3.28798,-0.031727,-0.113688,"2000-08-21 00:00:00","2000-08-23 00:00:00",ND,<DL,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,ND,ND,,ND,<DL,ND,ND,,,
TX051220,T12153,1,10825,0.0176429,-0.107933,105.805,265.733,3.01018,6.76137,7.38769,3.05948,0.0570798,5.66907,3.9738,15.4946,0.166569,0.519427,2.38542,0.0861387,0.284361,0.194071,-0.198742,-0.0285399,2.56029,-0.0140105,6.00584,-0.0409937,-0.108971,"2000-08-21 00:00:00","2000-08-23 00:00:00",ND,<DL,,,,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,ND,ND,,ND,<DL,ND,ND,,,
TX050210,T12154,1,10826,0.224662,-0.123703,35.369,29.5888,0.936368,1.51328,6.58398,0.733895,-0.0183058,1.81726,3.18798,9.39308,0.0305096,-0.0765514,0.950236,-0.013868,0.120929,0.365561,-0.376655,-0.0360568,0.646804,-0.0310643,1.87995,-0.0632381,-0.120929,"2000-08-21 00:00:00","2000-08-23 00:00:00",ND,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,ND,<DL,<DL,,<DL,<DL,,<DL,<DL,<DL,<DL,,,
TX050210,T12154,2,10826,0.284572,-0.0355021,79.2695,41.4154,0.803235,1.91046,8.37794,0.909187,0.0343927,2.10572,3.6778,8.1028,0.0582456,0.193597,-4.15208,0.0665664,0.0715589,0.318964,0.123148,0.0382757,0.799352,0.0133133,2.62937,0.0249624,0.0227435,"2000-08-21 00:00:00","2000-08-23 00:00:00",ND,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,ND,<DL,<DL,,<DL,<DL,,<DL,<DL,<DL,<DL,,,
TX050220,T12155,1,10827,0.0378641,-0.107115,115.884,311.781,4.29209,9.17705,7.2993,3.20848,0.0757281,7.16079,4.96567,17.1185,0.215726,0.719417,2.64351,0.127542,0.434939,0.14199,-0.174872,-0.025907,3.30364,-0.0129535,5.95761,-0.0333802,-0.105123,"2000-08-21 00:00:00","2000-08-23 00:00:00",ND,<DL,,,,<DL,<DL,<DL,<DL,,,,,<DL,<DL,ND,ND,,ND,<DL,ND,ND,,,
TX049210,T12156,1,10828,0.0469089,-0.111942,93.4447,680.712,4.54803,1.82998,7.73091,2.64502,0.0708964,3.11731,4.7458,14.6963,0.170578,-0.0485081,0.525593,0.137528,0.689241,0.164181,-0.358747,-0.0271858,2.18553,-0.01919,3.07253,-0.0538386,-0.108743,"2000-08-16 00:00:00","2000-08-18 00:00:00",ND,<DL,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,ND,<DL,,<DL,<DL,ND,ND,,ND,<DL,ND,ND,,,
TX092120,T12157,1,10866,-0.0488309,-0.119954,3.00788,-1.73403,-0.479286,0.0355616,-0.0408693,-0.0408693,-0.0408693,3.78121,0.209654,7.00033,-0.0159231,-0.276001,0.33757,-0.0488309,-0.121016,0.0626309,-0.538201,-0.0307847,-0.0260077,-0.032377,-0.13747,-0.0705925,-0.115708,"2000-09-05 00:00:00","2000-09-07 00:00:00",ND,ND,<DL,ND,ND,ND,<DL,<DL,<DL,ND,ND,<DL,ND,ND,<DL,ND,ND,ND,ND,ND,ND,ND,ND,,ND
TX058210,T12159,1,10875,-0.0185748,-0.116756,99.5608,120.63,1.33261,1.56612,7.91339,2.39774,0.0493559,5.42596,11.6172,35.8175,0.109857,0.625174,0.58431,0.0169827,0.207507,0.941476,-0.356636,-0.0323732,1.61919,-0.025474,3.92671,-0.0339653,-0.11251,"2000-08-28 00:00:00","2000-08-30 00:00:00",ND,<DL,<DL,,<DL,<DL,<DL,,<DL,<DL,,<DL,<DL,<DL,,ND,ND,,ND,<DL,ND,ND,ND,,
TX058220,T12160,1,10876,0.0655072,-0.118459,172.612,745.691,6.11947,4.00467,9.51274,8.35763,0.205802,8.58745,17.5286,96.5085,0.505497,1.13218,1.16385,0.148483,0.887077,0.250565,-0.131014,-0.0283865,6.69811,-0.0120097,8.86204,-0.0223816,-0.111908,"2000-08-28 00:00:00","2000-08-30 00:00:00",ND,<DL,<DL,,,<DL,<DL,,<DL,,,,,<DL,,ND,ND,,ND,<DL,ND,ND,,,
TX092110,T12161,1,10882,-0.0259563,-0.110441,147.696,21.1671,1.1604,1.50903,8.37777,0.550171,-0.0157773,1.66731,19.9965,14.1894,0.0778689,0.0437694,1.35838,0.146068,0.116549,1.7065,-0.242768,-0.028501,1.15989,-0.0198489,3.63541,-0.0447873,-0.110441,"2000-09-05 00:00:00","2000-09-07 00:00:00",ND,<DL,<DL,,<DL,ND,<DL,,<DL,<DL,<DL,,,<DL,,ND,ND,,ND,<DL,ND,ND,ND,,
TX044210,T12162,1,10890,-0.0282777,-0.116845,88.5678,241.267,1.39894,2.18005,5.50134,0.780037,-0.0165398,2.20246,65.3214,10.9477,0.0458845,-0.065092,0.511132,-0.0181404,0.272639,0.198477,-0.370811,-0.0368143,0.789107,-0.0272106,2.42014,0.00480187,-0.115245,"2000-09-19 00:00:00","2000-09-21 00:00:00",ND,<DL,<DL,<DL,<DL,ND,<DL,,<DL,<DL,ND,<DL,ND,<DL,<DL,ND,ND,,ND,<DL,<DL,ND,ND,,
TX059220,T12163,1,10894,-0.0296795,-0.123284,251.99,20.8042,2.48451,12.6651,5.98155,5.57746,0.0382408,9.17152,2.92171,9.71203,0.124425,0.281955,1.952,0.0176935,0.2557,0.121572,-0.486857,-0.0353871,1.66319,-0.0268257,2.89717,-0.0393824,-0.124996,"2000-10-03 00:00:00","2000-10-05 00:00:00",ND,<DL,,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,ND,ND,,ND,<DL,ND,ND,ND,,
TX010210,T12092,1,10029,0.0592837,-0.0291125,28.3927,15.5302,6.59902,6.61119,13.323,3.55543,0.0682821,5.48798,8.25314,54.9168,0.195848,0.685468,0.314415,0.278951,0.500206,0.125978,0.561607,0.00635182,4.21444,0.0926308,7.59414,0.156149,0.00423455,"1999-12-21 00:00:00","1999-12-23 00:00:00",ND,<DL,,,,<DL,<DL,,<DL,<DL,,<DL,,<DL,<DL,<DL,<DL,,<DL,<DL,,<DL,,,
TX008220,T12093,1,10034,0.0299121,-0.0332984,10.7006,1.47867,-2.56793,0.990486,0.454325,0.835846,0.0135451,9.09949,2.08312,53.0291,0.0598242,0.119084,0.660324,0.0756268,-0.0129807,0.0203177,0.0169314,0.00112876,0.957187,0.00112876,2.66895,0.00677255,0.00395065,"1999-11-29 00:00:00","1999-12-01 00:00:00",ND,ND,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,ND,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,,,
TX009210,T12094,1,10035,0.0324716,-0.0330314,49.4687,7.54684,0.861056,0.515066,3.44702,1.27591,0.110851,75.3508,4.98942,79.4769,0.147242,0.128207,0.876732,0.0571052,0.15396,1.43603,0.142203,0,3.21077,-0.000559854,2.62516,0.0162358,0.0061584,"1999-11-22 00:00:00","1999-11-24 00:00:00",ND,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,,<DL,ND,,ND,<DL,<DL,<DL,,,
TX009220,T12096,1,10037,0.0273143,-0.0315989,103.259,10.4651,7.46698,2.06732,3.71421,2.53916,0.310633,2.74803,6.16072,120.397,0.1912,0.605199,2.45775,0.0958679,0.424711,0.148354,0.117291,0.00321345,3.23005,0.00696247,4.23372,0.0374902,0.0117826,"1999-11-22 00:00:00","1999-11-24 00:00:00",ND,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,,,
TX009220,T12096,2,10037,0.0530219,-0.0332056,535.414,98.7064,5.09492,1.99823,3.3302,2.80213,0.333663,2.54934,5.90739,60.1718,0.16817,0.613769,4.31566,0.12104,0.426853,0.108722,0.147819,0.0385614,3.39715,0.0208874,4.46776,0.0519507,0.0235653,"1999-11-22 00:00:00","1999-11-24 00:00:00",ND,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,,,
TX013120,T12097,1,10118,0.047778,-0.03149,41.3931,19.9962,7.62059,2.96169,3.37432,3.98457,0.0684094,3.31297,6.59988,33.0428,0.318158,0.601568,3.24022,0.439232,0.463121,0.142248,0.378966,0.00977277,7.46531,0.0195455,11.5069,0.0483209,0.0179167,"1999-10-04 00:00:00","1999-10-06 00:00:00",ND,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,,,,,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,,,
TX013110,T12098,1,10119,0.0408872,-0.0327098,651.47,21.3322,6.18378,1.54554,3.89246,2.61079,0.0447034,3.89901,25.0611,26.7293,0.124842,0.502095,1.18082,0.278578,0.475382,0.161368,0.379433,0.00490647,2.31422,0.00981293,7.53415,0.0752325,0.0207162,"1999-10-04 00:00:00","1999-10-06 00:00:00",ND,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,,,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,,,
TX014110,T12099,1,10144,0.0171249,-0.0382456,29.9515,10.1094,7.17591,2.75026,8.61497,1.28779,4.60432,25.7844,7.71763,83.9064,0.0987537,0.368757,0.466939,0.0587955,0.208924,0.211207,0.117591,0.00114166,1.7964,-0.00114166,3.29655,0.0496623,0.0194082,"1999-10-13 00:00:00","1999-10-15 00:00:00",ND,<DL,<DL,,<DL,,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,,ND,<DL,<DL,<DL,,,
TX014120,T12100,1,10145,0.057386,-0.0341214,31.9914,8.65442,7.78123,6.27627,5.45425,4.15557,0.545942,30.5438,8.7723,112.135,0.234197,1.07637,2.11759,0.180947,0.288998,0.052733,0.376369,0.00672088,4.51074,0.0232646,11.6556,0.0491141,0.0268835,"1999-10-13 00:00:00","1999-10-15 00:00:00",ND,<DL,,<DL,,,<DL,,<DL,,,,,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,,,
TX016120,T12101,1,10156,0.0179641,-0.0349016,32.6946,6.8982,5.50521,3.53533,3.13037,4.65988,0.389563,2.92301,4.75893,42.8058,0.286912,1.33653,2.23473,0.508126,0.334131,0.0723695,0.755517,0.00821214,6.92899,0.0241232,11.7547,0.0451668,0.0266895,"1999-11-15 00:00:00","1999-11-17 00:00:00",ND,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,,,,,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,,,
TX016110,T12102,1,10157,0.0148729,-0.0280297,47.8336,39.4132,1.56795,1.8757,4.26681,2.87105,0.232246,3.78287,10.0907,45.4768,0.16589,0.814006,0.862057,0.311759,0.301463,0.366103,0.330636,-0.0131568,4.9052,-0.0297458,8.35629,-0.00171611,-0.0308899,"1999-11-15 00:00:00","1999-11-17 00:00:00",ND,<DL,<DL,<DL,,<DL,<DL,,<DL,<DL,,,,<DL,,<DL,ND,,ND,<DL,ND,ND,,,
TX008210,T12103,1,10180,0.133863,-0.025397,199.684,761.909,4.61325,5.07145,5.96193,4.75717,0.087302,8.20692,70.376,56.1378,0.275663,1.00106,1.60477,0.483071,1.24974,1.23334,0.769845,0.00105821,6.87305,-0.0126985,14.8816,0.0380954,-0.0280425,"1999-11-29 00:00:00","1999-12-01 00:00:00",ND,<DL,,<DL,,<DL,<DL,,<DL,,,,,<DL,,<DL,<DL,,ND,,<DL,ND,,,
TX023120,T12105,1,10216,0.0270263,-0.0240234,982.956,55.0035,1.64961,8.53831,3.99038,1.55401,0.220214,7.89869,2.95137,14.2439,0.181176,0.443431,1.66112,0.0870847,0.619102,0.317809,0.0590575,-0.00700682,4.17907,-0.0295287,5.26913,-0.0105102,-0.0305297,"2000-02-09 00:00:00","2000-02-11 00:00:00",ND,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,,<DL,ND,,ND,<DL,ND,ND,,,
TX023110,T12106,1,10217,0.0216146,-0.02262,298.282,335.68,1.28582,4.95779,3.76698,1.07872,0.0945011,5.17444,3.73682,25.5304,0.107068,4.68535,0.859558,0.0789185,0.747464,0.514227,0.0929931,-0.00904798,2.61034,-0.0281493,2.83755,0.112094,-0.0326733,"2000-02-09 00:00:00","2000-02-11 00:00:00",ND,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,,<DL,<DL,,<DL,ND,,ND,<DL,,ND,,,
TX013220,T12107,1,10247,0.0455787,-0.0196037,838.55,56.2627,2.84009,3.4679,4.56914,2.28629,0.187706,5.11217,4.62844,34.6496,0.15683,0.509207,1.27473,0.0926277,0.68172,0.378352,0.0882168,-0.00833159,3.55514,-0.031366,4.20206,-0.0235245,-0.0176434,"2000-01-11 00:00:00","2000-01-13 00:00:00",ND,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,,<DL,ND,,ND,<DL,ND,ND,,,
