LinkID,XRF_ID,Number_of_experiment,Sample_ID,Li,Be,Mg,Al,Ti,V,Cr,Mn,Co,Ni,Cu,Zn,Ga,Arsenic,Se,Rb,Sr,Ag,Cd,Cs,Ba,Tl,Pb,Bi,U,datestarted,dateended,Be_flag,Ti_flag,V_flag,Cr_flag,Mn_flag,Co_flag,Ni_flag,Cu_flag,Zn_flag,Ga_flag,Arsenic_flag,Se_flag,Rb_flag,Sr_flag,Ag_flag,Cd_flag,Cs_flag,Ba_flag,Tl_flag,Pb_flag,Bi_flag,U_flag,Li_flag,Mg_flag,Al_flag
CA043130,T4740,1,20412,-0.0802586,-0.107011,-1285.81,44.5268,2.83246,2.19039,7.06945,1.16542,0.0250808,5.41244,10.9035,20.9743,0.197302,-0.212351,829.951,0.093635,1.04336,0.272545,0.0802586,0.125404,3.7153,-0.00836027,3.63839,0.0133764,0.12206,"2000-05-16 00:00:00","2000-05-18 00:00:00",ND,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,ND,,<DL,<DL,<DL,<DL,<DL,,ND,<DL,<DL,<DL,ND,ND,
CA052110,T4741,1,10697,0.102105,-0.0310526,-996.316,46.8895,10.1947,10.8368,8.79947,4.09158,0.194211,10.4295,14.8105,82.9789,0.251579,0.670526,283.06,0.102632,1.31895,0.126316,0.998947,0.0447368,5.66316,0.0389474,19.3474,0.601053,0.0415789,"2000-06-26 00:00:00","2000-06-28 00:00:00",ND,<DL,,,,<DL,<DL,,<DL,,,,,<DL,<DL,<DL,<DL,,<DL,,,<DL,,ND,
CA052120,T4742,1,10698,0.153614,-0.0409284,-1090.18,53.4727,15.1488,13.6924,8.35152,5.7725,0.197732,12.1616,14.5269,98.967,0.336464,0.752658,259.662,0.133948,1.50691,0.0983345,1.24061,0.0510276,7.78703,0.0520907,25.6733,0.773919,0.04146,"2000-06-26 00:00:00","2000-06-28 00:00:00",ND,<DL,,,,<DL,<DL,,<DL,,,,,<DL,<DL,,<DL,,<DL,,,<DL,,ND,
CA052130,T4743,1,20485,-0.0926222,-0.116576,-1139.25,111.418,8.40945,7.11115,6.85244,3.04535,0.106995,7.38103,23.4462,66.4324,0.247525,0.199617,735.142,0.130949,1.04919,0.174066,0.865538,0.124561,4.39476,0.0255509,14.9265,0.442351,0.114979,"2000-06-26 00:00:00","2000-06-28 00:00:00",ND,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,,<DL,ND,ND,
CA055120,T4747,1,10707,0.0803109,-0.0518135,-1214.38,74.6114,13.2921,5.44106,8.93977,4.00518,0.0984456,6.18653,22.921,56.6062,1.72085,0.312176,259.543,0.189119,14.0609,0.122409,0.431347,0.126295,44.7409,0.0608808,36.9495,0.256477,0.0498705,"2000-07-05 00:00:00","2000-07-07 00:00:00",ND,<DL,,,,<DL,<DL,,<DL,,<DL,,,,<DL,<DL,,,<DL,,,<DL,,ND,
CA055110,T4748,1,10708,0.0194805,-0.0435065,-1164.94,59.1234,10.2052,4.5461,8.32597,3.22338,0.0798701,7.2,40.2987,62.3831,1.37792,0.348701,253.095,0.141558,11.9416,0.108442,0.412338,0.135714,34.6429,0.0577922,33.2792,0.207792,0.0493506,"2000-07-05 00:00:00","2000-07-07 00:00:00",ND,<DL,,,,<DL,<DL,,<DL,,<DL,,,,<DL,<DL,,,<DL,,,<DL,,ND,
CA055130,T4749,1,20489,-0.0682092,-0.146449,-1556.57,83.6164,12.059,4.3052,8.39976,4.05644,0.0842584,10.5905,37.3285,54.9084,1.75137,-0.114351,699.888,0.204628,12.7993,0.238732,0.126388,0.351077,43.694,0.0461415,35.8279,0.176541,0.146449,"2000-07-05 00:00:00","2000-07-07 00:00:00",ND,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,,ND,,<DL,,<DL,<DL,,,<DL,<DL,<DL,<DL,ND,ND,
CA057120,T4750,1,10713,0.0275956,-0.0408627,-2009.17,37.6945,6.21962,10.3112,5.89962,1.68704,0.0865015,9.66111,11.6061,22.8566,0.266934,0.204313,190.011,0.111444,1.49918,0.0833174,0.237747,0.129487,6.69193,0.020166,12.6887,0.0780106,0.0408627,"2000-07-19 00:00:00","2000-07-21 00:00:00",ND,<DL,,<DL,<DL,<DL,<DL,,<DL,,<DL,,,<DL,<DL,<DL,,,<DL,<DL,<DL,<DL,,ND,
CA057110,T4751,1,10714,0.0287789,-0.037306,-1862.64,23.6946,4.15642,8.59104,5.83946,1.092,0.065552,9.02699,12.5135,20.1133,0.21371,0.170009,191.913,0.0815403,1.25561,0.0826062,0.103924,0.139631,4.8743,0.0202518,11.4108,0.0490308,0.0410366,"2000-07-19 00:00:00","2000-07-21 00:00:00",ND,<DL,,<DL,<DL,<DL,<DL,,<DL,,<DL,,<DL,<DL,<DL,<DL,,,<DL,<DL,<DL,<DL,,ND,
CA057130,T4752,1,20495,0.24146,-0.0996232,-3132.22,206.169,30.5641,5.8592,9.34432,8.04753,0.253279,13.1672,27.0435,98.8803,0.808806,0.146902,408.009,0.6771,4.0187,0.322509,4.85959,0.699051,17.071,0.0388362,24.1831,0.251591,0.146902,"2000-07-19 00:00:00","2000-07-21 00:00:00",ND,<DL,,,,<DL,<DL,<DL,<DL,,<DL,,,<DL,<DL,,,,<DL,<DL,<DL,<DL,,ND,
CA061110,T4753,1,10795,0.00578339,-0.0347003,-717.666,11.8875,1.91798,6.01472,4.04206,0.733438,0.0446898,5.19296,8.58097,15.3891,0.127234,0.227129,111.218,0.0431125,0.553102,0.0967403,0.14511,0.212408,3.13828,0.00683491,5.38854,0.0646688,0.0389064,"2000-08-07 00:00:00","2000-08-09 00:00:00",ND,<DL,,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,,,<DL,<DL,<DL,<DL,,ND,
CA063120,T4755,1,10916,0.0448146,-0.0314217,-561.47,14.8815,3.32709,8.73626,3.8726,1.20536,0.0643887,6.96995,3.98077,16.3908,0.141655,0.201923,83.8161,0.0587225,0.501717,0.115385,0.191621,0.206044,2.96961,0.00978709,6.13805,0.0525412,0.0381181,"2000-09-18 00:00:00","2000-09-20 00:00:00",ND,<DL,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,,,<DL,<DL,<DL,<DL,,ND,
CA063110,T4756,1,10917,0.0196349,-0.0382363,-581.812,25.1171,5.7959,10.4271,5.68843,1.27213,0.241819,9.39063,16.3486,28.1864,0.180331,0.441784,105.97,0.0614881,0.774027,0.183948,0.271788,0.187048,3.96056,0.012401,8.31433,0.0666552,0.0392697,"2000-09-18 00:00:00","2000-09-20 00:00:00",ND,<DL,,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,,,<DL,<DL,<DL,<DL,,ND,
CA063130,T4758,1,20626,-0.0756357,-0.114258,-872.224,212.263,7.06952,11.2166,20.9559,3.15256,0.15449,21.046,31.1748,59.9453,0.268748,0.0386225,268.413,0.17541,1.04763,0.590602,0.141616,0.590602,5.40071,0.0144834,10.7644,0.0756357,0.122304,"2000-09-18 00:00:00","2000-09-20 00:00:00",ND,<DL,,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,,<DL,,,<DL,<DL,<DL,<DL,ND,ND,
CA067110,T4759,1,10806,0.0340173,-0.0566955,-637.338,34.9487,7.23434,4.70977,9.95734,3.08585,0.0761339,6.55967,18.9606,36.2122,0.609071,0.891739,126.139,0.12797,1.14039,0.50054,0.634989,0.287527,14.8542,0.0194384,13.8467,0.193575,0.0615551,"2000-07-31 00:00:00","2000-08-01 00:00:00",ND,<DL,,,,<DL,<DL,,<DL,,,,,<DL,,<DL,,,<DL,,,<DL,,ND,
CA068120,T4761,1,10804,0.108275,-0.0380282,-1039.44,29.0229,6.79753,13.912,5.71954,2.94824,0.157923,14.9736,10.7018,34.4525,0.480634,0.498063,55.7789,0.113028,2.17817,0.779049,0.648063,0.232923,11.7412,0.0232394,14.1613,0.227641,0.0417254,"2000-08-14 00:00:00","2000-08-16 00:00:00",ND,<DL,,<DL,,<DL,<DL,,<DL,,<DL,<DL,,<DL,,<DL,<DL,,<DL,<DL,,<DL,,ND,
CA068120,T4761,2,10804,0.188028,-0.0242958,666.021,13167.3,7.76408,16.6215,6.24401,3.1838,0.178521,13.294,11.5563,20.3715,0.438908,0.678169,0.751056,0.135739,2.39842,0.919542,0.83081,0.0517606,12.8926,0.043838,13.2085,0.277817,0.0232394,"2000-08-14 00:00:00","2000-08-16 00:00:00",ND,<DL,,<DL,,<DL,<DL,,<DL,,<DL,<DL,,<DL,,<DL,<DL,,<DL,<DL,,<DL,,ND,
CA002210,T4763,1,10193,0.00492881,-0.0355969,-528.861,22.908,5.51314,1.74315,5.57393,1.7897,0.171961,4.66265,16.3472,27.7327,0.296276,0.0903614,36.9765,0.0794085,1.04819,0.398138,0.686199,0.240964,6.77437,0.0240964,13.7908,0.0487404,0.041621,"1999-11-17 00:00:00","1999-11-19 00:00:00",ND,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,,<DL,,<DL,<DL,,<DL,,,<DL,,<DL,<DL,,ND,
CA002220,T4764,1,10194,0.0127524,-0.0419766,-514.187,42.763,4.839,1.76036,5.36823,1.6509,0.120085,44.5696,13.8789,27.5239,0.27949,0.103613,32.5707,0.0797024,0.993092,0.358661,0.741764,0.236451,6.6525,0.0233794,13.7189,0.0520723,0.0409139,"1999-11-17 00:00:00","1999-11-19 00:00:00",ND,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,,<DL,,<DL,<DL,,<DL,,,<DL,,<DL,<DL,,ND,
CA002230,T4766,1,20140,-0.0196421,-0.122763,-834.952,463.226,12.5398,1.74651,12.6446,3.92187,0.255347,112.696,31.0639,52.9354,0.520515,-0.121126,62.5731,0.247163,2.24411,0.585989,0.584352,0.730031,10.6476,0.0163684,13.8755,0.119489,0.135858,"1999-11-17 00:00:00","1999-11-19 00:00:00",ND,<DL,,,<DL,<DL,<DL,<DL,<DL,<DL,ND,,<DL,<DL,,<DL,,,<DL,<DL,<DL,<DL,ND,ND,
CA006220,T4768,1,10241,0.201412,-0.0411605,-356.45,24.9872,7.04943,2.43177,3.81037,3.7264,0.162996,128.201,24.5921,39.3934,0.843517,0.245317,15.4061,0.0971389,1.42031,0.350688,0.533989,0.272208,19.6638,0.0422582,25.1079,0.0565271,0.0417094,"2000-01-12 00:00:00","2000-01-14 00:00:00",ND,<DL,<DL,<DL,,<DL,<DL,,<DL,,<DL,ND,<DL,<DL,,<DL,<DL,,<DL,,<DL,<DL,,ND,
CA006220,T4768,2,10241,0.300198,-0.028538,201.028,10273.7,7.67617,2.84941,4.30594,4.12648,0.192083,110.826,25.3878,23.3572,0.718938,0.417094,-5.12037,0.118542,1.53556,0.375933,0.772172,0.057076,22.2377,0.0642105,24.1585,0.0993341,0.0230499,"2000-01-12 00:00:00","2000-01-14 00:00:00",ND,<DL,<DL,<DL,,<DL,<DL,,<DL,,<DL,ND,<DL,<DL,,<DL,<DL,,<DL,,<DL,<DL,,ND,
CA006210,T4769,1,10242,0.12913,-0.0375067,-392.106,22.563,5.86176,2.1861,5.68494,3.07555,0.073406,14.8634,21.786,33.9382,0.589927,0.26469,15.4967,0.100196,1.22218,0.347205,0.465619,0.247544,14.2579,0.0332202,20.9073,0.0530452,0.0417932,"2000-01-12 00:00:00","2000-01-14 00:00:00",ND,<DL,<DL,<DL,,<DL,<DL,,<DL,,<DL,,,<DL,,<DL,,,<DL,,<DL,<DL,,ND,
CA006230,T4770,1,20165,0.050571,-0.120718,-600.326,128.76,8.70147,2.21207,9.95106,3.66884,0.195759,16.2985,22.9641,46.8515,0.784666,-0.0619902,24.4747,0.145188,1.60522,0.386623,0.427406,0.732463,17.1126,0.0277325,24.5514,0.0440457,0.120718,"2000-01-12 00:00:00","2000-01-14 00:00:00",ND,<DL,,,<DL,<DL,<DL,<DL,<DL,,ND,,<DL,<DL,<DL,<DL,,,<DL,<DL,<DL,<DL,,ND,
CA014210,T4771,1,10335,0.0675393,-0.0418848,-437.382,14.8482,4.04398,3.49005,3.09215,1.63508,0.0795811,53.7853,14.0157,24.1623,0.380628,0.128796,11.8079,0.0643979,0.64712,0.215183,0.36911,0.240838,8.97382,0.0256545,15.5424,0.0759162,0.0413613,"2000-02-07 00:00:00","2000-02-09 00:00:00",ND,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,,<DL,,<DL,<DL,,<DL,,,<DL,,<DL,<DL,,ND,
CA015220,T4773,1,10434,0.122865,-0.0256187,1248,33.801,7.3672,9.92332,6.19031,2.4343,0.135413,9.87417,11.9414,52.4765,0.257755,0.552632,-3.83967,0.0794702,0.888289,0.205472,0.702684,0.212269,5.98641,0.0428721,19.3656,0.170443,0.0392123,"2000-03-17 00:00:00","2000-03-17 00:00:00",ND,<DL,,<DL,<DL,<DL,<DL,,<DL,,<DL,ND,<DL,<DL,,<DL,,,<DL,,,<DL,,,
CA015210,T4774,1,10435,0.0896226,-0.0298742,1134.17,18.4958,4.30503,8.3543,6.32862,2.13103,0.0728512,8.18449,10.3988,44.6017,0.149371,0.944969,-5.14885,0.0450734,0.57652,0.248428,0.699161,0.207547,3.71855,0.033543,16.1389,0.149895,0.0408805,"2000-03-14 00:00:00","2000-03-16 00:00:00",ND,<DL,,<DL,<DL,<DL,<DL,,<DL,<DL,,ND,<DL,<DL,,<DL,,,<DL,,,<DL,,,
CA015230,T4775,1,20311,-0.00467338,-0.0856787,1498.6,182.106,8.05224,8.30304,12.7428,2.28684,0.403469,21.6097,25.1521,69.353,0.185378,0.808495,-42.467,0.0950254,0.789802,0.188493,0.370755,0.602866,4.76062,0.0420604,18.6001,0.255478,0.11995,"2000-03-14 00:00:00","2000-03-16 00:00:00",ND,<DL,,,<DL,<DL,<DL,<DL,<DL,<DL,,ND,<DL,<DL,<DL,<DL,,,<DL,<DL,<DL,<DL,ND,,
CA032220,T4776,1,10831,0.0254058,-0.0306987,2168.49,30.3017,5.64644,3.44989,5.54481,2.03723,0.0185251,4.98589,10.0041,21.4891,0.435074,0.0529287,-10.1856,0.0973888,1.38991,0.0449894,0.205893,0.226535,11.512,0.0185251,8.59721,0.0809809,0.0418137,"2000-08-23 00:00:00","2000-08-25 00:00:00",ND,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,,<DL,ND,<DL,<DL,<DL,<DL,,,<DL,<DL,<DL,<DL,,,
CA032210,T4777,1,10832,-0.0317546,-0.0355221,424.489,14.3111,1.64101,0.4338,6.01561,0.509688,-0.0285253,2.49785,4.74327,6.95156,0.0344456,-0.065662,-15.6017,0.0209903,0.285253,-0.0296017,-0.098493,0.23789,1.24166,0.00376749,1.43488,0.0279871,0.0398278,"2000-08-23 00:00:00","2000-08-25 00:00:00",ND,<DL,<DL,<DL,<DL,ND,<DL,<DL,<DL,<DL,ND,ND,<DL,<DL,ND,ND,,,<DL,<DL,<DL,<DL,ND,,
CA032230,T4779,1,20552,-0.121806,-0.0909485,800.509,55.0888,2.80803,0.669121,11.9354,0.883499,-0.0730836,5.54948,12.0734,15.8608,0.102317,-0.243612,-56.604,0.0292334,0.545691,-0.133175,-0.440126,0.677241,3.44142,0.00649632,2.9607,0.0600909,0.118558,"2000-08-23 00:00:00","2000-08-25 00:00:00",ND,<DL,,,<DL,ND,<DL,<DL,<DL,<DL,ND,ND,<DL,<DL,ND,ND,,,<DL,<DL,<DL,<DL,ND,,
CA043210,T4780,1,11032,3.6237,-0.031641,1429.75,28.2463,3.23114,2.15803,5.54147,3.14909,-0.00160887,3.63121,13.2195,15.5417,0.285842,0.10833,-17.4782,0.0536289,0.607079,0.102431,0.0488023,0.224169,7.11119,0.0112621,4.57937,0.0509474,0.0396854,"2000-11-06 00:00:00","2000-11-08 00:00:00",ND,<DL,<DL,<DL,,ND,<DL,,<DL,,<DL,ND,<DL,<DL,<DL,<DL,,,<DL,<DL,<DL,<DL,,,
CA043220,T4781,1,11033,5.93786,-0.0250971,1765.87,27.4306,6.44354,3.06238,6.61816,5.5267,0.0218932,5.15398,18.7801,25.3267,0.606602,0.241359,-16.9106,0.0934466,1.04019,0.0891748,0.193835,0.193301,14.0277,0.0256311,12.8262,0.0571359,0.0405825,"2000-11-06 00:00:00","2000-11-08 00:00:00",ND,<DL,<DL,<DL,,<DL,<DL,,<DL,,<DL,ND,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,,,
CA043220,T4781,2,11033,6.42913,-0.0250971,476.257,13520.4,7.16015,3.54189,7.4282,5.92718,0.0747573,4.75029,19.218,13.3655,0.55267,0.335874,-9.39379,0.125485,1.10374,0.174612,0.388738,0.0517961,16.2223,0.0432524,13.0654,0.0752913,0.0240291,"2000-11-06 00:00:00","2000-11-08 00:00:00",ND,<DL,<DL,<DL,,<DL,<DL,,<DL,,<DL,ND,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,,,
CA043230,T4782,1,20671,5.91064,-0.087766,1371.38,28.883,3.47553,1.80638,10.7106,4.44255,-0.0734043,22.0085,17.5979,41.5053,0.197872,-0.0861702,-59.5676,0.00319149,0.228191,0.0335106,-0.135638,0.743617,6.47234,0.012766,4.93245,0.0654255,0.118085,"2000-11-06 00:00:00","2000-11-08 00:00:00",ND,<DL,,,<DL,ND,<DL,<DL,<DL,<DL,ND,ND,<DL,<DL,<DL,ND,,,<DL,<DL,<DL,<DL,,,
CA046220,T4783,1,10968,0.0672794,-0.0330882,2329.41,25.5,4.77794,2.48107,5.57426,2.47445,0.0198529,4.16085,4.59982,41.3989,0.140625,0.105882,-16.2353,0.0568015,0.478125,-0.0248162,1.0329,0.260294,3.95184,0.0264706,13.554,0.207353,0.0408088,"2000-10-09 00:00:00","2000-10-11 00:00:00",ND,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,<DL,ND,<DL,<DL,ND,,,,<DL,,,<DL,,,
CA050210,T4785,1,10975,0.234743,-0.0296625,996.25,65.462,14.4374,8.60211,7.80378,4.94033,0.167746,8.82356,12.3406,51.6792,0.271054,0.630583,-15.5743,0.0997272,1.50307,0.183089,0.827992,0.226048,5.86601,0.0347767,14.9647,0.379986,0.0393795,"2000-10-18 00:00:00","2000-10-20 00:00:00",ND,<DL,,,,<DL,<DL,,<DL,,,ND,<DL,<DL,<DL,<DL,,,<DL,,,<DL,,,
CA050220,T4786,1,10976,0.326503,-0.0302318,882.768,36.3839,15.7457,11.7753,7.13117,6.02116,0.265536,27.7477,10.3655,71.7854,0.417199,0.945751,-10.7701,0.101276,0.922573,0.245885,1.29694,0.244374,9.40208,0.0508902,22.8401,0.608163,0.0382936,"2000-10-18 00:00:00","2000-10-20 00:00:00",ND,<DL,,,,<DL,<DL,,<DL,,,ND,,<DL,,,,,<DL,,,<DL,,,
CA050230,T4788,1,20650,0.114913,-0.0949949,1187.44,119.311,16.6655,8.02707,9.69714,5.03473,0.133299,12.5393,12.858,107.268,0.257406,0.435138,-59.1374,0.108784,1.58427,0.298774,0.769152,0.669561,7.26404,0.0383044,15.403,0.41522,0.113381,"2000-10-18 00:00:00","2000-10-20 00:00:00",ND,<DL,,,<DL,<DL,<DL,<DL,<DL,<DL,<DL,ND,<DL,<DL,<DL,<DL,,,<DL,<DL,,<DL,,,
CA055210,T4790,1,11060,0.190801,-0.0369718,1341.55,27.8279,10.1574,9.21655,9.07328,5.29886,0.102993,9.80744,14.254,78.6114,0.359815,0.820643,-15.0997,0.126761,1.5033,0.0534771,3.47007,0.309639,9.08451,0.0666813,33.9811,0.334067,0.0501761,"2000-11-28 00:00:00","2000-11-30 00:00:00",ND,<DL,,,,<DL,<DL,,<DL,,,ND,,<DL,<DL,,,,<DL,,,<DL,,,
CA055220,T4792,1,11070,0.023842,-0.0395095,585.286,75.2725,4.49183,0.48842,6.23365,1.39033,0.0429155,18.6921,9.09945,29.7888,0.176431,0.0415531,-30.9619,0.0619891,1.59809,0.0340599,0.0258856,0.299046,4.58787,0.0115804,4.92779,0.0606267,0.0551771,"2000-11-28 00:00:00","2000-11-30 00:00:00",ND,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,ND,<DL,<DL,<DL,<DL,,,<DL,<DL,<DL,<DL,,,
CA055230,T4794,1,20721,0.17335,-0.131579,1672.51,44.9666,15.2632,9.64077,15.9461,6.92565,0.0647452,23.0368,18.6842,117.022,0.40518,0.555556,-77.6378,0.125313,1.40769,-0.0960735,3.76775,0.845865,10.3906,0.0689223,32.0384,0.392648,0.152464,"2000-11-28 00:00:00","2000-11-30 00:00:00",ND,<DL,,,,<DL,<DL,<DL,<DL,<DL,,ND,<DL,<DL,ND,,,,<DL,<DL,<DL,<DL,,,
CA059210,T4795,1,11028,0.0612357,-0.0353071,590.291,10.9893,3.41431,1.09507,6.88488,1.88617,0.0871644,123.851,13.7808,33.9334,0.330452,0.318316,-17.3027,0.0711659,3.53788,0.102611,0.264803,0.224531,8.49577,0.0325487,14.7159,0.0733726,0.0408238,"2000-11-15 00:00:00","2000-11-17 00:00:00",ND,<DL,<DL,,<DL,<DL,,,<DL,,<DL,ND,<DL,,<DL,<DL,,,<DL,,<DL,<DL,,,
CA059220,T4796,1,11029,0.111864,-0.0299435,603.39,13.5141,5.11864,1.41073,6.74011,2.44689,0.0299435,10.0023,16.7345,30.9379,0.555367,0.458757,-21.2814,0.0988701,4.34576,0.0983051,0.340113,0.236158,14.1808,0.0299435,13.5757,0.080226,0.0412429,"2000-11-15 00:00:00","2000-11-17 00:00:00",ND,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,,<DL,ND,<DL,,<DL,<DL,,,<DL,,<DL,<DL,,,
CA059230,T4797,1,20703,0.653,-0.101923,3043.88,71.0699,22.0275,28.3658,25.4774,18.4671,0.29886,43.6715,44.7426,260.388,1.23863,2.16976,-20.6507,0.383508,3.09916,0.209029,11.3498,0.69446,32.1145,0.202119,105.879,1.10388,0.127836,"2000-11-15 00:00:00","2000-11-17 00:00:00",ND,<DL,,,,<DL,<DL,<DL,<DL,,,ND,<DL,<DL,<DL,,,,<DL,<DL,,<DL,,,
CA063220,T4799,1,11107,0.062452,-0.0332313,380.212,16.2948,5.258,1.6736,5.23966,2.36802,0.0297936,2.48662,15.1718,24.6828,0.435445,0.177043,-16.0272,0.0647438,1.44384,0.181626,0.317989,0.216577,11.482,0.0171886,8.36283,0.0406797,0.0418256,"2001-01-17 00:00:00","2001-01-19 00:00:00",ND,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,,<DL,ND,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,,,
CA063220,T4799,2,11107,0.140374,-0.0280747,75.6299,8221.89,6.37984,2.13253,6.93675,2.91232,0.0939644,3.30537,17.5782,14.7364,0.522534,0.320281,-0.633114,0.131206,1.80366,0.332313,0.678377,0.049274,14.6963,0.0383879,10.0645,0.0664626,0.0240641,"2001-01-17 00:00:00","2001-01-19 00:00:00",ND,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,,<DL,ND,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,,,
CA065210,T4800,1,11022,0.227473,-0.0274725,1529.12,77.3077,12.6758,2.37967,8.06154,3.7533,0.292308,369.615,9.44231,30.5714,0.343956,0.244505,-23.5813,0.213187,1.60495,0.513187,0.165934,0.212088,8.8022,0.021978,10.8522,0.142857,0.0456044,"2000-10-23 00:00:00","2000-10-25 00:00:00",ND,<DL,<DL,,,<DL,,,<DL,,<DL,ND,,<DL,,<DL,<DL,,<DL,<DL,,<DL,,,
CA065210,T4800,2,11022,0.332418,-0.0186813,435.33,52692.3,15.0934,3.06978,8.86484,4.64835,0.37033,348.407,11.6319,18.478,0.44011,0.364835,-6.31648,0.247253,1.91044,0.676923,0.456044,0.0478022,11.3901,0.043956,13.6253,0.207692,0.0307692,"2000-10-23 00:00:00","2000-10-25 00:00:00",ND,<DL,<DL,,,<DL,,,<DL,,<DL,ND,,<DL,,<DL,<DL,,<DL,<DL,,<DL,,,
CA066210,T4802,1,11018,0.288013,-0.0498586,41.4887,129.897,9.36492,2.99523,6.39622,3.3872,0.0466761,3.95315,10.2417,29.756,0.23338,0.570191,-24.8773,0.104491,1.49151,0.44024,0.455622,0.0127298,9.07001,-0.053041,13.0136,0.1029,-0.0535714,"2000-10-23 00:00:00","2000-10-25 00:00:00",ND,<DL,<DL,<DL,,<DL,<DL,,<DL,,<DL,ND,,<DL,,<DL,<DL,,ND,<DL,,ND,,,
CA069220,T4804,1,11061,0.499615,-0.0409779,21.8496,160.234,13.5122,1.66486,8.84281,11.2374,0.136593,4.46554,34.9835,69.2578,0.869992,1.39272,-23.2649,0.21382,2.11719,2.4697,1.70531,0.0320468,30.1923,0.0189129,35.8241,0.149201,-0.0451807,"2000-12-05 00:00:00","2000-12-07 00:00:00",ND,<DL,<DL,,,<DL,<DL,,<DL,,,ND,,<DL,,,<DL,,<DL,,,ND,,,
CA069210,T4805,1,11062,0.333899,-0.0461098,16.0165,83.2097,8.71104,1.22059,7.88796,5.32648,0.149989,4.11172,24.364,41.2444,0.356159,0.845877,-21.7299,0.0863897,1.3764,1.64829,0.928556,0.0227899,13.4672,-0.0158999,21.5709,0.0630697,-0.0434598,"2000-12-05 00:00:00","2000-12-07 00:00:00",ND,<DL,<DL,,,<DL,<DL,,<DL,,,ND,<DL,<DL,,<DL,<DL,,ND,,<DL,ND,,,
CA070220,T4808,1,11155,0.257813,-0.0422375,101.041,47.8326,8.51606,5.13926,7.3762,3.40971,0.16511,5.70645,16.2477,40.1036,0.35655,0.400982,-20.8516,0.0597907,1.19307,0.699935,0.697192,0.0241357,13.3075,-0.0318152,15.386,0.148105,-0.0323638,"2001-02-05 00:00:00","2001-02-07 00:00:00",ND,<DL,,,,<DL,<DL,,<DL,,<DL,ND,<DL,<DL,,<DL,<DL,,ND,,,ND,,,
CA074210,T4810,1,11110,0.0743715,-0.0335196,-183.781,9.12884,1.58066,0.558834,6.09061,0.951641,0.401187,179.225,6.56512,20.0908,0.0356145,0.290677,13.2654,0.0340433,0.22102,0.073324,0.234113,0.0659916,1.46753,-0.0109986,4.50681,0.0518506,-0.00942737,"2001-01-10 00:00:00","2001-01-12 00:00:00",ND,<DL,<DL,<DL,<DL,,,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,<DL,,ND,<DL,<DL,ND,,ND,
CA075220,T4812,1,11111,0.0350785,-0.0455497,-194.607,6.51309,1.43508,0.518325,5.41466,1.21518,0.0575916,19.9581,8.38168,19.1571,0.0811518,0.135602,2.2534,0.0465969,0.27801,0.0361257,0.187435,0.0617801,2.3288,-0.0026178,5.91518,0.0329843,-0.00837696,"2001-01-10 00:00:00","2001-01-12 00:00:00",ND,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,<DL,,ND,<DL,<DL,ND,,ND,
CA075210,T4813,1,11112,0.0277087,-0.0468917,-228.011,11.8988,2.32007,0.555773,6.24778,1.33321,0.0420959,10.4243,7.69982,22.5879,0.091119,0.118295,1.25808,0.0671403,0.483304,0.0969805,0.335169,0.0564831,2.63233,0.00213144,5.54281,0.0367673,-0.00426288,"2001-01-10 00:00:00","2001-01-12 00:00:00",ND,<DL,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,,<DL,<DL,<DL,<DL,<DL,,<DL,<DL,<DL,ND,,ND,
