,pm25
167379,14.9
225399,15.6
1037796,14.0
346081,13.9
718049,5.3
1086126,17.9
1155184,8.7
1086526,11.8
732103,2.6
1067800,6.3
864651,11.6
127310,11.6
1161313,12.5
91857,25.5
38268,2.3
461077,7.9
96871,13.0
86441,6.3
1105074,6.8
704134,11.9
735772,4.6
856278,8.9
513603,5.2
36846,3.6
755483,15.0
293332,14.0
877434,7.1
319098,13.6
823544,10.5
267900,7.6
1039887,9.6
1004670,13.9
788383,4.7
97994,7.3
793952,7.8
483483,12.1
714697,10.6
226130,25.2
1000396,4.2
1061286,8.8
1116479,7.7
111854,5.6
13752,5.1
359058,4.0
60557,16.7
732005,4.1
1065323,10.7
265540,9.1
883674,11.0
1028257,13.1
206361,5.6
417853,16.1
420843,11.2
113381,9.2
175519,11.1
778502,6.4
996722,56.9
169211,11.4
112415,9.8
1068783,8.2
19944,11.5
319149,12.9
499562,7.5
198497,11.8
637196,13.7
600438,14.4
544771,8.8
36954,1.9
448140,9.9
604718,6.1
616037,10.6
1001927,12.9
444202,13.4
1018093,7.6
1017364,5.0
859087,15.7
48145,11.7
140082,19.1
932074,3.2
282032,15.1
845314,6.7
879276,12.9
42625,11.8
231390,9.2
748599,9.2
13059,5.7
594774,7.7
1144377,5.6
508806,10.4
790852,6.4
459592,8.0
863284,6.4
399580,9.6
124101,11.6
90685,20.8
3123,3.9
743612,9.4
208130,15.2
765846,3.9
359210,9.6
527810,11.5
1100823,14.3
51389,7.6
335391,8.0
281695,13.0
656674,17.2
1071703,8.3
680383,13.4
885031,23.0
20349,11.0
612526,8.2
1104350,12.7
157861,12.8
325629,11.2
1110838,8.8
1151629,10.8
849911,10.1
134808,9.1
1126141,5.8
998874,7.6
1112078,7.2
1003132,12.5
1002509,9.2
37746,12.9
762068,7.7
1074461,7.5
1165475,4.6
863009,5.8
826554,5.7
374434,12.5
240881,11.0
843119,9.7
1070052,8.6
1089327,9.9
1047821,15.8
1094517,3.6
970081,12.0
122186,10.2
95365,11.4
33084,11.5
2466,5.6
1035290,6.0
1105852,15.6
1147688,6.1
6300,11.3
1165834,8.2
1037571,8.2
522789,10.1
34452,6.6
75792,7.7
358400,12.7
790442,8.2
322078,7.0
1069551,9.0
618007,5.3
629132,10.0
1124480,8.9
256035,9.8
774449,10.8
22752,5.9
42827,6.3
758780,5.7
306194,12.7
1107547,5.8
645747,7.5
477410,9.4
209161,19.9
134588,28.4
1074146,18.7
634958,11.5
353562,4.9
149954,13.5
1011785,12.4
184081,16.8
22923,3.1
160976,9.0
1021353,5.4
857784,11.5
6642,7.8
199790,6.6
133858,4.9
824189,7.0
1053173,17.5
1027594,5.0
492722,25.1
318497,9.4
13788,6.7
981814,8.7
197130,7.4
1022659,11.3
837140,3.6
758744,6.2
399544,9.1
1147969,5.3
790527,5.5
483467,14.3
1041257,8.8
845412,4.2
923252,11.9
1040063,8.6
258481,10.7
203453,8.7
1134851,4.8
628841,8.7
307277,20.2
546876,8.5
371457,4.5
814323,9.8
29772,10.7
16938,3.7
940504,11.0
378393,7.2
351263,11.5
64073,7.7
165614,8.0
277674,14.5
676510,12.6
15111,7.8
1018963,11.3
998404,4.2
908059,4.1
1001357,24.1
12735,15.3
581022,12.4
304056,8.5
595504,7.7
652326,6.5
575151,2.8
998391,4.0
1165443,6.2
824896,6.9
1016198,11.6
997046,11.0
460491,16.3
28458,10.2
430874,13.3
592312,14.9
998961,10.0
1008237,9.3
129683,13.4
321511,23.2
669652,10.2
517705,11.7
681871,8.5
16821,10.2
726464,12.9
114958,11.2
15354,8.4
59452,14.6
322505,6.6
1135837,12.2
1033978,14.1
1011810,12.0
1005586,13.5
100064,12.8
680164,10.8
216855,19.6
34191,11.2
311068,8.2
466185,22.2
133809,5.8
1071261,6.3
884507,5.5
1095332,3.3
546059,9.1
1165695,8.3
81185,12.0
638951,8.5
1046548,12.7
1051008,8.3
1063251,10.5
987513,10.4
234,9.5
951556,8.1
1009815,13.5
365586,10.0
737524,9.5
814781,7.8
971329,10.3
375391,9.2
883999,8.0
472922,9.2
916198,6.8
705319,8.0
191606,8.6
489936,19.4
449693,11.1
336624,6.9
967146,13.6
740411,13.7
33255,7.4
28062,5.5
1020709,8.0
1005105,10.0
1014463,10.8
223910,9.6
748920,7.8
391929,8.5
676107,18.2
717354,7.9
1165486,6.7
1054123,4.3
319542,11.4
1107984,2.1
1066603,9.5
445122,22.0
1158990,7.3
726907,10.3
880969,11.5
1005411,11.8
26208,4.9
137939,11.5
882,6.4
676323,14.2
38997,2.0
1059109,8.1
1124224,8.3
543771,10.8
1083070,11.3
923425,5.5
206970,6.3
753168,6.7
1165314,7.7
1067141,17.7
303463,13.4
1083304,8.2
77608,20.6
1092112,4.2
853627,9.1
8217,13.0
580616,12.5
188476,11.4
1165126,4.4
1130730,5.2
581343,13.7
864825,6.6
1032883,2.8
408362,5.6
590408,4.1
851954,6.2
533287,14.0
265136,10.3
471983,3.5
32166,2.3
1058900,11.5
430426,14.7
436045,7.5
374584,21.6
249701,6.0
165985,6.9
954,8.4
798656,7.7
1076903,17.3
1162888,7.4
1134604,5.9
322599,18.0
501103,10.8
1076807,15.5
1084950,13.4
171727,8.2
27477,8.6
423122,15.0
28890,4.3
498809,6.3
1000572,3.9
642356,6.9
328016,5.0
1024104,13.4
1006075,16.2
290767,23.7
530181,6.2
1086021,10.2
6381,3.9
613993,9.0
797786,12.4
1076271,11.5
1000408,6.0
727729,8.4
754232,6.7
1021823,13.1
1071773,12.0
1076096,7.5
1048944,8.4
1078303,10.7
748009,6.9
965463,11.0
1041973,9.1
557250,12.4
809760,9.1
997272,3.8
1147570,9.9
475505,13.4
684875,2.2
10134,4.1
1146670,7.8
216567,17.7
1014437,11.7
767139,10.5
1021308,10.1
91059,8.0
411853,6.3
1150178,2.9
1072763,12.2
1022948,7.4
38745,4.4
1052876,9.3
80069,21.9
518716,3.4
842543,13.3
482588,16.7
555190,7.0
687581,5.0
979722,8.1
581392,10.5
936058,12.2
658431,6.6
719163,10.5
274223,12.9
45975,6.5
23616,19.7
802828,9.3
964926,4.7
353825,10.4
212980,13.0
1081669,7.0
1150915,5.0
23364,17.0
1076797,14.2
668223,14.4
3816,8.1
722049,5.7
113856,9.0
972174,12.3
258294,4.9
1165590,6.2
352951,4.7
724657,6.3
690548,2.5
1083575,3.5
834381,13.4
1069862,10.6
522186,4.0
431110,16.5
79981,22.6
33282,2.9
1002226,7.8
666498,19.0
290839,20.3
738871,10.2
442922,4.9
655776,6.2
470297,6.2
14103,7.1
431580,7.9
36144,5.2
1046272,14.4
950580,3.2
13482,12.3
39861,13.9
1058199,17.3
740945,4.7
1044591,6.1
1053507,4.4
528431,10.8
783103,4.0
258148,8.8
532899,10.9
754432,3.6
700091,14.0
1054360,8.4
906128,5.7
538223,10.4
36351,3.5
254729,13.0
1093607,3.8
783709,6.4
30591,5.4
911035,7.3
12879,8.5
956381,9.0
474898,12.6
1097027,12.1
391532,11.9
200030,15.3
40536,5.7
148235,9.7
913134,11.9
1142691,6.7
855417,3.5
1073112,12.8
962166,6.3
1096658,3.9
426730,9.2
1071534,11.3
29151,7.4
1156010,6.4
1012010,7.1
624380,15.3
1121685,10.0
37980,2.4
1110262,5.6
1108699,7.2
831222,6.4
1085926,8.9
1110183,9.0
358635,8.7
1113237,9.8
579245,9.0
458749,10.8
1071468,14.8
29142,9.4
1065262,6.9
29799,7.5
248243,6.9
14850,7.1
127431,8.2
637090,5.1
24597,9.9
1045081,11.3
16848,6.1
1024748,12.4
1188,7.9
1042600,12.0
158875,6.5
753693,8.1
792170,10.8
1165338,6.2
358163,17.1
41916,10.2
324756,15.4
359429,8.9
1124965,12.9
972766,6.5
39510,6.2
714661,11.6
8244,8.7
24021,9.4
234816,14.6
1082530,6.8
1002270,5.1
1053056,10.6
964317,12.1
904337,4.9
778538,6.8
126443,6.4
1010460,11.8
575282,9.6
538829,12.7
126,7.1
1000483,12.7
285133,10.2
916096,3.0
940097,8.0
146435,15.2
148823,8.9
915637,8.3
209977,8.6
783207,3.9
191778,9.5
338025,3.3
1047786,7.9
94155,20.4
58361,8.6
1128586,7.2
63576,10.9
1062286,11.3
580404,13.5
1029343,5.2
416457,15.5
19962,9.1
513907,8.9
1001284,25.8
278074,11.3
154902,12.1
27216,5.2
745219,7.4
420347,15.1
440976,6.2
111769,4.2
1019560,7.2
877248,10.8
191419,12.7
1045724,7.0
686418,6.9
1042504,11.4
1027184,13.1
90548,20.7
620253,7.8
1155064,5.6
1002527,12.7
1142317,8.4
41481,8.6
1089598,17.2
935927,4.0
632597,7.8
363835,11.6
997041,4.5
41736,5.5
597152,12.6
656762,16.5
1064637,8.6
860302,7.6
498489,8.5
996077,5.8
33498,7.5
179252,11.0
30834,7.7
133509,8.6
347468,6.4
1057365,6.1
546324,9.1
997660,6.6
498388,15.1
201824,9.6
7902,9.5
1108063,2.9
459135,20.8
302791,10.5
383328,8.7
424821,6.6
848320,12.8
29691,4.8
1092182,10.3
54866,6.8
30690,10.6
699683,5.9
1127274,6.9
859696,11.1
1056904,12.8
546613,14.5
88443,15.5
308819,8.0
1095662,10.3
458079,7.1
20628,9.4
61171,12.3
1043642,6.6
952011,16.7
22437,5.5
137067,11.0
1056519,9.6
1019269,11.8
809537,9.8
675,15.1
1159382,6.2
393584,8.8
381299,11.7
1003966,12.6
1128978,14.2
526893,10.9
1015518,6.8
536591,9.8
659765,12.0
516984,10.4
149913,10.6
200274,16.4
686772,10.4
631635,9.0
1109903,10.7
637802,3.6
493619,9.9
757759,11.7
31320,5.9
108345,6.5
15696,8.5
1160549,7.6
493339,19.8
779908,2.3
982772,8.9
933390,5.5
548754,13.7
1114518,5.9
1094922,3.0
266115,15.3
1038231,16.2
25623,5.9
357246,4.0
14364,13.2
1139432,6.0
815292,8.4
859424,7.1
661154,21.1
380696,14.5
1045324,13.2
205198,16.9
997712,14.5
463995,4.7
397759,11.4
705165,8.9
511282,11.8
106950,9.5
28143,8.3
1120891,9.4
980830,9.6
981303,4.2
581245,14.4
1028678,9.6
395185,17.9
1108926,6.3
1081825,5.3
921681,0.7
97497,11.0
2655,4.7
1085514,5.3
421868,9.6
1078348,10.1
768918,3.2
19008,7.5
398774,9.5
1026843,5.1
492316,7.0
567028,8.2
386703,17.1
1165432,1.8
833232,7.5
711500,6.8
277739,9.2
681400,11.7
139089,14.4
1027883,11.9
1016773,4.1
188550,8.5
177536,17.5
1103774,11.2
565450,9.6
1066810,4.6
1058079,6.9
38106,2.5
985382,3.9
307821,16.5
432358,12.3
461608,9.0
854776,10.5
482604,17.5
762830,12.6
763884,7.9
749174,4.8
599019,8.2
1080955,8.5
1130227,17.2
721007,8.5
17415,4.8
865473,11.4
38880,3.2
912302,3.9
457720,13.2
443717,7.2
1117636,7.7
1049584,6.2
26766,3.4
1123402,6.7
703272,6.7
300526,8.8
1086551,10.6
1088772,13.7
1046448,9.2
208044,13.3
1122801,7.0
550288,13.7
705775,11.0
1039687,8.3
408398,5.9
468778,6.8
1159058,8.3
246371,5.8
251297,8.1
749344,5.4
150842,11.8
816714,7.2
1043303,9.0
530477,5.0
894666,5.7
855637,8.8
555303,10.0
33570,7.6
4698,7.4
301462,10.5
1054699,19.4
35118,3.0
33039,6.5
1131394,8.5
1051242,9.7
28935,3.4
406774,8.2
191032,13.1
322114,5.0
670094,7.4
1110777,4.5
462621,11.5
295829,0.3
105171,10.2
821918,7.2
1046707,14.3
1054734,16.6
1158641,8.0
324407,11.4
531276,5.8
184305,11.3
873152,3.3
846378,3.5
584786,9.6
665298,13.8
865012,7.5
1021744,10.5
1053262,2.0
907179,15.1
30951,4.6
822922,6.7
637330,6.2
158024,7.7
65291,18.3
222631,6.7
1145827,13.3
479061,7.0
255608,10.6
1119085,7.4
1063617,7.4
671313,14.6
690584,1.5
999229,16.8
22275,8.8
670704,10.6
1084524,8.4
184844,10.0
508342,7.1
392736,10.0
1099044,13.1
8118,12.9
582681,14.5
33948,4.2
1149145,4.3
853054,5.8
1151808,5.4
664486,10.4
388086,8.5
197494,10.2
195345,6.9
499383,8.7
1161671,9.1
1042929,14.1
18801,5.8
916400,2.1
404791,8.0
1134953,4.5
692242,12.8
835482,9.8
1012402,13.4
1078059,6.9
763053,11.1
1065952,8.9
425107,8.9
567768,9.1
109125,7.1
348797,13.3
5697,5.7
999572,11.8
949227,4.6
2394,7.0
97531,12.8
336397,4.1
38511,4.3
92194,10.6
352184,11.0
1045698,11.2
1069766,6.7
123391,7.2
826973,6.6
600210,6.2
1044077,6.4
365749,13.4
1135216,12.1
261830,11.9
969347,9.9
109947,9.8
793095,9.7
625805,4.5
581997,12.9
2610,11.8
1039792,13.4
597563,10.4
882354,10.4
23706,5.4
1115636,6.4
14445,5.4
490220,13.6
738353,11.7
659953,18.6
540891,7.9
1055030,3.4
339951,6.7
208476,13.1
207108,8.5
791217,14.3
12267,16.0
1006622,19.5
1011315,9.7
91483,14.8
288446,9.7
961773,11.6
657282,6.3
696899,7.7
1020908,16.4
1096282,12.4
321078,16.6
736245,8.9
1033273,9.4
678102,10.9
27225,4.8
1121938,11.6
231558,9.8
1132954,10.3
474376,9.4
753169,7.9
154084,9.2
286361,13.0
378341,7.8
159995,11.6
691616,8.8
1066196,4.7
663742,7.7
1121074,8.6
693645,7.8
1038631,15.2
838782,8.9
41835,6.6
153931,9.7
318488,9.8
444524,14.9
574493,29.5
1056311,4.8
244465,14.0
511592,19.6
26397,2.8
998120,12.4
559708,20.7
355665,11.5
1029684,13.8
757059,8.3
130311,21.0
1081885,5.1
4185,27.7
167568,6.5
593248,2.3
804587,7.0
12528,5.3
613223,15.3
1164814,2.3
97245,13.7
552757,11.9
651516,8.6
962487,13.0
144357,10.6
776089,5.4
187879,7.1
455098,8.0
528577,10.3
166260,7.2
552527,15.7
731055,6.9
80835,9.7
1154869,2.7
939325,10.6
50880,8.8
416027,10.0
23832,8.2
107447,4.3
678338,11.2
1103879,10.2
1085961,11.3
1109704,4.1
15561,14.3
83800,6.1
932866,3.5
955618,3.8
825808,18.8
34533,3.2
1104638,13.0
191556,8.6
1001587,12.8
989860,7.0
1004157,9.4
1087883,13.9
297626,16.0
11124,5.4
583217,15.8
1026748,8.0
1117513,5.8
355750,5.0
866500,8.4
578997,12.3
798282,5.8
104859,17.9
108108,7.0
21132,2.7
550058,11.1
641197,13.2
997013,5.7
7488,11.2
529949,6.2
41586,5.5
1072904,15.1
927982,8.0
997104,8.0
862639,6.0
364679,8.2
559936,27.6
769292,6.5
811190,9.7
329546,9.0
11241,4.5
217889,7.5
1017938,8.3
650387,8.3
1030733,7.3
812924,7.8
945066,6.2
1052954,10.4
57562,15.1
492950,31.9
571421,7.9
1129071,5.6
543941,6.8
465000,7.5
1105118,11.1
962231,15.1
176931,10.6
544673,6.1
283162,16.4
1122032,6.3
442665,12.0
1107155,5.7
1068339,8.8
126377,8.8
651115,5.6
630600,6.9
670262,7.6
337638,6.8
166376,13.2
1161016,9.0
403100,17.9
1145657,12.2
1141243,8.0
16533,6.5
362832,10.5
185132,10.4
932768,4.1
872320,7.2
592936,10.4
232057,16.0
1149843,4.1
1012917,10.1
1027418,5.8
565613,7.9
650759,10.6
946284,7.5
999960,9.3
218235,14.3
3879,5.8
852052,3.0
92700,6.3
442530,5.1
1084010,10.0
712381,6.8
448984,8.8
664503,9.4
340878,9.4
1012210,11.0
29214,7.8
549278,13.3
482114,15.0
1142326,10.2
1029823,7.1
263176,9.4
486404,9.1
89876,8.8
50830,7.9
222530,8.0
14094,7.3
41775,5.6
204150,9.5
37710,2.8
687430,5.3
124796,8.2
804738,5.5
84998,14.3
379042,9.0
962621,9.5
829399,3.6
39573,14.2
29700,4.2
155289,29.9
1086596,12.4
444910,15.1
365985,13.5
815580,10.8
1131641,8.4
1113081,20.8
981627,9.8
230085,21.5
840278,7.6
562412,7.4
12087,7.4
1079850,10.2
156595,20.4
294612,14.0
901829,6.7
1103765,15.3
694867,5.7
943355,10.5
495405,17.4
1102420,7.6
326777,16.0
1005786,9.4
48404,13.6
1110644,12.5
756180,13.9
414439,7.8
24183,4.8
950426,5.2
34416,12.4
31122,4.8
832172,9.4
19647,9.7
538963,9.9
1051964,10.5
944420,6.5
6768,6.7
172746,6.9
539603,7.2
794290,8.5
299135,12.6
1005525,12.8
150965,17.8
1129361,11.3
1077043,5.8
1092513,7.6
676965,13.5
100758,21.2
118748,11.4
1049074,16.2
1027079,8.4
827343,9.0
529227,9.1
140108,17.3
1160166,13.4
21357,18.6
262513,7.4
203181,4.0
541346,4.0
713718,6.3
754183,6.5
221631,12.5
1005280,6.3
406587,8.3
121490,7.8
304390,7.2
1082364,4.5
1118440,9.6
282625,11.0
1122399,13.5
476188,8.6
1069421,7.3
877608,5.8
610751,6.0
303735,15.7
878566,5.1
1059568,7.7
1008816,9.2
1081929,6.1
280095,15.8
814170,8.6
647252,9.4
218944,16.7
1124591,8.6
690023,7.1
728407,9.6
320178,10.1
40374,18.4
213306,14.5
70687,11.5
441906,4.4
274075,12.3
47130,8.5
530428,6.2
1000824,6.5
641805,8.5
729942,9.1
253133,13.5
1011436,9.4
520616,10.7
27513,8.7
385594,13.8
595592,7.8
1019234,15.3
776363,4.2
670825,9.2
25974,4.7
1071271,5.6
530271,3.5
1017669,11.6
6516,13.8
150718,14.7
801313,6.8
946978,8.7
182849,11.6
317541,9.4
77644,21.2
47179,5.5
451098,9.0
1045889,12.2
250752,9.7
22833,6.1
887111,15.2
1138970,8.6
786696,5.9
795386,5.4
1080189,5.3
877081,15.7
802503,8.8
1139822,7.8
1156479,7.4
142401,13.2
1029017,7.1
889735,4.9
287265,10.7
10701,5.9
557918,11.3
311394,10.8
809609,9.0
261456,6.4
431681,5.2
627122,5.7
1071928,6.2
469829,6.2
993792,8.8
534537,9.1
1162854,4.8
1128373,4.9
570005,8.0
1060444,8.9
631717,9.0
637818,4.4
928067,7.8
850716,14.5
69755,13.2
38970,2.6
745690,9.8
16065,6.9
119908,14.1
684721,3.3
850700,6.9
999562,13.9
502411,10.0
210841,16.4
1096143,4.8
781081,8.9
951572,11.8
639864,12.9
30474,3.9
551659,6.6
642057,8.6
806079,5.3
34128,6.2
473331,7.9
467287,8.0
499690,6.7
939151,13.5
642591,7.8
164425,12.4
1165901,18.4
650824,8.6
485215,22.4
1119958,8.1
773892,5.9
872118,12.9
142051,6.4
24678,6.5
22122,4.7
1039592,10.7
1037621,6.8
35253,3.2
245362,10.3
602508,8.1
4050,5.9
3843,10.5
277013,12.3
713784,9.8
1121536,4.5
1151527,5.1
283583,23.5
684470,7.9
873863,12.3
1118317,11.7
92975,8.1
1064332,12.9
89513,6.5
983146,3.5
86527,8.7
1101154,7.9
115230,6.8
1006822,13.4
126515,7.5
100724,21.5
763628,10.4
157378,22.6
260911,11.8
824913,11.4
726799,13.7
268641,5.8
1066707,5.1
154715,10.2
202355,9.9
1020090,5.6
1146987,5.5
304154,8.7
915011,10.9
1032534,11.2
1048064,11.1
427738,12.0
1078738,7.7
995477,9.7
255983,9.1
389919,9.7
252130,11.3
332168,10.2
941704,10.1
1102220,21.7
1161118,8.1
294426,17.2
556317,7.4
990695,7.6
1053733,6.5
786494,9.0
1071206,7.5
121500,5.6
1065918,6.1
444647,14.0
1086961,8.5
707293,8.0
477520,5.7
105743,15.4
40428,10.2
834519,11.7
207857,9.6
363476,7.5
356084,14.6
588643,13.6
823561,11.3
1137803,12.2
24885,7.4
1113995,5.1
853120,11.3
1164413,4.8
1055195,8.8
4131,17.1
770209,6.6
361875,4.5
911559,12.8
269886,5.4
1011506,9.8
754449,4.9
851345,5.7
843859,18.8
319107,12.3
574257,31.1
496660,10.0
19872,2.9
781349,11.6
1038006,11.3
315271,6.4
1022694,10.9
1016999,10.1
1064202,11.8
339899,5.5
1031394,10.2
54292,8.3
703406,7.1
1002407,13.7
100073,11.3
575557,7.0
252254,9.9
713121,5.5
574827,14.0
1006552,9.0
698646,7.6
1165593,11.3
863382,6.7
513229,3.6
1032464,11.0
584413,14.6
738521,12.1
1068818,10.3
184156,9.6
342805,14.6
9540,11.6
905031,4.0
431632,5.1
1165515,4.6
150806,15.0
770516,9.9
76354,12.6
1003061,9.9
926463,6.0
28071,9.0
259591,14.0
622179,5.5
1111170,5.0
20493,10.8
1136161,2.9
36135,3.9
530767,6.1
1051861,14.0
822601,1.5
797534,3.2
961891,12.9
641717,11.5
901528,4.6
1106728,11.9
615444,9.9
1107835,6.6
1002687,7.4
1000334,6.9
188032,6.2
743295,11.5
1055873,14.7
710840,9.5
115660,12.6
190347,14.1
749718,4.8
98191,9.8
13626,5.2
130481,19.0
629248,15.8
1124233,12.9
410725,15.4
667112,15.6
80737,8.7
333234,9.1
1035395,10.7
894243,3.8
1112610,7.6
124575,9.3
1094202,13.4
275053,8.4
983855,7.7
995959,6.1
833573,4.7
559760,22.5
968869,13.1
215905,10.8
1157789,8.7
235442,12.8
959906,9.7
15912,7.9
258269,4.7
366393,11.0
15750,9.2
446732,7.8
480856,9.7
27045,5.9
370815,9.6
160067,8.2
1060434,8.5
91593,24.1
2070,9.3
535729,6.8
483899,11.4
507758,9.0
304777,11.1
350314,22.4
149904,11.6
498939,7.8
17757,2.5
1001812,3.9
248472,9.2
157690,22.9
722301,4.1
990080,6.7
1034049,11.0
165341,4.9
301038,21.4
16983,6.6
653879,12.5
46061,5.9
1002721,8.7
174023,4.4
663896,11.0
218388,22.2
799978,11.7
32940,5.7
999462,4.0
1101808,24.1
30213,5.1
220566,8.8
427163,8.1
136457,6.1
400819,17.2
227184,12.9
208053,14.3
27918,10.8
282527,11.8
124661,8.6
1090547,16.8
1117836,5.8
894600,3.2
1076401,15.5
1165781,13.9
1148726,6.4
996814,7.9
223685,12.8
1116078,7.4
409162,13.5
497244,7.2
1094437,7.1
379178,5.2
50372,14.2
826652,4.0
6093,4.0
546788,11.1
579363,4.3
1125876,7.2
24282,8.3
505920,7.6
854724,12.9
570328,5.3
20484,9.3
1075557,9.8
641716,8.1
1104324,13.6
156867,14.2
1123004,9.8
1158811,9.1
742840,6.2
639,9.8
22806,6.5
685906,8.8
751849,7.7
1152549,3.4
684319,16.9
1019373,6.8
293871,13.6
696444,11.7
550287,9.8
617815,7.4
176753,8.5
4446,21.1
20682,20.5
432008,6.5
89579,12.8
521725,21.6
912774,13.8
303373,6.4
468216,7.1
804124,11.1
273749,7.0
918028,8.1
956345,8.7
833436,9.2
884523,28.5
1081919,5.8
166325,11.1
519209,5.6
758690,5.1
1089128,10.7
391171,10.9
999544,11.0
5571,13.3
712941,2.9
727948,9.9
338346,7.4
490743,21.0
872949,7.7
1123231,12.0
165960,5.3
129309,11.0
1121694,10.4
24768,7.5
459861,10.8
51904,5.0
367831,10.6
16146,16.5
25389,4.5
642526,6.5
1089222,12.3
1105004,9.4
478808,10.1
828744,5.9
23211,4.4
982464,5.2
1062451,8.1
33327,5.5
121202,10.8
973467,10.3
1106183,17.7
1034846,10.3
341639,14.7
655249,8.9
1048258,3.8
955939,6.6
1080094,5.1
1072668,11.4
80118,19.7
1149066,5.2
1036751,8.4
1044871,8.6
596899,13.7
521533,9.5
576913,13.0
771873,5.7
562428,14.2
440854,7.0
988816,16.5
296758,15.0
197591,10.6
140008,15.9
346740,11.2
356517,10.7
18270,6.5
140330,18.8
997109,8.6
1145007,16.9
80216,18.7
269993,9.7
1084019,10.8
1143126,8.1
283249,17.9
423645,8.5
758914,3.8
134660,31.4
18630,2.8
584129,12.5
945963,3.7
437475,15.1
180100,8.3
274676,13.4
92431,12.0
562734,19.3
1149852,10.0
240067,10.6
32121,2.3
882134,13.2
1163237,22.2
35829,2.9
231052,7.2
1000176,5.3
690823,3.5
670943,8.8
637785,4.0
485996,6.8
1017998,5.6
676035,19.3
20286,11.2
1038267,9.7
1031358,5.2
275947,20.8
527973,9.3
1110471,8.9
1071694,4.0
394355,7.2
568126,6.1
40563,8.2
35847,4.6
519373,4.5
879162,10.9
458837,15.4
1063852,9.7
1146006,5.7
724771,2.9
771633,1.8
1070411,6.4
791959,8.5
1114168,11.7
848523,8.5
860845,11.7
220582,10.6
824019,10.1
991281,9.5
24066,5.4
816222,5.4
1108455,6.2
776177,5.5
35496,7.3
380893,14.0
834585,15.3
560534,16.7
583950,15.5
251803,5.7
419859,7.2
240490,8.8
40941,3.8
568653,14.1
153507,22.2
77929,13.9
692495,22.9
1001075,9.9
619684,3.2
759239,2.4
20151,16.8
982549,5.5
288780,12.9
1041792,11.5
772333,10.7
868430,13.3
32355,2.5
516674,14.4
33156,20.8
36207,10.5
299778,11.6
46808,7.8
692429,26.5
1012140,10.8
317827,7.2
1102036,18.5
400516,8.3
403214,15.0
62966,10.1
1000743,10.8
206734,9.8
206310,11.9
1002757,4.7
890544,16.4
1016858,6.4
442375,10.4
746349,5.6
1145134,14.1
862502,8.9
1002153,10.7
641599,9.6
27270,4.7
459085,18.3
731396,3.3
1094877,2.1
555215,7.6
815446,14.2
1079018,6.2
164645,14.3
777606,4.0
1116488,6.2
1123986,6.3
65017,14.2
20808,7.8
1133634,9.9
874731,15.7
30222,11.5
1136589,10.7
1016963,6.7
997627,12.0
99927,20.4
354364,7.8
299663,7.6
334683,7.8
852779,9.3
1112645,4.2
812960,5.9
781861,17.1
428158,4.6
1081059,17.8
702964,6.5
983297,5.5
284771,13.6
25560,9.8
846918,10.7
541046,15.4
312659,11.0
811904,8.8
1018364,15.2
1136700,11.8
1123005,10.4
482553,12.6
451618,6.7
946890,10.8
1131956,7.5
23310,3.9
707414,6.0
31977,2.2
180796,6.2
715100,2.2
858763,13.4
648849,15.0
375277,14.3
26847,6.1
352119,1.9
567214,6.4
924957,4.4
433920,12.2
938428,11.2
965836,8.6
16920,3.7
1013377,13.4
788161,7.7
262066,4.9
1719,12.9
997056,9.2
1047152,15.2
1052562,10.4
1138637,5.8
1043992,10.5
234597,15.5
997375,9.8
1077112,10.0
959085,11.4
731766,6.9
348078,6.8
367822,10.4
310522,10.6
881529,29.9
898047,2.2
1166370,6.6
480347,13.2
115781,7.0
1103957,5.1
1051060,12.5
1045663,23.5
800165,11.8
923628,5.6
444051,14.0
328948,6.0
614798,15.1
705739,12.4
4617,10.4
11763,7.6
693059,9.2
169382,12.8
907856,4.0
1090973,4.6
5355,7.8
280838,0.6
364841,8.7
1111573,1.2
874000,5.0
900107,4.2
397625,14.0
950747,6.6
1017243,7.6
566134,9.6
795947,9.5
27189,4.2
577395,20.1
406360,17.4
172424,6.0
1042539,15.2
1105073,4.9
720755,8.8
785062,7.6
807335,10.8
505829,4.1
326524,16.7
666481,13.8
677422,16.4
1165483,4.2
870909,9.1
37368,4.8
1141764,11.9
1104612,12.9
1021144,16.7
362039,11.5
21969,7.5
134164,6.7
788311,6.2
75690,7.6
61982,12.6
601376,5.6
282252,15.6
578329,16.5
923710,4.1
192868,13.7
680570,12.7
247141,8.7
756415,8.7
350262,19.2
297429,2.4
711499,4.2
1029919,8.8
1103109,9.5
39015,2.2
778610,5.4
306902,11.6
70203,13.0
374969,15.5
588829,12.7
1103144,8.4
496973,7.0
672178,3.5
297975,12.6
935586,6.0
780661,11.2
256763,22.3
944692,5.9
42283,4.5
1166490,8.1
1082085,4.7
1566,13.8
1092779,11.3
1075871,7.8
12915,3.8
636059,10.0
384836,20.0
648983,13.2
473904,23.1
220659,12.6
848506,8.0
129785,21.7
1130909,7.5
1018938,12.5
210152,10.1
9720,8.2
951388,8.1
802756,11.6
29340,11.2
1056389,8.8
468180,12.1
741322,4.7
419550,14.7
671058,9.9
155203,25.7
887022,18.6
56690,19.6
428779,5.5
1139038,3.7
276829,15.4
102058,6.0
106727,9.7
804925,10.1
144256,23.1
509569,5.2
497217,5.7
476958,6.5
420070,9.3
1146074,7.6
243668,9.6
1043807,8.9
