,pm25
20313,4.6
18117,7.6
287688,12.8
783790,7.7
197478,6.0
1097952,6.8
336658,8.6
739664,24.4
572177,6.8
328663,8.6
313503,12.2
1136016,4.5
5751,5.7
186736,8.1
547337,4.8
27405,5.1
1073121,11.4
863801,10.9
1014696,16.1
579412,7.6
1029483,14.8
2295,13.2
480014,9.3
64839,14.1
28386,5.2
376765,11.5
69746,11.8
706786,7.0
302368,18.6
1019770,5.3
843237,4.9
516471,11.7
1004460,4.1
401101,22.3
930837,6.9
908531,7.0
874527,9.8
998702,6.8
1098172,8.6
701549,4.1
1125570,6.9
1048743,5.6
965787,6.8
647845,13.8
333555,6.1
530590,3.9
231711,17.0
1129930,5.5
981115,2.9
845445,3.2
801247,5.0
219723,11.3
350484,12.6
611645,14.0
667669,12.2
902187,3.3
717452,8.5
433556,5.3
238270,6.9
1012438,22.1
38790,4.8
929265,3.1
810255,5.0
895611,1.5
959959,10.2
1048379,5.2
1004156,15.0
977898,5.5
371837,11.6
72351,11.2
431262,14.6
1140912,8.7
669066,13.4
65425,13.7
1135003,5.2
16776,10.3
1165856,9.9
499665,5.9
1026644,9.1
157787,20.0
19845,8.4
1146049,7.2
10620,5.6
258285,4.7
1048674,15.5
1091337,11.2
1104717,11.3
1114874,10.7
322249,5.9
18837,3.9
601826,6.5
19629,8.8
535592,10.5
1045524,9.6
656876,19.5
1159493,20.5
707008,4.5
280517,12.2
675392,5.5
788716,2.8
614498,23.1
716915,6.9
1139942,3.8
1067376,10.3
123314,11.4
595006,5.4
41601,4.8
537782,6.4
981922,7.0
1011210,16.0
1115845,9.7
856331,7.4
393682,11.5
1166433,11.4
287281,14.9
1120350,4.1
418998,12.6
320851,8.0
540842,8.7
829265,9.4
1000306,8.6
997440,7.9
763785,9.9
28098,6.0
396779,18.8
999228,21.7
495616,15.6
1100744,11.4
86491,8.2
318387,11.7
1056764,10.8
1034211,19.0
783898,7.2
1118133,18.4
799368,9.0
998099,9.1
1048168,18.4
999365,7.2
753257,7.5
591005,6.2
1038276,8.1
119521,7.9
1000947,7.3
635364,7.3
627894,5.3
321006,17.5
15318,5.1
1076036,21.5
1066067,9.5
823361,13.5
1070845,9.4
62205,10.9
1045072,15.1
187708,36.7
1025174,16.1
96660,16.4
756431,10.2
749767,10.6
104215,7.2
22941,4.8
703894,6.8
369883,6.6
871217,8.0
1132454,12.4
1100395,7.1
177253,15.5
459371,16.2
997136,6.0
62975,8.2
512045,6.5
942289,16.8
412592,14.6
1085524,8.7
16929,3.3
741908,8.7
261334,5.7
433170,6.8
453765,9.2
958303,5.8
198212,8.6
356068,14.3
1049895,19.0
1019243,11.6
113185,6.4
1109547,8.5
62389,13.3
1009686,8.7
1070567,6.1
826603,4.6
424020,9.2
271120,5.9
914844,4.7
34983,2.3
21780,9.4
887867,15.6
154281,11.6
960401,17.5
992221,3.9
605024,10.8
1166385,3.7
1092890,6.7
501515,16.2
1076772,16.2
652868,9.3
938834,13.9
714795,11.9
993550,3.9
287118,9.6
352070,3.4
836749,13.8
654997,9.5
19188,5.9
1007583,6.5
19377,5.0
1002826,7.2
1036516,12.9
975346,6.1
778163,2.6
449964,10.8
36072,2.0
794526,7.7
683375,3.9
1002862,3.8
910138,4.1
145634,12.9
808926,33.2
1112793,8.4
18954,5.8
1101285,4.5
1125765,6.6
538601,15.7
1067271,10.1
1127811,5.4
1101389,21.5
862940,3.9
1032639,20.3
41679,15.2
1104438,3.8
1073861,11.7
35262,5.1
406042,14.4
1121659,8.5
32472,2.9
85830,10.9
1071824,12.0
316041,4.4
37899,4.4
597472,11.7
540989,7.8
1081085,11.6
476075,11.2
312473,11.0
216068,14.8
879074,14.6
1030023,7.6
1118797,6.2
49696,8.9
884065,11.0
26388,4.7
25641,6.4
26631,5.4
466186,20.6
710637,5.2
1103284,19.7
529202,7.7
5895,8.0
871646,8.8
1104777,10.0
703357,7.7
524020,11.4
4626,9.4
659294,19.4
108914,6.0
237057,17.1
926630,9.6
964890,9.8
484592,17.2
1075061,7.3
1136999,2.9
244719,9.2
1122530,15.5
908278,2.8
939168,14.3
792348,9.6
140944,18.0
898706,8.7
500267,9.9
1116538,6.3
22779,2.1
933540,3.6
318708,7.9
212147,11.8
24570,6.8
843561,6.6
762166,5.6
476999,8.5
775629,6.1
393454,8.0
268927,7.8
462917,8.3
1130508,7.8
464070,6.4
1162002,3.8
557462,10.5
520082,11.4
1023868,15.0
1138936,9.0
35748,1.4
643111,9.6
326761,17.3
1015519,7.8
228641,8.0
1003011,8.5
526762,8.8
126053,15.9
1148182,6.3
250450,12.8
71061,17.5
677660,6.3
602102,4.0
1015684,6.1
1091917,13.6
784990,8.4
1165539,7.0
723304,11.7
410497,13.4
237530,6.8
552739,6.1
929419,8.6
88468,11.2
776504,4.5
308142,16.0
25632,8.1
837052,8.2
985534,8.2
115609,4.5
1064088,9.5
1029318,5.3
1048848,13.8
252710,6.0
707987,6.6
768682,8.6
869563,5.0
15030,8.7
89054,13.6
638037,4.4
106650,6.8
119469,8.9
27666,13.0
723216,12.2
710930,12.7
588659,14.4
266200,12.1
231313,6.2
1139355,7.4
226639,9.5
71418,22.6
1134230,2.9
68424,20.2
86937,14.2
19917,3.9
733138,12.4
27999,13.9
476339,11.1
36972,2.4
121934,5.8
998862,6.1
240017,7.4
1150381,2.1
930634,5.2
1080050,3.3
1103145,11.0
1109939,9.0
173443,10.6
949138,4.5
41067,5.5
195007,10.3
35838,2.9
729503,10.9
368194,11.8
1147293,6.6
665538,21.5
943680,7.7
1049013,19.7
749058,6.7
117951,6.1
1014047,9.2
349098,2.7
999806,8.7
573284,20.0
988273,11.7
451219,10.1
1165196,6.3
1062782,16.6
1069802,4.5
1151919,7.6
676001,11.7
966940,11.3
162619,18.7
504472,11.9
858747,17.2
482213,17.8
643786,5.8
999217,16.1
423681,8.9
536996,4.8
34182,9.0
675916,12.6
558,7.0
344232,1.7
3888,8.6
228564,6.2
616122,6.7
993127,14.2
191752,9.0
103842,19.1
584583,9.3
2988,9.9
835717,9.7
1030014,12.1
1089467,17.4
7956,12.8
1162616,18.5
659748,9.0
882256,12.0
490179,13.2
1039337,7.0
854269,7.1
696408,13.8
728423,6.8
991467,9.7
1029206,9.4
892541,6.9
1165598,14.1
1045202,9.2
26190,2.1
43915,9.7
366793,8.6
747820,12.1
153047,15.5
822057,7.4
537330,7.6
121287,7.5
841629,8.2
4788,3.7
150336,8.0
394257,6.8
334968,7.6
966786,6.2
1065987,13.2
45740,5.0
631992,3.7
1087857,14.7
1102394,7.9
991638,9.3
525671,6.0
536693,12.2
824271,11.2
68949,8.7
1038101,14.0
1114413,2.9
807620,7.5
1083470,11.8
1071833,9.3
1055430,22.1
167404,10.9
1145240,8.5
804701,8.1
439189,10.8
725806,6.1
39681,4.2
78188,9.5
807099,5.9
461917,8.3
26523,3.4
232155,18.8
2250,9.1
280789,8.4
1033753,10.5
1165574,5.3
1141406,10.2
540613,6.0
51602,4.0
881915,16.6
435419,12.2
742110,9.4
552756,16.0
110957,12.9
264689,8.8
772943,6.2
919452,2.4
819379,10.4
864036,4.5
25011,4.8
753119,2.1
467364,7.2
982615,10.0
402420,22.1
1001454,12.8
174372,5.2
283533,21.6
168315,10.9
623467,17.1
194784,17.7
495674,14.3
129358,5.9
742094,8.0
493999,6.8
1032263,13.4
870336,9.5
1065682,11.0
462706,6.6
453814,10.1
1090937,2.3
1007092,9.9
9324,8.2
1021283,9.5
228056,19.2
1162011,10.9
1030208,12.4
1097378,1.6
32409,4.8
821902,7.9
369410,12.1
614987,8.9
125915,10.3
133022,12.2
838867,10.9
934235,8.6
698117,7.2
194921,5.4
201010,10.7
79854,15.5
695937,12.2
113356,9.4
424141,3.2
102195,4.7
487116,6.5
474140,16.6
51781,4.9
551196,14.4
396206,13.5
897016,7.0
1143516,7.2
1078973,11.3
1096578,11.3
65474,14.6
664064,16.7
803552,4.7
1095487,8.8
1084949,15.2
829517,3.5
1036787,6.4
1016153,9.9
501181,13.1
990014,5.4
73299,9.3
617033,3.5
999177,15.1
14823,8.6
967503,11.5
515391,13.1
702321,4.9
1153487,8.2
698355,7.4
529700,7.9
549908,13.3
18243,4.7
392272,18.8
1072303,6.1
310226,11.7
703203,5.7
1070986,11.0
262762,15.1
344480,3.0
1129293,8.2
421394,11.3
11169,8.3
638950,6.7
859935,15.0
36612,2.7
644686,9.9
515740,21.4
1150779,7.6
771276,11.1
693629,5.7
120791,7.4
48327,9.9
777142,7.4
82181,6.3
165142,8.5
999412,10.2
272645,15.3
500190,8.7
586496,10.2
71630,13.7
717692,25.8
1090303,9.6
1019890,8.4
411577,10.1
1002301,10.1
107472,5.8
306551,7.9
954957,6.2
369369,10.6
1154740,10.9
756637,3.9
63662,10.8
1013856,15.7
1106762,7.6
416115,8.3
530493,5.7
678830,12.1
1003991,11.6
934372,7.5
16443,6.9
311328,8.8
413297,10.7
687670,7.1
1104403,3.6
704458,11.4
1045853,10.4
385023,15.3
1119443,12.9
1004825,6.5
377909,14.4
1023564,19.2
274023,15.1
47366,12.4
463735,7.3
303984,10.1
241820,10.1
1018608,11.2
1048614,14.4
5688,4.5
307434,16.0
920175,5.2
978955,8.6
935878,5.3
24192,6.2
353959,11.5
1021108,11.8
521761,17.3
579733,8.2
485410,6.3
796607,24.4
161223,6.9
891372,24.0
441564,8.7
904828,2.7
712283,6.4
22032,4.7
959183,12.8
37719,2.6
1007198,12.8
1048293,4.3
1056834,7.0
359705,3.5
1151008,4.2
1007338,9.3
1094212,25.0
630725,8.4
474026,17.0
1165663,9.2
1052457,7.1
962965,8.9
40905,7.9
1033944,13.3
1055716,12.5
756080,12.0
292489,10.7
1073512,9.2
967981,6.6
965260,9.3
898870,10.9
333034,8.3
14310,6.8
955520,4.0
1067115,19.3
486828,13.8
1008146,7.5
229336,10.6
493583,9.2
459256,14.5
1104314,11.1
855824,11.0
80033,21.1
883389,11.8
923490,5.5
916639,2.0
1004635,11.7
1020438,8.7
95416,12.4
202533,10.7
271496,12.6
330764,10.0
858547,9.9
305669,8.1
1000934,9.9
321453,21.9
827176,18.9
640792,6.4
654472,5.7
785349,7.5
1111686,10.7
1057965,9.5
379545,13.4
26010,2.0
1067036,17.4
665213,16.0
248829,13.7
455588,8.2
104647,13.9
19638,10.6
359107,5.1
40113,8.6
130717,15.9
823243,8.4
79343,21.3
1139466,13.8
745805,13.5
1046508,10.3
540427,7.4
4014,6.9
237741,12.5
148361,9.9
282935,15.4
1067480,7.3
1055230,3.0
804823,7.1
1075591,15.6
702053,4.6
1061946,26.4
937783,4.4
452124,8.5
760647,5.3
868568,9.6
393512,11.1
407907,10.5
5040,3.9
495127,11.6
1148216,3.4
5562,9.4
325482,9.3
453121,8.2
1003481,5.4
563288,12.5
316721,8.1
1067968,9.3
1050570,8.2
450389,10.1
700769,9.9
376084,15.3
600927,8.5
661780,9.6
1095653,8.3
1133405,14.4
112379,8.7
499814,5.2
383279,7.6
743190,5.4
498767,5.3
509099,8.5
999132,11.4
1140631,7.1
997468,12.5
1040192,7.5
94329,18.8
69780,14.0
382037,7.0
29160,10.6
999292,12.3
832538,17.3
997167,4.3
53797,6.0
733239,8.0
394542,8.5
1108010,2.2
1044592,5.4
1042059,5.8
630689,9.5
355572,9.9
1114577,7.7
759965,7.5
687466,6.6
1009721,11.3
1020673,9.6
304761,10.1
691868,5.9
773705,7.9
271340,6.5
903237,4.7
761307,10.4
270933,8.0
31752,3.9
1164200,15.8
1055661,4.6
893690,11.2
177192,13.0
690214,6.0
955635,3.5
902613,6.3
937158,15.6
254899,13.9
104386,5.8
128687,5.7
557820,12.1
1001181,4.7
285333,9.1
699087,5.6
1069888,9.7
1123136,2.0
999579,7.5
559170,11.7
58120,10.1
823308,13.3
278583,23.0
208654,8.8
713039,3.4
12771,6.8
356120,20.2
192661,4.2
1002054,11.4
989356,14.5
204239,10.0
1092891,7.8
656470,16.6
306617,11.0
660915,23.3
1063382,12.7
37305,12.5
53321,11.7
431807,11.6
1060879,8.3
129611,17.5
274366,9.0
82435,13.6
143696,8.3
1096132,4.7
74825,8.3
220873,8.6
982362,5.3
15525,17.2
622625,4.6
1584,18.6
5139,6.2
798233,6.8
1154162,10.3
172522,6.0
247982,7.2
1103705,12.0
805144,6.7
1024539,10.8
435785,8.1
878363,11.7
803487,4.2
1034785,11.9
26577,3.8
1005916,7.6
193885,4.8
726058,5.0
832424,11.1
106370,15.4
1001472,9.8
280481,11.7
228169,18.7
1047657,19.5
333148,8.8
600011,9.7
595023,6.3
1007677,18.2
1048753,20.0
1111196,5.1
1153401,11.0
994520,9.8
1091888,7.3
347941,5.8
1137767,4.4
1030508,8.4
444735,9.6
661528,10.6
1006160,11.9
231761,18.1
473347,10.9
1926,12.6
501592,13.8
421207,8.8
865662,7.5
957697,16.1
23607,17.7
954623,11.2
6444,9.0
882662,7.3
1027559,6.8
108279,7.8
5841,5.0
756823,5.0
500447,11.1
189135,9.1
898869,9.0
361554,3.7
1015918,7.9
1165727,4.8
663693,9.1
1047456,15.3
647135,6.7
504275,15.2
1058909,12.5
338668,9.1
303584,13.1
1069525,7.1
1088807,11.0
582229,11.8
973431,11.0
337948,4.8
973873,7.1
283769,10.5
500026,5.9
22005,1.8
1108604,4.5
910982,6.6
916332,3.7
1077945,13.4
757435,7.5
382806,10.5
893487,12.8
1001722,5.0
109686,5.8
1126064,6.9
1030708,9.5
722898,7.3
434090,6.3
590831,5.3
750056,14.8
17190,2.7
1118876,10.3
464297,12.3
563735,12.2
1030139,4.9
603154,10.4
1096178,6.4
171304,4.8
536719,8.6
933338,4.0
389772,5.8
1127308,6.9
152962,17.2
749157,4.6
1034058,11.5
878599,5.2
750020,15.1
568864,11.0
826482,6.4
514403,5.4
721276,9.1
1108961,10.6
547900,9.0
47432,26.5
441381,13.2
1035847,7.8
573365,11.3
919720,4.6
869964,13.5
869059,13.0
32976,12.0
966344,10.3
94230,12.6
233363,7.7
1074651,20.5
966088,7.4
552782,11.7
1065092,9.4
1135114,14.2
315928,5.3
507113,11.5
1028712,4.5
17046,5.9
1048579,16.3
1153213,4.4
827690,5.2
610508,6.6
908750,6.0
1097247,9.8
190473,9.5
1000017,7.1
847563,5.9
1118534,8.6
1046352,12.8
566574,8.5
916992,10.7
918794,3.8
413261,10.4
830767,5.3
1054525,7.4
450030,10.5
676964,11.0
187744,33.7
177078,10.8
73450,8.7
20340,12.2
469530,10.5
193649,6.2
115797,9.4
329273,13.0
132390,8.1
1099775,21.5
1110306,6.7
917366,5.2
579831,11.9
254850,14.1
1009521,13.0
383402,10.0
597791,9.1
1080614,3.4
908619,4.6
1153265,6.5
1124199,6.0
1063416,8.5
688377,5.2
1103511,10.0
13797,3.2
951389,8.9
432517,8.7
219407,19.9
78873,21.7
15399,8.3
268221,11.5
671926,8.6
295158,9.8
2970,6.6
381402,8.4
582929,15.5
1166191,5.6
13329,5.4
874904,13.9
1051034,11.9
553017,9.9
508306,6.0
578764,19.6
1063608,5.4
1074792,6.7
1141338,6.5
41613,5.2
142514,12.5
819562,7.4
414666,5.9
17469,3.6
387105,16.0
35226,0.5
458714,10.5
1068844,8.0
111157,6.9
1147064,6.4
28827,12.2
405,7.9
411456,8.1
42454,8.2
829720,9.3
1091908,12.4
600985,10.0
830021,6.4
235028,23.9
979063,5.3
1042495,8.2
23148,7.7
660784,35.8
471340,10.8
2844,10.0
243074,10.9
934323,3.6
228454,14.5
557292,11.5
22050,6.2
1090337,12.1
117629,4.4
751076,9.0
1129182,4.3
349805,24.2
972563,7.1
1014515,12.0
911831,9.1
627207,4.3
361117,9.2
479185,4.8
240917,10.5
322150,6.4
504226,14.1
572089,9.4
451977,6.7
1098512,8.8
1108525,8.9
1066431,8.3
937279,9.8
36333,4.7
1011906,4.3
667043,9.9
575354,5.4
650840,8.8
1097088,10.1
933727,4.6
1041508,19.1
1095523,11.0
1024653,12.7
850717,19.5
127828,11.1
596117,11.9
253691,7.9
797600,8.9
241503,10.3
545227,10.7
468956,8.4
198124,12.2
443668,6.1
362682,8.7
1007711,23.9
584632,8.8
1095225,10.4
25767,6.1
7965,9.4
1036396,7.9
848811,7.3
1125212,7.6
1040972,7.8
13356,5.1
386901,22.1
1119914,7.8
984143,3.3
559357,10.1
53337,17.5
1020813,19.7
1033109,9.0
801706,4.6
1064123,9.8
1010190,12.3
1016093,19.1
52189,7.6
962523,9.6
49933,18.8
913049,7.6
582213,16.1
951441,6.0
467011,6.4
1053637,7.2
1215,10.8
575403,2.8
1035220,6.9
394033,2.9
804449,13.3
574395,43.0
109450,6.5
493998,6.1
902066,6.6
281669,12.9
1070262,6.2
1052509,7.4
1080,11.9
211845,7.8
148161,10.5
971974,6.6
66682,10.8
1019805,9.9
875879,6.6
280044,6.0
1066466,6.5
219970,12.9
176866,11.8
271007,6.3
292860,3.8
251362,9.3
938493,15.5
373913,13.9
192407,16.4
263576,10.0
1042659,8.3
620184,7.5
573486,10.2
85643,14.2
996846,5.8
8469,5.2
921734,2.6
1007956,14.2
1061313,8.1
262969,8.6
926414,5.9
628386,6.6
593866,6.9
793216,5.7
37764,20.8
1053566,9.5
120216,9.9
219921,10.7
848238,6.7
1114248,15.9
799030,10.7
768935,5.7
13383,4.1
1084480,5.7
1101354,14.0
700952,8.3
835040,12.7
138524,7.9
563439,12.3
1164916,45.7
609792,6.0
509148,8.6
403454,13.7
1121144,10.4
4095,11.4
1158956,11.6
1049376,16.6
776553,4.0
647862,17.7
243619,11.4
82231,14.5
1117123,14.4
652783,9.8
1165161,7.1
17280,9.8
700448,9.2
1099697,15.0
385481,15.0
714901,8.3
884913,32.0
1102229,19.7
587718,14.8
1050646,7.2
755467,11.5
534947,7.3
23049,5.3
23643,16.2
919062,3.9
289960,11.8
433630,10.8
1018513,6.7
1013472,15.8
645127,10.6
150413,9.0
659107,12.4
218112,11.0
1001511,17.6
361240,7.0
178530,5.5
705433,6.1
356858,6.9
1043712,13.9
566363,9.5
18045,4.7
35082,2.2
52263,7.6
743410,10.3
177772,21.5
327082,9.2
646052,8.8
1000831,5.9
83438,13.0
1067775,7.5
397808,11.0
9045,8.6
458128,6.5
1046307,11.8
41715,7.4
438600,12.0
993294,10.0
322028,5.0
1013073,22.8
1054524,11.2
265023,10.7
718399,10.3
915709,5.4
85391,11.0
782852,12.8
429568,12.8
31968,2.2
755805,15.9
542912,10.7
1112349,8.9
1005210,9.2
423368,8.2
226587,10.1
209902,9.4
1131181,23.1
694258,3.1
171889,6.3
523723,9.0
1109669,7.8
339527,10.2
880563,7.4
5031,7.0
184810,6.9
1118788,4.8
4203,13.5
1051629,18.3
529609,9.1
1000498,9.9
1101941,20.0
853761,6.3
962434,10.4
948733,4.4
733715,6.8
875968,6.5
632175,3.4
1146321,8.6
162258,15.8
1073312,6.8
72252,6.6
717131,10.4
773318,6.3
674002,7.6
166920,11.3
663604,8.4
555535,5.7
340894,8.4
875002,11.7
201397,15.6
201649,7.8
1053005,9.9
234520,16.5
34974,2.3
459020,10.0
86001,11.7
1144053,9.8
778114,2.7
725412,7.6
1061582,15.4
746448,9.3
1088458,8.3
1121387,4.5
82930,15.6
200760,10.6
1120856,6.8
102756,11.1
525325,10.7
1065093,11.4
934893,6.0
939439,11.2
918830,3.1
817788,6.4
1068809,7.3
33669,19.2
831206,4.3
800014,11.2
315408,8.0
393320,9.3
688292,6.1
429691,16.7
1107398,12.1
706910,5.7
261048,7.5
192391,10.6
1156606,7.6
339055,8.8
653388,12.0
16956,3.5
6723,6.4
286289,15.2
655232,6.9
966327,5.6
333956,9.9
1123392,7.0
630889,11.0
350525,17.4
222971,5.4
1115157,8.7
579049,9.5
801500,8.0
12717,6.4
256678,22.6
1145342,13.6
997949,6.4
514282,6.3
1074051,12.5
930064,3.9
1431,5.9
381635,9.9
1064472,9.6
182784,7.0
280717,11.3
121425,5.9
81905,14.4
707365,5.3
103180,6.6
1042225,16.8
30510,2.6
554758,11.5
99727,12.7
523292,8.6
974420,10.0
99303,10.5
233835,5.4
787602,6.9
1013741,10.4
560779,13.3
787874,5.9
694769,6.3
42030,3.9
589235,10.2
690039,7.9
410355,8.2
779859,4.4
472597,8.7
691819,9.2
351412,12.0
1099959,7.4
31113,5.7
1039767,15.5
848559,10.2
1002483,11.2
9495,12.0
831311,6.6
452596,6.3
1099531,6.4
564347,5.2
1017303,10.4
927929,4.2
761422,10.6
892907,7.3
909025,5.1
35802,1.2
997791,7.7
785717,12.8
347770,10.3
720463,7.5
656673,15.2
41517,5.5
52340,10.4
422424,12.6
135844,10.4
48440,9.5
951775,13.5
1162650,10.0
24102,9.7
41373,10.2
979178,10.3
79185,21.5
597928,10.9
821780,9.9
984940,9.4
1063547,8.1
93260,5.5
1051834,8.6
999522,4.4
1023494,22.4
923677,5.1
935220,6.4
248980,11.1
1047561,12.6
1034550,9.7
37476,14.4
680958,12.5
474748,10.6
123913,15.1
357645,7.4
570644,4.4
627069,5.4
1047716,14.6
784455,5.4
693157,8.2
324594,10.9
436029,7.6
186934,9.1
229747,15.4
823446,11.5
1087683,7.1
131780,14.4
44578,8.0
958692,4.7
866769,7.9
17433,4.5
899161,5.6
1117053,7.9
350980,4.9
115255,7.7
1007557,8.9
135157,8.8
1019726,14.1
51816,4.8
38844,5.2
1037186,15.2
600194,4.2
614847,21.5
195304,6.6
129139,6.0
91519,10.9
772025,12.4
147859,9.8
552690,6.0
691394,9.1
452971,9.0
960584,15.3
1021073,16.5
835092,6.6
1105029,5.3
488251,7.9
1053993,8.9
61867,14.7
849859,9.1
1153444,13.1
12600,9.2
842998,5.9
1575,20.2
675507,8.3
1058474,23.7
7254,8.3
196415,5.3
437255,9.7
19125,5.5
1016353,6.8
449471,5.0
1158922,6.4
233950,6.1
636042,9.7
962811,5.8
470989,8.2
664437,9.1
413209,10.4
557706,11.4
827104,19.4
887226,19.2
645459,9.2
32454,4.6
96773,12.7
729673,6.9
445415,11.9
1047047,13.2
517771,7.4
1076947,6.6
986311,8.5
491222,15.3
1091748,5.0
330327,5.8
793880,9.2
242378,16.3
1011376,9.0
203392,9.5
261032,8.9
1127111,6.6
1131514,8.3
537994,10.3
456911,7.4
1034855,12.0
91634,22.3
645629,8.1
152498,23.8
1038857,6.5
1161696,4.9
515349,11.3
808009,5.4
999427,6.6
1160302,12.2
10917,6.9
173606,4.7
31896,6.0
1099079,17.5
584534,8.3
89090,12.3
1016929,5.0
998925,7.0
651366,10.2
670179,4.2
409526,5.0
53533,8.4
389346,14.9
352478,9.7
1120717,12.9
357609,8.2
1113880,5.5
13986,10.8
865166,7.3
107049,10.8
551432,17.9
1001313,13.5
1069240,9.5
749669,7.1
12546,17.5
1132126,14.7
1008016,24.3
1080049,2.8
912188,6.6
242549,16.1
568730,14.9
845851,9.1
610231,4.9
1125953,8.0
813945,11.4
190779,10.5
785313,6.0
889548,2.4
140533,15.6
11178,3.8
671175,12.8
296163,1.0
147322,10.1
1058829,13.2
1144615,8.3
378553,6.1
289758,13.5
621249,10.2
1137862,8.1
290205,13.2
825896,14.5
1051836,15.0
1129225,6.4
1002384,13.0
1095097,7.7
1165276,6.8
120921,11.7
764849,13.8
236138,6.1
892249,4.5
1001901,15.2
31572,3.9
302519,14.3
10485,5.9
490945,17.4
851410,11.6
1131428,9.0
1145623,5.9
608310,5.4
87869,19.8
645039,14.9
25290,7.6
336559,6.0
658724,25.1
667518,18.1
665790,16.8
1054864,4.2
792312,10.0
24003,7.0
510629,9.4
938071,5.3
634624,5.9
1148368,7.3
110334,6.1
654675,8.8
517796,8.6
514240,5.2
68863,7.4
836376,16.4
2124,8.2
121698,6.1
1092479,4.3
1166040,9.1
603795,13.9
236935,12.0
713307,2.1
1058349,7.1
603965,10.8
430703,14.4
408321,7.5
1117845,7.0
685586,6.7
685854,8.6
1008191,9.4
1046098,15.4
1073391,9.3
19485,7.2
188289,7.5
39663,3.8
548937,5.7
1061009,8.7
545590,13.1
1113228,12.2
12213,4.7
1001707,5.6
681872,7.5
203444,13.2
41292,8.5
218648,12.5
210438,11.4
1128688,3.6
7272,7.3
1030279,15.3
188388,11.6
1160991,7.8
1000039,9.4
405799,5.4
805347,12.4
1031698,11.2
270527,11.2
446232,7.9
1134459,6.5
1111477,3.7
1113419,9.7
537740,5.8
467891,7.0
910462,5.6
1072799,29.3
1120524,8.7
921986,9.2
643803,7.8
259526,10.4
719654,7.8
496924,11.4
116083,9.2
1113454,10.8
205215,14.4
1004365,9.5
744576,10.4
1066092,8.9
813743,10.6
642155,10.7
1021884,15.2
432468,13.8
193128,9.6
63698,8.7
1145161,13.8
1025149,16.9
588626,11.0
1020638,8.7
998325,8.0
1001476,13.2
1006100,14.0
46025,7.5
188899,15.7
1134298,7.5
999013,8.1
276679,23.5
236748,5.5
1058569,13.8
853575,11.9
476983,7.2
1114204,14.4
224706,10.9
821764,6.1
885116,23.8
940300,7.6
31797,2.9
1166013,16.6
948241,6.9
554390,9.1
230731,11.4
127480,10.6
907178,14.0
1102752,14.5
1026383,9.5
1059429,11.9
525688,5.7
49237,9.6
8352,7.4
914146,8.9
1109565,7.2
603346,14.4
642188,12.6
374854,20.9
616464,8.7
473656,9.0
623165,11.9
395371,16.6
1070775,10.6
398078,11.8
11457,12.3
94304,12.2
727931,6.6
998681,6.8
488438,4.5
467741,8.8
15390,10.3
1072338,10.1
914281,4.0
1070366,9.3
468339,10.7
548021,5.5
667266,13.0
222834,9.0
528136,16.9
1048344,4.9
811596,6.5
693986,3.9
1063122,12.9
1144402,6.0
944830,2.4
314023,8.2
59562,11.2
1055300,22.0
525031,12.2
62153,10.2
502509,6.3
1135012,6.3
322199,5.9
584681,7.9
403717,9.6
192245,11.6
1059246,8.1
852474,11.0
1121109,6.7
887314,15.4
651151,3.0
206175,11.8
422583,9.6
729372,4.1
29637,3.3
13842,10.5
1092952,6.8
284746,12.5
25731,6.6
22266,5.9
37233,8.5
1043362,4.9
344765,11.4
439127,10.0
276838,17.3
899682,5.8
465077,6.8
17019,7.4
1153324,11.6
602850,14.2
312457,9.7
1078118,7.4
1045176,4.8
877029,16.0
1908,20.2
994963,10.9
1056484,9.4
666295,12.1
14859,7.5
26496,2.5
1142487,5.9
1045593,16.5
1079814,4.7
554406,5.4
18612,3.6
91618,22.7
843728,10.9
952230,17.9
623604,21.5
847239,8.0
540443,8.6
628588,4.5
1070402,8.2
1068253,16.4
1120141,8.3
938494,19.5
128154,12.3
579962,20.3
741437,6.4
96685,15.8
1055386,27.0
230431,8.3
1087386,9.8
8586,5.7
31059,4.2
679017,10.3
755670,8.7
849086,7.4
5580,2.8
883878,12.0
907961,3.7
969688,9.8
745474,13.7
829615,3.3
20979,2.8
24849,8.4
553885,6.6
146622,7.6
570523,11.4
494833,11.4
308598,8.0
518040,11.2
335738,16.6
1022059,11.5
1026090,6.0
1065892,7.9
877418,7.7
1165140,9.5
1029744,4.8
849708,10.1
317168,12.6
998822,9.7
1136487,5.4
469716,8.6
1103223,11.7
835177,6.6
255424,9.7
918126,12.4
184403,11.4
895140,4.2
1058165,6.5
1044627,7.3
837644,2.7
1033448,16.5
669521,5.0
127269,8.1
102211,8.2
435931,6.5
668744,14.5
439789,10.3
1074086,20.1
8136,7.6
1069887,9.4
1070506,8.3
379813,10.8
1015078,9.8
137426,12.3
10611,8.6
1102071,24.3
363103,4.8
81472,12.5
542937,14.4
951847,9.4
1110435,4.8
30717,6.6
713242,2.5
145366,10.2
59060,9.6
1107190,8.0
36657,4.0
1055159,10.6
508427,5.1
168238,12.5
1015294,7.6
586430,12.3
1060600,9.2
604930,5.3
238829,14.3
405164,12.7
231426,6.9
289774,13.8
750516,15.1
416570,12.4
382880,9.4
1033213,13.9
800774,8.9
539782,9.5
820695,6.1
563963,12.0
66186,10.3
1000858,7.1
728476,9.4
658773,29.7
