,co
93314,0.3
528812,0.6
220904,0.3
118245,0.3
227654,0.3
75121,0.8
480987,0.2
200963,0.8
224170,0.2
479912,0.2
209150,0.3
112558,0.3
278625,0.2
566768,0.7
479712,0.0
433554,0.2
276494,0.3
365770,0.2
482387,0.4
309621,0.2
462412,0.5
156799,0.7
47629,0.2
560487,0.5
357139,0.2
158779,1.2
366486,0.3
233049,0.3
78810,0.3
31919,0.4
74349,0.6
536912,0.3
147713,0.2
482937,0.4
562907,0.7
547237,0.3
135473,0.3
560962,0.4
245923,0.3
244614,0.4
426486,0.2
468387,0.3
66914,0.5
565679,0.7
440352,0.2
440918,0.2
559087,0.5
402068,0.2
207163,0.2
456362,0.5
568919,0.8
58070,0.1
516112,0.5
136737,0.3
202272,0.2
488087,0.2
542887,0.3
344298,0.2
354697,0.3
545212,0.9
529337,1.0
149736,0.2
178188,0.1
553912,0.4
499787,0.2
117708,0.4
79762,0.3
458487,1.0
30601,0.5
386245,0.3
262940,0.2
503087,0.4
430530,0.2
309585,0.3
76729,1.0
386281,0.2
255012,0.3
368186,0.3
501137,0.4
11890,0.2
552412,0.2
427591,0.2
510937,0.2
506787,0.3
113083,0.5
573149,1.0
9243,0.5
396919,0.2
254774,0.4
499912,0.3
576959,0.3
382456,0.2
8244,0.5
53443,0.1
192554,0.3
477762,0.1
26268,0.4
441438,0.2
411660,0.2
93601,0.3
236198,0.2
222935,0.2
415266,0.2
495562,0.5
127630,0.3
156229,0.3
527862,0.5
124579,0.3
463212,0.2
152616,0.3
552262,0.3
296807,0.2
451912,0.3
380465,0.2
564095,0.9
551337,0.2
565328,0.2
298203,0.2
482437,0.7
145912,0.2
109062,0.3
84405,0.5
19049,0.2
486187,0.3
576731,0.4
177651,0.1
432485,0.3
167413,0.2
536587,0.3
406184,0.3
530637,0.2
433979,0.2
102839,0.3
14411,0.2
191245,0.2
316588,0.3
450462,0.4
66438,0.4
530987,0.2
187601,0.1
398668,0.2
531612,0.6
546287,0.5
472587,0.3
577130,0.3
448362,0.2
490587,0.2
265311,0.2
441984,0.1
148225,0.1
399943,0.2
187769,0.3
73599,0.9
97647,0.2
523912,0.2
515887,0.2
248833,0.2
532437,0.7
504812,0.3
140740,0.1
287417,0.2
275708,0.5
403889,0.4
363135,0.1
366826,0.3
451312,0.2
212230,0.2
444212,0.3
170449,0.2
374610,0.2
452012,0.3
468437,0.3
569585,1.0
343922,0.3
542112,0.1
140145,0.1
136913,0.2
285385,0.4
17477,0.1
225808,0.2
446287,0.7
93040,0.2
267334,0.1
450337,0.2
477737,0.3
350738,0.2
347505,0.5
537562,0.3
70898,0.2
439115,0.2
495037,0.4
488162,0.3
478612,0.8
212136,0.2
47070,0.2
355802,0.2
195157,0.3
561837,0.3
411964,0.2
165201,0.8
46771,0.1
157643,0.7
191602,0.4
456462,0.3
375290,0.8
299733,0.3
568550,0.9
96610,0.2
194717,0.2
109690,0.0
51199,0.2
496912,0.3
311053,0.3
309111,0.3
506162,0.1
338750,0.3
540762,0.1
259812,0.3
296127,0.2
450962,0.3
338580,0.2
254179,0.2
344007,0.4
110355,0.3
496962,0.2
575588,0.7
194003,0.3
353883,0.1
562682,0.7
429680,0.3
121866,0.4
326948,0.2
414027,0.2
466837,0.7
517987,0.3
383136,0.2
193432,0.4
198727,0.1
377539,0.2
557837,0.3
576191,0.4
12128,0.2
257944,0.3
464862,0.2
233525,0.2
382031,0.3
135284,0.4
230622,0.2
197860,1.0
340924,0.4
563105,0.7
438059,0.5
203831,0.1
494012,0.9
313930,0.5
110584,0.6
283600,0.2
271052,0.3
183891,0.5
260798,0.3
113723,0.2
265513,0.2
411915,0.3
251650,0.3
108155,0.5
163219,0.6
572672,0.9
538487,0.6
568271,0.9
566903,0.4
322940,0.2
52139,0.4
542237,0.3
140859,0.2
361180,0.2
42568,0.4
412801,0.4
575741,0.6
340414,0.4
326608,0.2
436225,0.7
79728,0.2
23675,0.2
555312,0.1
306123,0.4
386451,0.2
276793,0.2
416152,0.2
103935,0.3
193423,0.5
526937,0.2
34,0.2
30091,0.4
484087,0.2
211031,0.3
343873,0.2
558237,0.4
442190,0.2
73684,1.8
122699,0.3
513887,0.3
185447,0.2
70331,0.5
573968,0.6
499712,0.4
29896,0.4
400829,0.2
44499,0.1
331113,0.2
500262,0.4
194299,0.7
220428,0.4
118566,0.2
78071,0.2
500437,0.2
429546,0.4
467662,0.1
533062,0.7
577115,0.4
577010,0.5
483612,0.6
573824,0.5
227901,0.5
400914,0.3
69696,0.3
75146,0.6
285230,0.3
505137,0.1
324957,0.2
146260,0.3
53434,0.3
564572,0.5
278937,0.3
499137,0.2
132309,0.3
54441,0.2
26497,0.6
563222,0.9
433809,0.4
117699,0.5
249300,0.1
15825,0.2
560812,0.3
77894,0.2
33167,0.3
223267,0.2
496262,0.2
290264,0.3
234892,0.3
454687,0.4
568604,0.8
494362,0.4
115438,0.4
574769,0.7
151615,0.3
39676,0.1
487837,0.3
41102,0.4
102126,0.3
236472,0.1
303060,0.1
311393,0.2
457837,0.3
575435,0.8
52994,0.3
136236,0.3
565040,0.5
570692,0.6
52920,0.0
468087,0.1
446962,0.3
307653,0.2
381060,0.2
458712,1.1
341470,0.2
500062,0.5
572510,1.0
36631,0.1
507087,0.3
503462,0.1
576926,0.9
569918,0.9
456237,0.3
244078,0.2
3388,0.3
123056,0.3
568217,0.9
570980,0.7
236948,0.1
292508,0.4
376895,0.5
283124,0.5
149177,0.1
574535,0.5
356459,0.2
557662,0.3
537387,0.2
214604,0.9
15504,0.2
27007,0.4
63655,0.1
22615,0.2
71542,0.2
574841,0.7
104148,0.3
428405,0.3
69516,0.2
4719,0.2
221032,0.5
570998,0.8
86794,0.5
95456,0.3
575714,0.9
493837,1.0
295411,0.4
573761,0.5
465312,0.5
14853,0.5
527412,0.3
563159,0.8
447862,0.2
185200,0.3
517187,0.5
559487,0.4
459712,0.2
567083,1.1
284397,0.3
497737,0.8
440879,0.2
67628,0.4
101400,0.0
574751,0.5
21535,0.2
216032,0.9
382201,0.1
429206,0.1
509912,0.6
91733,0.2
52828,0.2
334974,0.2
148274,0.3
512062,0.3
120610,0.3
412340,0.1
206532,0.2
513162,0.4
479187,0.2
345949,0.3
575471,0.8
576560,0.7
116747,0.7
336115,0.1
76430,0.2
280674,0.5
216762,0.2
95420,0.2
363220,0.2
27364,0.4
380380,0.7
297778,0.3
474037,0.2
370749,0.4
52615,0.2
568433,0.7
442094,0.2
219261,0.2
562754,0.6
163338,0.7
7301,0.7
569954,0.9
130679,0.3
59260,0.1
162981,0.2
64311,0.1
441126,0.2
346204,0.3
561312,0.3
497412,0.8
422831,0.2
413602,0.2
277969,0.4
65415,0.3
268484,0.2
539912,0.1
576038,0.7
132022,0.1
438654,0.2
98669,0.3
233965,0.3
277318,0.5
259143,0.2
542312,0.1
537612,0.4
567893,1.0
383646,0.2
345524,0.3
371939,0.3
219548,0.4
555062,0.1
268603,0.2
98074,0.4
395000,0.2
529612,0.3
554187,0.5
499262,0.4
273957,0.3
1030,0.3
22640,0.1
394611,0.2
464437,0.2
440294,0.2
162803,0.4
445662,0.4
531687,1.1
107809,0.1
55380,0.3
122165,0.2
553837,0.3
143593,0.1
44524,0.2
565544,0.6
452912,0.3
450787,0.4
68531,0.3
562511,0.3
172308,0.2
148582,0.1
306839,0.2
229911,0.1
86998,0.2
573788,0.9
87126,0.4
111213,0.3
195633,0.4
461437,1.2
128,0.3
575624,0.7
398073,0.2
544112,0.3
314512,0.3
11865,0.2
565607,0.6
158669,0.8
449662,0.4
236887,0.2
118126,0.3
325722,0.4
575192,0.9
192410,0.1
385905,0.3
188196,0.1
216847,0.2
127343,0.2
122580,0.2
345743,0.4
114556,0.4
260596,0.2
502687,0.4
153672,0.4
448462,0.2
167795,0.2
88020,0.3
74551,0.3
143557,0.2
536037,0.2
475712,1.1
473612,0.3
24355,0.4
500937,0.2
95395,0.3
576740,0.3
341130,0.2
101434,0.2
530387,0.3
504212,0.7
496787,0.7
493037,0.2
511812,0.2
237949,0.3
469687,0.1
494587,0.4
471662,0.2
76659,1.1
196441,0.2
328102,0.2
442837,0.9
576821,0.8
127163,0.5
143642,0.3
537937,0.0
305443,0.1
208829,0.5
161535,0.6
36384,0.4
319491,0.6
441782,0.2
35841,0.3
525812,0.3
193075,0.3
261393,0.2
561980,0.7
467262,0.4
394745,0.3
527612,0.2
382881,0.1
433675,0.2
65083,0.3
523262,0.3
279590,0.2
190854,0.5
413092,0.2
30042,0.3
20583,0.2
222161,0.2
268426,0.1
452287,0.4
527737,0.8
73693,2.0
150187,0.3
271879,0.2
482337,0.2
497612,1.2
512587,0.4
24474,0.5
428441,0.3
567380,1.0
371514,0.3
333761,0.2
51733,0.3
182106,0.3
563186,0.8
25911,0.5
543587,0.2
522787,0.3
156097,0.3
49864,0.2
274195,0.3
376859,0.8
349025,0.3
125174,0.4
44856,0.1
238340,0.4
50730,0.4
13104,0.6
576650,0.8
549387,0.3
477537,0.2
410725,0.3
184257,0.5
194647,0.5
79167,0.5
419977,0.2
573131,0.3
80820,0.4
576335,0.8
190091,0.1
362929,0.2
396324,0.3
440924,0.2
496537,0.5
55176,0.1
185685,0.2
53111,0.2
20989,0.5
337949,0.2
261478,0.5
52054,0.1
135556,0.4
80878,0.7
90117,0.4
21380,0.1
122879,0.1
310798,0.2
140347,0.2
404788,0.2
415521,0.4
576236,1.1
460612,0.7
125805,0.2
569432,0.9
523637,0.3
448412,0.2
561737,0.3
284671,0.3
348623,0.0
466362,0.4
362200,0.2
440736,0.3
456162,0.2
260645,0.5
571403,0.6
528587,0.8
455437,0.6
453712,0.4
18310,0.1
135711,0.1
123593,0.4
254810,0.3
256714,0.3
525887,0.6
342951,0.2
566138,0.7
90602,0.4
505987,0.3
407714,0.2
120347,0.3
70008,0.3
440905,0.3
56040,0.3
96466,0.4
1551,0.7
309536,0.1
458312,0.2
449912,0.2
244188,0.3
150654,0.4
563546,1.1
60954,0.1
547587,0.4
187302,0.0
84450,0.4
52505,0.1
198812,0.4
521587,0.4
124936,0.3
211269,0.3
549087,0.7
472787,0.2
490062,0.4
516712,0.3
337779,0.2
74111,0.7
61729,0.1
577256,0.7
27934,0.1
281754,0.3
455012,1.7
522937,0.2
4948,0.4
227187,0.2
14862,0.1
453887,0.4
571385,0.8
451437,0.4
104292,0.2
39939,0.2
218037,0.3
227867,0.4
509412,0.2
564716,0.3
194290,0.5
442148,0.3
534612,0.3
562061,0.6
306414,0.1
112497,0.6
239530,0.3
98608,0.2
560337,0.5
203294,0.4
181798,0.3
182771,0.1
482137,0.3
270805,0.4
513662,0.8
577001,0.4
563591,0.7
28885,2.3
183067,0.2
359274,0.2
569720,1.0
250925,0.4
60503,0.3
447987,0.3
148393,0.3
39310,0.4
348672,0.1
109998,0.0
156063,0.6
541962,0.2
372364,0.3
223539,0.2
526537,0.8
510337,0.4
513062,0.2
423560,0.2
32801,0.3
550937,0.3
187064,0.1
257859,0.2
403464,0.2
416626,0.2
161663,0.4
139608,0.3
576128,0.7
390786,0.3
506712,0.4
500612,0.3
67222,0.3
195013,0.2
433335,0.2
365345,0.3
275872,0.2
85808,0.3
483562,0.4
335690,0.1
509937,1.0
559287,0.5
426996,0.2
175689,0.5
567281,0.7
388746,0.2
177056,0.4
440339,0.2
554787,0.4
345864,0.3
341385,0.2
85213,0.2
366607,0.3
231621,0.1
284610,0.0
5613,0.4
61574,0.3
230077,0.2
304665,0.1
277875,0.3
75112,0.5
479862,0.0
549412,0.2
51697,0.3
172820,0.1
171237,0.4
100913,0.2
57158,0.3
219676,0.1
25069,0.5
381351,0.2
566075,0.7
393591,0.1
121976,0.3
271077,0.4
175485,0.5
421216,0.2
286813,0.2
279103,0.2
70743,0.2
232097,0.1
86531,0.3
232811,0.3
489737,0.2
532312,0.9
461362,0.2
262821,0.4
130331,0.2
490537,0.3
314548,0.1
214833,0.6
51331,0.3
558937,0.3
495287,1.1
5256,0.2
563573,0.6
39380,0.2
352147,0.2
442250,0.1
181594,0.2
239853,0.2
158189,0.6
61897,0.2
12781,0.3
160653,0.8
264323,0.5
194528,0.6
345148,0.1
529062,1.3
153968,0.2
28554,0.3
177532,0.1
561562,0.4
357260,0.2
278470,0.2
95267,0.2
304495,0.1
463037,0.3
505037,0.2
59698,0.3
103324,0.1
353507,0.3
448712,0.2
290298,0.3
379226,0.2
42494,0.4
526637,0.2
243041,0.4
569171,0.7
521112,0.3
62086,0.2
485962,0.3
539512,0.2
48462,0.1
185865,0.3
29061,0.5
287774,1.2
186350,0.4
53742,0.3
8839,0.4
30244,0.2
74313,0.7
350872,0.3
170498,0.5
36155,0.6
488962,0.2
329972,0.2
53672,0.3
285205,0.3
54675,0.1
346508,0.6
420232,0.3
304920,0.0
527812,0.7
533137,1.1
513212,0.7
172463,0.1
567947,0.7
263858,0.5
56215,0.3
167712,0.3
121534,1.0
199645,0.6
88258,0.4
50849,0.3
219023,0.2
344517,0.2
539362,0.1
565472,0.2
151783,0.4
349195,0.5
21856,0.1
111808,0.2
264096,0.4
19595,0.0
517312,0.3
271470,0.2
166510,0.3
564167,0.6
269210,0.1
451262,0.3
13434,0.1
262857,0.3
336285,0.2
119038,0.8
463587,0.4
374901,0.1
230896,0.2
358669,0.2
217274,0.2
93790,0.2
348306,0.4
170846,0.3
562169,0.6
665,0.2
458637,0.4
261368,0.2
398838,0.2
241638,0.9
527037,0.6
368016,0.2
571475,0.7
266193,0.6
545662,0.3
4041,0.8
105219,0.0
533512,0.5
469712,0.2
56276,0.3
565562,0.7
337475,0.2
106885,0.3
577124,0.7
156501,0.4
284195,0.4
148070,0.1
445987,0.2
509387,0.3
489312,0.6
448212,0.2
158804,1.2
478037,0.4
195123,0.5
39548,0.4
128225,0.5
271928,0.6
115914,0.7
133331,0.2
518737,0.2
488737,0.4
253559,0.9
510712,0.4
239505,0.3
389135,0.3
536237,0.2
89531,0.6
62847,0.3
210912,0.4
134332,0.3
131391,0.2
86354,0.4
13910,0.3
34061,0.5
548812,0.5
166382,0.5
190567,0.1
629,0.1
169198,0.4
482762,0.2
523462,0.2
124554,0.4
550537,0.8
239411,0.3
564815,0.6
190650,0.2
157320,0.4
539062,0.1
60265,0.3
19570,0.1
130987,0.2
179210,0.3
320037,0.2
83294,0.7
319151,0.2
563780,0.5
567623,0.8
21975,0.3
440534,0.2
472837,0.4
462937,0.4
112973,0.7
269548,0.2
507787,0.4
217918,0.3
1194,0.9
544912,0.3
542462,0.6
234441,0.3
34568,0.5
167166,0.7
557862,0.3
257154,0.2
367797,0.1
41398,0.1
440268,0.2
90840,0.3
537062,0.3
387010,0.2
82306,0.2
295058,0.1
275266,0.2
345828,0.4
509537,0.7
228840,0.2
576263,0.5
100641,0.0
253321,0.1
285468,0.4
148427,0.2
443012,0.3
264716,0.2
572123,0.7
58164,0.0
92389,0.3
476462,0.2
120585,0.7
550037,0.2
280243,0.5
972,0.2
339309,0.2
543812,1.0
508762,0.2
517637,0.4
387981,0.4
275183,0.1
42925,0.2
305358,0.1
227876,0.5
538887,0.2
465087,0.2
60707,0.3
188721,0.0
94434,0.3
458587,0.4
398109,0.2
448337,0.4
551062,0.6
266108,0.3
554862,0.2
562673,0.8
204390,0.2
441691,0.2
477962,0.1
559837,0.5
177761,0.3
127868,0.7
465612,0.2
402869,0.2
561937,0.3
454937,1.0
21236,0.4
576452,0.8
267383,0.4
354442,0.2
216679,0.1
89064,0.8
441106,0.2
141384,0.2
26506,0.5
573419,0.4
82937,0.2
483587,0.5
573410,0.3
396154,0.2
261130,0.3
33405,0.7
491762,0.8
108788,0.2
47903,0.2
19451,0.3
569504,1.1
138944,0.0
254334,0.2
284159,0.5
440164,0.5
562772,0.7
373711,0.2
516312,0.3
138515,0.2
543537,0.2
146736,0.3
562025,0.7
489362,0.3
498887,0.2
554562,0.1
98940,0.2
332437,0.2
95633,0.2
477337,1.0
518787,0.2
566399,0.7
73480,0.7
91614,0.2
540812,0.1
228898,0.2
176437,0.4
522812,0.4
29485,1.5
165320,1.0
546562,0.2
434319,0.2
166416,0.3
286514,0.2
63893,0.0
562070,0.4
381400,0.3
407580,0.2
533812,0.2
106876,0.4
575840,0.9
441470,0.2
534312,0.4
332231,0.2
500912,0.4
564203,0.5
97324,0.2
396373,0.4
132547,0.3
108561,0.2
49839,0.2
225988,0.1
280793,0.5
479687,0.2
446012,0.1
48224,0.2
169912,0.2
491412,0.6
159704,0.1
156750,0.1
187650,0.3
177294,0.1
17859,0.1
533037,0.7
136593,0.4
119932,0.3
559812,0.7
115472,0.2
481612,0.6
199953,0.4
574292,0.7
36979,0.5
159338,0.6
468337,0.1
575327,0.6
569657,1.0
196823,0.2
208674,0.6
20107,0.2
458112,0.7
406900,0.2
141851,0.4
180260,0.1
380125,0.4
114367,0.7
222484,0.2
569315,1.0
55414,0.2
444737,0.6
256525,0.5
495062,0.2
525712,0.4
247931,0.4
3913,0.7
211983,0.6
251010,0.4
357394,0.2
81354,0.5
576833,0.8
575786,0.7
4710,0.4
222365,0.3
217799,0.4
159765,0.2
453512,0.4
330093,0.1
488837,0.2
65215,0.2
504887,0.2
89769,0.3
575228,0.6
321312,0.3
573347,0.9
131842,0.2
576515,0.5
498637,0.3
249666,0.2
458787,0.7
374100,0.3
321021,0.3
572591,0.6
575066,0.7
60420,0.2
354187,0.3
7683,0.5
98431,0.3
577106,0.6
298677,0.3
136843,0.5
476862,0.3
222637,0.2
457137,0.5
470537,0.2
7054,0.4
568829,0.9
15670,0.2
184724,0.3
435424,0.5
407750,0.2
187897,0.1
16943,0.1
257248,0.2
139323,0.1
453762,0.4
173080,0.3
245279,0.2
118364,0.3
468262,0.2
261121,0.5
522237,0.4
337135,0.3
6468,0.3
228294,0.3
452812,0.2
534112,0.3
577127,0.6
277208,0.4
45213,1.7
158999,0.0
171951,0.4
56633,0.4
460162,0.2
507662,0.2
54736,0.2
440229,0.2
153647,0.5
153330,0.5
149653,0.1
537512,0.3
514512,0.6
440684,0.4
64122,0.3
562385,0.4
436650,0.2
249776,0.7
127188,0.4
105567,0.3
488212,0.3
295666,0.2
288906,0.2
316673,0.2
409329,0.2
43019,0.1
496612,0.4
352268,0.2
574049,0.7
227367,0.1
139599,0.3
256559,0.3
441119,0.2
253584,1.0
312534,0.3
570728,0.7
562016,0.6
269055,0.3
286932,0.5
287323,0.3
63646,0.3
564257,0.6
328733,0.4
493787,0.7
21416,0.2
125506,0.7
40525,0.2
368052,0.2
9,0.2
530562,0.3
185389,0.1
60860,0.3
8729,0.1
82638,1.4
389390,0.2
495612,0.5
147221,0.1
432400,0.3
461562,0.5
569288,0.6
131128,1.0
108882,0.2
334209,0.1
449462,0.1
247693,0.4
206031,0.4
494937,0.4
147356,0.3
75954,0.2
450087,0.1
568154,0.7
250084,1.1
408090,0.4
484437,0.2
147212,0.3
303998,0.3
262345,0.3
34559,0.4
435715,0.6
575948,0.9
105994,0.2
356374,0.4
500462,0.3
406135,0.4
44975,0.1
226428,0.2
162388,0.3
535712,0.5
106077,0.2
136627,0.3
83413,0.2
510387,0.4
322770,0.4
135412,0.5
558412,0.5
468462,0.3
457462,0.2
251293,0.2
177676,0.2
428490,0.2
496012,0.2
249538,0.4
564977,0.2
275122,0.4
568298,0.9
198336,0.5
395631,0.2
48925,0.5
93195,0.3
481712,0.3
572681,1.0
257740,0.2
73327,0.1
329073,0.2
566885,0.8
290145,0.4
557037,0.4
348721,0.0
432060,0.2
397733,0.2
570305,1.0
412000,0.2
407495,1.0
126806,0.2
347018,0.3
250822,0.7
165906,0.3
368490,0.2
516387,0.2
134366,0.3
177404,0.3
226666,0.2
577055,0.8
193897,0.4
14923,0.2
84569,0.3
574562,0.6
428526,0.1
195871,0.7
464962,0.7
171594,0.3
86284,0.7
274433,0.3
156238,0.2
233098,0.3
315532,0.5
101638,0.1
504687,0.1
421811,0.2
405589,0.2
14887,0.2
274042,0.5
339479,0.5
12460,0.3
558537,0.3
250916,0.6
723,0.1
533962,0.3
473762,0.3
47189,0.2
322685,0.3
392401,0.2
534337,0.6
78608,0.4
131546,0.2
149949,0.2
6208,0.3
374136,0.1
79881,0.2
408685,0.2
222255,0.3
354612,0.2
480837,0.3
379396,0.2
217570,0.2
205903,0.3
75231,0.3
98727,0.3
290096,0.2
262464,0.3
473462,0.3
349790,0.4
4899,0.3
549887,0.2
237781,0.1
160855,0.3
319916,0.3
204152,0.4
182854,0.2
67067,0.4
313639,0.1
70416,0.1
470662,0.3
56478,0.4
370700,0.2
518187,0.2
205436,0.3
98193,0.3
367457,0.1
38715,0.4
567020,0.9
486312,0.4
212255,0.2
539212,0.1
515287,0.3
289858,0.2
371004,0.2
567722,0.8
375205,0.3
573257,0.9
276912,0.1
487237,0.3
485837,0.2
116280,0.2
38987,0.3
567533,0.8
100437,0.2
512487,0.3
378000,0.2
284720,0.3
161212,0.4
353968,0.1
197692,0.1
89641,0.4
294718,0.1
351418,0.5
267298,0.2
435594,0.4
532912,0.2
422576,0.5
247253,0.2
566606,0.7
59107,0.2
489637,0.2
569549,0.6
417257,0.2
123959,0.3
179469,0.3
562646,0.6
533987,0.4
52837,0.1
259262,0.2
517112,0.5
470887,0.3
558262,0.5
150416,0.3
543062,0.2
24007,0.1
530737,0.2
238614,0.3
31443,0.3
255643,0.2
214308,0.2
423086,0.3
338544,0.2
11690,0.4
126330,0.4
377866,0.2
263059,0.2
166452,0.2
76549,1.7
241171,0.3
531112,0.5
157951,0.2
238019,0.1
464312,0.3
149058,0.1
18216,0.0
205497,0.1
425175,0.2
269293,0.2
562250,0.8
305747,0.2
234834,0.2
360634,0.3
570008,1.1
86592,0.2
278436,0.5
568145,0.7
212775,0.6
576944,0.7
334052,0.2
441555,0.3
390665,0.2
333166,0.2
502187,0.4
18539,0.5
123285,0.5
364034,0.2
470787,0.4
125744,0.2
417476,0.7
189972,0.1
353762,0.3
86641,0.3
159170,0.1
180642,0.2
141683,0.2
466012,0.2
157201,0.2
523437,0.1
286966,0.3
536137,0.3
295581,0.2
554212,0.4
187540,0.2
530212,0.2
547887,1.2
108824,0.3
150010,0.1
564410,0.7
147807,0.1
14734,0.4
458537,0.4
162626,0.1
527312,0.2
74636,0.3
337645,0.2
118184,0.5
446987,0.4
137837,0.2
174975,0.4
366,0.3
375581,0.2
111011,0.4
225750,0.1
399554,0.2
473887,0.3
471837,0.6
549912,0.2
57192,0.2
574859,0.5
451362,0.3
479312,0.1
447012,0.3
469112,0.2
554162,0.3
3413,0.2
65913,0.4
566966,1.4
41423,0.2
243950,0.3
576641,0.3
571313,1.0
89006,0.3
572645,1.0
542837,0.2
258728,0.2
226760,0.2
281635,0.5
488337,0.2
381315,0.2
204722,1.4
23888,0.1
162990,0.3
73089,0.5
300586,0.1
478512,0.3
561687,0.4
55450,0.3
7838,0.2
331368,0.1
475012,0.6
15479,0.3
164667,0.2
512512,0.2
82629,0.8
225952,0.2
518062,0.4
261750,0.4
63442,0.3
179149,0.3
714,0.4
120289,1.0
90270,0.4
52258,0.5
138861,0.2
189496,0.1
354478,0.1
302619,0.3
215224,0.2
352523,0.1
395801,0.3
144188,0.2
378255,0.2
546937,0.8
569603,0.7
577088,0.5
264954,0.1
37013,0.3
91861,0.2
446737,0.3
43352,0.2
477237,0.1
21618,0.2
171688,0.2
127639,0.3
152888,0.4
472387,0.3
123294,0.9
494037,0.6
553012,0.2
497512,0.2
486587,0.4
263977,0.5
577193,0.7
482187,0.3
544687,0.3
347152,0.2
20879,0.3
520912,0.2
495637,0.9
500137,0.3
170626,0.2
198098,0.3
38477,0.2
560087,0.6
500812,0.4
196917,0.2
556512,0.2
279410,0.5
340499,0.3
197146,0.4
554887,0.2
429716,0.2
179944,0.3
411709,0.2
208997,0.7
572699,0.8
26055,0.3
277841,0.6
223157,0.2
399348,0.3
504512,0.3
136483,0.2
526987,0.3
125650,0.4
48855,0.6
265250,0.2
73159,0.3
545137,0.7
522212,0.4
201262,0.5
573464,1.1
515112,0.7
545612,0.9
294002,0.4
413857,0.3
333117,0.1
530262,0.2
564365,1.2
535162,0.3
43129,0.3
254273,0.3
177175,0.2
41935,0.6
147450,0.1
328782,0.2
108204,0.3
219072,0.3
552387,0.2
483462,0.2
32691,0.4
447412,0.5
564518,0.3
570269,0.8
415472,0.2
149711,0.3
101986,0.4
576155,0.9
504912,0.4
569567,1.1
431125,0.2
281303,0.4
571493,0.8
57951,0.1
107751,0.3
268722,0.2
192624,0.3
134128,0.4
44609,0.2
482912,0.2
564653,0.6
17062,0.1
557712,0.4
95658,0.2
23165,0.4
453612,0.3
232741,0.5
577274,0.6
143096,0.0
67042,0.4
567137,0.3
376310,0.2
510187,0.3
515812,0.3
111545,0.4
17657,0.1
267273,0.2
6266,0.7
77337,0.1
64488,0.1
217332,0.2
454312,0.2
424106,0.1
47952,0.3
87840,0.3
27162,0.2
502537,0.4
440710,0.2
511837,0.7
101528,0.3
95386,0.2
359954,0.2
352863,0.4
240875,0.7
413177,0.2
358849,0.4
148512,0.3
348355,0.3
565823,0.9
473537,0.2
158586,0.1
411794,0.2
454012,0.3
509687,0.7
273600,0.2
167047,0.4
460737,0.4
440827,0.2
548787,0.2
420621,0.3
51008,0.3
256644,0.6
572258,0.9
220094,0.2
225833,0.2
231670,0.1
467362,0.2
360670,0.3
241647,0.7
116781,0.5
82510,0.3
145436,0.2
268033,0.2
452037,0.3
300341,0.3
268902,0.6
526862,0.4
251863,0.2
418581,0.2
79618,0.2
289907,0.3
511587,0.2
570539,0.8
96109,0.2
464712,0.3
392280,0.2
43138,0.2
576110,0.4
340025,0.1
457312,1.7
2573,0.3
46037,0.4
467762,0.1
322430,0.4
327203,0.4
505437,0.3
446812,0.2
190210,0.1
80546,0.5
215794,0.3
557337,0.3
288870,0.3
500362,0.4
551637,0.6
166773,0.7
501437,0.2
476087,0.3
572204,0.7
118413,0.3
92887,0.1
5101,0.2
129047,0.2
573437,0.9
451287,0.6
269338,0.2
320596,0.3
200249,0.2
568316,0.6
207102,0.4
506562,0.2
365296,0.2
473287,0.3
22139,0.3
166059,0.4
468687,0.3
373966,0.1
235603,0.2
258371,0.4
146855,0.4
38868,0.3
314064,0.3
27245,0.3
442362,0.3
25496,0.3
381995,0.3
159134,0.1
441035,0.1
456262,0.6
223218,0.1
471987,0.9
144628,0.2
274646,0.2
21355,0.3
34678,0.5
275113,0.5
544962,0.3
213157,0.4
195489,0.1
535387,0.1
305698,0.1
525912,0.6
503837,0.2
432449,0.4
510,0.1
421507,0.2
203011,0.2
364580,0.2
124698,0.3
354903,0.1
577067,0.5
536062,0.3
527787,1.0
566498,0.8
576623,0.7
566867,0.8
468162,0.1
63121,0.1
516087,0.5
78657,0.5
406645,0.5
260441,0.2
281278,0.5
8372,0.2
19442,0.5
352402,0.2
117531,0.2
1185,0.6
563897,0.7
77537,0.3
454537,0.4
162354,0.4
24746,0.3
237482,0.4
559112,0.5
165430,0.2
18191,0.1
495512,0.2
55389,0.2
316418,0.2
178722,0.2
368745,0.2
479787,0.8
61906,0.1
30958,0.3
440833,0.2
441048,0.1
205937,0.3
36216,0.6
265607,0.2
87746,0.3
484812,0.4
14981,0.1
237031,0.2
178832,0.3
103663,0.3
132794,0.2
278326,0.3
404533,0.2
437160,0.2
79643,0.3
551612,0.4
204594,0.5
30576,0.7
322600,1.0
566066,0.6
57753,0.3
516362,0.3
58903,0.1
86293,0.8
139182,0.2
253669,0.6
133261,0.4
218275,0.5
277352,0.1
469187,0.1
499362,0.3
562700,0.7
135174,0.2
441054,0.2
215379,0.2
136974,0.4
551887,0.2
355328,0.1
356750,0.2
216737,0.2
314270,0.2
567434,0.7
392571,0.1
32478,0.9
390021,0.2
495662,0.2
448012,0.4
273755,0.1
238068,0.3
495537,0.3
511137,0.5
6886,0.2
