,ozone
4883,34.0
8299,46.0
4130,44.00000000000001
7499,26.0
4308,51.0
4794,24.0
5327,57.99999999999999
4126,26.0
2574,37.00000000000001
2864,40.0
2741,33.0
6159,52.00000000000001
5727,37.00000000000001
1642,55.0
8388,38.0
1509,40.0
5889,42.0
5255,31.0
8374,65.0
3735,34.0
2583,25.0
3401,55.99999999999999
4581,18.0
4009,23.0
6639,48.0
6224,42.0
3131,19.0
8549,21.0
4662,35.0
2586,25.0
6815,38.0
7650,51.0
2399,37.00000000000001
4712,38.0
5728,37.00000000000001
2329,19.0
3694,23.0
8596,48.0
4941,45.0
1559,28.0
8502,34.0
2126,40.99999999999999
2771,28.0
8159,67.0
6634,50.0
6499,43.0
4919,40.0
7522,24.0
6830,54.00000000000001
4163,20.0
2036,83.0
7142,27.0
7231,27.0
7307,35.0
5658,40.99999999999999
4047,37.00000000000001
5105,59.00000000000001
6332,36.00000000000001
2328,19.0
1942,24.0
8440,17.0
3681,35.0
1961,24.0
6223,37.00000000000001
7521,24.0
6110,36.00000000000001
2941,39.0
6016,21.0
1539,15.0
7117,6.0
4434,40.99999999999999
6795,44.00000000000001
1774,33.0
7493,21.0
5595,22.0
7471,29.0
3742,29.0
8077,53.0
8393,37.00000000000001
8426,43.0
5849,25.0
3096,37.00000000000001
7585,22.0
2140,49.0
5416,46.0
2841,47.0
6076,31.0
8253,67.0
4483,35.0
4863,29.0
6170,29.0
1738,26.0
1584,28.0
4625,43.0
4572,33.0
5207,40.0
4056,24.0
2434,48.0
3946,40.0
2181,33.0
1494,24.0
6833,32.0
6087,29.0
8309,33.0
4583,28.0
3136,29.0
1608,40.0
6334,39.0
8230,23.0
8083,31.0
4959,24.0
1535,37.00000000000001
2764,22.0
6215,24.0
2691,38.0
2641,29.0
3997,30.0
6792,24.0
4226,54.00000000000001
6161,40.0
2106,49.0
5810,23.0
5931,30.0
4544,40.99999999999999
5324,54.00000000000001
6391,35.0
4411,25.0
3757,51.0
8195,43.0
1693,44.00000000000001
4079,18.0
4311,55.99999999999999
4440,26.0
8076,50.0
5133,19.0
2402,40.99999999999999
6440,39.0
6213,28.0
7259,71.0
8134,48.0
8293,44.00000000000001
7127,27.0
3861,10.0
5436,35.0
6124,45.0
2585,25.0
5881,37.00000000000001
5172,57.99999999999999
4142,42.0
2462,28.0
2460,29.0
6377,27.0
2910,40.99999999999999
2166,40.0
2722,19.0
4259,26.0
6823,42.0
2577,30.0
3232,39.0
1981,23.0
5174,42.0
8042,50.0
4105,40.99999999999999
6316,33.0
1881,33.0
4579,40.0
7429,31.0
3576,28.0
5235,19.0
8365,47.0
4630,35.0
8251,46.0
1740,65.0
4875,34.0
2790,69.0
5401,50.0
7448,67.0
2401,40.99999999999999
6628,25.0
7435,29.0
3670,20.0
8439,48.0
5299,76.0
7607,34.0
7670,23.0
6870,35.0
6072,22.0
2822,53.0
1824,55.0
5440,31.0
1596,26.0
7438,31.0
3822,24.0
6611,33.0
6860,33.0
5098,77.0
5784,36.00000000000001
2217,40.99999999999999
5533,45.0
5269,21.0
2556,63.0
5726,50.0
1587,39.0
1773,33.0
4850,20.0
2477,74.00000000000001
2285,32.0
3165,39.0
3178,34.0
6686,17.0
3836,37.00000000000001
5851,45.0
7690,33.0
4299,30.0
4231,47.0
3828,12.0
7574,19.0
2197,32.0
8371,33.0
4911,16.0
6267,31.0
8608,48.0
4958,30.0
6079,24.0
1689,48.0
7306,26.0
6879,39.0
4646,39.0
4331,17.0
4015,23.0
5911,40.99999999999999
4462,44.00000000000001
4660,24.0
4301,57.0
8306,44.00000000000001
5312,73.0
3928,30.0
4951,20.0
3317,45.0
2541,60.0
7687,21.0
7663,44.00000000000001
6629,25.0
5640,30.0
3418,43.0
8143,59.00000000000001
3087,34.0
6155,38.0
8473,39.0
4469,22.0
6530,42.0
5399,39.0
1577,32.0
2397,40.0
3288,35.0
1552,40.99999999999999
7359,28.0
6176,72.00000000000001
4910,6.999999999999999
7576,19.0
4001,9.000000000000002
3699,25.0
5764,39.0
5546,33.0
3631,65.0
8115,45.0
4450,70.0
5362,12.0
4405,21.0
1638,23.0
8453,42.0
3340,40.99999999999999
5493,32.0
8169,57.0
7025,35.0
4829,10.0
6427,26.0
3503,17.0
1562,40.99999999999999
2327,19.0
5861,57.0
3675,36.00000000000001
5344,33.0
6468,48.0
6146,44.00000000000001
5170,70.0
2034,52.00000000000001
7326,35.0
6791,24.0
1767,35.0
2695,54.00000000000001
3817,4.0
3164,39.0
1833,31.0
3466,54.00000000000001
3831,25.0
8466,22.0
2947,36.00000000000001
1588,38.0
4592,21.0
5570,16.0
3225,48.0
6430,26.0
2587,38.0
6128,52.00000000000001
5578,22.0
4150,23.0
6608,55.0
4426,40.99999999999999
8235,25.0
3022,49.0
6254,43.0
8324,31.0
8191,32.0
2907,49.0
8132,37.00000000000001
3438,27.0
4088,37.00000000000001
5711,40.99999999999999
4759,31.0
2632,32.0
6344,25.0
5865,59.00000000000001
2312,36.00000000000001
3151,32.0
1694,44.00000000000001
4722,21.0
3874,17.0
6677,27.0
2088,42.0
5948,18.0
1892,20.0
5173,57.99999999999999
5387,23.0
7078,29.0
5905,25.0
2119,55.0
4249,35.0
6462,25.0
2013,24.0
4970,19.0
1770,34.0
2883,45.0
8668,67.0
5262,24.0
2984,42.0
8129,63.0
6289,27.0
3287,39.0
7144,27.0
6296,25.0
6191,29.0
3977,27.0
8326,28.0
2004,21.0
6438,34.0
2774,28.0
4533,40.0
1502,38.0
2050,54.00000000000001
2973,50.0
2043,59.00000000000001
2411,28.0
6505,42.0
3919,17.0
7373,27.0
5110,37.00000000000001
6055,26.0
8535,23.0
8073,22.0
4866,36.00000000000001
8633,31.0
3403,55.99999999999999
6867,35.0
4006,29.0
4895,24.0
4063,29.0
2626,69.0
6150,39.0
6323,21.0
5539,30.0
2908,40.99999999999999
5114,24.0
4430,14.0
4748,27.0
6456,49.0
2977,45.0
7562,37.00000000000001
1923,46.0
6785,40.0
2007,23.0
3123,23.0
8126,40.0
3408,52.00000000000001
6641,33.0
2792,69.0
5572,20.0
3039,34.0
7189,37.00000000000001
4412,25.0
2431,48.0
4355,40.0
1609,43.0
5094,73.0
6205,45.0
6164,18.0
6324,21.0
8510,33.0
5665,36.00000000000001
8495,31.0
7640,28.0
6148,39.0
8283,37.00000000000001
3620,49.0
2894,53.0
1800,73.0
6339,24.0
4538,48.0
6687,17.0
3877,30.0
5652,30.0
2262,12.0
8581,22.0
3115,17.0
7160,35.0
3074,35.0
3426,57.0
4505,46.0
5816,43.0
8550,30.0
8071,46.0
4517,21.0
8676,37.00000000000001
2135,54.00000000000001
1600,34.0
6212,28.0
5649,34.0
5161,64.0
2838,38.0
3134,29.0
1758,30.0
2566,40.99999999999999
4289,39.0
2675,31.0
4046,32.0
4568,22.0
2365,27.0
7150,28.0
2316,20.0
8158,67.0
6546,33.0
6099,14.0
5973,37.00000000000001
4106,29.0
3621,46.0
4521,21.0
4904,14.0
3668,35.0
6575,44.00000000000001
5668,36.00000000000001
7428,29.0
7266,46.0
2579,30.0
3960,32.0
6370,35.0
7257,57.0
4023,22.0
7246,49.0
6485,28.0
2240,22.0
2045,50.0
5986,45.0
1803,33.0
7524,22.0
3089,24.0
4777,16.0
5901,43.0
6238,46.0
5285,24.0
7422,27.0
2382,26.0
6454,40.0
5246,26.0
3224,48.0
5119,25.0
3249,40.0
7431,34.0
2604,67.0
8678,57.0
1931,31.0
2476,53.0
2155,60.0
6642,24.0
1604,43.0
6612,33.0
7016,32.0
7367,24.0
7260,71.0
2194,25.0
2363,22.0
1630,26.0
2705,77.0
7115,6.0
5453,55.0
3174,33.0
3568,30.0
2424,20.0
6045,29.0
5617,30.0
8584,12.0
1752,59.00000000000001
3918,17.0
5624,28.0
2843,52.00000000000001
1555,15.0
4096,38.0
8638,40.0
3228,37.00000000000001
2502,25.0
6835,32.0
3042,34.0
8648,43.0
4335,54.00000000000001
4893,35.0
8119,25.0
6066,42.0
4507,36.00000000000001
5762,42.0
3094,34.0
8424,39.0
7033,32.0
4099,39.0
4085,42.0
4869,38.0
7695,44.00000000000001
3274,45.0
5852,45.0
4997,40.99999999999999
2038,81.99999999999999
8693,54.00000000000001
5245,26.0
6290,27.0
2912,15.0
2551,57.0
3691,40.0
5239,22.0
6169,22.0
6473,39.0
8445,20.0
7283,67.0
8234,26.0
7286,60.0
3242,43.0
6580,60.0
5902,48.0
8180,23.0
3889,23.0
4413,24.0
2766,44.00000000000001
3258,42.0
4725,23.0
3976,27.0
4083,40.99999999999999
3651,40.0
2075,74.00000000000001
6364,27.0
3857,15.0
7673,22.0
6470,44.00000000000001
5721,49.0
4248,50.0
7433,29.0
3221,48.0
3989,25.0
5486,39.0
7395,27.0
8052,28.0
8446,20.0
6363,12.0
1675,27.0
2918,52.00000000000001
7427,29.0
2862,30.0
7170,50.0
3645,39.0
7174,38.0
6059,19.0
1873,43.0
5475,38.0
6842,52.00000000000001
1585,39.0
7022,30.0
6592,27.0
8352,52.00000000000001
5700,37.00000000000001
8190,30.0
1629,26.0
5650,34.0
2198,32.0
2480,103.0
3454,39.0
5934,64.0
2143,43.0
5955,24.0
6040,30.0
5452,48.0
5946,26.0
7141,24.0
8504,40.0
2478,74.00000000000001
5734,28.0
4716,42.0
7171,37.00000000000001
8264,29.0
2492,33.0
5632,40.99999999999999
3307,43.0
7366,24.0
8219,40.0
3604,68.0
7028,40.99999999999999
8103,24.0
2205,26.0
6237,52.00000000000001
3739,29.0
6193,38.0
6801,39.0
7598,32.0
5722,49.0
5569,16.0
4034,38.0
6276,50.0
6019,21.0
7133,22.0
7406,43.0
8478,35.0
4946,32.0
5604,27.0
5449,35.0
2311,36.00000000000001
2306,21.0
5863,60.0
4204,44.00000000000001
4793,27.0
4879,18.0
7035,25.0
6502,38.0
2725,33.0
2667,33.0
4847,17.0
3058,30.0
3318,45.0
4839,22.0
2444,33.0
1726,69.0
3369,49.0
4333,54.00000000000001
4293,29.0
3964,40.0
2857,20.0
8304,62.0
7411,30.0
2874,22.0
2421,23.0
6614,16.0
8149,45.0
5298,76.0
5526,28.0
7136,21.0
4624,43.0
5562,24.0
3623,25.0
2539,44.00000000000001
6321,20.0
1525,28.0
3144,18.0
2048,36.00000000000001
5220,19.0
5480,31.0
4416,44.00000000000001
1957,44.00000000000001
5260,23.0
7187,30.0
8259,22.0
8254,64.0
6537,46.0
7130,30.0
6112,37.00000000000001
3777,29.0
8661,62.0
8224,26.0
4872,42.0
2188,35.0
6281,36.00000000000001
1605,49.0
5323,54.00000000000001
7437,31.0
3358,31.0
8051,28.0
8372,33.0
2451,27.0
2915,35.0
5039,31.0
4363,20.0
6017,21.0
5847,32.0
5500,32.0
3025,40.0
5554,26.0
5181,22.0
2384,34.0
3708,34.0
5385,32.0
8099,26.0
5813,40.0
5941,53.0
4326,18.0
7122,26.0
4141,42.0
4288,39.0
5641,30.0
6383,35.0
4710,25.0
3792,29.0
6577,44.00000000000001
3095,34.0
2374,34.0
6863,36.00000000000001
5512,3.0
5099,65.0
4459,44.00000000000001
7188,30.0
1978,25.0
8196,43.0
2563,39.0
5733,28.0
3067,29.0
7594,27.0
3016,51.0
6305,27.0
4011,18.0
5923,25.0
6398,43.0
5435,35.0
6866,35.0
7590,23.0
6783,51.0
5141,23.0
4985,21.0
1603,43.0
2546,43.0
2708,36.00000000000001
5339,19.0
2202,29.0
2796,29.0
3830,25.0
2016,23.0
2959,38.0
1874,36.00000000000001
2508,57.0
3843,27.0
8062,27.0
3140,20.0
3748,31.0
3505,23.0
1825,55.0
7239,52.00000000000001
7626,14.0
5304,23.0
8339,46.0
4222,27.0
2795,29.0
2175,47.0
3147,24.0
7537,21.0
8205,32.0
6196,40.99999999999999
5428,52.00000000000001
6735,42.0
2699,49.0
3301,33.0
6787,22.0
6096,19.0
6429,26.0
5346,62.0
8419,38.0
2341,33.0
4121,32.0
2831,31.0
6286,46.0
6384,36.00000000000001
1534,37.00000000000001
4315,30.0
8056,32.0
4320,28.0
5010,36.00000000000001
2215,42.0
7675,18.0
4062,38.0
6533,35.0
4613,42.0
6100,14.0
4164,44.00000000000001
4027,40.99999999999999
3422,47.0
4017,25.0
2136,52.00000000000001
3609,53.0
8670,52.00000000000001
3099,35.0
7694,48.0
8412,15.0
4534,40.0
2170,32.0
4307,51.0
2484,76.0
3915,12.0
7272,36.00000000000001
5547,33.0
4168,46.0
8431,26.0
3191,45.0
6658,18.0
6497,40.99999999999999
2366,27.0
6625,23.0
8527,40.0
5686,45.0
5405,53.0
1875,36.00000000000001
1513,32.0
5505,37.00000000000001
4981,23.0
1835,28.0
7383,26.0
3569,20.0
5474,38.0
5945,26.0
2443,23.0
6001,22.0
1905,22.0
4899,29.0
3557,20.0
8088,50.0
8442,17.0
5608,42.0
3849,26.0
2743,22.0
8050,48.0
8098,26.0
5972,37.00000000000001
4171,53.0
7159,35.0
2598,54.00000000000001
4154,25.0
3826,15.0
8070,46.0
7509,38.0
8194,45.0
2826,57.99999999999999
3625,20.0
7155,54.00000000000001
6666,28.0
4859,24.0
7622,8.0
6137,24.0
5407,47.0
3333,32.0
3789,44.00000000000001
1538,15.0
1613,32.0
3593,45.0
8227,22.0
2497,31.0
7424,21.0
3229,36.00000000000001
7486,33.0
4713,49.0
3111,20.0
3130,22.0
2033,52.00000000000001
7412,30.0
3216,43.0
1655,48.0
6597,25.0
6619,33.0
5511,3.0
7264,61.0
3502,19.0
6569,81.0
5888,42.0
5809,23.0
7126,27.0
5576,24.0
5831,36.00000000000001
5819,33.0
1519,24.0
7515,64.0
8032,55.99999999999999
2754,30.0
1530,36.00000000000001
4202,57.0
2823,81.0
2755,30.0
7194,46.0
8548,37.00000000000001
2232,25.0
3519,45.0
6053,26.0
1575,28.0
5320,77.0
8094,38.0
3326,42.0
4590,21.0
3819,20.0
7073,36.00000000000001
3961,32.0
5438,31.0
3116,31.0
4761,32.0
4930,53.0
3237,37.00000000000001
3720,46.0
8139,19.0
8690,26.0
8229,24.0
8455,50.0
8585,31.0
1808,37.00000000000001
2949,36.00000000000001
4247,50.0
8451,37.00000000000001
5630,33.0
2661,55.99999999999999
5672,39.0
2679,23.0
3239,36.00000000000001
5085,43.0
6347,19.0
6493,39.0
1938,25.0
6109,36.00000000000001
3461,17.0
3172,33.0
8287,24.0
6431,27.0
2960,38.0
6002,22.0
3175,33.0
6672,24.0
2827,52.00000000000001
6476,33.0
4354,34.0
2958,38.0
3277,54.00000000000001
6406,28.0
3069,37.00000000000001
6834,32.0
5529,34.0
5688,45.0
3627,33.0
6865,42.0
7178,51.0
3910,26.0
1633,50.0
2272,28.0
8486,46.0
6509,45.0
3469,32.0
3259,42.0
6691,19.0
3393,51.0
7638,18.0
5842,30.0
3198,34.0
3875,19.0
2190,35.0
8572,33.0
7649,51.0
7684,20.0
2718,23.0
3090,36.00000000000001
2676,23.0
3887,39.0
6731,31.0
3076,26.0
7387,22.0
7012,11.0
8507,23.0
7261,67.0
3210,24.0
6320,20.0
2122,57.0
2035,80.0
2362,22.0
5347,67.0
6574,43.0
2357,21.0
2930,28.0
4073,26.0
2564,39.0
7404,51.0
8396,44.00000000000001
5631,40.99999999999999
2290,31.0
4216,49.0
1855,48.0
3932,31.0
4077,16.0
4700,36.00000000000001
8381,19.0
4282,37.00000000000001
3522,71.0
2610,67.0
7241,42.0
3027,40.0
1838,28.0
2748,38.0
5053,10.0
2756,24.0
4539,48.0
4567,22.0
3028,40.0
6214,24.0
2637,29.0
7407,43.0
5646,37.00000000000001
5644,43.0
2495,31.0
4167,46.0
1590,34.0
5674,42.0
6343,25.0
1847,34.0
2804,29.0
3197,34.0
6439,34.0
6595,21.0
6417,39.0
1547,22.0
6534,35.0
5283,24.0
2561,39.0
5469,19.0
8521,33.0
3528,64.0
4229,54.00000000000001
4844,26.0
8138,19.0
5164,81.0
2065,77.0
3945,35.0
4448,57.0
7292,36.00000000000001
7536,21.0
4878,18.0
5806,44.00000000000001
2356,21.0
8359,38.0
7248,50.0
3684,86.0
6265,19.0
1937,25.0
8351,42.0
8415,29.0
7327,31.0
4498,36.00000000000001
8540,20.0
5106,44.00000000000001
3103,21.0
7415,36.00000000000001
1887,18.0
7240,37.00000000000001
4263,38.0
5432,30.0
2308,21.0
5807,32.0
6051,36.00000000000001
4755,32.0
6480,34.0
2294,29.0
8543,24.0
5122,24.0
6350,18.0
5708,53.0
5051,24.0
3617,38.0
2902,59.00000000000001
3603,40.0
2940,37.00000000000001
8640,49.0
5162,64.0
4039,35.0
5936,51.0
5823,42.0
3312,49.0
5477,24.0
2031,42.0
1823,53.0
4487,21.0
3316,53.0
4652,32.0
8295,52.00000000000001
4602,12.0
3098,35.0
3687,67.0
2191,40.0
5044,28.0
5342,63.0
4802,15.0
8646,32.0
1922,46.0
4262,26.0
6167,19.0
8664,60.0
2818,22.0
3927,30.0
6504,40.0
4921,37.00000000000001
2039,92.0
1820,53.0
5334,21.0
4758,36.00000000000001
7513,55.0
5294,54.00000000000001
4926,34.0
6710,17.0
7225,27.0
8053,31.0
6360,36.00000000000001
4235,64.0
3730,10.0
3219,48.0
6622,33.0
2441,25.0
4871,42.0
3796,27.0
2765,44.00000000000001
2117,55.0
8376,22.0
3787,38.0
3769,42.0
8568,34.0
4991,15.0
1674,42.0
8464,38.0
4943,38.0
2380,30.0
2347,37.00000000000001
6837,42.0
4647,32.0
3823,24.0
3798,35.0
5158,64.0
4151,23.0
4735,32.0
6587,49.0
7047,30.0
3551,37.00000000000001
4101,39.0
7389,24.0
8522,22.0
2952,52.00000000000001
3911,26.0
7611,43.0
5000,33.0
2572,32.0
2165,40.0
1524,28.0
4287,39.0
4112,40.0
7123,26.0
7647,49.0
6797,38.0
5066,40.0
6861,36.00000000000001
1809,31.0
5219,17.0
4778,39.0
2465,27.0
6553,33.0
8476,24.0
1962,24.0
3311,49.0
6786,22.0
8121,38.0
2921,72.00000000000001
4729,13.0
4097,39.0
3905,34.0
7606,34.0
8145,60.0
5892,42.0
3597,34.0
1804,33.0
3767,17.0
5280,25.0
2141,47.0
7595,27.0
8603,34.0
3659,54.00000000000001
8574,3.0
6033,33.0
2775,28.0
8186,23.0
8175,17.0
3056,30.0
7147,28.0
6511,46.0
3352,55.0
5467,16.0
6063,30.0
6009,18.0
7333,50.0
2087,38.0
3421,46.0
6118,38.0
8397,44.00000000000001
3444,20.0
2776,28.0
3211,29.0
4399,42.0
6432,27.0
2972,50.0
6119,38.0
8226,22.0
5210,19.0
6448,55.99999999999999
8069,53.0
2084,36.00000000000001
6514,43.0
4717,42.0
6326,27.0
4575,57.99999999999999
6706,28.0
2999,40.0
4072,26.0
6197,40.99999999999999
3554,25.0
5725,50.0
1490,40.99999999999999
8080,21.0
2634,32.0
3167,44.00000000000001
4552,40.0
2412,28.0
6230,47.0
5521,18.0
6560,38.0
3272,43.0
7332,50.0
8049,48.0
6217,31.0
3462,18.0
3077,30.0
3045,38.0
5471,29.0
3160,36.00000000000001
5716,42.0
5752,28.0
6841,52.00000000000001
8305,62.0
4304,54.00000000000001
8423,45.0
4948,32.0
3615,34.0
7447,67.0
2214,42.0
6609,55.0
1627,26.0
4026,28.0
2017,23.0
5226,17.0
3610,53.0
6477,33.0
3342,40.0
4822,9.000000000000002
7325,35.0
6098,22.0
6790,21.0
3952,37.00000000000001
1828,48.0
5082,22.0
7485,33.0
8456,50.0
3500,19.0
5603,24.0
8407,53.0
2978,45.0
4203,57.0
5305,24.0
4898,32.0
8165,65.0
2631,37.00000000000001
4531,28.0
3901,27.0
2994,45.0
2361,22.0
7317,47.0
3053,17.0
8659,52.00000000000001
4607,37.00000000000001
8337,43.0
2700,49.0
4589,14.0
3501,19.0
6025,35.0
4429,40.99999999999999
8220,40.0
2176,47.0
4194,44.00000000000001
1599,30.0
6545,35.0
4296,35.0
8493,45.0
1594,43.0
8075,50.0
7426,29.0
4128,26.0
8586,36.00000000000001
5677,44.00000000000001
7369,19.0
5758,42.0
2056,86.0
7342,48.0
1684,32.0
5653,33.0
1935,28.0
7540,38.0
6367,36.00000000000001
6318,12.0
5820,38.0
8413,15.0
4775,16.0
8367,39.0
3975,27.0
6689,18.0
3754,45.0
2692,55.0
2278,31.0
2488,44.00000000000001
8436,34.0
3938,33.0
4753,38.0
6638,48.0
3368,49.0
3980,25.0
6034,33.0
5822,42.0
2370,36.00000000000001
2317,20.0
2125,40.99999999999999
4831,4.0
6306,13.0
2189,35.0
7683,20.0
6013,16.0
5185,26.0
3974,42.0
3194,44.00000000000001
5282,24.0
4672,47.0
6707,37.00000000000001
2750,33.0
2630,26.0
6862,36.00000000000001
3294,40.99999999999999
1532,37.00000000000001
1932,31.0
5275,27.0
5999,22.0
4530,28.0
6523,50.0
4689,49.0
1635,21.0
2265,16.0
4319,24.0
4061,38.0
3858,8.0
4989,15.0
4846,17.0
7384,26.0
2185,37.00000000000001
7362,24.0
6561,39.0
5565,18.0
6330,16.0
7700,10.0
2521,70.0
2706,54.00000000000001
3818,20.0
7250,48.0
6668,21.0
1867,70.0
4330,19.0
8421,38.0
6632,31.0
6261,39.0
8529,38.0
2435,44.00000000000001
6461,25.0
3595,34.0
4417,36.00000000000001
5749,22.0
7346,22.0
3893,17.0
7032,32.0
5786,45.0
3329,46.0
2882,49.0
1972,27.0
3953,37.00000000000001
8046,55.99999999999999
6225,42.0
4265,39.0
3784,43.0
4286,38.0
8631,35.0
8469,23.0
3455,38.0
1860,54.00000000000001
5599,25.0
5704,40.99999999999999
1583,28.0
6703,32.0
5423,60.0
2483,85.0
6060,25.0
3020,57.0
8377,28.0
5769,53.0
3705,31.0
2131,50.0
4472,47.0
6558,62.0
5872,38.0
1945,24.0
3553,35.0
2338,29.0
1751,59.00000000000001
5123,24.0
6127,52.00000000000001
4213,31.0
3837,37.00000000000001
5776,47.0
7375,23.0
6208,32.0
8539,18.0
6126,48.0
6000,22.0
4906,28.0
3676,36.00000000000001
3179,34.0
8508,39.0
6183,64.0
5983,40.0
1953,25.0
1831,39.0
2153,68.0
6643,24.0
5441,28.0
2614,68.0
8097,26.0
5086,32.0
5543,29.0
6459,28.0
1682,36.00000000000001
3717,57.0
1573,34.0
1617,38.0
5732,27.0
5841,30.0
2689,38.0
4945,32.0
3779,28.0
6864,42.0
3105,28.0
3235,26.0
7138,23.0
3524,71.0
5659,40.99999999999999
6014,20.0
7351,26.0
8618,33.0
4066,29.0
6663,16.0
8210,27.0
3657,55.0
4667,48.0
4993,45.0
4078,18.0
1543,27.0
6404,35.0
3917,12.0
5434,35.0
6782,51.0
2846,42.0
4357,24.0
4401,24.0
7396,27.0
5740,40.99999999999999
3275,45.0
6778,57.99999999999999
5714,31.0
8561,38.0
7049,36.00000000000001
7149,28.0
7291,38.0
3550,37.00000000000001
3279,53.0
3064,26.0
4756,32.0
2116,55.0
7321,27.0
4977,40.99999999999999
5869,40.0
3752,51.0
3890,17.0
1591,34.0
2210,32.0
3935,35.0
1736,26.0
6697,30.0
5113,24.0
8200,19.0
4842,28.0
6345,23.0
4615,46.0
7357,27.0
3663,26.0
4960,24.0
2032,52.00000000000001
6085,21.0
4971,19.0
6246,42.0
5328,51.0
7308,35.0
7057,28.0
3605,68.0
6455,40.0
8641,47.0
3907,26.0
4685,42.0
5836,50.0
3404,55.99999999999999
4914,37.00000000000001
5376,64.0
1580,32.0
3327,42.0
4703,40.0
3032,40.0
5392,46.0
7402,39.0
3820,24.0
1862,44.00000000000001
5527,34.0
2769,38.0
6369,36.00000000000001
8541,20.0
3073,35.0
1832,39.0
6329,16.0
6564,53.0
5152,45.0
4022,17.0
6206,45.0
3204,31.0
4159,40.99999999999999
5692,39.0
3998,30.0
5860,57.99999999999999
7608,34.0
8383,24.0
2582,25.0
3509,29.0
2473,53.0
8699,49.0
2935,39.0
2594,49.0
3736,29.0
2900,59.00000000000001
4913,37.00000000000001
7417,30.0
4082,40.99999999999999
4516,21.0
2002,23.0
6162,39.0
5787,45.0
3571,17.0
5550,37.00000000000001
8516,33.0
3334,32.0
4597,20.0
4219,25.0
5180,36.00000000000001
2608,37.00000000000001
3496,19.0
6512,37.00000000000001
7430,31.0
6198,40.99999999999999
1514,32.0
7162,45.0
3660,21.0
8642,5.0
6106,29.0
7580,42.0
1810,31.0
2853,20.0
2452,21.0
3176,34.0
3200,33.0
1692,44.00000000000001
3480,28.0
3582,23.0
7703,28.0
4060,19.0
2991,54.00000000000001
7421,30.0
5743,45.0
6604,52.00000000000001
7627,14.0
6414,26.0
7445,57.0
6586,57.99999999999999
8448,22.0
8578,35.0
2236,31.0
7027,40.99999999999999
2393,29.0
1851,27.0
4438,44.00000000000001
2148,29.0
2670,17.0
4228,54.00000000000001
5833,54.00000000000001
2269,29.0
8675,62.0
4741,37.00000000000001
6266,31.0
5378,47.0
1768,34.0
7692,48.0
1569,47.0
6798,37.00000000000001
4853,14.0
3356,49.0
2493,36.00000000000001
2321,26.0
5535,47.0
6272,40.0
7281,67.0
5140,23.0
8563,42.0
7405,51.0
3678,51.0
1864,68.0
5054,28.0
4086,42.0
6803,40.99999999999999
1843,32.0
2791,69.0
1907,28.0
7652,46.0
2613,69.0
5397,40.0
3783,43.0
1913,38.0
4107,29.0
8536,17.0
3171,33.0
3486,25.0
8209,27.0
3075,26.0
1685,32.0
3285,50.0
8555,26.0
1793,48.0
4634,27.0
8399,43.0
2332,21.0
3880,30.0
6065,40.99999999999999
1888,18.0
5781,27.0
2445,33.0
4588,14.0
5028,37.00000000000001
5429,52.00000000000001
4573,33.0
2903,59.00000000000001
3330,26.0
1611,37.00000000000001
4327,19.0
3035,15.0
4677,55.0
4706,28.0
8395,39.0
4933,45.0
3854,11.0
3542,29.0
8489,57.0
4187,45.0
8644,37.00000000000001
3829,25.0
5928,43.0
2489,44.00000000000001
1921,43.0
5559,33.0
6678,27.0
5848,25.0
8682,47.0
7336,33.0
4903,24.0
1614,32.0
2405,32.0
8542,29.0
2041,59.00000000000001
4731,13.0
6270,40.0
4828,10.0
4298,30.0
4403,24.0
3813,31.0
4594,21.0
4936,27.0
2547,43.0
8112,38.0
4162,20.0
1951,19.0
6218,31.0
6389,32.0
6386,36.00000000000001
2944,37.00000000000001
3109,35.0
6648,17.0
8647,47.0
8379,28.0
8503,35.0
6038,54.00000000000001
5804,48.0
1634,21.0
8212,44.00000000000001
2334,21.0
8223,26.0
8248,22.0
2798,33.0
5150,30.0
5287,69.0
3971,36.00000000000001
3463,37.00000000000001
1640,50.0
5020,29.0
5625,28.0
5356,27.0
1964,23.0
3594,45.0
7066,34.0
1663,43.0
8598,47.0
6095,19.0
5393,46.0
4496,25.0
4924,40.0
8101,20.0
5259,23.0
5315,68.0
7570,48.0
6200,40.99999999999999
4028,40.99999999999999
8612,37.00000000000001
2799,33.0
4138,37.00000000000001
5942,53.0
8528,38.0
5775,47.0
8556,26.0
5687,45.0
7601,38.0
1680,43.0
6366,30.0
5615,26.0
4894,24.0
3726,16.0
2957,43.0
4358,24.0
2996,40.0
6028,34.0
7559,20.0
2969,35.0
6152,35.0
6091,22.0
2147,40.99999999999999
6298,25.0
8481,25.0
2513,62.0
3494,25.0
3954,33.0
8174,21.0
6623,33.0
1859,69.0
5975,31.0
5571,20.0
1858,69.0
2817,22.0
7418,30.0
8592,48.0
8353,52.00000000000001
4982,23.0
6260,33.0
6780,42.0
5828,47.0
5422,63.0
4058,19.0
8364,47.0
3872,24.0
6210,29.0
3190,47.0
7358,27.0
4838,21.0
7051,29.0
8443,28.0
4427,40.99999999999999
5159,64.0
1958,44.00000000000001
3587,22.0
6528,57.0
1901,33.0
4655,22.0
5862,57.0
3565,22.0
2303,37.00000000000001
5667,36.00000000000001
4577,57.99999999999999
8111,38.0
6005,22.0
3185,33.0
7074,36.00000000000001
4680,57.99999999999999
