,aqi_pm25
68449,unhealthy for sensitive groups
426302,safe
855434,safe
453341,safe
1125808,safe
212480,unhealthy for sensitive groups
948225,safe
68262,unhealthy for sensitive groups
34956,safe
430152,unhealthy for sensitive groups
998904,safe
586881,safe
294401,unhealthy for sensitive groups
443880,safe
1097352,safe
630823,safe
399701,safe
947027,safe
1062391,safe
36414,safe
495518,unhealthy for sensitive groups
58840,unhealthy for sensitive groups
359123,safe
518758,safe
216920,unhealthy for sensitive groups
730360,safe
1164345,safe
626919,safe
180475,unhealthy for sensitive groups
703154,safe
777110,safe
867959,unhealthy for sensitive groups
298423,safe
1141218,safe
376606,unhealthy for sensitive groups
553388,safe
1159110,safe
634876,unhealthy for sensitive groups
195108,safe
560024,unhealthy for sensitive groups
1019926,safe
1002191,unhealthy for sensitive groups
1138467,safe
924083,safe
81497,safe
916688,safe
553245,safe
174870,safe
690620,safe
872697,safe
85456,unhealthy for sensitive groups
775645,safe
1020674,safe
411379,safe
576111,unhealthy for sensitive groups
623214,safe
1122286,safe
889187,safe
1080424,safe
548412,safe
152660,unhealthy for sensitive groups
1101320,safe
239346,unhealthy for sensitive groups
848002,safe
1045888,unhealthy for sensitive groups
543465,safe
463946,safe
1053127,safe
472293,safe
1065762,safe
217229,unhealthy for sensitive groups
193564,safe
262933,safe
862753,safe
29385,safe
330083,safe
617971,safe
7812,unhealthy for sensitive groups
821991,safe
1064987,safe
907398,safe
1071469,unhealthy for sensitive groups
1024173,unhealthy for sensitive groups
900716,safe
482823,unhealthy for sensitive groups
1046952,unhealthy for sensitive groups
534834,safe
846512,safe
1095592,safe
927,safe
841921,safe
498473,safe
723605,safe
1142972,unhealthy for sensitive groups
628641,safe
1108708,safe
723671,unhealthy for sensitive groups
1128867,unhealthy for sensitive groups
104150,safe
5526,safe
914552,safe
1065822,safe
993549,safe
590956,safe
1029588,safe
1039802,safe
878180,unhealthy for sensitive groups
273439,safe
1092146,safe
779382,safe
1043433,safe
416342,safe
1052431,safe
950897,safe
499331,safe
1144930,unhealthy for sensitive groups
1093572,safe
1107870,safe
231354,safe
1027769,unhealthy for sensitive groups
295556,safe
505731,safe
1153052,safe
743902,safe
820659,safe
952541,unhealthy for sensitive groups
17550,safe
1123495,safe
14166,safe
13167,safe
1056894,safe
362918,unhealthy for sensitive groups
788955,safe
255761,safe
1105902,unhealthy for sensitive groups
789781,safe
551268,safe
434529,safe
14688,safe
1131079,unhealthy for sensitive groups
382635,safe
210404,safe
163016,unhealthy for sensitive groups
1100247,safe
7605,safe
37098,safe
57430,unhealthy for sensitive groups
1013387,unhealthy for sensitive groups
959337,unhealthy for sensitive groups
11394,safe
1051784,unhealthy for sensitive groups
363985,safe
229821,unhealthy for sensitive groups
150213,safe
768971,safe
677696,safe
31212,safe
416668,unhealthy for sensitive groups
11007,safe
405376,safe
930974,safe
1123333,unhealthy for sensitive groups
1090407,safe
553738,safe
371159,safe
1133022,safe
239000,unhealthy for sensitive groups
421778,safe
507801,safe
887936,unhealthy for sensitive groups
452894,safe
819054,safe
1004705,safe
326362,unhealthy for sensitive groups
217278,unhealthy for sensitive groups
37323,unhealthy for sensitive groups
1012272,unhealthy for sensitive groups
907673,safe
377400,safe
986259,safe
1126243,safe
504938,unhealthy for sensitive groups
30285,safe
1119834,safe
808540,safe
480892,safe
485638,safe
10143,safe
1057800,safe
151330,safe
166309,safe
601741,unhealthy for sensitive groups
11331,safe
999768,safe
736536,safe
465666,safe
48456,unhealthy for sensitive groups
1064988,safe
819464,safe
410306,safe
181714,safe
603538,safe
1107775,safe
1057189,safe
1101670,unhealthy for sensitive groups
51716,safe
1151425,safe
503729,safe
471698,safe
269349,safe
18648,safe
78424,safe
675595,safe
1003861,unhealthy for sensitive groups
1166505,unhealthy for sensitive groups
411151,safe
25443,safe
1098287,safe
889204,safe
261980,safe
897657,safe
6876,safe
468644,safe
1122688,safe
15075,safe
1017529,safe
29718,safe
338110,safe
35712,safe
12393,safe
697252,safe
927946,safe
625074,safe
1090268,safe
15606,unhealthy for sensitive groups
1022388,safe
1159033,safe
157326,unhealthy for sensitive groups
1152123,safe
1163808,unhealthy for sensitive groups
707260,safe
1075896,safe
650606,safe
967827,safe
1011445,safe
811341,safe
280953,safe
668606,safe
474597,safe
1090398,unhealthy for sensitive groups
26964,safe
1048979,safe
1100936,safe
955870,safe
105880,safe
339475,safe
556134,safe
734003,safe
356445,safe
760794,safe
89766,unhealthy for sensitive groups
723029,safe
5886,safe
1042399,safe
112179,safe
145188,safe
169247,safe
460927,safe
735939,safe
970952,unhealthy for sensitive groups
566741,safe
1161900,safe
516837,safe
213608,unhealthy for sensitive groups
1070645,safe
239236,unhealthy for sensitive groups
978662,safe
508558,safe
98043,safe
1166130,safe
275677,unhealthy for sensitive groups
650153,safe
328550,safe
1117306,safe
396277,unhealthy for sensitive groups
1011410,safe
712853,safe
12888,safe
644801,unhealthy for sensitive groups
1090067,safe
143096,unhealthy for sensitive groups
473156,safe
252146,safe
38367,safe
233239,safe
1011096,unhealthy for sensitive groups
809520,safe
12024,unhealthy for sensitive groups
39636,unhealthy for sensitive groups
921040,unhealthy for sensitive groups
486776,safe
457321,safe
68066,safe
1070001,safe
1148445,safe
1016658,unhealthy for sensitive groups
825491,safe
107955,safe
33876,safe
996967,safe
285668,safe
1123108,safe
3231,safe
87461,safe
37278,safe
1163969,safe
643379,safe
1047796,unhealthy for sensitive groups
139585,safe
346031,safe
486119,safe
264787,safe
252775,unhealthy for sensitive groups
927157,safe
500370,safe
760001,safe
387970,safe
590628,safe
898617,safe
1043468,safe
841410,safe
652513,safe
651517,safe
998168,safe
819875,unhealthy for sensitive groups
630413,safe
30843,safe
151380,safe
300015,unhealthy for sensitive groups
332847,safe
859899,unhealthy for sensitive groups
1118405,safe
1001185,safe
382669,safe
1005890,safe
10665,safe
28683,safe
819838,unhealthy for sensitive groups
286016,unhealthy for sensitive groups
276098,unhealthy for sensitive groups
528413,unhealthy for sensitive groups
1065058,unhealthy for sensitive groups
337874,safe
697878,safe
106837,safe
296635,safe
509166,safe
32292,safe
1112028,safe
67903,unhealthy for sensitive groups
1133371,safe
1126499,safe
711552,safe
998001,safe
18855,safe
17937,safe
1061807,unhealthy for sensitive groups
1000974,safe
5805,safe
337068,safe
19611,safe
33210,safe
469424,safe
718432,safe
776634,safe
145991,safe
16974,safe
333368,safe
438898,safe
61119,safe
39276,safe
225,safe
161860,unhealthy for sensitive groups
65499,unhealthy for sensitive groups
870873,safe
445194,unhealthy for sensitive groups
933102,safe
1066101,safe
417301,unhealthy for sensitive groups
60115,safe
704206,safe
1004286,safe
498352,unhealthy for sensitive groups
38871,safe
1091172,safe
189733,safe
1157968,safe
87360,unhealthy for sensitive groups
1034410,safe
832352,unhealthy for sensitive groups
67440,safe
23580,safe
1102543,safe
520913,safe
851833,safe
34929,safe
418933,safe
141867,safe
383092,safe
587869,unhealthy for sensitive groups
621134,safe
35271,safe
381487,safe
894145,safe
743007,safe
518530,safe
446416,safe
1033403,unhealthy for sensitive groups
352503,safe
321331,unhealthy for sensitive groups
694494,safe
1105843,unhealthy for sensitive groups
1037387,unhealthy for sensitive groups
207544,safe
1136256,safe
184197,safe
260150,unhealthy for sensitive groups
1096772,safe
157877,unhealthy for sensitive groups
200614,unhealthy for sensitive groups
169434,unhealthy for sensitive groups
718415,safe
1019078,unhealthy for sensitive groups
613957,safe
296464,safe
1150940,safe
1092252,safe
462311,safe
1139636,safe
478304,safe
8046,unhealthy for sensitive groups
452820,safe
677017,unhealthy for sensitive groups
24903,safe
826669,safe
635347,safe
320981,unhealthy for sensitive groups
16002,safe
196399,safe
241885,safe
1000576,safe
1074801,safe
871662,unhealthy for sensitive groups
980505,safe
929013,safe
1021248,safe
1053576,safe
7587,safe
2961,safe
1161399,unhealthy for sensitive groups
477733,safe
224859,unhealthy for sensitive groups
866922,safe
94403,unhealthy for sensitive groups
968613,safe
486,safe
656690,unhealthy for sensitive groups
970729,unhealthy for sensitive groups
694478,safe
1096647,safe
1120385,safe
407850,safe
1122986,unhealthy for sensitive groups
961416,safe
1096912,safe
293418,unhealthy for sensitive groups
927324,safe
1072059,safe
40545,safe
575689,unhealthy for sensitive groups
1010670,unhealthy for sensitive groups
1027664,safe
1024453,safe
1055872,unhealthy for sensitive groups
164288,unhealthy for sensitive groups
18756,safe
48913,safe
1059220,safe
929622,safe
1044313,safe
179727,unhealthy for sensitive groups
256828,unhealthy for sensitive groups
782480,safe
42836,safe
19656,safe
1097847,safe
1001471,unhealthy for sensitive groups
1166266,safe
1017164,safe
997651,safe
136565,safe
765695,safe
34560,safe
1029979,safe
17037,safe
688508,safe
664591,safe
27108,safe
320680,unhealthy for sensitive groups
105831,safe
1005950,safe
222809,safe
1105490,unhealthy for sensitive groups
298784,unhealthy for sensitive groups
1112113,safe
999601,safe
516608,safe
691189,safe
1086881,safe
455392,safe
1030013,safe
420388,safe
111412,unhealthy for sensitive groups
311564,safe
21069,safe
899462,safe
660293,unhealthy for sensitive groups
1010965,safe
504634,safe
189322,safe
696480,safe
1092227,safe
376806,unhealthy for sensitive groups
470204,safe
343288,safe
1068279,safe
430303,unhealthy for sensitive groups
6390,safe
355389,unhealthy for sensitive groups
326167,unhealthy for sensitive groups
130234,unhealthy for sensitive groups
176915,safe
573867,safe
573551,unhealthy for sensitive groups
988727,unhealthy for sensitive groups
501820,unhealthy for sensitive groups
788582,safe
978938,safe
1051241,safe
805282,safe
1162752,unhealthy for sensitive groups
136276,safe
260708,safe
427586,safe
999036,safe
833524,safe
730784,safe
537903,safe
677932,safe
174201,safe
792295,safe
1113011,safe
974371,safe
362225,safe
837,safe
1119765,safe
852003,safe
289239,unhealthy for sensitive groups
251012,safe
1142870,safe
1059464,unhealthy for sensitive groups
1023878,unhealthy for sensitive groups
744308,unhealthy for sensitive groups
1098817,safe
936572,safe
401303,unhealthy for sensitive groups
546023,safe
1000128,safe
990079,safe
989762,safe
697577,safe
379101,safe
144398,safe
17559,safe
1131054,unhealthy for sensitive groups
427651,safe
997017,safe
18297,safe
1022658,safe
123742,unhealthy for sensitive groups
895006,safe
942492,unhealthy for sensitive groups
918192,unhealthy for sensitive groups
66084,safe
1100203,safe
63016,safe
38799,safe
618141,safe
57749,unhealthy for sensitive groups
79640,safe
1133974,safe
179426,unhealthy for sensitive groups
988541,unhealthy for sensitive groups
393040,safe
66134,safe
331891,safe
1042165,safe
105531,unhealthy for sensitive groups
1072294,safe
1166061,unhealthy for sensitive groups
74063,safe
419478,unhealthy for sensitive groups
20637,safe
1113707,safe
1049585,safe
1082460,safe
1066578,safe
231338,safe
1166427,safe
7911,safe
41817,unhealthy for sensitive groups
89018,unhealthy for sensitive groups
19431,safe
965649,safe
1129429,safe
1066966,unhealthy for sensitive groups
1079909,safe
815000,safe
811969,safe
35316,safe
1067765,safe
5472,safe
715101,safe
1093838,safe
993674,safe
242500,unhealthy for sensitive groups
12042,safe
700057,safe
892436,safe
33354,safe
648999,unhealthy for sensitive groups
1077476,unhealthy for sensitive groups
248430,safe
840212,safe
330343,safe
531763,safe
301759,unhealthy for sensitive groups
242736,unhealthy for sensitive groups
862518,safe
415299,unhealthy for sensitive groups
565130,safe
904625,safe
667302,safe
959134,unhealthy for sensitive groups
704775,safe
74841,safe
1150248,unhealthy for sensitive groups
288594,unhealthy for sensitive groups
78287,unhealthy for sensitive groups
1064978,safe
245040,safe
236521,safe
40104,safe
699085,safe
575014,safe
1117924,safe
229362,unhealthy for sensitive groups
1071633,safe
1144973,unhealthy for sensitive groups
637533,safe
635977,safe
132188,safe
568355,safe
442359,safe
939528,safe
674831,safe
774075,safe
792206,safe
1046378,safe
1074731,safe
523722,safe
815849,safe
46374,unhealthy for sensitive groups
520159,safe
695734,safe
1143636,safe
858933,safe
1106936,safe
26928,unhealthy for sensitive groups
736805,safe
842527,unhealthy for sensitive groups
1002544,unhealthy for sensitive groups
606333,safe
111879,safe
519389,safe
1006693,safe
599421,safe
1008521,safe
17289,safe
1124310,safe
478004,safe
3393,safe
445879,safe
685384,safe
45500,safe
1154826,safe
1033613,safe
664388,safe
695416,safe
1058899,safe
776706,safe
