,aqi_pm10
134035,safe
134096,unhealthy for sensitive groups
102854,unhealthy for sensitive groups
81530,safe
60316,unhealthy for sensitive groups
89069,safe
18859,safe
148,safe
38196,safe
831,safe
1078,safe
146520,safe
798,safe
147495,safe
102390,safe
34542,safe
1083,safe
78880,safe
385,safe
71493,safe
9923,safe
93921,safe
102391,safe
105882,safe
146,safe
43897,safe
137433,safe
27432,safe
58679,safe
105058,safe
103578,safe
8721,safe
101237,safe
158545,safe
60084,safe
71725,safe
40725,safe
68664,safe
30759,unhealthy for sensitive groups
24655,safe
78331,safe
2403,safe
22287,safe
42090,safe
30990,safe
101014,safe
99512,safe
102381,safe
60646,unhealthy for sensitive groups
147695,safe
126257,safe
87031,safe
88984,safe
93466,safe
11679,safe
137669,safe
53615,safe
50187,safe
153870,safe
104140,safe
95495,safe
30269,safe
1077,safe
136796,safe
65022,safe
107006,safe
34029,safe
952,safe
97071,safe
3490,safe
150770,safe
33724,safe
166570,safe
152195,safe
617,safe
79357,safe
168470,safe
110074,safe
118436,safe
154145,safe
107078,safe
34957,safe
72947,safe
85822,safe
96536,safe
13909,safe
126591,safe
126725,safe
36,safe
93931,safe
220,safe
112453,safe
41724,safe
164845,unhealthy for sensitive groups
94817,safe
142220,safe
107212,safe
137675,safe
704,safe
143120,safe
134872,safe
135102,safe
143820,safe
14866,safe
51184,safe
14265,safe
130092,safe
1053,safe
65685,safe
22998,safe
116757,safe
922,safe
39967,safe
2012,unhealthy for sensitive groups
127142,safe
168845,safe
151920,safe
79625,safe
19937,safe
24986,safe
67086,safe
115993,unhealthy for sensitive groups
24247,safe
24116,safe
127687,safe
77354,safe
117190,safe
129588,safe
154020,safe
32324,safe
155995,safe
359,safe
114742,safe
160270,safe
398,safe
153020,unhealthy for sensitive groups
169720,safe
109022,safe
93307,safe
103444,safe
62172,unhealthy for sensitive groups
49249,safe
81592,safe
85688,safe
3906,safe
10055,unhealthy for sensitive groups
144545,safe
28902,safe
132932,safe
9152,safe
967,safe
24753,safe
154820,safe
147645,safe
74999,unhealthy for sensitive groups
147670,safe
127736,unhealthy for sensitive groups
24211,safe
124389,safe
46119,safe
865,safe
128639,safe
62852,safe
137586,safe
51367,safe
145795,safe
74741,safe
122937,safe
1023,safe
164945,safe
47841,safe
626,safe
588,safe
75453,safe
104352,safe
664,safe
57463,safe
141770,safe
109888,safe
10045,safe
87555,safe
796,safe
113589,safe
11005,safe
126956,safe
117921,safe
99159,safe
17683,safe
142695,safe
77159,safe
7532,safe
45155,safe
62254,safe
558,safe
136311,safe
116383,safe
135571,safe
74081,safe
45887,safe
45008,safe
17216,safe
117324,safe
649,safe
154520,safe
124665,safe
754,safe
122921,safe
46864,safe
129101,safe
126432,unhealthy for sensitive groups
86250,safe
32504,safe
72714,safe
48452,safe
51062,safe
96191,safe
95721,safe
63548,safe
110545,safe
107176,safe
110901,safe
88657,unhealthy for sensitive groups
140970,safe
30527,unhealthy for sensitive groups
646,safe
136929,safe
125104,safe
158445,safe
107738,safe
80236,safe
149420,safe
137682,safe
17095,safe
41920,safe
2256,safe
58280,safe
1090,safe
165445,safe
159720,safe
98221,safe
98205,safe
3360,safe
65901,safe
3298,unhealthy for sensitive groups
449,safe
137496,safe
64,safe
46949,safe
102613,safe
18666,safe
151820,safe
13934,safe
144270,safe
88434,safe
624,safe
20999,safe
104165,safe
41651,safe
1376,safe
81713,safe
50418,safe
73169,safe
34179,safe
240,safe
210,safe
33931,safe
65694,safe
1082,safe
58813,safe
134827,safe
44910,safe
123,safe
124519,safe
59120,safe
82360,safe
19117,safe
86799,safe
146695,safe
40715,safe
137563,safe
41626,safe
32797,safe
69223,safe
44704,unhealthy for sensitive groups
104584,safe
8462,safe
63325,safe
157670,safe
66158,safe
4461,safe
131513,safe
114125,safe
80432,safe
57696,safe
90950,safe
159170,safe
76613,unhealthy for sensitive groups
9871,safe
47707,safe
19238,safe
38686,safe
5042,unhealthy for sensitive groups
152345,safe
143345,safe
66695,safe
147070,safe
83752,safe
49893,safe
55506,safe
26015,safe
37879,safe
23675,safe
585,safe
97070,safe
65669,safe
111184,safe
43263,safe
24273,safe
85090,unhealthy for sensitive groups
142720,safe
166895,safe
103712,safe
622,safe
55359,safe
153420,unhealthy for sensitive groups
44521,safe
85508,safe
27576,unhealthy for sensitive groups
150445,safe
58159,safe
127541,safe
140420,safe
10360,safe
32272,safe
21330,safe
94435,safe
126371,unhealthy for sensitive groups
79210,safe
20800,safe
33947,safe
125847,safe
29589,safe
162845,safe
120751,safe
170400,safe
17535,safe
40016,safe
133647,unhealthy for sensitive groups
165870,safe
146645,safe
32556,safe
521,safe
655,safe
47625,safe
143170,safe
93014,safe
74973,safe
11878,safe
94939,safe
75401,safe
155920,safe
137483,safe
587,safe
37235,safe
148645,safe
470,safe
75437,safe
106052,safe
42884,safe
74143,unhealthy for sensitive groups
579,safe
131698,safe
95969,safe
161095,safe
84838,unhealthy for sensitive groups
137357,safe
108094,safe
602,unhealthy for sensitive groups
13530,safe
70849,safe
15453,safe
43727,safe
147820,safe
4931,safe
916,safe
169345,safe
2195,safe
58149,safe
6754,safe
161670,safe
935,safe
85053,safe
28377,unhealthy for sensitive groups
160095,safe
93164,safe
62001,safe
142945,safe
145020,safe
27746,safe
35848,safe
160295,safe
10565,safe
150570,safe
139545,safe
137519,safe
3350,safe
80431,safe
74107,unhealthy for sensitive groups
16214,safe
70150,safe
12561,safe
85407,safe
48553,safe
122668,safe
101478,safe
80870,safe
4687,unhealthy for sensitive groups
86909,safe
261,safe
145495,safe
8185,safe
137410,safe
46815,safe
133708,safe
22149,safe
141745,safe
51099,safe
196,safe
85786,safe
157820,safe
412,safe
130588,safe
44129,safe
24692,safe
541,safe
155020,safe
1001,safe
74570,safe
584,safe
8876,safe
133699,safe
36676,safe
150720,safe
79772,safe
125470,safe
87994,safe
364,safe
105156,safe
111460,safe
108326,safe
158495,safe
66845,safe
384,safe
87556,safe
142545,safe
130027,safe
438,safe
75205,safe
568,safe
40078,safe
168170,safe
53236,safe
138620,safe
135127,safe
991,safe
11,safe
41224,safe
134326,safe
48684,safe
91611,safe
75,safe
2452,safe
12907,safe
154595,safe
56742,safe
65254,safe
170120,safe
85518,safe
119109,safe
23770,safe
90059,safe
35570,safe
13788,safe
26700,safe
166820,safe
133417,safe
1069,safe
89533,safe
889,safe
153,safe
144170,safe
1013,safe
51331,safe
74,safe
155270,safe
376,safe
