"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"02/25/2020","AQS","480391016","1","0.063","ppm","77","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"02/26/2020","AQS","480391016","1","0.042","ppm","39","Lake Jackson","16","94.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"02/27/2020","AQS","480391016","1","0.048","ppm","44","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"02/28/2020","AQS","480391016","1","0.055","ppm","51","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"02/29/2020","AQS","480391016","1","0.053","ppm","49","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"03/01/2020","AQS","480391016","1","0.048","ppm","44","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"03/02/2020","AQS","480391016","1","0.042","ppm","39","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"03/03/2020","AQS","480391016","1","0.031","ppm","29","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"03/05/2020","AQS","480391016","1","0.047","ppm","44","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"03/06/2020","AQS","480391016","1","0.052","ppm","48","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"03/07/2020","AQS","480391016","1","0.046","ppm","43","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"03/08/2020","AQS","480391016","1","0.048","ppm","44","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"03/09/2020","AQS","480391016","1","0.042","ppm","39","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"03/10/2020","AQS","480391016","1","0.034","ppm","31","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"03/11/2020","AQS","480391016","1","0.035","ppm","32","Lake Jackson","13","76.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"03/12/2020","AQS","480391016","1","0.032","ppm","30","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"03/13/2020","AQS","480391016","1","0.031","ppm","29","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"03/14/2020","AQS","480391016","1","0.032","ppm","30","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"03/15/2020","AQS","480391016","1","0.032","ppm","30","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"03/16/2020","AQS","480391016","1","0.032","ppm","30","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"03/17/2020","AQS","480391016","1","0.025","ppm","23","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"03/18/2020","AQS","480391016","1","0.028","ppm","26","Lake Jackson","15","88.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"03/19/2020","AQS","480391016","1","0.032","ppm","30","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"03/20/2020","AQS","480391016","1","0.03","ppm","28","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"03/21/2020","AQS","480391016","1","0.016","ppm","15","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"03/23/2020","AQS","480391016","1","0.028","ppm","26","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"03/24/2020","AQS","480391016","1","0.026","ppm","24","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"03/25/2020","AQS","480391016","1","0.03","ppm","28","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"03/26/2020","AQS","480391016","1","0.033","ppm","31","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"03/27/2020","AQS","480391016","1","0.03","ppm","28","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"03/28/2020","AQS","480391016","1","0.036","ppm","33","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"03/29/2020","AQS","480391016","1","0.058","ppm","61","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"03/30/2020","AQS","480391016","1","0.034","ppm","31","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"03/31/2020","AQS","480391016","1","0.049","ppm","45","Lake Jackson","15","88.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"04/01/2020","AQS","480391016","1","0.052","ppm","48","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"04/02/2020","AirNow","480391016","1","0.047","ppm","44","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"04/07/2020","AQS","480391016","1","0.02","ppm","19","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"04/08/2020","AQS","480391016","1","0.023","ppm","21","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"04/09/2020","AQS","480391016","1","0.028","ppm","26","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"04/10/2020","AQS","480391016","1","0.053","ppm","49","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"04/11/2020","AQS","480391016","1","0.046","ppm","43","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"04/12/2020","AQS","480391016","1","0.051","ppm","47","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"04/13/2020","AQS","480391016","1","0.051","ppm","47","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"04/14/2020","AQS","480391016","1","0.051","ppm","47","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"04/15/2020","AQS","480391016","1","0.057","ppm","58","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"04/16/2020","AQS","480391016","1","0.053","ppm","49","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"04/17/2020","AQS","480391016","1","0.045","ppm","42","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"04/18/2020","AQS","480391016","1","0.026","ppm","24","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"04/19/2020","AQS","480391016","1","0.028","ppm","26","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"04/20/2020","AQS","480391016","1","0.048","ppm","44","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"04/21/2020","AQS","480391016","1","0.049","ppm","45","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"04/22/2020","AQS","480391016","1","0.033","ppm","31","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"04/23/2020","AQS","480391016","1","0.063","ppm","77","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"04/24/2020","AQS","480391016","1","0.054","ppm","50","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"04/25/2020","AQS","480391016","1","0.051","ppm","47","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"04/26/2020","AQS","480391016","1","0.06","ppm","67","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"04/27/2020","AQS","480391016","1","0.052","ppm","48","Lake Jackson","14","82.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"04/28/2020","AQS","480391016","1","0.034","ppm","31","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"04/29/2020","AQS","480391016","1","0.058","ppm","61","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"04/30/2020","AQS","480391016","1","0.059","ppm","64","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"05/01/2020","AQS","480391016","1","0.056","ppm","54","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"05/02/2020","AQS","480391016","1","0.05","ppm","46","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"05/03/2020","AQS","480391016","1","0.046","ppm","43","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"05/04/2020","AQS","480391016","1","0.034","ppm","31","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"05/05/2020","AQS","480391016","1","0.03","ppm","28","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"05/06/2020","AQS","480391016","1","0.057","ppm","58","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"05/07/2020","AQS","480391016","1","0.062","ppm","74","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"05/08/2020","AQS","480391016","1","0.037","ppm","34","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"05/09/2020","AQS","480391016","1","0.051","ppm","47","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"05/10/2020","AQS","480391016","1","0.065","ppm","84","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"05/11/2020","AQS","480391016","1","0.054","ppm","50","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"05/12/2020","AQS","480391016","1","0.048","ppm","44","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"05/13/2020","AQS","480391016","1","0.04","ppm","37","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"05/14/2020","AQS","480391016","1","0.049","ppm","45","Lake Jackson","13","76.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"05/15/2020","AQS","480391016","1","0.041","ppm","38","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"05/16/2020","AQS","480391016","1","0.051","ppm","47","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"05/17/2020","AQS","480391016","1","0.045","ppm","42","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"05/18/2020","AQS","480391016","1","0.056","ppm","54","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"05/19/2020","AQS","480391016","1","0.035","ppm","32","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"05/20/2020","AQS","480391016","1","0.033","ppm","31","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"05/21/2020","AQS","480391016","1","0.036","ppm","33","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"05/22/2020","AQS","480391016","1","0.022","ppm","20","Lake Jackson","15","88.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"05/23/2020","AQS","480391016","1","0.026","ppm","24","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"05/24/2020","AQS","480391016","1","0.043","ppm","40","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"05/25/2020","AQS","480391016","1","0.047","ppm","44","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"05/26/2020","AQS","480391016","1","0.05","ppm","46","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"05/27/2020","AQS","480391016","1","0.05","ppm","46","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"05/28/2020","AQS","480391016","1","0.039","ppm","36","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"05/29/2020","AQS","480391016","1","0.06","ppm","67","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"05/30/2020","AQS","480391016","1","0.057","ppm","58","Lake Jackson","17","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"05/31/2020","AirNow","480391016","1","0.029","ppm","27","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"06/01/2020","AirNow","480391016","1","0.053","ppm","49","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"06/02/2020","AirNow","480391016","1","0.051","ppm","47","Lake Jackson","19","79.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"06/03/2020","AirNow","480391016","1","0.024","ppm","22","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"06/04/2020","AirNow","480391016","1","0.017","ppm","16","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"06/05/2020","AirNow","480391016","1","0.025","ppm","23","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"06/06/2020","AirNow","480391016","1","0.05","ppm","46","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"06/07/2020","AirNow","480391016","1","0.035","ppm","32","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"06/08/2020","AirNow","480391016","1","0.038","ppm","35","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"06/09/2020","AirNow","480391016","1","0.02","ppm","19","Lake Jackson","18","75.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"06/11/2020","AirNow","480391016","1","0.059","ppm","64","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"06/12/2020","AirNow","480391016","1","0.058","ppm","61","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"06/13/2020","AirNow","480391016","1","0.063","ppm","77","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"06/14/2020","AirNow","480391016","1","0.058","ppm","61","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"06/15/2020","AirNow","480391016","1","0.032","ppm","30","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"06/16/2020","AirNow","480391016","1","0.052","ppm","48","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"06/17/2020","AirNow","480391016","1","0.047","ppm","44","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"06/18/2020","AirNow","480391016","1","0.037","ppm","34","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"06/19/2020","AirNow","480391016","1","0.027","ppm","25","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"06/20/2020","AirNow","480391016","1","0.016","ppm","15","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"06/21/2020","AirNow","480391016","1","0.015","ppm","14","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"06/22/2020","AirNow","480391016","1","0.024","ppm","22","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"06/23/2020","AirNow","480391016","1","0.028","ppm","26","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"06/24/2020","AirNow","480391016","1","0.03","ppm","28","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"06/25/2020","AirNow","480391016","1","0.023","ppm","21","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"06/26/2020","AirNow","480391016","1","0.017","ppm","16","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"06/27/2020","AirNow","480391016","1","0.014","ppm","13","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"06/28/2020","AirNow","480391016","1","0.015","ppm","14","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"06/29/2020","AirNow","480391016","1","0.016","ppm","15","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"06/30/2020","AirNow","480391016","1","0.017","ppm","16","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"07/01/2020","AirNow","480391016","1","0.016","ppm","15","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"07/02/2020","AirNow","480391016","1","0.018","ppm","17","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"07/03/2020","AirNow","480391016","1","0.016","ppm","15","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"07/04/2020","AirNow","480391016","1","0.023","ppm","21","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"07/05/2020","AirNow","480391016","1","0.021","ppm","19","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"07/06/2020","AirNow","480391016","1","0.013","ppm","12","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"07/07/2020","AirNow","480391016","1","0.014","ppm","13","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"07/08/2020","AirNow","480391016","1","0.015","ppm","14","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"07/09/2020","AirNow","480391016","1","0.017","ppm","16","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"07/10/2020","AirNow","480391016","1","0.016","ppm","15","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"07/11/2020","AirNow","480391016","1","0.012","ppm","11","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"07/12/2020","AirNow","480391016","1","0.014","ppm","13","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"07/13/2020","AirNow","480391016","1","0.015","ppm","14","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"07/14/2020","AirNow","480391016","1","0.016","ppm","15","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"07/15/2020","AirNow","480391016","1","0.017","ppm","16","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
"07/16/2020","AirNow","480391016","1","0.017","ppm","16","Lake Jackson","24","100.0000","44201","Ozone","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","039","Brazoria","29.043759","-95.472946"
