"Date","Source","Site ID","POC","Daily Mean Pb Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2016","AQS","482011039","1","0.001","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"01/07/2016","AQS","482011039","1","0.001","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"01/13/2016","AQS","482011039","1","0.003","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"01/19/2016","AQS","482011039","1","0.001","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"01/25/2016","AQS","482011039","1","0.001","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"01/31/2016","AQS","482011039","1","0.002","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"02/06/2016","AQS","482011039","1","0.002","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"02/12/2016","AQS","482011039","1","0.002","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"02/18/2016","AQS","482011039","1","0.002","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"02/24/2016","AQS","482011039","1","0.003","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"03/01/2016","AQS","482011039","1","0.002","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"03/07/2016","AQS","482011039","1","0.002","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"03/13/2016","AQS","482011039","1","0.001","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"03/19/2016","AQS","482011039","1","0.003","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"03/25/2016","AQS","482011039","1","0.002","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"03/31/2016","AQS","482011039","1","0.001","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"04/06/2016","AQS","482011039","1","0.002","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"04/12/2016","AQS","482011039","1","0.002","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"04/18/2016","AQS","482011039","1","0.001","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"04/24/2016","AQS","482011039","1","0.001","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"04/30/2016","AQS","482011039","1","0.001","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"05/06/2016","AQS","482011039","1","0.003","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"05/12/2016","AQS","482011039","1","0.004","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"05/18/2016","AQS","482011039","1","0.002","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"05/24/2016","AQS","482011039","1","0.003","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"05/30/2016","AQS","482011039","1","0.001","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"06/05/2016","AQS","482011039","1","0.001","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"06/11/2016","AQS","482011039","1","0.001","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"06/17/2016","AQS","482011039","1","0.001","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"06/23/2016","AQS","482011039","1","0.001","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"06/29/2016","AQS","482011039","1","0.002","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"07/11/2016","AQS","482011039","1","0.003","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"07/17/2016","AQS","482011039","1","0.001","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"07/23/2016","AQS","482011039","1","0.001","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"07/29/2016","AQS","482011039","1","0.002","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"08/04/2016","AQS","482011039","1","0.001","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"08/10/2016","AQS","482011039","1","0.001","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"08/16/2016","AQS","482011039","1","0","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"08/22/2016","AQS","482011039","1","0.001","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"08/28/2016","AQS","482011039","1","0.001","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"09/09/2016","AQS","482011039","1","0.001","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"09/21/2016","AQS","482011039","1","0.003","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"09/27/2016","AQS","482011039","1","0.002","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"10/03/2016","AQS","482011039","1","0.002","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"10/09/2016","AQS","482011039","1","0.001","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
"10/15/2016","AQS","482011039","1","0.001","ug/m3 LC",".","Houston Deer Park #2","1","100.0000","14129","Lead (TSP) LC","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","201","Harris","29.670025","-95.128508"
