"Date","Source","Site ID","POC","Daily Max 1-hour SO2 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2020","AQS","481670005","1","1.3","ppb","1","Texas City Ball Park","24","100.0000","42401","Sulfur dioxide","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.385234","-94.93152"
"01/02/2020","AQS","481670005","1","0.4","ppb","0","Texas City Ball Park","24","100.0000","42401","Sulfur dioxide","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.385234","-94.93152"
"01/03/2020","AQS","481670005","1","0.7","ppb","0","Texas City Ball Park","24","100.0000","42401","Sulfur dioxide","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.385234","-94.93152"
"01/04/2020","AQS","481670005","1","1.6","ppb","1","Texas City Ball Park","23","96.0000","42401","Sulfur dioxide","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.385234","-94.93152"
"01/05/2020","AQS","481670005","1","2.1","ppb","3","Texas City Ball Park","24","100.0000","42401","Sulfur dioxide","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.385234","-94.93152"
"01/06/2020","AQS","481670005","1","1.9","ppb","1","Texas City Ball Park","24","100.0000","42401","Sulfur dioxide","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.385234","-94.93152"
"01/07/2020","AQS","481670005","1","0.6","ppb","0","Texas City Ball Park","24","100.0000","42401","Sulfur dioxide","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.385234","-94.93152"
"01/08/2020","AQS","481670005","1","3.4","ppb","4","Texas City Ball Park","24","100.0000","42401","Sulfur dioxide","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.385234","-94.93152"
"01/09/2020","AQS","481670005","1","1.7","ppb","1","Texas City Ball Park","24","100.0000","42401","Sulfur dioxide","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.385234","-94.93152"
"01/10/2020","AQS","481670005","1","1.6","ppb","1","Texas City Ball Park","24","100.0000","42401","Sulfur dioxide","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.385234","-94.93152"
"01/11/2020","AQS","481670005","1","1","ppb","1","Texas City Ball Park","22","92.0000","42401","Sulfur dioxide","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.385234","-94.93152"
"01/12/2020","AQS","481670005","1","0.8","ppb","0","Texas City Ball Park","24","100.0000","42401","Sulfur dioxide","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.385234","-94.93152"
"01/13/2020","AQS","481670005","1","0.3","ppb","0","Texas City Ball Park","21","88.0000","42401","Sulfur dioxide","26420","Houston-The Woodlands-Sugar Land, TX","48","Texas","167","Galveston","29.385234","-94.93152"
