"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT21","WT21_ATTRIBUTES"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-01-05","2.68",",,W"," 0932",",,X"," 1156",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"50",",,0","28",",,0","   40",",,X","   90",",,X","0.0",",,0","8.9",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-01-06","6.93",",,W"," 1629",",,X"," 1619",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0",,,"54",",,0","29",",,0","  140",",,X","  130",",,X","0.0",",,0","17.9",",,X","23.0",",,X",,,,,,,,,"    1",",,0",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-01-07","14.76",",,W"," 1315",",,X"," 1204",",,W","0.12",",,0,2400","0.0",",,0","0.0",",,0",,,"52",",,0","30",",,0","  360",",,X","  360",",,X","0.0",",,0","29.1",",,X","36.0",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-01-08","13.42",",,W"," 1159",",,X"," 1233",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"33",",,0","25",",,0","  360",",,X","  360",",,X","0.0",",,0","21.0",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-01-09","4.70",",,W"," 1612",",,X"," 1611",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"43",",,0","20",",,0","  360",",,X","  360",",,X","0.0",",,0","13.0",",,X","16.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-01-10","2.68",",,W"," 1856",",,X"," 0942",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"45",",,0","22",",,0","  140",",,X","  110",",,X","0.0",",,0","8.9",",,X","13.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-01-11","1.12",",,W"," 2152",",,X"," 1533",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"57",",,0","23",",,0","  200",",,X","  210",",,X","0.0",",,0","8.1",",,X","13.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-01-12","1.79",",,W"," 1403",",,X"," 1546",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"64",",,0","33",",,0","  340",",,X","  330",",,X","0.0",",,0","12.1",",,X","15.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-01-13","5.82",",,W"," 1651",",,X"," 1624",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0",,,"59",",,0","33",",,0","  120",",,X","  130",",,X","0.0",",,0","13.0",",,X","16.1",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-01-14","8.50",",,W"," 1658",",,X"," 1601",",,W","0.09",",,0,2400","0.0",",,0","0.0",",,0",,,"59",",,0","47",",,0","   90",",,X","  100",",,X","0.0",",,0","15.0",",,X","19.9",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-01-15","12.53",",,W"," 1650",",,X"," 1637",",,W","0.32",",,0,2400","0.0",",,0","0.0",",,0",,,"54",",,0","50",",,0","   30",",,X","   30",",,X","0.0",",,0","21.9",",,X","28.0",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-01-16","10.51",",,W"," 1418",",,X"," 1406",",,W","0.10",",,0,2400","0.0",",,0","0.0",",,0",,,"52",",,0","45",",,0","  320",",,X","  320",",,X","0.0",",,0","19.9",",,X","25.9",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-01-17","4.03",",,W"," 1158",",,X"," 0035",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"64",",,0","41",",,0","  340",",,X","  290",",,X","0.0",",,0","12.1",",,X","15.0",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-01-18","6.49",",,W"," 1547",",,X"," 1522",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"70",",,0","38",",,0","  160",",,X","  170",",,X","0.0",",,0","16.1",",,X","21.0",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-01-19","8.50",",,W"," 1633",",,X"," 1342",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"78",",,0","59",",,0","  170",",,X","  180",",,X","0.0",",,0","17.0",",,X","23.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-01-20","8.05",",,W"," 0938",",,X"," 1020",",,W","0.03",",,0,2400","0.0",",,0","0.0",",,0",,,"74",",,0","65",",,0","  160",",,X","  160",",,X","0.0",",,0","16.1",",,X","21.0",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,"    1",",,W",,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-01-21","5.59",",,W"," 1442",",,X"," 1733",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"78",",,0","50",",,0","  310",",,X","  240",",,X","0.0",",,0","13.0",",,X","21.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-01-22","9.17",",,W"," 1232",",,X"," 1231",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"75",",,0","44",",,0","  150",",,X","  150",",,X","0.0",",,0","21.0",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-01-23","9.62",",,W"," 1917",",,X"," 1726",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"74",",,0","54",",,0","  310",",,X","  280",",,X","0.0",",,0","23.9",",,X","36.9",",,X","    1",",,W",,,,,,,,,,,"    1",",,0","    1",",,X",,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-01-24","10.51",",,W"," 1517",",,X"," 1619",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0",,,"68",",,0","50",",,0","  310",",,X","  300",",,X","0.0",",,0","23.0",",,X","29.1",",,X",,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-01-25","2.01",",,W"," 1451",",,X"," 1329",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"66",",,0","37",",,0","  240",",,X","  220",",,X","0.0",",,0","12.1",",,X","16.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-01-26","4.47",",,W"," 1708",",,X"," 1637",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"69",",,0","40",",,0","  160",",,X","  160",",,X","0.0",",,0","13.0",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-01-27","9.17",",,W"," 1541",",,X"," 1540",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"67",",,0","43",",,0","  140",",,X","  140",",,X","0.0",",,0","21.9",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-01-28","13.65",",,W"," 1843",",,X"," 1118",",,W","0.20",",,0,2400","0.0",",,0","0.0",",,0",,,"66",",,0","56",",,0","  130",",,X","  110",",,X","0.0",",,0","23.0",",,X","30.0",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-01-29","14.76",",,W"," 0016",",,X"," 0018",",,W","1.67",",,0,2400","0.0",",,0","0.0",",,0",,,"67",",,0","38",",,0","  140",",,X","  150",",,X","0.0",",,0","23.9",",,X","32.0",",,X","    1",",,0","    1",",,X","    1",",,X",,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-01-30","12.30",",,W"," 0000",",,X"," 0000",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"39",",,0","34",",,0","  330",",,X","  330",",,X","0.0",",,0","19.9",",,X","25.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-01-31","5.59",",,W"," 0016",",,X"," 0016",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"45",",,0","34",",,0","   20",",,X","   20",",,X","0.0",",,0","15.0",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-02-01","4.47",",,W"," 2141",",,X"," 1702",",,W","0.01",",,0,2400","0.0",",,0","0.0",",,0",,,"49",",,0","36",",,0","   90",",,X","  110",",,X","0.0",",,0","8.9",",,X","15.0",",,X","    1",",,W",,,,,,,"    1",",,0",,,"    1",",,0","    1",",,X",,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-02-02","5.82",",,W"," 0844",",,X"," 0844",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0",,,"59",",,0","48",",,0","   20",",,X","   20",",,X","0.0",",,0","14.1",",,X","16.1",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-02-03","12.75",",,W"," 1326",",,X"," 2051",",,W","0.83",",,0,2400","0.0",",,0","0.0",",,0",,,"54",",,0","47",",,0","  100",",,X","   80",",,X","0.0",",,0","23.0",",,X","29.1",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-02-04","10.29",",,W"," 0220",",,X"," 0352",",,W","0.24",",,0,2400","0.0",",,0","0.0",",,0",,,"55",",,0","47",",,0","  110",",,X","   90",",,X","0.0",",,0","34.9",",,X","40.9",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-02-05","8.50",",,W"," 1735",",,X"," 1352",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0",,,"60",",,0","45",",,0","  310",",,X","  300",",,X","0.0",",,0","16.1",",,X","21.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-02-06","5.82",",,W"," 0903",",,X"," 0903",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"63",",,0","41",",,0","  360",",,X","  360",",,X","0.0",",,0","16.1",",,X","17.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-02-07","9.40",",,W"," 2058",",,X"," 2317",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"53",",,0","38",",,0","  110",",,X","  130",",,X","0.0",",,0","15.0",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-02-08","16.33",",,W"," 1152",",,X"," 1552",",,W","0.77",",,0,2400","0.0",",,0","0.0",",,0",,,"69",",,0","46",",,0","  140",",,X","  160",",,X","0.0",",,0","25.9",",,X","33.1",",,X","    1",",,W",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-02-09","14.76",",,W"," 0329",",,X"," 0328",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"51",",,0","38",",,0","  350",",,X","  350",",,X","0.0",",,0","29.1",",,X","38.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-02-10","2.91",",,W"," 0919",",,X"," 0933",",,W","0.01",",,0,2400","0.0",",,0","0.0",",,0",,,"48",",,0","32",",,0","   60",",,X","   70",",,X","0.0",",,0","17.0",",,X","21.0",",,X",,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-02-11","10.51",",,W"," 1333",",,X"," 2307",",,W","1.31",",,0,2400","0.0",",,0","0.0",",,0",,,"43",",,0","37",",,0","   90",",,X","   20",",,X","0.0",",,0","21.9",",,X","25.1",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-02-12","9.84",",,W"," 1230",",,X"," 1228",",,W","0.19",",,0,2400","0.0",",,0","0.0",",,0",,,"41",",,0","36",",,0","  360",",,X","  360",",,X","0.0",",,0","19.9",",,X","23.9",",,X","    1",",,W",,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-02-13","3.58",",,W"," 1340",",,X"," 1453",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"49",",,0","35",",,0","  180",",,X","  150",",,X","0.0",",,0","10.1",",,X","13.0",",,X","    1",",,W",,,,,,,,,,,"    1",",,0","    1",",,X",,,,,,,"    1",",,X",,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-02-14","9.40",",,W"," 1852",",,X"," 1837",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0",,,"68",",,0","36",",,0","  340",",,X","  350",",,X","0.0",",,0","32.0",",,X","40.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-02-15","10.51",",,W"," 0100",",,X"," 0100",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"52",",,0","33",",,0","  340",",,X","  350",",,X","0.0",",,0","23.0",",,X","31.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-02-16","5.59",",,W"," 1613",",,X"," 1612",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"57",",,0","30",",,0","  330",",,X","  330",",,X","0.0",",,0","17.0",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-02-17","4.70",",,W"," 1519",",,X"," 1518",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"61",",,0","32",",,0","  330",",,X","  350",",,X","0.0",",,0","17.0",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-02-18","4.70",",,W"," 1511",",,X"," 1704",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"63",",,0","31",",,0","  150",",,X","  140",",,X","0.0",",,0","15.0",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-02-19","6.93",",,W"," 1327",",,X"," 1455",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"60",",,0","44",",,0","  140",",,X","  150",",,X","0.0",",,0","15.0",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-02-20","8.50",",,W"," 2131",",,X"," 2130",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"69",",,0","46",",,0","  120",",,X","  110",",,X","0.0",",,0","17.0",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-02-21","6.49",",,W"," 2208",",,X"," 2207",",,W","0.01",",,0,2400","0.0",",,0","0.0",",,0",,,"72",",,0","54",",,0","  330",",,X","  330",",,X","0.0",",,0","17.0",",,X","21.0",",,X","    1",",,W","    1",",,X",,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-02-22","11.63",",,W"," 0509",",,X"," 0513",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"58",",,0","45",",,0","   10",",,X","   10",",,X","0.0",",,0","19.9",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-02-23","12.08",",,W"," 2356",",,X"," 2257",",,W","0.17",",,0,2400","0.0","T,,0","0.0",",,0",,,"47",",,0","35",",,0","  360",",,X","  330",",,X","0.0",",,0","17.9",",,X","28.0",",,X","    1",",,W",,,,,"    1",",,X","    1",",,0",,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,0",,,"    1",",,X",,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-02-24","8.72",",,W"," 1634",",,X"," 1531",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"54",",,0","35",",,0","  350",",,X","  300",",,X","0.0",",,0","17.9",",,X","23.9",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-02-25","8.72",",,W"," 1634",",,X"," 1625",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"62",",,0","29",",,0","  130",",,X","  120",",,X","0.0",",,0","21.9",",,X","30.0",",,X",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-02-26","10.74",",,W"," 1541",",,X"," 1619",",,W","0.01",",,0,2400","0.0",",,0","0.0",",,0",,,"67",",,0","45",",,0","  310",",,X","  310",",,X","0.0",",,0","25.9",",,X","33.1",",,X",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-02-27","8.05",",,W"," 0359",",,X"," 0427",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"63",",,0","43",",,0","  340",",,X","  350",",,X","0.0",",,0","21.9",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2010-02-28","8.50",",,W"," 1612",",,X"," 1513",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0",,,"65",",,0","38",",,0","  120",",,X","  120",",,X","0.0",",,0","23.9",",,X","31.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
