"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WV03","WV03_ATTRIBUTES"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-09-21","7.61",",,X"," 1456",",,X"," 1829",",,W","0.83",",,0,2400","0.0",",,0","0.0",",,0","82",",,W","89",",,0","74",",,0",,,"  110",",,X","  340",",,X","0.0",",,0","23.9",",,X","34.9",",,X","    1",",,0",,,"    1",",,0",,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-09-22","7.38",",,X"," 1508",",,X"," 1441",",,W","0.20",",,0,2400","0.0",",,0","0.0",",,0","84",",,W","93",",,0","75",",,0",,,"  140",",,X","  160",",,X","0.0",",,0","16.1",",,X","19.9",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-09-23","9.17",",,X"," 1552",",,X"," 1551",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","87",",,W","94",",,0","79",",,0",,,"  160",",,X","  160",",,X","0.0",",,0","17.0",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-09-24","7.38",",,X"," 2338",",,X"," 2337",",,W","0.15",",,0,2400","0.0",",,0","0.0",",,0","81",",,W","95",",,0","67",",,0",,,"  310",",,X","  300",",,X","0.0",",,0","17.0",",,X","21.9",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,"    1",",,X",,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-09-25","11.18",",,X"," 0026",",,X"," 0025",",,W","0.01",",,0,2400","0.0",",,0","0.0",",,0","63",",,W","73",",,0","53",",,0",,,"  330",",,X","  320",",,X","0.0",",,0","21.0",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-09-26","6.04",",,X"," 0819",",,X"," 0818",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","62",",,W","74",",,0","49",",,0",,,"   20",",,X","   20",",,X","0.0",",,0","15.0",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-09-27","2.91",",,X"," 1418",",,X"," 1300",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","66",",,W","82",",,0","49",",,0",,,"   90",",,X","   20",",,X","0.0",",,0","12.1",",,X","15.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-09-28","5.14",",,X"," 1227",",,X"," 1208",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","69",",,W","85",",,0","52",",,0",,,"   10",",,X","   20",",,X","0.0",",,0","15.0",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-09-29","4.70",",,X"," 1132",",,X"," 0032",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","70",",,W","86",",,0","53",",,0",,,"   80",",,X","   20",",,X","0.0",",,0","14.1",",,X","28.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-09-30","3.13",",,X"," 1525",",,X"," 1518",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","70",",,W","86",",,0","54",",,0",,,"  130",",,X","  130",",,X","0.0",",,0","12.1",",,X","15.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-10-01","4.47",",,X"," 1638",",,X"," 1049",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","71",",,W","87",",,0","54",",,0",,,"  120",",,X","  130",",,X","0.0",",,0","15.0",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-10-02","6.26",",,X"," 1652",",,X"," 1653",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0","79",",,W","91",",,0","67",",,0",,,"  130",",,X","  130",",,X","0.0",",,0","21.0",",,X","23.0",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-10-03","6.49",",,X"," 1616",",,X"," 1616",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","79",",,W","90",",,0","68",",,0","    0",",,W","  120",",,X","  120",",,X","0.0",",,0","17.0",",,X","19.9",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,X",,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-10-04","4.70",",,X"," 1827",",,X"," 1724",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","78",",,W","90",",,0","65",",,0",,,"  140",",,X","  110",",,X","0.0",",,0","14.1",",,X","16.1",",,X","    1",",,0","    1",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,X",,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-10-05","4.47",",,X"," 1229",",,X"," 1228",",,W","0.33",",,0,2400","0.0",",,0","0.0",",,0","80",",,W","90",",,0","69",",,0",,,"  130",",,X","  130",",,X","0.0",",,0","16.1",",,X","19.9",",,X","    1",",,0",,,"    1",",,0",,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-10-06","7.16",",,X"," 2257",",,X"," 2314",",,W","0.22",",,0,2400","0.0",",,0","0.0",",,0","77",",,W","88",",,0","65",",,0",,,"   20",",,X","   40",",,X","0.0",",,0","17.0",",,X","21.0",",,X","    1",",,0",,,"    1",",,0",,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-10-07","10.51",",,X"," 0734",",,X"," 1553",",,W","0.85",",,0,2400","0.0",",,0","0.0",",,0","57",",,W","65",",,0","48",",,0",,,"   30",",,X","   20",",,X","0.0",",,0","17.9",",,X","23.9",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-10-08","8.50",",,X"," 1031",",,X"," 1030",",,W","0.05",",,0,2400","0.0",",,0","0.0",",,0","47",",,W","50",",,0","44",",,0",,,"   30",",,X","   30",",,X","0.0",",,0","23.0",",,X","29.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-10-09","4.47",",,X"," 1205",",,X"," 1044",",,W","0.01",",,0,2400","0.0",",,0","0.0",",,0","49",",,W","53",",,0","45",",,0",,,"   50",",,X","   40",",,X","0.0",",,0","13.0",",,X","15.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-10-10","3.80",",,X"," 1030",",,X"," 1029",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","56",",,W","64",",,0","48",",,0",,,"   90",",,X","   90",",,X","0.0",",,0","14.1",",,X","16.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-10-11","5.59",",,X"," 0822",",,X"," 1246",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","65",",,W","77",",,0","53",",,0",,,"   80",",,X","   90",",,X","0.0",",,0","16.1",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-10-12","5.82",",,X"," 1748",",,X"," 1653",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","67",",,W","81",",,0","53",",,0",,,"  130",",,X","  140",",,X","0.0",",,0","13.0",",,X","16.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-10-13","6.93",",,X"," 1457",",,X"," 1504",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","68",",,W","82",",,0","54",",,0",,,"  110",",,X","  150",",,X","0.0",",,0","15.0",",,X","21.0",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-10-14","7.61",",,X"," 2006",",,X"," 2005",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","73",",,W","85",",,0","61",",,0",,,"  130",",,X","  130",",,X","0.0",",,0","17.0",",,X","21.0",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,X",,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-10-15","7.61",",,X"," 1605",",,X"," 1604",",,W","0.05",",,0,2400","0.0",",,0","0.0",",,0","76",",,W","84",",,0","67",",,0",,,"  140",",,X","  130",",,X","0.0",",,0","17.0",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-10-16","6.04",",,X"," 1850",",,X"," 1849",",,W","0.11",",,0,2400","0.0",",,0","0.0",",,0","77",",,W","87",",,0","67",",,0",,,"   20",",,X","   20",",,X","0.0",",,0","17.9",",,X","23.0",",,X","    1",",,0",,,"    1",",,0",,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-10-17","3.80",",,X"," 2355",",,X"," 2354",",,W","0.36",",,0,2400","0.0",",,0","0.0",",,0","74",",,W","85",",,0","63",",,0","    0",",,W","  180",",,X","  170",",,X","0.0",",,0","13.0",",,X","15.0",",,X","    1",",,0",,,"    1",",,0",,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-10-18","2.91",",,X"," 1328",",,X"," 1504",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0","69",",,W","80",",,0","58",",,0",,,"   40",",,X","   50",",,X","0.0",",,0","8.9",",,X","13.0",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-10-19","1.79",",,X"," 0835",",,X"," 1536",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","69",",,W","82",",,0","55",",,0",,,"   70",",,X","  330",",,X","0.0",",,0","8.9",",,X","13.0",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-10-20","4.25",",,X"," 1502",",,X"," 1502",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","69",",,W","82",",,0","55",",,0",,,"  120",",,X","  120",",,X","0.0",",,0","14.1",",,X","16.1",",,X","    1",",,0",,,,,,,,,,,,,"    1",",,0",,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-10-21","8.72",",,X"," 1614",",,X"," 2300",",,W","0.12",",,0,2400","0.0",",,0","0.0",",,0","74",",,W","81",",,0","66",",,0",,,"  140",",,X","  140",",,X","0.0",",,0","17.9",",,X","23.0",",,X","    1",",,0",,,,,,,,,,,,,"    1",",,0",,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-10-22","9.84",",,X"," 1411",",,X"," 1410",",,W","0.27",",,0,2400","0.0",",,0","0.0",",,0","75",",,W","82",",,0","67",",,0",,,"  140",",,X","  130",",,X","0.0",",,0","23.0",",,X","31.1",",,X","    1",",,0",,,"    1",",,0",,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-10-23","11.18",",,X"," 1548",",,X"," 1401",",,W","0.22",",,0,2400","0.0",",,0","0.0",",,0","77",",,W","84",",,0","69",",,0",,,"  140",",,X","  120",",,X","0.0",",,0","19.9",",,X","23.9",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-10-24","7.38",",,X"," 1455",",,X"," 1300",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","74",",,W","83",",,0","64",",,0",,,"  140",",,X","  110",",,X","0.0",",,0","15.0",",,X","23.9",",,X","    1",",,0","    1",",,X",,,,,,,,,,,"    1",",,0",,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-10-25","8.95",",,X"," 1551",",,X"," 1257",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","74",",,W","83",",,0","64",",,0",,,"  140",",,X","  150",",,X","0.0",",,0","15.0",",,X","17.9",",,X","    1",",,0","    1",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-10-26","9.40",",,X"," 1429",",,X"," 1532",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","77",",,W","84",",,0","70",",,0",,,"  140",",,X","  130",",,X","0.0",",,0","17.0",",,X","23.0",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-10-27","7.16",",,X"," 1612",",,X"," 1452",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","76",",,W","84",",,0","67",",,0",,,"  110",",,X","  120",",,X","0.0",",,0","16.1",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-10-28","7.61",",,X"," 1518",",,X"," 1511",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","75",",,W","84",",,0","65",",,0",,,"  130",",,X","  140",",,X","0.0",",,0","21.0",",,X","25.1",",,X","    1",",,0","    1",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-10-29","6.26",",,X"," 1029",",,X"," 1023",",,W","0.68",",,0,2400","0.0",",,0","0.0",",,0","74",",,W","82",",,0","66",",,0",,,"  140",",,X","  130",",,X","0.0",",,0","19.9",",,X","23.9",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-10-30","5.59",",,X"," 1442",",,X"," 1442",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0","75",",,W","83",",,0","67",",,0",,,"  130",",,X","  140",",,X","0.0",",,0","16.1",",,X","17.9",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,"    1",",,X",,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-10-31","8.50",",,X"," 1455",",,X"," 1516",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","75",",,W","84",",,0","65",",,0",,,"  130",",,X","  130",",,X","0.0",",,0","19.9",",,X","23.0",",,X","    1",",,0","    1",",,X",,,,,,,,,,,"    1",",,0",,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-11-01","7.83",",,X"," 1027",",,X"," 1047",",,W","0.10",",,0,2400","0.0",",,0","0.0",",,0","75",",,W","82",",,0","68",",,0",,,"  150",",,X","  160",",,X","0.0",",,0","21.0",",,X","25.1",",,X","    1",",,0",,,,,,,,,,,,,"    1",",,0",,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-11-02","5.82",",,X"," 1426",",,X"," 1956",",,W","0.09",",,0,2400","0.0",",,0","0.0",",,0","78",",,W","85",",,0","70",",,0",,,"  110",",,X","   90",",,X","0.0",",,0","16.1",",,X","17.9",",,X","    1",",,0",,,"    1",",,0",,,,,,,,,"    1",",,0",,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-11-03","7.61",",,X"," 1311",",,X"," 1310",",,W","0.58",",,0,2400","0.0",",,0","0.0",",,0","74",",,W","77",",,0","71",",,0",,,"  170",",,X","  160",",,X","0.0",",,0","14.1",",,X","17.0",",,X","    1",",,0",,,,,,,,,,,,,"    1",",,0",,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-11-04","2.46",",,X"," 1358",",,X"," 1404",",,W","0.45",",,0,2400","0.0",",,0","0.0",",,0","73",",,W","76",",,0","69",",,0",,,"  290",",,X","  290",",,X","0.0",",,0","13.0",",,X","17.9",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-11-05","6.71",",,X"," 2348",",,X"," 2347",",,W","0.69",",,0,2400","0.0",",,0","0.0",",,0","72",",,W","80",",,0","63",",,0",,,"  300",",,X","  310",",,W","0.0",",,0","25.9",",,X","42.9",",,W","    1",",,0",,,"    1",",,0",,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-11-06","5.14",",,X"," 2356",",,X"," 2355",",,W","1.20",",,0,2400","0.0",",,0","0.0",",,0","68",",,W","77",",,0","58",",,0","    0",",,W","  300",",,X","  280",",,X","0.0",",,0","17.0",",,X","23.0",",,X","    1",",,0",,,"    1",",,0",,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-11-07","8.05",",,X"," 0844",",,X"," 1055",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0","59",",,W","67",",,0","51",",,0","    0",",,W","   70",",,X","  340",",,X","0.0",",,0","19.9",",,X","25.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-11-08","9.62",",,X"," 1918",",,X"," 1913",",,W","0.26",",,0,2400","0.0",",,0","0.0",",,0","52",",,W","59",",,0","45",",,0","    0",",,W","  310",",,X","  280",",,X","0.0",",,0","17.9",",,X","25.9",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-11-09","6.49",",,X"," 0050",",,X"," 0018",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0","50",",,W","62",",,0","38",",,0",,,"  310",",,X","  300",",,X","0.0",",,0","17.0",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-11-10","3.36",",,X"," 1456",",,X"," 1438",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","51",",,W","65",",,0","37",",,0",,,"   50",",,X","   20",",,X","0.0",",,0","14.1",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-11-11","7.61",",,X"," 1336",",,X"," 1401",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","52",",,W","62",",,0","42",",,0",,,"   80",",,X","   30",",,X","0.0",",,0","16.1",",,X","19.9",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-11-12","10.96",",,X"," 1420",",,X"," 2306",",,W","0.48",",,0,2400","0.0",",,0","0.0",",,0","65",",,W","78",",,0","52",",,0",,,"  130",",,X","  360",",,X","0.0",",,0","21.9",",,X","25.9",",,X","    1",",,0","    1",",,X","    1",",,0",,,,,,,,,"    1",",,0",,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-11-13","9.62",",,X"," 0050",",,X"," 0049",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0","48",",,W","56",",,0","40",",,0","    0",",,W","  360",",,X","   20",",,X","0.0",",,0","17.9",",,X","25.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-11-14","4.47",",,X"," 1205",",,X"," 1204",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","47",",,W","60",",,0","34",",,0","    0",",,W","   10",",,X","   10",",,X","0.0",",,0","16.1",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-11-15","8.05",",,X"," 1319",",,X"," 1340",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","49",",,W","61",",,0","36",",,0",,,"  120",",,X","  110",",,X","0.0",",,0","17.9",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-11-16","3.80",",,X"," 0427",",,X"," 0433",",,W","0.87",",,0,2400","0.0",",,0","0.0",",,0","60",",,W","67",",,0","53",",,0",,,"  330",",,X","  300",",,X","0.0",",,0","16.1",",,X","19.9",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-11-17","8.05",",,X"," 0807",",,X"," 1654",",,W","0.54",",,0,2400","0.0",",,0","0.0",",,0","50",",,W","53",",,0","46",",,0",,,"   10",",,X","  330",",,X","0.0",",,0","15.0",",,X","30.0",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-11-18","10.07",",,X"," 1238",",,X"," 0423",",,W","2.02",",,0,2400","0.0",",,0","0.0",",,0","44",",,W","47",",,0","41",",,0",,,"   30",",,X","  360",",,X","0.0",",,0","17.0",",,X","29.1",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-11-19","5.59",",,X"," 1038",",,X"," 0215",",,W","0.02",",,0,2400","0.0",",,0","0.0",",,0","48",",,W","57",",,0","39",",,0",,,"   30",",,X","  340",",,X","0.0",",,0","14.1",",,X","19.9",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2000-11-20","2.46",",,X"," 1545",",,X"," 2346",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","48",",,W","62",",,0","34",",,0",,,"   30",",,X","   20",",,X","0.0",",,0","10.1",",,X","21.9",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
