"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WV03","WV03_ATTRIBUTES"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-02","4.47",",,X"," 1554",",,X"," 1426",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","84",",,W","94",",,0","73",",,0","    0",",,X","  140",",,X","  160",",,X","0.0",",,0","14.1",",,X","19.9",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-03","5.82",",,X"," 1419",",,X"," 1419",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","85",",,W","96",",,0","73",",,0",,,"  130",",,X","  120",",,X","0.0",",,0","19.9",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-04","5.37",",,X"," 1303",",,X"," 1302",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","85",",,W","96",",,0","74",",,0",,,"  150",",,X","  140",",,X","0.0",",,0","25.1",",,X","32.0",",,X",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-05","4.25",",,X"," 1543",",,X"," 1531",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0","85",",,W","98",",,0","72",",,0",,,"  130",",,X","  140",",,X","0.0",",,0","19.9",",,X","23.0",",,X","    1",",,0","    1",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-06","4.25",",,X"," 1608",",,X"," 1608",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","84",",,W","97",",,0","70",",,0","    0",",,X","  140",",,X","  140",",,X","0.0",",,0","16.1",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-07","5.59",",,X"," 1320",",,X"," 1319",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","84",",,W","97",",,0","71",",,0","    0",",,X","  130",",,X","  130",",,X","0.0",",,0","25.1",",,X","29.1",",,X",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-08","4.70",",,X"," 1746",",,X"," 1745",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","86",",,W","98",",,0","74",",,0",,,"   30",",,X","   50",",,X","0.0",",,0","28.0",",,X","33.1",",,X",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-09","4.25",",,X"," 1440",",,X"," 1608",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","83",",,W","96",",,0","70",",,0","    0",",,X","   30",",,X","   10",",,X","0.0",",,0","15.0",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-10","6.04",",,X"," 0824",",,X"," 0824",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","81",",,W","93",",,0","68",",,0",,,"  120",",,X","  110",",,X","0.0",",,0","15.0",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-11","5.82",",,X"," 1726",",,X"," 1726",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","81",",,W","95",",,0","66",",,0",,,"  110",",,X","  120",",,X","0.0",",,0","17.9",",,X","21.0",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-12","5.59",",,X"," 1607",",,X"," 1532",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","82",",,W","95",",,0","69",",,0",,,"  120",",,X","  120",",,X","0.0",",,0","15.0",",,X","19.9",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-13","7.38",",,X"," 1802",",,X"," 1638",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","82",",,W","95",",,0","68",",,0","    0",",,X","  360",",,X","   50",",,X","0.0",",,0","16.1",",,X","34.0",",,X","    1",",,0",,,,,,,,,,,,,"    1",",,0",,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-14","6.71",",,X"," 1658",",,X"," 1323",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","80",",,W","91",",,0","69",",,0","    0",",,X","   70",",,X","  240",",,X","0.0",",,0","15.0",",,X","29.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-15","6.26",",,X"," 1700",",,X"," 2005",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","78",",,W","93",",,0","63",",,0","    0",",,X","   10",",,X","   40",",,X","0.0",",,0","15.0",",,X","25.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-16","4.92",",,X"," 0919",",,X"," 1547",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","75",",,W","93",",,0","56",",,0",,,"   80",",,X","   10",",,X","0.0",",,0","15.0",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-17","5.59",",,X"," 0904",",,X"," 1324",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","77",",,W","92",",,0","61",",,0",,,"   70",",,X","   60",",,X","0.0",",,0","16.1",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-18","3.58",",,X"," 1515",",,X"," 1536",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","75",",,W","91",",,0","58",",,0",,,"   40",",,X","  130",",,X","0.0",",,0","13.0",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-19","3.36",",,X"," 1413",",,X"," 1531",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","77",",,W","95",",,0","58",",,0",,,"   30",",,X","   40",",,X","0.0",",,0","11.0",",,X","15.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-20","3.80",",,X"," 1526",",,X"," 1515",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","80",",,W","99",",,0","60",",,0","    0",",,X","   20",",,X","   50",",,X","0.0",",,0","14.1",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-21","9.84",",,X"," 1637",",,X"," 1636",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","74",",,W","87",",,0","61",",,0","    0",",,X","   10",",,X","   20",",,X","0.0",",,0","19.9",",,X","25.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-22","5.59",",,X"," 1502",",,X"," 1016",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","68",",,W","82",",,0","53",",,0",,,"   20",",,X","  350",",,X","0.0",",,0","14.1",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-23","3.80",",,X"," 1811",",,X"," 1530",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","67",",,W","85",",,0","49",",,0","    0",",,X","  120",",,X","  130",",,X","0.0",",,0","11.0",",,X","14.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-24","5.37",",,X"," 1747",",,X"," 1620",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","70",",,W","89",",,0","50",",,0",,,"  120",",,X","  110",",,X","0.0",",,0","17.0",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-25","6.93",",,X"," 1047",",,X"," 1045",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0","75",",,W","87",",,0","63",",,0",,,"  160",",,X","  150",",,X","0.0",",,0","17.9",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-26","7.61",",,X"," 1422",",,X"," 1154",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","79",",,W","92",",,0","66",",,0","    0",",,X","  120",",,X","  130",",,X","0.0",",,0","21.0",",,X","28.0",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-27","7.16",",,X"," 1101",",,X"," 1100",",,W","0.09",",,0,2400","0.0",",,0","0.0",",,0","78",",,W","89",",,0","66",",,0","    0",",,X","  140",",,X","  140",",,X","0.0",",,0","28.0",",,X","33.1",",,X","    1",",,0",,,"    1",",,0",,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-28","7.16",",,X"," 1407",",,X"," 1403",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","79",",,W","89",",,0","69",",,0","    0",",,X","  150",",,X","  140",",,X","0.0",",,0","17.0",",,X","21.0",",,X","    1",",,0","    1",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-29","7.61",",,X"," 0223",",,X"," 0222",",,W","1.00",",,0,2400","0.0",",,0","0.0",",,0","67",",,W","77",",,0","56",",,0","    0",",,X","  320",",,X","  320",",,X","0.0",",,0","19.9",",,X","25.1",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-09-30","3.36",",,X"," 1047",",,X"," 1819",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","66",",,W","80",",,0","52",",,0",,,"  100",",,X","  100",",,X","0.0",",,0","13.0",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-10-01","4.03",",,X"," 1830",",,X"," 2014",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","65",",,W","81",",,0","49",",,0",,,"  130",",,X","  200",",,X","0.0",",,0","13.0",",,X","16.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-10-02","5.59",",,X"," 1731",",,X"," 1357",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","72",",,W","88",",,0","56",",,0",,,"  120",",,X","  130",",,X","0.0",",,0","13.0",",,X","17.9",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-10-03","6.93",",,X"," 1656",",,X"," 1527",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","81",",,W","91",",,0","70",",,0","    0",",,X","  120",",,X","   40",",,X","0.0",",,0","15.0",",,X","21.0",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-10-04","7.16",",,X"," 1458",",,X"," 1458",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","79",",,W","90",",,0","68",",,0","    0",",,X","   20",",,X","   30",",,X","0.0",",,0","17.0",",,X","23.0",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-10-05","7.16",",,X"," 1426",",,X"," 1806",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","73",",,W","85",",,0","61",",,0","    0",",,X","  350",",,X","  130",",,X","0.0",",,0","17.0",",,X","34.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-10-06","4.92",",,X"," 1011",",,X"," 0939",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","67",",,W","85",",,0","48",",,0","    0",",,X","   50",",,X","   60",",,X","0.0",",,0","14.1",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-10-07","3.58",",,X"," 1837",",,X"," 1825",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","68",",,W","86",",,0","50",",,0",,,"   90",",,X","  100",",,X","0.0",",,0","14.1",",,X","17.0",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-10-08","6.71",",,X"," 1631",",,X"," 1630",",,W","0.01",",,0,2400","0.0",",,0","0.0",",,0","77",",,W","90",",,0","64",",,0",,,"   70",",,X","   70",",,X","0.0",",,0","14.1",",,X","16.1",",,X","    1",",,0",,,,,,,,,,,,,"    1",",,0",,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-10-09","5.59",",,X"," 1441",",,X"," 1440",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0","79",",,W","89",",,0","68",",,0",,,"  120",",,X","  120",",,X","0.0",",,0","15.0",",,X","17.0",",,X","    1",",,0","    1",",,X",,,,,,,,,,,"    1",",,0",,,,,"    1",",,X","    1",",,X",,,"    1",",,0",,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","1999-10-10","4.92",",,X"," 1658",",,X"," 1630",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0","78",",,W","89",",,0","66",",,0",,,"   10",",,X","   10",",,X","0.0",",,0","13.0",",,X","29.1",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
