"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT21","WV03"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-01-06","3.80"," 1401"," 1400","0.00","0.0","0.0","51","70","32",,"  200","  200","0.0","14.1","17.0",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-01-07","7.16"," 1455"," 1513","0.06","0.0","0.0","59","67","50",,"  310","  300","0.0","17.0","21.9","    1",,,,,,,,,,"    1","    1",,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-01-08","4.70"," 1627"," 1617","0.00","0.0","0.0","47","60","34",,"   10","   10","0.0","15.0","19.9","    1",,,,,,,,,,"    1",,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-01-09","3.58"," 1547"," 1657","0.00","0.0","0.0","46","62","30",,"  100","   70","0.0","14.1","16.1","    1",,,,,,,,,,"    1",,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-01-10","12.53"," 1644"," 1643","1.43","0.0","0.0","45","48","41",,"   90","   90","0.0","21.9","25.9","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-01-11","6.71"," 2319"," 2157","0.00","0.0","0.0","48","52","44",,"   30","   20","0.0","12.1","15.0","    1",,,,,,,,,,"    1",,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-01-12","5.14"," 2246"," 2248","0.00","0.0","0.0","46","48","43",,"  100","   90","0.0","13.0","15.0",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-01-13","8.28"," 0346"," 0345","0.07","0.0","0.0","52","58","45",,"  120","  120","0.0","19.9","21.9","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-01-14","3.58"," 1326"," 1325","0.01","0.0","0.0","60","70","49","    0","  300","  300","0.0","8.9","12.1","    1","    1",,,,,,,,,"    1",,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-01-15","5.37"," 0956"," 2359","0.00","0.0","0.0","52","60","43",,"   60","   40","0.0","13.0","16.1",,,,,,,,,,,,,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-01-16","9.62"," 1219"," 0439","1.10","0.0","0.0","51","54","47",,"   80","  360","0.0","16.1","23.9","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-01-17","8.50"," 1656"," 1952","0.13","0.0","0.0","48","52","43",,"  360","   20","0.0","15.0","17.9","    1","    1",,,,,,,,,"    1","    1",,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-01-18","8.50"," 0602"," 2031","0.53","0.0","0.0","42","43","41",,"   10","  330","0.0","15.0","19.9","    1",,"    1",,,,,,,,"    1",,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-01-19","10.07"," 1549"," 1452","0.03","0.0","0.0","43","51","35",,"  330","  330","0.0","21.9","25.9",,,,,,,,,,,,,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-01-20","3.58"," 1302"," 0356","0.00","0.0","0.0","39","51","26",,"  310","  320","0.0","8.9","14.1",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-01-21","5.14"," 1100"," 1209","0.03","0.0","0.0","41","54","28",,"  130","  130","0.0","16.1","17.9","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-01-22","2.46"," 1349"," 0620","0.00","0.0","0.0","43","56","30",,"  100","   50","0.0","8.1","13.0","    1",,,,,,,,,,"    1",,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-01-23","4.25"," 1646"," 1632","0.00","0.0","0.0","44","57","31",,"  130","  140","0.0","12.1","14.1","    1",,,,,,,,,,"    1",,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-01-24","2.68"," 1644"," 1643","0.01","0.0","0.0","54","66","41",,"  310","  320","0.0","12.1","14.1","    1",,,,,,,"    1",,,"    1",,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-01-25","5.82"," 1636"," 1330","0.00","0.0","0.0","52","66","37",,"  130","  110","0.0","17.0","21.0","    1",,,,,,,,,,"    1",,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-01-26","4.70"," 1518"," 1517","0.17","0.0","0.0","64","76","52",,"  210","  220","0.0","16.1","19.9","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-01-27","10.29"," 1643"," 1638","0.00","0.0","0.0","67","74","59",,"  140","  140","0.0","23.9","28.0","    1","    1",,,,,,,,,"    1",,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-01-28","12.08"," 1039"," 1038","0.00","0.0","0.0","64","71","57",,"  150","  150","0.0","21.9","25.9","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-01-29","8.50"," 0401"," 0412","0.49","0.0","0.0","59","70","47",,"  300","  300","0.0","25.1","34.9","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-01-30","6.04"," 1304"," 1304","0.00","0.0","0.0","60","74","45",,"  250","  250","0.0","16.1","21.9",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-01-31","6.71"," 1402"," 1404","0.00","0.0","0.0","54","61","46","    0","  320","  310","0.0","15.0","17.9",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-02-01","5.37"," 1228"," 1124","0.00","0.0","0.0","48","55","41",,"   70","  100","0.0","10.1","29.1",,,,,,,,,,,,,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-02-02","5.37"," 1406"," 1403","0.00","0.0","0.0","48","56","40",,"  350","   10","0.0","16.1","21.9",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-02-03","2.46"," 1740"," 1804","0.00","0.0","0.0","48","60","36",,"  140","  140","0.0","14.1","16.1",,,,,,,,,,,,,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-02-04","4.25"," 1233"," 1232","0.00","0.0","0.0","51","69","33",,"  290","  290","0.0","14.1","17.0","    1",,,,,,,,,,,,,,,,"    1",
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-02-05","4.70"," 1901"," 1901","0.00","0.0","0.0","52","68","35",,"  170","  180","0.0","13.0","15.0",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-02-06","6.04"," 1147"," 1047","0.00","0.0","0.0","59","75","43",,"  190","  200","0.0","16.1","23.9","    1",,,,,,,,,,"    1",,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-02-07","9.62"," 1050"," 1045","0.00","0.0","0.0","63","73","53",,"  150","  160","0.0","21.0","25.1","    1",,,,,,,,,,"    1",,,,,,"    1",
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-02-08","13.87"," 1425"," 2257","0.00","0.0","0.0","72","77","67",,"  150","  150","0.0","23.0","33.1","    1",,,,,,,"    1",,,"    1",,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-02-09","10.51"," 0901"," 0900","0.16","0.0","0.0","57","71","43",,"  320","  320","0.0","19.9","28.0","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-02-10","7.38"," 0844"," 0002","0.00","0.0","0.0","41","50","32",,"   20","   10","0.0","16.1","21.9",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-02-11","6.93"," 0812"," 0810","0.00","0.0","0.0","46","48","44",,"   90","   80","0.0","14.1","17.0","    1",,,,,,,,,,"    1","    1",,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-02-12","7.16"," 0043"," 0046","0.09","0.0","0.0","58","67","48",,"  100","  100","0.0","13.0","15.0","    1","    1",,,,,,,,,"    1",,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-02-13","7.38"," 2317"," 1513","0.00","0.0","0.0","70","76","63",,"  130","  170","0.0","13.0","16.1","    1","    1",,,,,,"    1",,,"    1",,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-02-14","8.95"," 1241"," 1329","0.00","0.0","0.0","72","78","66",,"  180","  170","0.0","17.0","23.0","    1","    1",,,,,,,,,"    1",,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-02-15","8.95"," 1133"," 1133","0.00","0.0","0.0","73","77","68",,"  150","  150","0.0","23.0","25.9","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-02-16","11.41"," 1602"," 1614","0.21","0.0","0.0","58","71","44",,"  320","  320","0.0","23.0","32.0","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-02-17","8.05"," 0433"," 0035","0.00","0.0","0.0","47","55","39",,"   10","  340","0.0","16.1","21.0",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-02-18","5.82"," 1520"," 1530","0.00","0.0","0.0","48","62","34",,"  150","  150","0.0","14.1","16.1",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-02-19","8.05"," 1426"," 1451","0.00","0.0","0.0","54","68","40",,"  140","  130","0.0","17.9","21.0","    1",,,,,,,,,,"    1",,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-02-20","4.70"," 1836"," 1604","0.00","0.0","0.0","65","76","54",,"  160","  150","0.0","13.0","16.1","    1","    1",,,,,,,,,"    1",,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-02-21","5.59"," 1418"," 1417","0.00","0.0","0.0","69","75","63",,"  180","  170","0.0","13.0","15.0","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-02-22","6.26"," 0205"," 0506","0.01","0.0","0.0","61","67","54",,"  320","   10","0.0","13.0","16.1","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-02-23","12.53"," 2351"," 2350","0.00","0.0","0.0","64","69","58",,"  140","  140","0.0","21.9","25.9","    1",,,,,,,"    1",,,"    1","    1",,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-02-24","10.74"," 0417"," 0417","0.05","0.0","0.0","70","77","63",,"  140","  140","0.0","31.1","34.9","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-02-25","4.70"," 0413",,"0.00","0.0","0.0","70","82","58",,"   10","    0","0.0","15.0","0.0",,,,,,,,"    1",,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-02-26","8.28"," 1958"," 0951","0.06","0.0","0.0","66","70","61","    0","   80","   50","0.0","14.1","23.0","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-02-27","6.71"," 1327"," 1359","0.00","0.0","0.0","74","83","64",,"  160","  160","0.0","15.0","19.9","    1","    1",,,,,,,,,"    1","    1",,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-02-28","6.71"," 0832"," 0831","0.24","0.0","0.0","60","69","50","    0","   10","   10","0.0","14.1","17.0","    1",,,,,,,,,,"    1","    1",,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-03-01","5.82"," 1659"," 1731","0.14","0.0","0.0","51","53","48",,"  320","  340","0.0","10.1","14.1","    1",,"    1",,,,,,,,"    1","    1",,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-03-02","5.37"," 2133"," 2219","1.45","0.0","0.0","52","54","49","    0","   70","   50","0.0","16.1","17.9","    1",,"    1",,,,,,,,"    1",,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-03-03","6.49"," 1644"," 1644","0.33","0.0","0.0","50","55","45",,"  300","  310","0.0","21.0","25.9","    1",,,,,,,,,,"    1","    1",,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-03-04","5.82"," 1608"," 1458","0.00","0.0","0.0","55","69","40",,"  320","  320","0.0","15.0","21.0","    1",,,,,,,,,,"    1",,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-03-05","5.59"," 1501"," 1523","0.00","0.0","0.0","56","70","41","    0","  320","  310","0.0","15.0","19.9",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-03-06","2.68"," 0945"," 0945","0.00","0.0","0.0","53","68","38","    0","   80","   80","0.0","13.0","14.1",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-03-07","4.03"," 1759"," 1758","0.00","0.0","0.0","56","72","40",,"  110","  120","0.0","15.0","17.0","    1",,,,,,,,,,"    1",,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-03-08","6.71"," 2015"," 2015","1.06","0.0","0.0","57","67","47","    0","  320","  330","0.0","17.0","21.9","    1",,"    1",,,,,,,,"    1",,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-03-09","5.59"," 1201"," 0147","0.00","0.0","0.0","56","65","46",,"  330","  300","0.0","14.1","19.9","    1",,,,,,,,,,"    1",,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-03-10","8.05"," 1211"," 1210","0.00","0.0","0.0","54","67","41",,"  140","  120","0.0","21.0","23.0",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-03-11","9.17"," 1619"," 1607","0.16","0.0","0.0","64","68","59",,"  140","  120","0.0","19.9","21.9","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-03-12","4.70"," 0520"," 0521","0.13","0.0","0.0","67","82","51",,"  290","  280","0.0","21.9","25.9","    1",,"    1",,,,,,,,"    1",,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-03-13","3.13"," 0856"," 0855","0.00","0.0","0.0","61","77","45",,"   60","   60","0.0","13.0","15.0",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-03-14","8.72"," 1445"," 1501","1.82","0.0","0.0","58","65","51","    0","  110","  320","0.0","33.1","38.9","    1","    1","    1",,"    1",,,,,,"    1",,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-03-15","8.72"," 1429"," 1428","0.00","0.0","0.0","60","70","50",,"  300","  310","0.0","21.0","25.9","    1",,,,,,,,,,"    1",,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-03-16","7.61"," 0057"," 0056","0.00","0.0","0.0","56","69","43",,"  340","  320","0.0","17.0","23.9",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-03-17","9.84"," 1049"," 1844","0.00","0.0","0.0","56","65","47",,"   60","   70","0.0","19.9","25.9",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-03-18","7.61"," 1652"," 0850","0.00","0.0","0.0","54","66","41",,"  330","   80","0.0","17.9","25.1",,,,,,,,,,,,,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-03-19","8.50"," 1425"," 1501","0.00","0.0","0.0","54","61","46","    0","  330","  290","0.0","17.9","23.9",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-03-20","8.50"," 1238"," 1238","0.00","0.0","0.0","54","66","41",,"  310","  320","0.0","19.9","23.9",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-03-21","2.46"," 1928"," 1941","0.00","0.0","0.0","57","75","39",,"  160","  170","0.0","12.1","13.0",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-03-22","4.92"," 1519"," 1600","0.00","0.0","0.0","59","76","42",,"  150","  130","0.0","19.9","23.9","    1",,,,,,,,,,"    1",,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-03-23","6.93"," 1634"," 1647","0.00","0.0","0.0","64","78","50",,"  120","  120","0.0","17.0","19.9","    1","    1",,,,,,,,,"    1",,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-03-24","5.82"," 2021"," 2020","0.01","0.0","0.0","66","76","56",,"  360","   10","0.0","19.9","25.1","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-03-25","8.05"," 0331"," 0329","0.00","0.0","0.0","58","68","47",,"   20","   20","0.0","16.1","21.0","    1",,,,,,,,,,"    1",,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-03-26","6.26"," 1348"," 1341","0.00","0.0","0.0","54","65","42",,"   80","   80","0.0","14.1","21.0",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-03-27","10.29"," 1522"," 1512","2.22","0.0","0.0","49","54","44","    0","   80","   20","0.0","23.0","29.1","    1",,"    1",,,,,,,,"    1",,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-03-28","8.05"," 1324"," 0819","0.51","0.0","0.0","54","60","48","    0","  100","  340","0.0","16.1","25.9","    1",,"    1",,,,,,,,"    1",,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-03-29","4.47"," 1438"," 1310","0.13","0.0","0.0","55","61","48","    0","  360","  320","0.0","12.1","16.1","    1",,,,,,,,,,"    1","    1",,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-03-30","4.03"," 1119"," 1118","0.01","0.0","0.0","55","66","44","    0","   20","   30","0.0","14.1","17.9","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-03-31","1.57"," 1324"," 1254","0.00","0.0","0.0","61","76","45",,"  320","  340","0.0","8.9","12.1","    1",,,,,,,,,,"    1",,,,,,"    1",
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-04-01","7.61"," 1620"," 1620","0.00","0.0","0.0","64","78","49",,"  140","  140","0.0","19.9","21.9","    1",,,,,,,,,,"    1",,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-04-02","9.17"," 1726"," 1725","0.00","0.0","0.0","68","77","58",,"  160","  160","0.0","21.0","23.9","    1",,,,,,,,,,"    1",,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-04-03","8.72"," 2102"," 2100","0.02","0.0","0.0","77","81","72",,"  130","  130","0.0","17.0","21.0","    1",,,,,,,"    1",,,"    1",,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-04-04","8.28"," 1610"," 1555","0.00","0.0","0.0","77","81","72",,"  110","  110","0.0","16.1","17.9","    1",,,,,,,,,,"    1",,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-04-05","10.74"," 1307"," 1306","0.00","0.0","0.0","78","84","71","    0","  140","  140","0.0","21.0","25.1","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-04-06","14.09"," 1437"," 1440","0.00","0.0","0.0","77","85","68",,"  140","  150","0.0","25.9","32.0",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-04-07","10.74"," 1421"," 0155","0.00","0.0","0.0","75","83","66",,"  150","  150","0.0","21.0","28.0","    1",,,,,,,,,,"    1",,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-04-08","12.53"," 1316"," 1250","0.00","0.0","0.0","78","85","71",,"  150","  150","0.0","21.0","25.9",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-04-09","11.18"," 1624"," 1354","0.00","0.0","0.0","79","85","72",,"  150","  150","0.0","19.9","23.9",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-04-10","14.99"," 1417"," 1417","0.00","0.0","0.0","79","86","72","    0","  150","  150","0.0","23.9","29.1","    1",,,,,,,,,,"    1",,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-04-11","7.61"," 0100"," 0051","0.04","0.0","0.0","72","78","66","    0","  150","  150","0.0","21.9","28.0","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-04-12","6.93"," 1456"," 1455","0.01","0.0","0.0","76","84","67",,"  140","  140","0.0","17.9","21.0","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-04-13","6.04"," 1655"," 1655","0.00","0.0","0.0","80","87","72",,"  110","  110","0.0","14.1","16.1","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-04-14","7.83"," 1547"," 1200","0.00","0.0","0.0","79","87","71",,"  150","  140","0.0","17.0","21.9","    1","    1",,,,,,,,,"    1",,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-04-15","4.70"," 0139"," 0139","0.00","0.0","0.0","80","88","71",,"  140","  140","0.0","17.9","21.0",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-04-16","6.71"," 1658"," 1958","1.51","0.0","0.0","74","84","63","    0","  110","  240","0.0","23.0","33.1","    1",,"    1",,,,,,,,"    1",,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-04-17","8.05"," 0842"," 0827","0.00","0.0","0.0","59","66","52","    0","   40","   50","0.0","23.0","30.0","    1","    1",,,,,,,,,"    1",,,"    1",,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-04-18","8.05"," 0901"," 0854","0.00","0.0","0.0","60","69","50","    0","   90","   90","0.0","19.9","23.9",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-04-19","10.29"," 1526"," 1801","0.00","0.0","0.0","64","77","50",,"  150","  160","0.0","23.0","25.9","    1",,,,,,,,,,"    1",,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2001-04-20","12.53"," 1532"," 1541","0.00","0.0","0.0","74","80","67",,"  150","  150","0.0","23.9","28.0",,,,,,,,,,,,,,,,,,
