"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT21","WT21_ATTRIBUTES"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-08-31","5.14",",,W",,,"0.83",",,W,2400","0.0",",,W","0.0",",,W","79","H,,S","84",",,W","74",",,W","  200",",,W","  200",",,W","13.0",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-09-01","4.92",",,W",,,"0.36",",,W,2400","0.0",",,W","0.0",",,W","80","H,,S","93",",,W","74",",,W","  140",",,W","  160",",,W","23.9",",,W","29.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-09-02","8.05",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","84","H,,S","94",",,W","76",",,W","  150",",,W","  140",",,W","25.1",",,W","29.1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-09-03","7.38",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","83","H,,S","93",",,W","75",",,W","  140",",,W","  120",",,W","18.1",",,W","25.9",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-09-04","6.04",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","83","H,,S","93",",,W","76",",,W","  150",",,W","  150",",,W","23.9",",,W","30.0",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-09-05","4.47",",,W",,,"0.03",",,W,2400","0.0",",,W","0.0",",,W","83","H,,S","93",",,W","75",",,W","  180",",,W","  180",",,W","21.0",",,W","30.0",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-09-06","2.01",",,W",,,"0.16",",,W,2400","0.0",",,W","0.0",",,W","82","H,,S","95",",,W","75",",,W","  150",",,W","  150",",,W","21.0",",,W","25.1",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-09-07","4.25",",,W",,,"0.42",",,W,2400","0.0",",,W","0.0",",,W","81","H,,S","95",",,W","73",",,W","   20",",,W","   20",",,W","28.0",",,W","32.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-09-08","3.36",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","79","H,,S","92",",,W","72",",,W","  130",",,W","  130",",,W","10.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-09-09","4.70",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","83","H,,S","95",",,W","74",",,W","  140",",,W","  100",",,W","17.0",",,W","28.0",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-09-10","6.93",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","85","H,,S","95",",,W","78",",,W","  150",",,W","  190",",,W","15.0",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-09-11","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","85","H,,S","97",",,W","76",",,W","  140",",,W","  140",",,W","21.0",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-09-12","4.92",",,W",,,"0.02",",,W,2400","0.0",",,W","0.0",",,W","81","H,,S","89",",,W","75",",,W","  170",",,W","  170",",,W","16.1",",,W","21.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-09-13","11.86",",,W",,,"0.01",",,W,2400","0.0",",,W","0.0",",,W","75","H,,S","77",",,W","67",",,W","   20",",,W","   10",",,W","18.1",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-09-14","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","70","H,,S","77",",,W","65",",,W","   40",",,W","   70",",,W","13.0",",,W","15.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-09-15","5.82",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","77","H,,S","92",",,W","68",",,W","  150",",,W","  150",",,W","15.0",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-09-16","5.59",",,W",,,"0.12",",,W,2400","0.0",",,W","0.0",",,W","81","H,,S","91",",,W","75",",,W","  140",",,W","  140",",,W","23.9",",,W","28.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-09-17","3.13",",,W",,,"0.25",",,W,2400","0.0",",,W","0.0",",,W","78","H,,S","89",",,W","75",",,W","  140",",,W","  210",",,W","16.1",",,W","18.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-09-18","6.26",",,W",,,"2.31",",,W,2400","0.0",",,W","0.0",",,W","76","H,,S","81",",,W","73",",,W","  130",",,W","  130",",,W","16.1",",,W","21.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-09-19","5.82",",,W",,,"0.20",",,W,2400","0.0",",,W","0.0",",,W","77","H,,S","84",",,W","73",",,W","  110",",,W","  120",",,W","13.0",",,W","16.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-09-20","6.93",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","79","H,,S","89",",,W","73",",,W","  100",",,W","  120",",,W","15.0",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-09-21","4.70",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","80","H,,S","91",",,W","73",",,W","   60",",,W","   40",",,W","14.1",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-09-22","5.37",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","81","H,,S","93",",,W","72",",,W","  360",",,W","  360",",,W","17.0",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-09-23","6.93",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","75","H,,S","84",",,W","64",",,W","   60",",,W","   30",",,W","14.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-09-24","5.14",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","73","H,,S","85",",,W","64",",,W","  110",",,W","  110",",,W","15.0",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-09-25","8.05",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","73","H,,S","80",",,W","68",",,W","   90",",,W","   90",",,W","16.1",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-09-26","7.16",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","76","H,,S","86",",,W","68",",,W","  110",",,W","  120",",,W","15.0",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-09-27","6.49",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","76","H,,S","86",",,W","71",",,W","   70",",,W","   90",",,W","14.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-09-28","7.38",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","78","H,,S","89",",,W","72",",,W","   40",",,W","   30",",,W","17.0",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-09-29","6.04",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","78","H,,S","89",",,W","70",",,W","   50",",,W","   50",",,W","14.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-09-30","4.70",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","78","H,,S","89",",,W","71",",,W","  150",",,W","  140",",,W","15.0",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-10-01","5.14",",,W",,,"0.09",",,W,2400","0.0",",,W","0.0",",,W","81","H,,S","93",",,W","72",",,W","  130",",,W","  140",",,W","19.9",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-10-02","8.05",",,W",,,"0.78",",,W,2400","0.0",",,W","0.0",",,W","84","H,,S","93",",,W","71",",,W","  300",",,W","  300",",,W","30.0",",,W","38.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-10-03","7.16",",,W",,,"0.32",",,W,2400","0.0",",,W","0.0",",,W","77","H,,S","84",",,W","63",",,W","  360",",,W","   30",",,W","21.0",",,W","28.0",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-10-04","6.93",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","68","H,,S","77",",,W","59",",,W","   40",",,W","   40",",,W","16.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-10-05","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","67","H,,S","85",",,W","53",",,W","  150",",,W","  150",",,W","16.1",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-10-06","6.26",",,W",,,"0.69",",,W,2400","0.0",",,W","0.0",",,W","73","H,,S","84",",,W","65",",,W","   10",",,W","   20",",,W","33.1",",,W","53.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-10-07","5.59",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","75","H,,S","90",",,W","65",",,W","  150",",,W","  140",",,W","15.0",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-10-08","5.37",",,W",,,"0.06",",,W,2400","0.0",",,W","0.0",",,W","78","H,,S","90",",,W","69",",,W","  240",",,W","  240",",,W","23.0",",,W","31.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-10-09","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","79","H,,S","90",",,W","68",",,W","  150",",,W","  150",",,W","13.0",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-10-10","7.61",",,W",,,"0.03",",,W,2400","0.0",",,W","0.0",",,W","81","H,,S","91",",,W","75",",,W","  170",",,W","  210",",,W","17.0",",,W","28.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-10-11","6.71",",,W",,,"0.02",",,W,2400","0.0",",,W","0.0",",,W","79","H,,S","85",",,W","66",",,W","  360",",,W","  360",",,W","21.0",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-10-12","6.49",",,W",,,"0.35",",,W,2400","0.0",",,W","0.0",",,W","71","H,,S","87",",,W","65",",,W","  170",",,W","  180",",,W","17.0",",,W","21.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-10-13","9.62",",,W",,,"0.61",",,W,2400","0.0",",,W","0.0",",,W","76","H,,S","85",",,W","59",",,W","  280",",,W","  310",",,W","29.1",",,W","40.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-10-14","7.61",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","66","H,,S","79",",,W","54",",,W","  300",",,W","  310",",,W","19.9",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-10-15","2.91",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","66","H,,S","84",",,W","51",",,W","  270",",,W","  270",",,W","12.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-10-16","5.59",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","71","H,,S","87",",,W","57",",,W","  170",",,W","  180",",,W","13.0",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-10-17","4.70",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","73","H,,S","86",",,W","60",",,W","  200",",,W","  170",",,W","12.1",",,W","15.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-10-18","2.46",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","74","H,,S","86",",,W","63",",,W","   60",",,W","   90",",,W","13.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-10-19","6.93",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","71","H,,S","81",",,W","62",",,W","   80",",,W","   80",",,W","8.9",",,W","14.1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-10-20","5.37",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","70","H,,S","83",",,W","59",",,W","   20",",,W","   60",",,W","12.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-10-21","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","68","H,,S","82",",,W","55",",,W","   70",",,W","   90",",,W","13.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-10-22","5.37",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","70","H,,S","82",",,W","61",",,W","   50",",,W","   80",",,W","14.1",",,W","18.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-10-23","5.14",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","67","H,,S","80",",,W","58",",,W","   50",",,W","   60",",,W","13.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-10-24","3.13",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","65","H,,S","82",",,W","54",",,W","   20",",,W","  360",",,W","8.9",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-10-25","1.79",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","68","H,,S","85",",,W","55",",,W","  130",",,W","  130",",,W","8.9",",,W","12.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-10-26","4.47",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","69","H,,S","85",",,W","56",",,W","  160",",,W","  170",",,W","14.1",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-10-27","6.26",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","72","H,,S","86",",,W","58",",,W","  160",",,W","  160",",,W","19.9",",,W","25.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-10-28","3.13",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","73","H,,S","86",",,W","60",",,W","  140",",,W","  160",",,W","13.0",",,W","16.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-10-29","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","73","H,,S","84",",,W","61",",,W","   20",",,W","   10",",,W","18.1",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-10-30","3.58",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","67","H,,S","79",",,W","55",",,W","   90",",,W","   90",",,W","10.1",",,W","14.1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-10-31","8.72",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","67","H,,S","79",",,W","55",",,W","   10",",,W","   30",",,W","21.9",",,W","28.0",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-11-01","5.14",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","57","H,,S","65",",,W","45",",,W","   70",",,W","   70",",,W","17.0",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-11-02","8.95",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","53","H,,S","72",",,W","41",",,W","  140",",,W","  150",",,W","18.1",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-11-03","8.72",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","64","H,,S","80",",,W","53",",,W","  140",",,W","  140",",,W","21.9",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-11-04","6.49",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","70","H,,S","82",",,W","62",",,W","  150",",,W","  170",",,W","19.9",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-11-05","6.26",",,W",,,"1.12",",,W,2400","0.0",",,W","0.0",",,W","70","H,,S","74",",,W","64",",,W","  300",",,W","  290",",,W","19.9",",,W","25.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-11-06","7.38",",,W",,,"0.17",",,W,2400","0.0",",,W","0.0",",,W","64","H,,S","66",",,W","58",",,W","   10",",,W","   20",",,W","15.0",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-11-07","4.47",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","57","H,,S","65",",,W","49",",,W","   60",",,W","   60",",,W","13.0",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-11-08","2.91",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","58","H,,S","75",",,W","50",",,W","  350",",,W","  350",",,W","15.0",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-11-09","3.80",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","58","H,,S","72",",,W","47",",,W","  200",",,W","  340",",,W","8.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-11-10","7.16",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","62","H,,S","80",",,W","45",",,W","  180",",,W","  210",",,W","17.0",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-11-11","10.07",",,W",,,"0.01",",,W,2400","0.0",",,W","0.0",",,W","65","H,,S","71",",,W","49",",,W","  310",",,W","  330",",,W","21.9",",,W","28.0",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-11-12","13.87",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","50","H,,S","58",",,W","43",",,W","   10",",,W","   10",",,W","21.9",",,W","28.0",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-11-13","12.75",",,W",,,"0.20",",,W,2400","0.0",",,W","0.0",",,W","43","H,,S","45",",,W","36",",,W","  360",",,W","  350",",,W","21.0",",,W","25.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-11-14","5.59",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","39","H,,S","47",",,W","34",",,W","   10",",,W","   70",",,W","12.1",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-11-15","9.40",",,W",,,"0.30",",,W,2400","0.0",",,W","0.0",",,W","46","H,,S","53",",,W","43",",,W","  110",",,W","  120",",,W","16.1",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-11-16","7.61",",,W",,,"0.65",",,W,2400","0.0",",,W","0.0",",,W","53","H,,S","57",",,W","42",",,W","  350",",,W","  350",",,W","25.1",",,W","33.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-11-17","13.42",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","43","H,,S","52",",,W","36",",,W","  340",",,W","  350",",,W","25.9",",,W","33.1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-11-18","3.80",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","42","H,,S","55",",,W","32",",,W","   90",",,W","   20",",,W","12.1",",,W","14.1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2014-11-19","3.80",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","47","H,,S","69",",,W","30",",,W","  170",",,W","  210",",,W","13.0",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,
