"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT21","WT21_ATTRIBUTES"
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-04-23","4.25",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","68","H,,S","80",",,W","56",",,W","  120",",,W","   60",",,W","14.1",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-04-24","7.38",",,W",,,"0.32",",,W,2400","0.0",",,W","0.0",",,W","67","H,,S","77",",,W","57",",,W","  140",",,W","  150",",,W","19.9",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-04-25","9.40",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","73","H,,S","85",",,W","67",",,W","  150",",,W","  150",",,W","21.9",",,W","25.9",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-04-26","13.20",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","76","H,,S","83",",,W","73",",,W","  140",",,W","  140",",,W","23.9",",,W","30.0",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-04-27","6.93",",,W",,,"0.60",",,W,2400","0.0",",,W","0.0",",,W","74","H,,S","86",",,W","61",",,W","  290",",,W","  300",",,W","23.0",",,W","49.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-04-28","10.51",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","75","H,,S","85",",,W","65",",,W","  140",",,W","  140",",,W","21.0",",,W","29.1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-04-29","15.88",",,W",,,"0.01",",,W,2400","0.0",",,W","0.0",",,W","78","H,,S","86",",,W","73",",,W","  150",",,W","  150",",,W","25.9",",,W","36.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-04-30","8.05",",,W",,,"0.60",",,W,2400","0.0",",,W","0.0",",,W","77","H,,S","85",",,W","65",",,W","  320",",,W","  310",",,W","35.1",",,W","44.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-05-01","9.17",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","76","H,,S","85",",,W","70",",,W","  130",",,W","  140",",,W","19.9",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-05-02","11.41",",,W",,,"0.05",",,W,2400","0.0",",,W","0.0",",,W","69","H,,S","74",",,W","61",",,W","  360",",,W","  360",",,W","23.9",",,W","30.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-05-03","8.50",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","65","H,,S","76",",,W","56",",,W","   10",",,W","   40",",,W","17.0",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-05-04","5.14",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","68","H,,S","82",",,W","54",",,W","  310",",,W","   20",",,W","18.1",",,W","31.1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-05-05","6.49",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","71","H,,S","85",",,W","59",",,W","  350",",,W","   30",",,W","17.0",",,W","28.0",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-05-06","3.36",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","71","H,,S","84",",,W","55",",,W","  110",",,W","  150",",,W","12.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-05-07","7.61",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","71","H,,S","83",",,W","57",",,W","  130",",,W","  130",",,W","19.9",",,W","25.9",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-05-08","9.62",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","72","H,,S","79",",,W","63",",,W","  140",",,W","  140",",,W","23.9",",,W","30.0",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-05-09","14.09",",,W",,,"0.01",",,W,2400","0.0",",,W","0.0",",,W","75","H,,S","83",",,W","70",",,W","  150",",,W","  150",",,W","38.0",",,W","47.0",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-05-10","10.29",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","78","H,,S","87",",,W","70",",,W","  150",",,W","  140",",,W","21.0",",,W","25.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-05-11","10.29",",,W",,,"0.01",",,W,2400","0.0",",,W","0.0",",,W","78","H,,S","86",",,W","71",",,W","  140",",,W","  150",",,W","25.1",",,W","30.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-05-12","4.47",",,W",,,"0.35",",,W,2400","0.0",",,W","0.0",",,W","79","H,,S","89",",,W","71",",,W","   50",",,W","  100",",,W","13.0",",,W","16.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-05-13","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","78","H,,S","88",",,W","69",",,W","  160",",,W","  170",",,W","23.0",",,W","30.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-05-14","3.80",",,W",,,"0.77",",,W,2400","0.0",",,W","0.0",",,W","74","H,,S","87",",,W","67",",,W","  190",",,W","  190",",,W","23.0",",,W","32.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-05-15","6.71",",,W",,,"0.86",",,W,2400","0.0",",,W","0.0",",,W","71","H,,S","80",",,W","67",",,W","   80",",,W","   70",",,W","13.0",",,W","17.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-05-16","8.72",",,W",,,"0.17",",,W,2400","0.0",",,W","0.0",",,W","69","H,,S","73",",,W","65",",,W","  100",",,W","  130",",,W","17.0",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-05-17","4.25",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","71","H,,S","83",",,W","67",",,W","  350",",,W","   30",",,W","14.1",",,W","19.9",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-05-18","9.17",",,W",,,"0.01",",,W,2400","0.0",",,W","0.0",",,W","74","H,,S","81",",,W","68",",,W","   10",",,W","   10",",,W","17.0",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-05-19","10.74",",,W",,,"0.49",",,W,2400","0.0",",,W","0.0",",,W","68","H,,S","70",",,W","64",",,W","   90",",,W","   80",",,W","21.0",",,W","23.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-05-20","5.59",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","70","H,,S","80",",,W","63",",,W","  340",",,W","   20",",,W","14.1",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-05-21","5.82",",,W",,,"0.03",",,W,2400","0.0",",,W","0.0",",,W","72","H,,S","82",",,W","66",",,W","  150",",,W","  160",",,W","23.0",",,W","29.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-05-22","8.05",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","75","H,,S","85",",,W","70",",,W","  140",",,W","  110",",,W","17.0",",,W","25.1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-05-23","9.62",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","76","H,,S","85",",,W","68",",,W","  140",",,W","  140",",,W","21.0",",,W","25.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-05-24","12.08",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","78","H,,S","86",",,W","72",",,W","  140",",,W","  160",",,W","23.0",",,W","29.1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-05-25","12.08",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","81","H,,S","89",",,W","76",",,W","  140",",,W","  140",",,W","23.0",",,W","28.0",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-05-26","11.18",",,W",,,"0.69",",,W,2400","0.0",",,W","0.0",",,W","79","H,,S","82",",,W","68",",,W","  150",",,W","  150",",,W","29.1",",,W","38.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-05-27","11.18",",,W",,,"3.76",",,W,2400","0.0",",,W","0.0",",,W","71","H,,S","82",",,W","65",",,W","  320",",,W","  330",",,W","30.0",",,W","38.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-05-28","6.26",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","73","H,,S","89",",,W","64",",,W","  130",",,W","  130",",,W","18.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-05-29","5.14",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","78","H,,S","88",",,W","70",",,W","  140",",,W","  100",",,W","15.0",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-05-30","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","76","H,,S","85",",,W","68",",,W","  170",",,W","  170",",,W","16.1",",,W","21.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-05-31","6.04",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","78","H,,S","87",",,W","68",",,W","  110",",,W","  140",",,W","18.1",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-06-01","7.83",",,W",,,"3.94",",,W,2400","0.0",",,W","0.0",",,W","78","H,,S","85",",,W","68",",,W","  360",",,W","   10",",,W","23.0",",,W","29.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-06-02","6.93",",,W",,,"3.57",",,W,2400","0.0",",,W","0.0",",,W","72","H,,S","77",",,W","67",",,W","  130",",,W","  140",",,W","25.9",",,W","31.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-06-03","4.92",",,W",,,"1.89",",,W,2400","0.0",",,W","0.0",",,W","71","H,,S","80",",,W","68",",,W","  220",",,W","  220",",,W","18.1",",,W","30.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-06-04","6.49",",,W",,,"0.88",",,W,2400","0.0",",,W","0.0",",,W","71","H,,S","76",",,W","68",",,W","   50",",,W","   40",",,W","19.9",",,W","25.1",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-06-05","6.49",",,W",,,"0.44",",,W,2400","0.0",",,W","0.0",",,W","73","H,,S","84",",,W","68",",,W","   40",",,W","  100",",,W","17.0",",,W","23.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-06-06","4.47",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","76","H,,S","87",",,W","70",",,W","   20",",,W","  100",",,W","10.1",",,W","15.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-06-07","4.70",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","80","H,,S","89",",,W","71",",,W","   60",",,W","   40",",,W","12.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-06-08","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","80","H,,S","89",",,W","71",",,W","  110",",,W","   90",",,W","15.0",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-06-09","6.49",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","79","H,,S","90",",,W","72",",,W","  110",",,W","  140",",,W","18.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-06-10","5.82",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","80","H,,S","91",",,W","71",",,W","   50",",,W","  110",",,W","15.0",",,W","19.9",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-06-11","5.82",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","82","H,,S","93",",,W","75",",,W","  150",",,W","   60",",,W","15.0",",,W","19.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-06-12","5.82",",,W",,,"2.11",",,W,2400","0.0",",,W","0.0",",,W","81","H,,S","87",",,W","74",",,W","   90",",,W","  190",",,W","17.0",",,W","25.1",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-06-13","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","81","H,,S","93",",,W","74",",,W","   40",",,W","   30",",,W","16.1",",,W","21.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-06-14","6.04",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","85","H,,S","94",",,W","79",",,W","  160",",,W","  160",",,W","16.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-06-15","6.93",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","86","H,,S","96",",,W","78",",,W","  170",",,W","  200",",,W","14.1",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-06-16","6.49",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","87","H,,S","97",",,W","79",",,W","  150",",,W","  160",",,W","15.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-06-17","5.14",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","86","H,,S","96",",,W","79",",,W","  140",",,W","  120",",,W","14.1",",,W","18.1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-06-18","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","87","H,,S","97",",,W","75",",,W","   40",",,W","   40",",,W","25.1",",,W","30.0",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-06-19","5.37",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","81","H,,S","92",",,W","73",",,W","  140",",,W","  130",",,W","16.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-06-20","4.03",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","83","H,,S","94",",,W","76",",,W","  100",",,W","  110",",,W","19.9",",,W","23.9",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-06-21","4.25",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","82","H,,S","93",",,W","75",",,W","  130",",,W","  140",",,W","21.0",",,W","25.9",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-06-22","7.38",",,W",,,"0.02",",,W,2400","0.0",",,W","0.0",",,W","84","H,,S","93",",,W","75",",,W","  150",",,W","  150",",,W","19.9",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-06-23","6.04",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","84","H,,S","93",",,W","74",",,W","  160",",,W","  150",",,W","17.0",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-06-24","5.37",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","82","H,,S","93",",,W","73",",,W","  110",",,W","  100",",,W","19.9",",,W","23.0",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-06-25","4.03",",,W",,,"0.06",",,W,2400","0.0",",,W","0.0",",,W","83","H,,S","93",",,W","75",",,W","  130",",,W","  180",",,W","18.1",",,W","23.0",",,W",,,,,"    1",",,W",,,,,,,"    1",",,W",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-06-26","3.13",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","84","H,,S","93",",,W","76",",,W","  150",",,W","  140",",,W","13.0",",,W","17.0",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-06-27","2.01",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","84","H,,S","96",",,W","76",",,W","   30",",,W","   30",",,W","14.1",",,W","17.0",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-06-28","4.70",",,W",,,"0.21",",,W,2400","0.0",",,W","0.0",",,W","83","H,,S","97",",,W","74",",,W","   40",",,W","   10",",,W","21.0",",,W","28.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-06-29","5.14",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","81","H,,S","94",",,W","73",",,W","   30",",,W","   40",",,W","15.0",",,W","18.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-06-30","6.04",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","83","H,,S","94",",,W","75",",,W","  110",",,W","   50",",,W","15.0",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-07-01","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","85","H,,S","94",",,W","76",",,W","  150",",,W","  140",",,W","14.1",",,W","18.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-07-02","5.59",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","86","H,,S","96",",,W","76",",,W","  190",",,W","  170",",,W","12.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-07-03","9.17",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","87","H,,S","97",",,W","80",",,W","  170",",,W","  180",",,W","18.1",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-07-04","9.62",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","88","H,,S","97",",,W","82",",,W","  170",",,W","  230",",,W","18.1",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-07-05","8.95",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","88","H,,S","97",",,W","83",",,W","  170",",,W","  170",",,W","16.1",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-07-06","10.07",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","87","H,,S","96",",,W","82",",,W","  160",",,W","  160",",,W","21.0",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-07-07","9.84",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","87","H,,S","97",",,W","81",",,W","  160",",,W","  150",",,W","21.0",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-07-08","7.83",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","87","H,,S","98",",,W","78",",,W","  170",",,W","  160",",,W","18.1",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-07-09","6.93",",,W",,,"0.28",",,W,2400","0.0",",,W","0.0",",,W","86","H,,S","98",",,W","77",",,W","  120",",,W","  120",",,W","16.1",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-07-10","8.05",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","87","H,,S","96",",,W","80",",,W","  230",",,W","  220",",,W","17.0",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-07-11","10.96",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","87","H,,S","97",",,W","81",",,W","  140",",,W","  140",",,W","21.9",",,W","29.1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00012960","HOUSTON INTERCONTINENTAL AIRPORT, TX US","29.98","-95.36","29.0","2016-07-12","9.62",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","87","H,,S","97",",,W","80",",,W","  150",",,W","  160",",,W","19.9",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,
