Report: TAMIS002 - Raw Data Report (JMP) for 01/01/2008 - 09/01/2020
User: TAMIS User, Run Date: 09/11/2020 15:17:54

"?" represents a missing value.
"SOC" stands for Sampler Occurrence Code.  It distinguishes between different samplers of the same type at a site at the same time. This is a user defined code that once assigned should not be changed.
"AQS Code" is a unique code for the site.  It is a combination of the state FIPS code, county FIPS code and the site EPA code.

For more information about terminology and column definitions visit https://www17.tceq.texas.gov/tamis/index.cfm?fuseaction=report.terms&rt=1802
For questions about AMCVs visit http://www.tceq.texas.gov/toxicology/AirToxics.html/#list

State	Region	County	City	AQS Code	Site Name	Latitude	Longitude	Year	Month	Day	Date	Start Hour	Start Minute	Start Time	Duration	Sampler Type	SOC	Pm10 - Lc (ug/m3 (LC)) <85101>	Pm10 Total 0-10um Stp (ug/m3 (25 C)) <81102>	Pm10-2.5 - Local Conditions (ug/m3 (LC)) <86101>
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2008	01	13	20080113	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	11	?
TEXAS	HOUSTON	HARRIS	Houston	482010066	Houston Westhollow	29.723333	-95.635833	2008	01	13	20080113	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	13	?
TEXAS	HOUSTON	HARRIS	Houston	482010062	Houston Monroe	29.625556	-95.267222	2008	01	13	20080113	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	15	?
TEXAS	HOUSTON	HARRIS	Houston	482010047	Lang	29.834167	-95.489167	2008	01	13	20080113	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	14	?
TEXAS	HOUSTON	HARRIS	Houston	482010024	Houston Aldine	29.9010364	-95.3261373	2008	01	13	20080113	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?	24	?
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2008	01	16	20080116	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	24	?
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2008	01	19	20080119	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	7	?
TEXAS	HOUSTON	HARRIS	Houston	482010066	Houston Westhollow	29.723333	-95.635833	2008	01	19	20080119	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	11	?
TEXAS	HOUSTON	HARRIS	Houston	482010062	Houston Monroe	29.625556	-95.267222	2008	01	19	20080119	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	12	?
TEXAS	HOUSTON	HARRIS	Houston	482010047	Lang	29.834167	-95.489167	2008	01	19	20080119	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	11	?
TEXAS	HOUSTON	HARRIS	Houston	482010024	Houston Aldine	29.9010364	-95.3261373	2008	01	19	20080119	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?	8	?
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2008	01	22	20080122	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	33	?
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2008	01	25	20080125	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	10	?
TEXAS	HOUSTON	HARRIS	Houston	482010066	Houston Westhollow	29.723333	-95.635833	2008	01	25	20080125	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	12	?
TEXAS	HOUSTON	HARRIS	Houston	482010062	Houston Monroe	29.625556	-95.267222	2008	01	25	20080125	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	14	?
TEXAS	HOUSTON	HARRIS	Houston	482010047	Lang	29.834167	-95.489167	2008	01	25	20080125	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	10	?
TEXAS	HOUSTON	HARRIS	Houston	482010024	Houston Aldine	29.9010364	-95.3261373	2008	01	25	20080125	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?	6	?
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2008	01	28	20080128	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	109	?
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2008	01	31	20080131	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	59	?
TEXAS	HOUSTON	HARRIS	Houston	482010066	Houston Westhollow	29.723333	-95.635833	2008	01	31	20080131	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	37	?
TEXAS	HOUSTON	HARRIS	Houston	482010062	Houston Monroe	29.625556	-95.267222	2008	01	31	20080131	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	36	?
TEXAS	HOUSTON	HARRIS	Houston	482010047	Lang	29.834167	-95.489167	2008	01	31	20080131	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	37	?
TEXAS	HOUSTON	HARRIS	Houston	482010024	Houston Aldine	29.9010364	-95.3261373	2008	01	31	20080131	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?	26	?
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2008	02	03	20080203	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	102	?
TEXAS	HOUSTON	HARRIS	Houston	482010066	Houston Westhollow	29.723333	-95.635833	2008	02	06	20080206	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	14	?
TEXAS	HOUSTON	HARRIS	Houston	482010062	Houston Monroe	29.625556	-95.267222	2008	02	06	20080206	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	26	?
TEXAS	HOUSTON	HARRIS	Houston	482010047	Lang	29.834167	-95.489167	2008	02	06	20080206	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	17	?
TEXAS	HOUSTON	HARRIS	Houston	482010024	Houston Aldine	29.9010364	-95.3261373	2008	02	06	20080206	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?	13	?
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2008	02	07	20080207	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	150	?
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2008	02	09	20080209	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	51	?
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2008	02	12	20080212	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	26	?
TEXAS	HOUSTON	HARRIS	Houston	482010066	Houston Westhollow	29.723333	-95.635833	2008	02	12	20080212	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	15	?
TEXAS	HOUSTON	HARRIS	Houston	482010047	Lang	29.834167	-95.489167	2008	02	12	20080212	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	14	?
TEXAS	HOUSTON	HARRIS	Houston	482010024	Houston Aldine	29.9010364	-95.3261373	2008	02	12	20080212	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?	11	?
TEXAS	HOUSTON	HARRIS	Houston	482010062	Houston Monroe	29.625556	-95.267222	2008	02	13	20080213	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	25	?
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2008	02	18	20080218	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	14	?
TEXAS	HOUSTON	HARRIS	Houston	482010066	Houston Westhollow	29.723333	-95.635833	2008	02	18	20080218	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	15	?
TEXAS	HOUSTON	HARRIS	Houston	482010062	Houston Monroe	29.625556	-95.267222	2008	02	18	20080218	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	22	?
TEXAS	HOUSTON	HARRIS	Houston	482010024	Houston Aldine	29.9010364	-95.3261373	2008	02	18	20080218	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?	10	?
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2008	02	21	20080221	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	26	?
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2008	02	24	20080224	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	30	?
TEXAS	HOUSTON	HARRIS	Houston	482010066	Houston Westhollow	29.723333	-95.635833	2008	02	24	20080224	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	20	?
TEXAS	HOUSTON	HARRIS	Houston	482010062	Houston Monroe	29.625556	-95.267222	2008	02	24	20080224	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	22	?
TEXAS	HOUSTON	HARRIS	Houston	482010047	Lang	29.834167	-95.489167	2008	02	24	20080224	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	25	?
TEXAS	HOUSTON	HARRIS	Houston	482010024	Houston Aldine	29.9010364	-95.3261373	2008	02	24	20080224	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?	18	?
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2008	02	27	20080227	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	34	?
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2008	03	01	20080301	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	42	?
TEXAS	HOUSTON	HARRIS	Houston	482010066	Houston Westhollow	29.723333	-95.635833	2008	03	01	20080301	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	21	?
TEXAS	HOUSTON	HARRIS	Houston	482010062	Houston Monroe	29.625556	-95.267222	2008	03	01	20080301	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	24	?
TEXAS	HOUSTON	HARRIS	Houston	482010047	Lang	29.834167	-95.489167	2008	03	01	20080301	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	24	?
TEXAS	HOUSTON	HARRIS	Houston	482010024	Houston Aldine	29.9010364	-95.3261373	2008	03	01	20080301	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?	17	?
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2008	03	04	20080304	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	60	?
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2008	03	07	20080307	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	23	?
TEXAS	HOUSTON	HARRIS	Houston	482010066	Houston Westhollow	29.723333	-95.635833	2008	03	07	20080307	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	14	?
TEXAS	HOUSTON	HARRIS	Houston	482010062	Houston Monroe	29.625556	-95.267222	2008	03	07	20080307	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	19	?
TEXAS	HOUSTON	HARRIS	Houston	482010047	Lang	29.834167	-95.489167	2008	03	07	20080307	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	16	?
TEXAS	HOUSTON	HARRIS	Houston	482010024	Houston Aldine	29.9010364	-95.3261373	2008	03	07	20080307	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?	12	?
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2008	03	13	20080313	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	125	?
TEXAS	HOUSTON	HARRIS	Houston	482010066	Houston Westhollow	29.723333	-95.635833	2008	03	13	20080313	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	25	?
TEXAS	HOUSTON	HARRIS	Houston	482010062	Houston Monroe	29.625556	-95.267222	2008	03	13	20080313	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	30	?
TEXAS	HOUSTON	HARRIS	Houston	482010047	Lang	29.834167	-95.489167	2008	03	13	20080313	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	22	?
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2008	03	16	20080316	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	58	?
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2008	03	19	20080319	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	27	?
TEXAS	HOUSTON	HARRIS	Houston	482010066	Houston Westhollow	29.723333	-95.635833	2008	03	19	20080319	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	17	?
TEXAS	HOUSTON	HARRIS	Houston	482010062	Houston Monroe	29.625556	-95.267222	2008	03	19	20080319	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	20	?
TEXAS	HOUSTON	HARRIS	Houston	482010047	Lang	29.834167	-95.489167	2008	03	19	20080319	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	14	?
TEXAS	HOUSTON	HARRIS	Houston	482010024	Houston Aldine	29.9010364	-95.3261373	2008	03	19	20080319	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?	28	?
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2008	03	22	20080322	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	37	?
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2008	03	25	20080325	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	127	?
TEXAS	HOUSTON	HARRIS	Houston	482010066	Houston Westhollow	29.723333	-95.635833	2008	03	25	20080325	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	41	?
TEXAS	HOUSTON	HARRIS	Houston	482010062	Houston Monroe	29.625556	-95.267222	2008	03	25	20080325	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	45	?
TEXAS	HOUSTON	HARRIS	Houston	482010047	Lang	29.834167	-95.489167	2008	03	25	20080325	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	24	?
TEXAS	HOUSTON	HARRIS	Houston	482010024	Houston Aldine	29.9010364	-95.3261373	2008	03	25	20080325	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?	31	?
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2008	03	28	20080328	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	83	?
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2008	03	31	20080331	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	67	?
TEXAS	HOUSTON	HARRIS	Houston	482010066	Houston Westhollow	29.723333	-95.635833	2008	03	31	20080331	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	38	?
TEXAS	HOUSTON	HARRIS	Houston	482010062	Houston Monroe	29.625556	-95.267222	2008	03	31	20080331	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	34	?
TEXAS	HOUSTON	HARRIS	Houston	482010047	Lang	29.834167	-95.489167	2008	03	31	20080331	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	27	?
TEXAS	HOUSTON	HARRIS	Houston	482010024	Houston Aldine	29.9010364	-95.3261373	2008	03	31	20080331	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?	25	?
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2008	04	03	20080403	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	96	?
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2008	04	06	20080406	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	26	?
TEXAS	HOUSTON	HARRIS	Houston	482010066	Houston Westhollow	29.723333	-95.635833	2008	04	06	20080406	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	21	?
TEXAS	HOUSTON	HARRIS	Houston	482010062	Houston Monroe	29.625556	-95.267222	2008	04	06	20080406	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	21	?
TEXAS	HOUSTON	HARRIS	Houston	482010047	Lang	29.834167	-95.489167	2008	04	06	20080406	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	19	?
TEXAS	HOUSTON	HARRIS	Houston	482010024	Houston Aldine	29.9010364	-95.3261373	2008	04	06	20080406	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?	18	?
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2008	04	09	20080409	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	61	?
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2008	04	12	20080412	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	24	?
TEXAS	HOUSTON	HARRIS	Houston	482010066	Houston Westhollow	29.723333	-95.635833	2008	04	12	20080412	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	21	?
TEXAS	HOUSTON	HARRIS	Houston	482010024	Houston Aldine	29.9010364	-95.3261373	2008	04	12	20080412	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?	19	?
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2008	04	15	20080415	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	50	?
TEXAS	HOUSTON	HARRIS	Houston	482010047	Lang	29.834167	-95.489167	2008	04	16	20080416	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	23	?
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2008	04	18	20080418	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	27	?
TEXAS	HOUSTON	HARRIS	Houston	482010066	Houston Westhollow	29.723333	-95.635833	2008	04	18	20080418	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	17	?
TEXAS	HOUSTON	HARRIS	Houston	482010047	Lang	29.834167	-95.489167	2008	04	18	20080418	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	15	?
TEXAS	HOUSTON	HARRIS	Houston	482010024	Houston Aldine	29.9010364	-95.3261373	2008	04	18	20080418	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?	12	?
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2008	04	21	20080421	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	63	?
TEXAS	HOUSTON	HARRIS	Houston	482010062	Houston Monroe	29.625556	-95.267222	2008	04	22	20080422	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	61	?
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2008	04	24	20080424	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	85	?
TEXAS	HOUSTON	HARRIS	Houston	482010066	Houston Westhollow	29.723333	-95.635833	2008	04	24	20080424	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	27	?
TEXAS	HOUSTON	HARRIS	Houston	482010062	Houston Monroe	29.625556	-95.267222	2008	04	24	20080424	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	39	?
TEXAS	HOUSTON	HARRIS	Houston	482010047	Lang	29.834167	-95.489167	2008	04	24	20080424	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	30	?
TEXAS	HOUSTON	HARRIS	Houston	482010024	Houston Aldine	29.9010364	-95.3261373	2008	04	24	20080424	00	00	00:00	24 HOURS	"PM10 (FRM)"	0002	?	26	?
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2008	04	27	20080427	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	20	?
TEXAS	HOUSTON	HARRIS	Houston	482011035	Clinton	29.7337263	-95.2575931	2008	04	30	20080430	00	00	00:00	24 HOURS	"PM10 (FRM)"	0001	?	95	?
